Id,GroupId,NameKey,TeamId,Type,UseType,ManualControl,ControlTime,ControlTextKey,MultiControl,HitCancel,ForbidUserCancel,Radius,BPName,WorldInfoId,Visible,InitialSpawning,Period,Repeatable,LifeTime,ControlCoolingTime,MaxCount,BasePosX,BasePosY,BasePosZ,RotateP,RotateY,RotateR,SpawnRadius,DestroyAfterControl,TotalControlCount,ReUsable,Exp,ControlActionRate1,ControlActionType1,ControlActionParam1,ControlActionRate2,ControlActionType2,ControlActionParam2,ControlActionRate3,ControlActionType3,ControlActionParam3,SiegeWarParentNpcSpawnInfoId,CollisionUnitType,CollisionUnitParam,InteractionType,InteractionAnimation,ActivateMaterial,InactivateMaterial,ControlProcessingEffect,ControlCompleteStartEffect,ControlCompleteLoopEffect,InstanceResetAfterControl,DisableSpawnVFX,ShowName
40103,401,101000040101,0,,Quest,1,2,102000040101,1,0,0,100,BP_Gadget_Flower_03,4,1,1,3,1,0,0,1,35957,9064,100,0,40,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40104,401,101000040101,0,,Quest,1,2,102000040101,1,0,0,100,BP_Gadget_Flower_03,4,1,1,3,1,0,0,1,34027,10185,100,0,40,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40105,401,101000040101,0,,Quest,1,2,102000040101,1,0,0,100,BP_Gadget_Flower_03,4,1,1,3,1,0,0,1,34709,9135,100,0,144,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40106,401,101000040101,0,,Quest,1,2,102000040101,1,0,0,100,BP_Gadget_Flower_03,4,1,1,3,1,0,0,1,35575,10884,100,0,40,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40107,401,101000040101,0,,Quest,1,2,102000040101,1,0,0,100,BP_Gadget_Flower_03,4,1,1,3,1,0,0,1,33350,10345,100,0,40,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40108,401,101000040101,0,,Quest,1,2,102000040101,1,0,0,100,BP_Gadget_Flower_03,4,1,1,3,1,0,0,1,34238,8056,100,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40109,401,101000040101,0,,Quest,1,2,102000040101,1,0,0,100,BP_Gadget_Flower_03,4,1,1,3,1,0,0,1,36136,10384,100,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40110,401,101000040101,0,,Quest,1,2,102000040101,1,0,0,100,BP_Gadget_Flower_03,4,1,1,3,1,0,0,1,36022,9486,100,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40201,402,101000040201,0,,Quest,1,2,102000010901,1,0,0,100,BP_Gadget_Prison_07,4,1,1,3,1,0,0,1,36123,5186,100,0,-30,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
40202,402,101000040201,0,,Quest,1,2,102000010901,1,0,0,100,BP_Gadget_Prison_07,4,1,1,3,1,0,0,1,37488,4707,100,0,60,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
40203,402,101000040201,0,,Quest,1,2,102000010901,1,0,0,100,BP_Gadget_Prison_07,4,1,1,3,1,0,0,1,38040,5734,100,0,91,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
40204,402,101000040201,0,,Quest,1,2,102000010901,1,0,0,100,BP_Gadget_Prison_07,4,1,1,3,1,0,0,1,37869,6313,100,0,109,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
40205,402,101000040201,0,,Quest,1,2,102000010901,1,0,0,100,BP_Gadget_Prison_07,4,1,1,3,1,0,0,1,36195,6880,100,0,-149,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
40301,403,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,37868,653,100,0,166,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40302,403,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,37948,898,100,0,122,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40303,403,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,37297,-143,100,0,122,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40304,403,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,38078,48,100,0,57,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40305,403,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,38287,1504,100,0,122,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40306,403,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,38446,1355,100,0,-72,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40307,403,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,37101,973,100,0,57,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40308,403,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,37380,-331,100,0,-109,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40309,403,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,37509,-1251,100,0,-151,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40401,404,101000040401,0,,Quest,1,2,102000040401,1,0,0,100,BP_Gadget_Weapon_03,4,1,1,3,1,0,0,1,37730,755,100,0,-73,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40402,404,101000040401,0,,Quest,1,2,102000040401,1,0,0,100,BP_Gadget_Weapon_03,4,1,1,3,1,0,0,1,38082,1041,100,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40403,404,101000040401,0,,Quest,1,2,102000040401,1,0,0,100,BP_Gadget_Weapon_02,4,1,1,3,1,0,0,1,38172,1667,100,0,-12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40404,404,101000040401,0,,Quest,1,2,102000040401,1,0,0,100,BP_Gadget_Weapon_02,4,1,1,3,1,0,0,1,37237,1077,100,0,-12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40405,404,101000040401,0,,Quest,1,2,102000040401,1,0,0,100,BP_Gadget_Weapon_02,4,1,1,3,1,0,0,1,37485,-29,100,0,-12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40406,404,101000040401,0,,Quest,1,2,102000040401,1,0,0,100,BP_Gadget_Weapon_03,4,1,1,3,1,0,0,1,37247,-461,100,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40407,404,101000040401,0,,Quest,1,2,102000040401,1,0,0,100,BP_Gadget_Weapon_03,4,1,1,3,1,0,0,1,38250,-90,100,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40408,404,101000040401,0,,Quest,1,2,102000040401,1,0,0,100,BP_Gadget_Weapon_02,4,1,1,3,1,0,0,1,37634,-1112,100,0,-12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40409,404,101000040401,0,,Quest,1,2,102000040401,1,0,0,100,BP_Gadget_Weapon_03,4,1,1,3,1,0,0,1,38470,1169,100,0,-96,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40601,406,10220755,0,,Quest,1,2,102000040601,1,0,0,100,BP_Gadget_RedCrystal_01,4,1,1,3,1,0,0,1,20992,-5395,100,0,61,0,0,0,0,0,,,,,,,,,,,,,,Destroy,,,,,,,0,0,0
40701,407,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,20411,-5198,100,0,98,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40702,407,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,21310,-4865,100,0,-172,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40703,407,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,21258,-5933,100,0,25,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40704,407,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,22181,-5600,100,0,115,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40705,407,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,22136,-4935,100,0,49,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40706,407,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,20968,-4441,100,0,135,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40707,407,101000040301,0,,Quest,1,2,102000040301,1,0,0,100,BP_Gadget_Death_NPC_08,4,1,1,3,1,0,0,1,22352,-4042,100,0,25,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40801,408,101000040801,0,,Quest,1,2,102000040801,1,0,0,100,BP_Gadget_Box_09,4,1,1,3,1,0,0,1,-11955,11352,98,0,28,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40802,408,101000040801,0,,Quest,1,2,102000040801,1,0,0,100,BP_Gadget_Box_09,4,1,1,3,1,0,0,1,-12849,11908,98,0,39,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40803,408,101000040801,0,,Quest,1,2,102000040801,1,0,0,100,BP_Gadget_Box_09,4,1,1,3,1,0,0,1,-12963,11014,98,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40804,408,101000040801,0,,Quest,1,2,102000040801,1,0,0,100,BP_Gadget_Box_09,4,1,1,3,1,0,0,1,-12553,11532,98,0,53,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40805,408,101000040801,0,,Quest,1,2,102000040801,1,0,0,100,BP_Gadget_Box_09,4,1,1,3,1,0,0,1,-12270,12012,13,0,53,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40806,408,101000040801,0,,Quest,1,2,102000040801,1,0,0,100,BP_Gadget_Box_09,4,1,1,3,1,0,0,1,-11754,11758,13,0,128,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
40901,409,101000040901,0,,Quest,1,2,102000040901,1,0,0,100,BP_Gadget_book_02,4,1,1,3,1,0,0,1,-16248,18380,98,0,-15,0,0,0,0,0,,,,,,,,,,,,,,Investigation,,,,,,,0,0,0
41001,410,101000041001,0,,Quest,1,2,102000041001,1,0,0,100,BP_Gadget_Campfire_02,4,1,1,3,1,0,0,1,-18032,-11687,98,0,89,0,0,0,0,0,,,,,,,,,,,,,,Burn,,,,,,,0,0,0
41101,411,101000041001,0,,Quest,1,2,102000041001,1,0,0,100,BP_Gadget_Campfire_02,4,1,1,3,1,0,0,1,-16514,-16656,98,0,0,0,0,0,0,0,,,,,,,,,,,,,,Burn,,,,,,,0,0,0
41201,412,101000041201,0,,Quest,1,2,102000010901,1,0,0,200,BP_Gadget_Prison_11,4,1,1,3,1,0,0,1,-22628,-16650,100,0,-68,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
41301,413,101000041301,0,,Quest,1,2,102000010901,1,0,0,200,BP_Gadget_Prison_04,4,1,1,3,1,0,0,1,-21436,-17297,100,0,1,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
41401,414,101000041401,0,,Quest,1,2,102000010901,1,0,0,200,BP_Gadget_Prison_10,4,1,1,3,1,0,0,1,-20336,-15979,100,0,101,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
41501,415,101000041501,0,,Quest,1,2,102000020201,1,0,0,100,BP_Gadget_Totem_01,4,1,1,3,1,0,0,1,-26839,-12061,100,0,-45,0,0,0,0,0,,,,,,,,,,,,,,Burn,,,,,,,0,0,0
41701,417,101000041701,0,,Quest,1,2,102000010901,1,0,0,350,BP_Gadget_Prison_09,4,0,1,3,1,0,0,1,-41051,580,99,0,-10,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
41801,418,101000041801,0,,Quest,1,2,102000010901,1,0,0,350,BP_Gadget_Prison_08,4,0,1,3,1,0,0,1,-40055,2164,99,0,84,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
41901,419,101000012901,0,,Quest,1,2,102000041901,1,0,0,100,BP_Gadget_Box_01,4,1,1,3,1,0,0,1,-41844,2055,99,0,-139,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
41902,419,101000012901,0,,Quest,1,2,102000041901,1,0,0,100,BP_Gadget_Box_01,4,1,1,3,1,0,0,1,-41669,1403,99,0,143,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
41903,419,101000012901,0,,Quest,1,2,102000041901,1,0,0,100,BP_Gadget_Box_01,4,1,1,3,1,0,0,1,-40675,856,99,0,30,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
41904,419,101000012901,0,,Quest,1,2,102000041901,1,0,0,100,BP_Gadget_Box_01,4,1,1,3,1,0,0,1,-40157,973,99,0,-60,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
41905,419,101000012901,0,,Quest,1,2,102000041901,1,0,0,100,BP_Gadget_Box_01,4,1,1,3,1,0,0,1,-39780,2452,99,0,-1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
41906,419,101000012901,0,,Quest,1,2,102000041901,1,0,0,100,BP_Gadget_Box_01,4,1,1,3,1,0,0,1,-40322,2856,99,0,-156,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
42201,422,101000042201,0,,Quest,1,2,102000010901,1,0,0,300,BP_Gadget_Prison_01,4,1,1,20,1,0,0,1,-13870,8050,100,0,-20,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
42301,423,10010461,0,,Quest,1,2,102000010901,1,0,0,150,BP_Gadget_Prison_07,4,0,1,20,1,0,0,1,-17227,13294,100,0,-65,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
42401,424,101000041501,0,,Quest,1,2,102000020201,1,0,0,100,BP_Gadget_Totem_01,4,1,1,1,1,0,0,1,-26237,-12676,100,0,-45,0,0,0,0,0,,,,,,,,,,,,,,Burn,,,,,,,0,0,0
42501,425,10220755,0,,Quest,1,2,0,1,0,0,100,BP_Gadget_RedCrystal_01,100018,1,1,1,1,0,0,1,1401,-185,-399,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
42601,426,101000042601,0,,Quest,0,0,0,1,0,0,150,BP_Gadget_Burned_Totem_01,299984,1,1,1,1,0,0,1,-26839,-12061,100,0,-45,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
43101,431,101000042601,0,,Quest,0,0,0,1,0,0,150,BP_Gadget_Burned_Totem_01,299984,1,1,1,1,0,0,1,-26237,-12676,100,0,-45,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
42701,427,101000012001,0,,Quest,1,2,102000012001,1,0,0,150,BP_Gadget_TeleportCrystal_01,100018,0,1,1,1,0,0,1,1135,35,-405,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
42801,428,101000042801,0,,Quest,1,2,102000042801,1,0,0,100,BP_Gadget_Firepot_04,4,1,1,1,1,0,0,1,-28158,-13914,439,0,0,0,0,0,0,0,,,,,,,,,,,,,,Burn,,,,,,,0,0,0
42901,429,101000041701,0,,Quest,1,2,102000010901,1,0,0,350,BP_Gadget_Prison_09,4,0,1,3,1,0,0,1,-39611,1136,99,0,70,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
43201,432,101000012001,0,,Quest,1,2,102000012001,1,0,0,0,BP_Gadget_TeleportCrystal_01,4,0,1,1,1,0,0,1,-49843,13913,100,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
43301,433,101000043301,0,,Quest,0,2,0,1,0,0,0,BP_Gadget_Block_09,4,0,1,0,0,0,0,1,-49821,13945,100,0,90,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
43302,433,101000043301,0,,Quest,0,2,0,1,0,0,0,BP_Gadget_Block_09,4,0,1,0,0,0,0,1,-48011,13945,100,0,90,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
43303,433,101000043301,0,,Quest,0,2,0,1,0,0,0,BP_Gadget_Block_09,4,0,1,0,0,0,0,1,-48916,14822,100,0,180,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
43304,433,101000043301,0,,Quest,0,2,0,1,0,0,0,BP_Gadget_Block_09,4,0,1,0,0,0,0,1,-48916,13020,100,0,180,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
43401,434,101000043401,0,,Quest,0,2,0,1,0,0,350,BP_Gadget_Prison_Empty_01,4,1,1,3,0,0,0,1,-41051,580,99,0,-10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
43501,435,101000043501,0,,Quest,0,2,0,1,0,0,140,BP_Gadget_Prison_Empty_02,4,1,1,3,0,0,0,1,-40055,2164,99,0,84,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
43601,436,101000043401,0,,Quest,0,2,0,1,0,0,350,BP_Gadget_Prison_Empty_01,4,1,1,3,0,0,0,1,-39611,1136,99,0,70,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
43801,438,101000043801,0,,Normal,0,0,0,0,0,0,0,BP_Gadget_Prison_Empty_02,4,1,1,0,0,0,0,1,-51912,8447,100,0,-40,0,,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50001,500,101000050001,0,,Usable,1,5,102020000101,0,1,0,100,BP_Gadget_QuestScrollBox_01,5,1,1,600,1,0,0,0,0,0,226,0,0,0,0,1,0,0,,,GetItem,"""itemDropGroupId"":500",,SpawnNpc,"{""npcInfoId"":20580, ""exclusive"":false, ""lifetime"":600, ""rate"":3500, ""teamId"":1}",,,,,,,Unlock,ControlGadget_Unlock,,,,,,0,0,0
50101,501,101000050101,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,0,1,1,1,0,0,1,90619,69338,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50102,501,101000050101,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,0,1,3,1,0,0,1,94268,70234,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50103,501,101000050101,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,0,1,3,1,0,0,1,93421,70010,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50104,501,101000050101,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,0,1,3,1,0,0,1,92589,69760,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50105,501,101000050101,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,0,1,3,1,0,0,1,91441,69510,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50106,501,101000050101,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,0,1,3,1,0,0,1,89821,69266,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50107,501,101000050101,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,0,1,3,1,0,0,1,88722,68854,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50301,503,101000050301,0,,Quest,1,2,102000050301,1,0,0,250,BP_Gadget_Well_01,5,1,1,3,1,0,0,1,87338,64490,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50401,504,101000050401,0,,Quest,1,2,102000050401,1,0,0,100,BP_Gadget_Prison_12,5,0,1,3,1,0,0,1,85807,70587,0,0,-109,0,0,0,0,0,,,,,,,,,,,,,,Unlock,,,,,,,0,0,0
50501,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Bone_02,5,1,1,3,1,0,0,1,87120,70204,-54,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50502,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Bone_02,5,1,1,3,1,0,0,1,86447,70063,-54,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50503,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Bone_02,5,1,1,3,1,0,0,1,86164,70560,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50504,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Bone_02,5,1,1,3,1,0,0,1,87197,70728,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50505,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Bone_02,5,1,1,3,1,0,0,1,86065,70092,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50506,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Bone_02,5,1,1,3,1,0,0,1,72209,58340,416,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50507,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,86474,70102,-54,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50508,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,86061,69968,-42,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50509,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,86904,70144,-42,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50510,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,86934,70175,-42,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50511,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,71551,58444,416,0,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50512,505,101000013101,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Prison_Empty_02,5,1,1,3,1,0,0,1,77860,61623,395,0,83,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50513,505,101000013101,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Prison_Empty_02,5,1,1,3,1,0,0,1,77783,61990,395,0,98,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50514,505,101000013101,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Prison_Empty_02,5,1,1,3,1,0,0,1,77507,60027,395,0,109,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50515,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Bone_02,5,1,1,3,1,0,0,1,77393,61537,416,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50516,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,77131,61386,416,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50517,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,77173,61392,416,0,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50518,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,77659,61604,416,0,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50519,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,77546,61661,416,0,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50520,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,77588,61939,416,0,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50521,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,77546,61969,416,0,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50522,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Bone_02,5,1,1,3,1,0,0,1,77348,61525,416,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50523,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Bone_02,5,1,1,3,1,0,0,1,77546,62254,416,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50524,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Bone_02,5,1,1,3,1,0,0,1,77469,62306,416,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50525,505,101000035301,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,72202,58186,416,0,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50526,505,101000035301,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,71963,57838,416,0,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50527,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Bone_02,5,1,1,3,1,0,0,1,71894,57901,416,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50528,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Bone_02,5,1,1,3,1,0,0,1,71930,58065,416,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50529,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,71776,58340,416,0,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50530,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,71935,58251,416,0,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
50531,505,101000050501,0,,Normal,0,0,0,1,0,0,0,BP_Gadget_Blood_01,5,1,1,3,1,0,0,1,64423,66209,26,0,89,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
