MArketType,ShopId,CurrencyType,Cost,DisplayCost,DisplayCost_en,DisplayCost_zh_TW,DisplayCost_th_TH,DisplayCost_id_ID,OriginCost,ProductId,d1
GooglePlay,10010024,USD,2.99,2.99,2.99,2.99,2.99,2.99,,,스페셜 패키지 3
GooglePlay,10010025,USD,4.99,4.99,4.99,4.99,4.99,4.99,,,스페셜 패키지 4
GooglePlay,10010026,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,스페셜 패키지 5
GooglePlay,10010027,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,스페셜 패키지 6
GooglePlay,10010028,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,아데나 패키지 (구글)
GooglePlay,10010029,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,아데나 패키지 (애플)
GooglePlay,10010030,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,스페셜 축복받은 강화주문서 패키지
GooglePlay,3000007,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,코스튬 패키지 : 해피 산타클로스
GooglePlay,3000008,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,코스튬 패키지 : 클래식 파티복
GooglePlay,10010031,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,희귀 탑승펫 갈기사자 소환패키지
GooglePlay,10010032,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,루돌프 소환 패키지
GooglePlay,10010033,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,매일 마프르의 가호 조각 100개
GooglePlay,10010034,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,스타트 장비 패키지
GooglePlay,10010035,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,스페셜 패키지
GooglePlay,10010036,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,혈맹 레시피 패키지
GooglePlay,10153001,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,레드다이아 슈퍼팩
GooglePlay,10010037,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,TGS 패키지 / 축복의 레드다이아 패키지
GooglePlay,10010039,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,스페셜 패키지
GooglePlay,10010040,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,프리미엄 패키지 I
GooglePlay,10010041,USD,9.99,9.99,9.99,9.99,9.99,9.99,,,프리미엄 패키지 II
GooglePlay,10010042,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,프리미엄 패키지 III
GooglePlay,10010043,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,프리미엄 패키지 Ⅳ
GooglePlay,10010044,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,프리미엄 패키지 Ⅴ
GooglePlay,10010045,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,프리미엄 패키지 Ⅵ
GooglePlay,10010046,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,탑승펫 장비 강화주문서 패키지
GooglePlay,10010047,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,레드 초월의 돌 (SR) 패키지
GooglePlay,10010048,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,블루 초월의 돌 (SR) 패키지
GooglePlay,10010049,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,화이트 초월의 돌 (SR) 패키지
GooglePlay,10010050,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,레드 특성의 돌 (SR) 패키지
GooglePlay,10010051,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,블루 특성의 돌 (SR) 패키지
GooglePlay,10010052,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,화이트 특성의 돌 (SR) 패키지
GooglePlay,10010053,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,특별할인 레드다이아
GooglePlay,10010054,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,특별할인 축복받은 강화주문서
GooglePlay,10010055,USD,4.99,4.99,4.99,4.99,4.99,4.99,,,특별할인 스킬포인트
GooglePlay,10010064,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,특성의 돌 (SR) 패키지
GooglePlay,10010065,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,초월의 돌 (SR) 패키지
GooglePlay,10010066,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,희귀 탑승펫 코끼리 소환 패키지
GooglePlay,10010067,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,노멀 초월의 돌 패키지
GooglePlay,10010068,USD,2.99,2.99,2.99,2.99,2.99,2.99,,,홍빠오 큰 상자
GooglePlay,10010073,USD,29.99,29.99,29.99,29.99,29.99,29.99,,,[일반] 강화 스페셜 작은 패키지
GooglePlay,10010074,USD,49.99,49.99,49.99,49.99,49.99,49.99,,,[일반] 강화 스페셜 패키지
GooglePlay,10010075,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,[일반] 강화 스페셜 큰 패키지
GooglePlay,10010076,USD,99.99,99.99,99.99,99.99,99.99,99.99,,,영웅 망토 패키지
