Key,Command,Value
563000911009,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a piece of Grade {0} mount pet equipment.
563000911011,,Use to acquire one S-grade Exclusive Rare armor.
563000911012,,Use to select and acquire one R-grade exclusive weapon from the list.
563000911101,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random Grade {0} piece of equipment appropriate for your class.
563000911102,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random Grade {0} weapon appropriate for your class.
563000911103,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random Grade {0} piece of armor appropriate for your class.
563000911104,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random Grade {0} piece of armor appropriate for your class.
563000911105,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random Grade {0} piece of headgear appropriate for your class.
563000911106,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random Grade {0} set of boots appropriate for your class.
563000911107,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random Grade {0} set of gloves appropriate for your class.
563000911158,,"Loot acquired from defeating the Corrupt Forrest Guardian Spirit Spirit Shepherd.
Use it to see what’s inside."
563000911159,,"Loot acquired from defeating the Killer Zodiac.
Use it to see what’s inside."
563000911160,,"Loot acquired from defeating the Invasion Leader Silverbeard.
Use it to see what’s inside."
563000911161,,"Loot acquired from defeating the Corrupt Vapar.
Use it to see what’s inside."
563000911162,,"Loot acquired from defeating the Lethal Sting Kazir.
Use it to see what’s inside."
563000911163,,"Loot acquired from defeating the Plains Dragon Flagon.
Use it to see what’s inside."
563000911164,,"Loot acquired from defeating the Marshlands Ruler Sina.
Use it to see what’s inside."
563000911165,,"Loot acquired from defeating the Forgotten Lesser Giant Amadeus.
Use it to see what’s inside."
563000911166,,"Loot acquired from defeating the Gorgon Queen Stenoa.
Use it to see what’s inside."
563000911167,,"Loot acquired from defeating the Trade Route Witch Marsha.
Use it to see what’s inside."
563000911168,,"Loot acquired from defeating the Guide of Darkness Marlox.
Use it to see what’s inside."
563000911169,,"Loot acquired from defeating Heart of the Plateau, the Valley Guardian.
Use it to see what’s inside."
563000911170,,"Loot acquired from defeating Undertaker, the Wandering Gatherer.
Use it to see what’s inside."
563000911171,,"Loot acquired from defeating Zaken the Pirate King.
Use it to see what’s inside."
563000911172,,"Loot acquired from defeating Orfen the Spore Queen.
Use it to see what’s inside."
563000911173,,"Loot acquired from defeating Guillotine of Death, the Ruler of the Keep of Agony.
Use it to see what’s inside."
563000911174,,"This box contains varnish used to strengthen equipment.
Use to acquire one C - S Weapon Varnish, Armor Varnish, or Accessory Varnish."
563000911175,,"Reward box for clearing Elite Dungeons.
Use to acquire random rewards."
563000911176,"{$Tb.Item.ReplaceString1,#String}","This box contains varnish used to strengthen equipment. Use to acquire one {0} Weapon Varnish, Armor Varnish, or Accessory Varnish."
563000911183,,"This box contains varnish used to strengthen equipment.
Use to acquire one Lv. 8 Weapon Varnish, Lv. 8 Armor Varnish, or Lv. 8 Accessory Varnish."
563000911184,,"This box contains varnish used to strengthen equipment.
Use to acquire one Lv. 9 Weapon Varnish, Lv. 9 Armor Varnish, or Lv. 9 Accessory Varnish."
563000911185,,"This box contains varnish used to strengthen equipment.
Use to acquire one Lv. 10 Weapon Varnish, Lv. 10 Armor Varnish, or Lv. 10 Accessory Varnish."
563000911186,{$Tb.Item.ReplaceString1},"This box contains Proof of Blood.
Use to acquire {0} Proofs of Blood."
563000911189,{$Tb.Item.ReplaceString1},Use to acquire {0} HP Potions.
563000911190,{$Tb.Item.ReplaceString1},Use to acquire {0} MP Potions.
563000911191,{$Tb.Item.ReplaceString1},Use to acquire {0} Soulshots.
563000911200,,This is a class transfer celebratory Elixir Box. Use to acquire 4 Elixir Essences of each type and 16 Herbs.
563000911201,,"This is a class transfer celebratory varnish box. Use to acquire A-grade Weapon, Armor, and Accessory Varnish."
563000911202,"{$Tb.Item.ReplaceString1,#String}",Use this box to acquire {0} exclusive weapons.
563000911226,,Reward box for clearing Equipment Dungeon at easy difficulty. Use to acquire B - A equipment.
563000911227,,Reward box for clearing Equipment Dungeon at Normal difficulty. Use to acquire B - S equipment.
563000911228,,Reward box for clearing Equipment Dungeon at Hard difficulty. Use to acquire B - R equipment.
563000911229,,Reward box for clearing Equipment Dungeon at Very Hard difficulty. Use to acquire B - SR equipment.
563000911230,,"Loot acquired from defeating Varkaron.
Use it to see what’s inside."
563000911232,,"Loot acquired from defeating Queen Ant.
Use it to see what’s inside."
563000911234,,Use to acquire a random exclusive equipment.
563000911235,,Acquire 1 Forgotten Scroll Page appropriate for your class.
563001000100,,"Summons: rare monsters

Summoning stone used by the Dark Brotherhood to summon monsters and acquire dark energy.

Use to summon a Teleportation Stone that allows entry to a secret area with rare monsters from Talking Island."
563001000101,,"Summons: rare monsters

Summoning stone used by the Dark Brotherhood to summon monsters and acquire dark energy.

Use to summon a Teleportation Stone that allows entry to a secret area with rare monsters from Gludio Territory."
563001000102,,"Summons: rare monsters

Summoning stone used by the Dark Brotherhood to summon monsters and acquire dark energy.

Use to summon a Teleportation Stone that allows entry to a secret area with rare monsters from Dion Territory."
563001000103,,"Summons: rare monsters

Summoning stone used by the Dark Brotherhood to summon monsters and acquire dark energy.

Use to summon a Teleportation Stone that allows entry to a secret area with rare monsters from Giran Territory."
563001000104,,"Summons: rare monsters

Summoning stone used by the Dark Brotherhood to summon monsters and acquire dark energy.

Use to summon a Teleportation Stone that allows entry to a secret area with rare monsters from Oren Territory."
563001000201,,"Summons: bosses

Summoning stone used by the Dark Brotherhood to summon monsters and acquire dark energy.

Use to summon a Teleportation Stone that allows entry to a secret area with bosses from Talking Island and Gludio Territory."
563001000202,,"Summons: bosses

Summoning stone used by the Dark Brotherhood to summon monsters and acquire dark energy.

Use to summon a Teleportation Stone that allows entry to a secret area with bosses from Dion Territory."
563001000203,,"Summons: bosses

Summoning stone used by the Dark Brotherhood to summon monsters and acquire dark energy.

Use to summon a Teleportation Stone that allows entry to a secret area with bosses from Giran Territory."
563001000204,,"Summons: bosses

Summoning stone used by the Dark Brotherhood to summon monsters and acquire dark energy.

Use to summon a Teleportation Stone that allows entry to a secret area with bosses from Oren Territory."
563001000301,,"Summons: World Boss

Summoning Stone used by the Dark Brotherhood to summon monsters and acquire dark energy.

Use to summon a Teleportation Stone that allows entry to a secret area with World Bosses from all of Aden."
563001001100,,Bind 20 Fragments to acquire [Talking Island - Rare Monster Summoning Stone].
563001001101,,Bind 20 Fragments to acquire [Gludio Territory - Rare Monster Summoning Stone].
563001001102,,Bind 20 Fragments to acquire [Dion Territory - Rare Monster Summoning Stone].
563001001103,,Bind 20 Fragments to acquire [Giran Territory - Rare Monster Summoning Stone].
563001001104,,Bind 20 Fragments to acquire [Oren Territory - Rare Monster Summoning Stone].
563001001201,,Bind 50 Fragments to acquire [Gludio Territory - Boss Summoning Stone].
563001001202,,Bind 50 Fragments to acquire [Dion Territory - Boss Summoning Stone].
563001001203,,Bind 50 Fragments to acquire [Giran Territory - Boss Summoning Stone].
563001001204,,Bind 50 Fragments to acquire [Oren Territory - Boss Summoning Stone].
563001100000,,Rare material used to craft Grade UR equipment.
563001100001,,Proof for defeating Zaken.
563000010001,,"This is an Exp. Boost Medal.
Used to purchase Exp. Box from the Event Menu."
563000010002,,"This box holds Exp. Medals.
Open it to acquire 30 Exp. Medals."
563000010004,,"What a great clan member!
Use to purchase items in the Event Menu."
563000010005,,"This box holds Well Done Stamps for safe keeping.
Open this box to acquire 30 Well Done Stamps."
563000010006,,"It’s a refreshing watermelon, perfect for quenching your thirst.
Sent to your Mailbox when you enter the Arena."
563000010007,,"Have some of these delicious grapes.
Sent to your Mailbox when you Auto-Clear the Tower of Insolence."
563000010008,,"It’s a delicious oriental melon. It’s full of Vitamin C and good for recovering from fatigue.
Sent to your Mailbox when you enter a Summoning Stone Dungeon."
563000010009,,"Summer raspberries are both nutritious and delicious. Try them for yourself!
Sent to your Mailbox when you clear a Daily Dungeon."
563000010010,,"This box contains summer fruits.
Open this box to get a watermelon, grapes, oriental melon, or raspberries.
Get fruit when you extract herbs in the Extraction Dungeon."
563000310061,,Raises your character’s stats.
563000410004,,This scroll enhances Mount Pet equipment and raises stats.
563000490079,,Use to acquire Diamonds.
563000490080,{$Tb.Item.ReplaceString1},"This small box contains Green Diamonds.
Use to acquire {0} Green Diamonds."
563000490081,{$Tb.Item.ReplaceString1},"This box contains Green Diamonds.
Use to acquire {0} Green Diamonds."
563000490083,{$Tb.Item.ReplaceString1},"This small box contains Green Diamonds.
Use to acquire {0} Green Diamonds."
563000490076,,"Use to change your character name.
Log out after use for your new name to take effect."
563000490077,,"The energy of ancient lesser giants resides in this stone.
Use to strength equipment attributes."
563000490078,,"The energy of Einhasad resides in this stone.
Use to limit break Grade SR and UR equipment."
563000472084,"{$Tb.Item.ReplaceString1,#String}","Monster Core containing {0}’s energy.
Register in Monster Codex to raise your stats."
563000472110,"{$Tb.Item.ReplaceString1,#String}","Monster Core containing {0}’s energy.
Register in Monster Codex to raise your stats."
563000910161,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random piece of Grade {0} equipment.
563000910162,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random Grade {0} weapon.
563000910163,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random piece of Grade {0} armor.
563000910164,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random Grade {0} accessory.
563000911026,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random piece of Grade {0} equipment appropriate for your class.
563000911027,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random Grade {0} weapon appropriate for your class.
563000911028,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a random piece of Grade {0} armor appropriate for your class.
563000481001,"{$Tb.Item.ReplaceString2,#String}",This item can be used as material for leveling up the Mount Pet {0}.
563000911236,,Reward box for clearing Equipment Dungeon at Hell difficulty. Use to acquire Grade B - SR equipment.
563000500305,,"Secret Ledger of the Cat Caravan.
Seems to contain important trade details."
563000501501,,"Use this scroll to start a Grade S subquest.

You cannot bind Grade S scrolls and can only acquire them from treasure chests hidden across the world of Aden."
563000501502,,"Use this scroll to start a Grade A subquest.

Bind 5 quest scrolls to acquire 1 higher grade quest scroll (up to Grade A).

You can acquire Grade S quest scrolls from treasure chests hidden across the world of Aden."
563000501503,,"Use this scroll to start a Grade B subquest.

Bind 5 quest scrolls to acquire 1 higher grade quest scroll (up to Grade A).

You can acquire Grade S quest scrolls from treasure chests hidden across the world of Aden."
563000501504,,"Use this scroll to start a Grade C subquest.

Bind 5 quest scrolls to acquire 1 higher grade quest scroll (up to Grade A).

You can acquire Grade S quest scrolls from treasure chests hidden across the world of Aden."
563000492103,{$Tb.Item.ReplaceString1},"This box contains Green Diamonds.
Use to acquire {0} Green Diamonds."
563000492024,{$Tb.Item.ReplaceString1},"This box contains Achievement Exp.
Use to acquire {0} Achievement Exp."
563000492034,{$Tb.Item.ReplaceString1},"This box contains Honor Points.
Use to acquire {0} Honor Points."
563000500125,,"This Relic Chest has been passed down through generations of clan members.
Ask the Clan Hall Relic Keeper to appraise this relic to acquire a reward."
563000500126,,"This is an old relic.
Ask the Clan Hall Relic Keeper to appraise this relic to acquire a reward."
563000711101,,"Use to raise a normal Sword & Shield, Spear, or Dual Swords to Grade UR."
563000711102,,"Use to raise a rare Sword & Shield, Spear, or Dual Swords to Grade UR."
563000712101,,Use to raise a normal Dagger or Bow to Grade UR.
563000712102,,Use to raise a rare Dagger or Bow to Grade UR.
563000713101,,Use to raise a normal Staff to Grade UR.
563000713102,,Use to raise a rare Staff to Grade UR.
563000711201,,Use to raise normal Heavy Armor to Grade UR.
563000711202,,Use to raise rare Heavy Armor to Grade UR.
563000712201,,Use to raise normal Light Armor to Grade UR.
563000712202,,Use to raise rare Light Armor to Grade UR.
563000713201,,Use to raise a normal Robe to Grade UR.
563000713202,,Use to raise a rare Robe to Grade UR.
563000710001,,Use to raise all accessories to Grade UR.
563000701101,"{$Tb.Item.ReplaceString1,#String}",This is a recipe with instructions for raising {0} to Grade UR.
563000701103,"{$Tb.Item.ReplaceString1,#String}",This is a recipe with instructions for raising {0} to Grade UR.
563000701113,"{$Tb.Item.ReplaceString1,#String}",This is a recipe with instructions for raising a {0} Long Sword to Grade UR.
563000911013,,This is an unconfirmed recipe. Use to acquire one Exclusive Recipe.
563000911014,,This is an unconfirmed recipe. Use to acquire one Exclusive Weapon Recipe.
563000911015,,This is an unconfirmed armor recipe. Use to acquire one Exclusive Armor Recipe.
563000911016,,This is an unconfirmed accessory recipe. Use to see what type of recipe it is.
563000510103,,This is a ripped recipe fragment. Bind 10 to get one unconfirmed recipe.
563000911017,,Acquire one weapon/armor recipe from the list.
563000911018,,Acquire one accessory recipe from the list.
563000510104,,This scrap was salvaged from weapons. Use to craft and bind equipment.
563000510105,,This scrap was salvaged from armor. Use to craft and bind equipment.
563000510106,,This scrap was salvaged from accessories. Use to craft and bind equipment.
563000911019,,This is an unconfirmed weapon crafting material. Use to acquire one Weapon Crafting Material.
563000911020,,This is an unconfirmed armor crafting material. Use to acquire one Armor Crafting Material.
563000420011,"{$Tb.Item.ReplaceString1,#String}",This Upgrade Stone is used to craft Grade UR {0}. Salvage to get 10 Upgrade Stones.
563000510014,,The formula to make HP Elixir Essence is written on this document. Bind Herbs to get HP Elixir Essences.
563000510015,,The formula to make MP Elixir Essences is written on this document. Bind Herbs to get MP Elixir Essences.
563000510016,,The formula to make Grade UR Attribute Stones is written on this document. Bind Grade SR Attribute Stones and Attribute Energies to get Grade UR Attribute Stones.
563000510101,,This material is used for alchemizing Attribute Stones. Bind 100 Attribute Energies to acquire a Grade S Attribute Stone or use them with Attribute Stones to get higher grade Attribute Stones.
563000510102,,This material is used for alchemizing Limit Break Stones. Use 100 Limit Break Energies to get a Grade SR Limit Break Stone.
563000911021,,Use to select and acquire a Radiant Upgrade Stone.
563000911022,,Use to acquire a random Radiant Upgrade Stone.
563000911023,,"This box contains Upgrade Stones.
Use to acquire one of each sort of Radiant Upgrade Stone."
563000911024,,This is an unconfirmed scrap. Use to acquire one Scrap.
563000911025,,Use to select and acquire one Grade SR Accessory from the list.
563000911029,,This box is given to the clan that rules a castle. Use to acquire random items.
563000911030,,Use to select and acquire one Equipment Material from the list.
563000911031,,Use to select and acquire one Rare Equipment Material from the list.
563000911032,,Use to select and acquire 50 Weapon Scraps or 50 Armor Scraps.
563000911033,,Use to select and acquire 100 Weapon Scraps or 100 Armor Scraps.
563000911034,,Use to select and acquire 500 Weapon Scraps or 500 Armor Scraps.
563000911035,,Use to select and acquire one Grade S Exclusive Rare Equipment from the list.
563000911036,,Use to acquire a random Crafting Material.
563000911037,,This is an unconfirmed rare recipe. Use to acquire one Exclusive Rare Recipe.
563000911038,,This is an unconfirmed rare weapon material. Use to acquire one Exclusive Rare Weapon Material.
563000911039,,This is an unconfirmed rare armor recipe. Use to acquire one Exclusive Rare Armor Material.
563000911041,,Use to select and acquire a Grade SR Varnish.
563000911042,,Use to select and acquire a Grade S Accessory from the list.
563000911043,"{$Tb.Item.ReplaceString1,#String}",This is an unconfirmed rare {0} recipe. Use to acquire one Exclusive Rare {0} Recipe.
563000911045,,Shop Item for broadcasting.
563000911046,,Use to select and acquire a Scroll of Alchemy - Radiant Upgrade Stone from the list.
563000911047,,"Use to acquire various Forge Crafting materials such as Recipes, Scraps, Scrolls of Alchemy, and Varnishes!"
563000911048,,"Various Strengthening materials such as Soul Crystals, Enhancement Scrolls, Elixir Materials, and Maphr’s Protections are available!"
563000911049,"{$Tb.Item.ReplaceString1,#String}",Use to acquire 5 {0} Enhancement Scrolls and 1 Pet Equipment Enhancement Scroll.
563000911052,,Use to select and acquire one Exclusive Weapon Recipe from the list.
563000911053,,Use to select and acquire one Exclusive Armor Recipe from the list.
563000911056,,Use to select and acquire one Grade SR Weapon from the list.
563000911057,,Use to select and acquire one piece of Grade SR Equipment from the list.
563000911058,,"This box contains Scroll of Alchemy - Blessed Scrolls.
Use to acquire one of each type of Scroll of Alchemy - Blessed Scroll."
563000911059,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a Grade {0} Quest Scroll.
563000911061,,Use to acquire a random Clan Hall Potion.
563000911062,,Use to acquire a random Scroll of Alchemy - Blessed Scroll. 
563000911063,,Use to acquire a random a random Grade S - SR Accessory.
563000911064,,Use to acquire a Grade SR Soul Crystal from the list.
563000911065,,"Support Box acquired from clan.
Use to acquire a random high-grade material."
563000911083,,Use to acquire a random piece of Grade B Mount Pet Equipment.
563010911083,,Use to acquire a random piece of Grade B - S mount pet equipment.
563000911084,,Use to select and acquire a Grade S Rare Weapon from the list.
563000911085,,Use to select and acquire an Herb from the list.
563000911086,,We are always working to bring you the best possible gaming experience. Thank you.
563000911066,,"This item is given to the server that wins the Revolution Tournament.
Use to acquire 2 Grade SR Equipment Selection Boxes and 3 Blessed Scroll Selection Boxes."
563000911067,,"This item is given to the server that comes second in the Revolution Tournament.
Use to acquire one Grade SR Equipment Selection Box and one Blessed Scroll Selection Box."
563000911068,,"This item is given to the server that comes in third and fourth in the Revolution Tournament.
Use to acquire one Grade SR Equipment Selection Box and 50,000 Adena."
563000911069,,"This item is for participating in the Revolution Tournament.
Use to acquire one Grade SR Equipment Selection Box."
563000911070,,Use to select and acquire a Grade S Rare +10 Enhancement Weapon Box.
563000911071,"{$Tb.Item.ReplaceString1,#String}",Use to acquire a Grade S +10 Enhancement {0}.
563000911087,,Use to select and acquire a Scroll of Alchemy - Blessed Scroll. 
563000910401,"{$Tb.Item.ReplaceString1,#String}",Use to select and acquire one Monster Core from {0}.
563000911088,,"Use to acquire various random rewards such as Grade A - SR Earring of the Hero, Scroll of Alchemy - Attribute Stone, Equipment Scraps, Attribute Energy, and Honor Coins."
564000400001,,"Grade C: 1 / Grade B: 1 / Grade A: 2
Grade S: 2 / Grade R: 3 / Grade SR: 3 / Grade UR: 3"
564000490071,,"Target Location: Shrieking Hallows
Lv. Restriction: 164."
564000500301,,"Target Location: Gludin Highway
Lv. Restriction: 20."
564000500401,,"Target Location: Gludio Plains
Lv. Restriction: 30."
564000500501,,"Target Location: Windawood Manor
Lv. Restriction: 40."
564000500601,,"Target Location: Wasteland
Lv. Restriction: 50."
564000500701,,"Target Location: Plains of Dion
Lv. Restriction: 60."
564000500801,,"Target Location: Cruma Swamp
Lv. Restriction: 75."
564000500901,,"Target Location: Summit of Dissonance
Lv. Restriction: 90."
564000501001,,"Target Location: Shrieking Hallows
Lv. Restriction: 105."
564000501101,,"Target Location: Giran Dominion
Lv. Restriction: 120."
564000501201,,"Target Location: Deathly Fog Shores
Lv. Restriction: 135."
564000501301,,"Target Location: Devil's Isle
Lv. Restriction: 150."
564000501401,,"Target Location: Haunted Necropolis
Lv. Restriction: 165."
564000600003,,"Set chance to acquire from monsters in Windawood Manor.
Acquire by auto-clearing Tower of Insolence.
High chance to acquire through defeating named monsters."
564000600011,,Acquire from Adena Dungeons.
564000600015,,Acquire from Exp. Dungeons.
564000600016,,Given out in Mailbox through participating in Arena.
564000600017,,Acquire from Clan Dungeon.
564000600019,,Acquire from Named Monsters.
564000600022,,"Set chance to acquire from monsters in Wasteland.
Given out in Mailbox through increasing achievement level.
High chance to acquire through defeating Vapar."
564000600024,,"Set chance to acquire from Mandragora in Extraction Dungeons.
Acquire in Adena Dungeons."
564000600025,,"Set chance to acquire from monsters in Gludin Highway.
Set chance to acquire from monsters on the second floor of Ant Nest.
High chance to acquire through defeating Silverbeard."
564000600028,,"Given out in Mailbox through clearing Daily Dungeons.
High chance to acquire through defeating named monsters."
564000600030,,Acquire from Mandragoras in Extraction Dungeons.
564000600031,,"Set chance to acquire from monsters in Equipment Dungeons.
Set chance to acquire from monsters in Exp. Dungeon."
564000600032,,Acquire from Named Monsters.
564000600035,,Given out in Mailbox through clearing Daily Dungeons.
564000910245,,"Increases Atk. by 1,500 for 10 min."
564000910246,,"Increases HP by 3,000 for 10 min."
564000910247,,"Increases MP by 3,000 for 10 min."
564000910248,,"Increases Def. by 2,000 for 10 min."
564000490019,,Items cannot be traded after use.
564000010001,,"Increases Def. by 2,000 for 1 hour."
564000010004,,"Increases Atk. by 1,500 for 10 min."
564000010006,,"Increases HP by 3,000 for 10 min."
564000010007,,Increases Critical Damage by 3% for 10 min.
564000500305,,"Target Location: Gludin Highway
Lv. Restriction: 21."
564000501501,,"Target Location: Northwind Plateau
Lv. Restriction: 180."
564000501601,,"Target Location: Eternal Lands
Lv. Restriction: 200."
564000501701,,"Target Location: Ivory Tower Conquered Territory
Lv. Restriction: 230."
631000011242,,Hawkeye
631000011251,,Sorcerer
631000011261,,Bishop
631000012212,,Temple Knight
631000012251,,Spellsinger
631000012261,,Elder
631000013252,,Spellhowler
631000014262,,Sage
631000030005,,Lightning Field
631000030007,,Poison Swarm
631000030012,,Meteor Shower
631000060096,,Fire Breath
631000060097,,Talking Island Boreas
631000060100,,Dark Scythe Spin
631000060115,,Golden Fire Breath
631000071073,,Boreas Skill 02
631000073012,,Nightmare
631000073032,,OrfenBossSkill_02
631000074031,,Totem Strike
631000074032,,Call Lightning
631000074051,,Poison Pit
631000074062,,Thunder Storm
631000074071,,Marsh of Malice
631000074131,,Marsha's Poison
631000074132,,Medusa's Curse
631000601252,,Nymph Queen Lara Skill 2
631000720231,,Release Pheromone
631000720431,,Time Reset
631001504021,,Hardin's Lightning Field
631000060162,,Golden Fire Breath (Hell)
631000601451,,DarkAssociation_M_HighSkill_02
631008010441,,Melee Damage Aura
631000072040,,Puddle of Destruction
651000000001,,HP Elixir
651000000010,,MP Elixir
651000000019,,Atk. Elixir
651000000028,,Def. Elixir
652000000001,,Max HP Increase
652000000010,,Max MP Increase
652000000019,,Atk. Increase
652000000028,,Def. Increase 
653000000001,,An elixir that increases Max HP.
653000000010,,An elixir that increases Max MP.
653000000019,,An elixir that increases Atk.
653000000028,,An elixir that increases Def.
661000000001,,Attached to Weapon
661000000002,,P. Atk.
661000000003,,M. Atk.
661000000004,,P. Atk. Increase Rate
661000000005,,M. Atk. Increase Rate
661000000006,,Basic Attack Power
661000000007,,Party Member Atk. Increase Rate
661000000008,,Atk. Spd. Increase Rate
661000000009,,Buff
661000000010,,Crit. Dmg. Increase Rate
661000000011,,Crit. Acc. Rate Increase
661000000012,,Crit. Resist Rate
661000000013,,P. Dmg.
661000000014,,M. Dmg.
661000000015,,Ignore Def.
661000000016,,Target HP Decrease
661000000017,,Target HP Decrease (%)
661000000018,,P. Def.
661000000019,,M. Def.
661000000020,,P. Def. Increase Rate
661000000021,,M. Def. Increase Rate
661000000022,,Evasion
661000000023,,Evasion Increase Rate
661000000024,,Evasion Rate Increase
661000000025,,Accuracy
661000000026,,Acc. Increase Rate
661000000027,,Acc. Rate Increase
661000000028,,Dmg. Increase Rate
661000000029,,P. Dmg. Increase Rate
661000000030,,M. Dmg. Increase Rate
661000000031,,Dmg. to Slowed Target Increase Rate
661000000032,,Ignore Def. Dmg.
661000000033,,Dmg. Decrease Rate
661000000034,,P. Dmg. Decrease Rate
661000000035,,M. Dmg. Decrease Rate
661000000036,,Fixed Dmg. Decrease
661000000037,,Block Chance
661000000038,,Deflect Dmg. Decrease Rate
661000000039,,P. Dmg. over Time
661000000040,,M. Dmg. over Time
661000000041,,Heal HP Based on Atk.
661000000042,,Heal over Time
661000000043,,Terrain Effect
661000000044,,Aggression Increase Rate
661000000045,,HP
661000000046,,Increase HP Based on a Percentage of Max HP
661000000047,,HP Regen.
661000000048,,HP Drain
661000000049,,HP Absorption (An active skill that steals HP from the enemy)
661000000050,,HP Absorption (Allocates stolen HP to yourself and your party members)
661000000051,,Invincible
661000000052,,Invisible
661000000053,,Item Drop Rate Increase
661000000054,,Max HP
661000000055,,Max HP Increase Rate
661000000056,,Max MP
661000000057,,Max MP Increase Rate
661000000058,,Speed Increase Rate
661000000059,,MP
661000000060,,Increase MP Based on a Percentage of Max MP
661000000061,,MP Cost Decrease Rate
661000000062,,MP Cost Decrease
661000000063,,MP Regen. Rate
661000000064,,One Kill (Instant kill)
661000000065,,Projectile
661000000066,,Skill Cooldown Decrease
661000000067,,Smart (MP Cost for all skills is 1)
661000000068,,Soulshot Attack Bonus
661000000069,,Durable (All Dmg. Taken is 1)
661000000070,,Stun
661000000071,,Sneer (Increases Aggro to max)
661000000072,,Lock Target
661000000073,,Move Target
661000000074,,Pull Target
661000000075,,Pull Resist Rate
661000000076,,Knock Back Resist Rate
661000000077,,Elixir
661000000078,,No Effect
661000000079,,Skill Table Info Identifier
661000000080,,AoE Buff (Aura Totem)
661000000081,,Exp.
661000000082,,Exp. Gain Increase Rate
661000000083,,Adena
661000000084,,Adena Gain Increase Rate
661000000085,,Free Diamond
661000000086,,Paid Diamond
661000000087,,Clan Coin
661000000088,,Rune Fragment
661000000089,,SP
661000000090,,Auto-Clear
661000000091,,Item Drop
661000000092,,Slow Resist Rate
661000000093,,Stun Resist Rate
661000000094,,Abnormal Status Resist
661000000095,,Skill Range Increase
661000000096,,Skill Hit Count Increase
661000000097,,Combo End Time Increase
661000000098,,Penetration
661000000099,,Resilience
661000000100,,Extraction Speed Increase
661000000101,,Extraction Count Increase
661000000102,,Crit. Rate
661000000103,,Crit. Resist
661000000104,,Crit. Rate Increase Rate
661000000105,,Crit. Resist Increase Rate
661000000106,,Mind Control
661000000107,,Normal Attack Skill Dmg. Increase
661000000108,,Skill Cooldown Reduction
661000000109,,Decreases Target’s MP
661000000110,,Decreases Target’s MP by %.
661000000111,,Restores MP relative to Atk.
661000000112,,Def. Increase Rate based on Party Members
661000000113,,Removes Abnormal Status
661000000114,,Removes Debuff
661000000115,,Immune to damage below certain HP
661000000116,,HP Regen. Increase Rate
781000000011,,Soulshot
781000000012,,Dummy Knock Back
781000000301,{$Tb.Buff.Param1},Blessing of Robust Ratel {0}
781000000304,,Garden Sentry’s Blessing
781000000306,,Garden Sentry Effect
781000000402,,Spring of Recovery Buff
781000000403,,Fortress Siege Revive Buff
781000000452,,Castle Siege Defender’s Revive Buff
781000000453,,Castle Siege Attacker’s Revive Buff
781000000501,,Block PK
781000000510,,Einhasad’s Blessing
781000000600,,Mind Control (Test)
781000001001,,Common Knock Down
781000001004,,Common Invincibility
781000001005,,Revive Protection Buff
781000001011,,Common Stun
781000010111,,Rush Impact: Knock Down
781000010122,,Power Thrust: Slow
781000011211,,Slam
781000011213,,Majesty
781000011221,,Judgment
781000011222,,Thunder Storm
781000011231,,Sand Cloud
781000011232,,Back Stab: Stun
781000011242,,Arrow Rain
781000011244,,Hawkeye
781000011251,,Molten Bowl
781000011261,,Divine Punishment: Stun
781000011262,,Restoration
781000012211,,Tribunal
781000012212,,Eva's Grace
781000012213,,Aegis Stance
781000012231,,Triple Splinter
781000012232,,Blade Hurricane
781000012233,,Plains Walk
781000012241,,Lethal Shot
781000012251,,Ice Spear: Freeze
781000012252,,Blizzard
781000012263,,Major Heal
781000012264,,Follow Defense
781000013213,,Ultimate Defense
781000013222,,Hurricane Storm
781000013232,,Razor Rain: Bonus Bleed Dmg.
781000013242,,Stun Shot
781000013243,,Rapid Fire
781000013244,,Fatal Counter
781000013251,,Dark Breath
781000013252,,Corruption
781000014211,,Thrust
781000014212,,Earthquake
781000014222,,Leap Attack
781000014223,,Angry Dwarf
781000014231,,Blade Rush
781000014232,,Sonic Star
781000014241,,Burst Shot
781000014242,,Evasion Shot
781000014251,,Earth Spike
781000014261,,Divine Protection
781000014262,,Divine Clap
781000020211,,Defense Aura
781000020221,,Attack Aura
781000020231,,Quick Step
781000020241,,Guidance
781000020251,,Death Whisper
781000020261,,Boost HP
781000021221,,Revenge
781000021231,,Sneak
781000021241,,Enhanced Slow
781000021251,,Blaze
781000022211,,Elder Avoidance
781000022221,,Esprit
781000022231,,Rapid Anger
781000022241,,Swift
