Id,ContentShow,NameKey,Difficulty,RecommendedAttack,RecommendedDefense,RecommendedPower,RecommendedLevel,Type,IntParam,OpenCondition,RecommendedPC,EnterLevelRestriction,BackgroundImage,WorldId,RepresentRewardId,RepresentRewardNameKey,RepresentRewardDescriptionKey,RepresentRewardIconPath,AddSubLevel,DescriptionKey,ResetGemType,ResetGemCount,SubLevelForLight,BGM,ConflictRegular,RepresentRewardID1,RepresentRewardCount1,RepresentRewardID2,RepresentRewardCount2,RepresentRewardID3,RepresentRewardCount3,HardMode,RecommendedAbilityType,RecommendedAbilityPower,SummonMonsterInfo
12033,1,691000012001,Normal,9742,11988,80300,,Infinity,33,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12034,1,691000012001,Normal,10145,12471,86400,,Infinity,34,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12035,1,691000012001,Normal,10556,12964,91100,,Infinity,35,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12036,1,691000012001,Normal,10974,13466,98000,,Infinity,36,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12037,1,691000012001,Normal,11399,13977,104400,,Infinity,37,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12038,1,691000012001,Normal,11833,14497,110400,,Infinity,38,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12039,1,691000012001,Normal,12273,15026,118300,,Infinity,39,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12040,1,691000012001,Normal,12721,15564,124700,,Infinity,40,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,910124,,,,,,,
12041,1,691000012001,Normal,13176,16111,133600,,Infinity,41,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12042,1,691000012001,Normal,13639,16666,141400,,Infinity,42,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12043,1,691000012001,Normal,14108,17230,150700,,Infinity,43,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12044,1,691000012001,Normal,14586,17803,160700,,Infinity,44,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12045,1,691000012001,Normal,15070,18385,170000,,Infinity,45,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12046,1,691000012001,Normal,15561,18975,181100,,Infinity,46,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12047,1,691000012001,Normal,16060,19574,192200,,Infinity,47,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12048,1,691000012001,Normal,16566,20182,203800,,Infinity,48,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12049,1,691000012001,Normal,17080,20798,216200,,Infinity,49,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12050,1,691000012001,Normal,17600,21423,228600,,Infinity,50,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490027,,,,,,,
12051,1,691000012001,Normal,18127,22056,241200,,Infinity,51,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12052,1,691000012001,Normal,18662,22698,254100,,Infinity,52,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12053,1,691000012001,Normal,19203,23348,266800,,Infinity,53,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12054,1,691000012001,Normal,19752,24007,279700,,Infinity,54,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12055,1,691000012001,Normal,20308,24674,293300,,Infinity,55,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12056,1,691000012001,Normal,20870,25349,306700,,Infinity,56,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12057,1,691000012001,Normal,21439,26033,321300,,Infinity,57,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12058,1,691000012001,Normal,22016,26725,336200,,Infinity,58,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12059,1,691000012001,Normal,22599,27426,351400,,Infinity,59,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12060,1,691000012001,Normal,23190,28134,367400,,Infinity,60,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,910134,,,,,,,
12061,1,691000012001,Normal,23787,28852,384500,,Infinity,61,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12062,1,691000012001,Normal,24391,29577,402200,,Infinity,62,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12063,1,691000012001,Normal,25002,30311,420300,,Infinity,63,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12064,1,691000012001,Normal,25620,31052,439300,,Infinity,64,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12065,1,691000012001,Normal,26244,31802,459200,,Infinity,65,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12066,1,691000012001,Normal,26875,32560,478800,,Infinity,66,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12067,1,691000012001,Normal,27514,33327,500900,,Infinity,67,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12068,1,691000012001,Normal,28158,34101,523800,,Infinity,68,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12069,1,691000012001,Normal,28810,34883,546900,,Infinity,69,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12070,1,691000012001,Normal,29468,35674,571100,,Infinity,70,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490037,,,,,,,
12071,1,691000012001,Normal,30134,36472,596400,,Infinity,71,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12072,1,691000012001,Normal,30805,37278,621600,,Infinity,72,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12073,1,691000012001,Normal,31484,38093,647500,,Infinity,73,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12074,1,691000012001,Normal,32169,38916,675000,,Infinity,74,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12075,1,691000012001,Normal,32860,39746,702100,,Infinity,75,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,910144,,,,,,,
12076,1,691000012001,Normal,33559,40585,728900,,Infinity,76,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12077,1,691000012001,Normal,34263,41431,756200,,Infinity,77,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12078,1,691000012001,Normal,34975,42285,785300,,Infinity,78,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12079,1,691000012001,Normal,35693,43147,815700,,Infinity,79,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12080,1,691000012001,Normal,36417,44017,846300,,Infinity,80,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490038,,,,,,,
12081,1,691000012001,Normal,37148,44895,857700,,Infinity,81,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12082,1,691000012001,Normal,37886,45781,878200,,Infinity,82,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12083,1,691000012001,Normal,38630,46675,902200,,Infinity,83,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12084,1,691000012001,Normal,39381,47576,926500,,Infinity,84,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12085,1,691000012001,Normal,40138,48485,951000,,Infinity,85,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,910154,,,,,,,
12086,1,691000012001,Normal,40902,49402,977100,,Infinity,86,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12087,1,691000012001,Normal,41672,50326,1001800,,Infinity,87,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12088,1,691000012001,Normal,42448,51259,1024900,,Infinity,88,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12089,1,691000012001,Normal,43231,52199,1051100,,Infinity,89,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12090,1,691000012001,Normal,44021,53147,1077600,,Infinity,90,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490038,,,,,,,
12091,1,691000012001,Normal,53124,64077,1106300,,Infinity,91,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12092,1,691000012001,Normal,53989,65116,1135000,,Infinity,92,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12093,1,691000012001,Normal,54860,66163,1163700,,Infinity,93,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12094,1,691000012001,Normal,55739,67217,1192400,,Infinity,94,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12095,1,691000012001,Normal,56623,68279,1249800,,Infinity,95,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12096,1,691000012001,Normal,153369,184928,1283683,,Infinity,96,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12097,1,691000012001,Normal,253110,305175,1317566,,Infinity,97,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12098,1,691000012001,Normal,355878,429053,1351449,,Infinity,98,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490041,,,,,,,
12099,1,691000012001,Normal,461701,556602,1385332,,Infinity,99,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,,,,,,,,
12100,1,691000012001,Normal,570613,687860,1453100,,Infinity,100,0,,11,Texture/UI_Image_InfinityDungeon,12000,900001,692000012006,0,Armor_Human_Knightmare_Helmet_01,,0,,,TowerOfInsolence_Trigger,4,0,490005,,490038,,,,,,,
20001,1,691000020001,Normal,0,0,8700,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110001
20002,1,691000020001,Normal,0,0,8700,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110002
20003,1,691000020001,Normal,0,0,8700,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110003
20004,1,691000020001,Normal,0,0,8700,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110004
20005,1,691000020001,Normal,0,0,8700,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110005
20006,1,691000020001,Normal,0,0,15200,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110006
20007,1,691000020001,Normal,0,0,13100,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110007
20008,1,691000020001,Normal,0,0,15200,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110008
20009,1,691000020001,Normal,0,0,15200,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110009
20010,1,691000020001,Normal,0,0,15200,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110010
20011,1,691000020001,Normal,0,0,15200,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110011
20012,1,691000020001,Normal,0,0,23700,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110012
20013,1,691000020001,Normal,0,0,28800,,Summon,0,0,3,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110013
20014,1,691000020001,Normal,0,0,34300,,Summon,0,0,3,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110014
20015,1,691000020001,Normal,0,0,43400,,Summon,0,0,3,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110015
20016,1,691000020001,Normal,0,0,62200,,Summon,0,0,3,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110016
20017,1,691000020001,Normal,0,0,16500,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110101
20018,1,691000020001,Normal,0,0,16500,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110102
20019,1,691000020001,Normal,0,0,18300,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110103
20020,1,691000020001,Normal,0,0,21800,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110104
20021,1,691000020001,Normal,0,0,23700,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110105
20022,1,691000020001,Normal,0,0,25900,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110106
20023,1,691000020001,Normal,0,0,43400,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110107
20024,1,691000020001,Normal,0,0,50600,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110108
20025,1,691000020001,Normal,0,0,37100,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110109
20026,1,691000020001,Normal,0,0,68200,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110110
20027,1,691000020001,Normal,0,0,68200,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110111
20028,1,691000020001,Normal,0,0,73700,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110112
20029,1,691000020001,Normal,0,0,73700,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110113
20030,1,691000020001,Normal,0,0,83900,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110114
20031,1,691000020001,Normal,0,0,95100,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110115
20032,1,691000020001,Normal,0,0,101300,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110116
20033,1,691000020001,Normal,0,0,107100,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110117
20034,1,691000020001,Normal,0,0,107100,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110118
20035,1,691000020001,Normal,0,0,114800,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110119
20036,1,691000020001,Normal,0,0,121000,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110120
20037,1,691000020001,Normal,0,0,121000,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110121
20038,1,691000020001,Normal,0,0,126800,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110122
20039,1,691000020001,Normal,0,0,126800,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110123
20040,1,691000020001,Normal,0,0,137200,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110124
20041,1,691000020001,Normal,0,0,137200,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110125
20042,1,691000020001,Normal,0,0,80900,,Summon,0,0,3,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110126
20043,1,691000020001,Normal,0,0,126800,,Summon,0,0,3,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110127
20044,1,691000020001,Normal,0,0,186500,,Summon,0,0,3,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110128
20045,1,691000020001,Normal,0,0,199800,,Summon,0,0,3,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110129
20046,1,691000020001,Normal,0,0,148700,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110201
20047,1,691000020001,Normal,0,0,148700,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110202
20048,1,691000020001,Normal,0,0,167600,,Summon,0,0,1,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110203
20049,1,691000020001,Normal,0,0,148700,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110204
20050,1,691000020001,Normal,0,0,158200,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110205
20051,1,691000020001,Normal,0,0,148700,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110206
20052,1,691000020001,Normal,0,0,158200,,Summon,0,0,2,0,Texture/Image_Dungeon_Elite_01,20000,,0,0,,RuinsOfgiants_Trigger,0,,,,8,0,,,,,,,,,,110207
