Id,GroupId,NameKey,Type,FlagConditionGroupId,DisplayLevel,Grade,EquipmentType1,EquipmentType2,WeaponType,ArmorType,Material,GachaInfoId,SoulCrystalType,PetEquipmentType,SummonGemGroupId,AcquirePerformanceType,AuctionSubGroupId,AuctionTradingUnit,IconTexture,MaxStackableCount,UseStacks,EffectType1,EffectParam1,EffectType2,EffectParam2,EffectType3,EffectParam3,BasicOptionGroupId,ChangeOptionGroupId,AbilityInfoGroupId,SellingPrice,ExchangeAverageCost,ExchangeLowestPercent,ExchangeHighestPercent,ForceBind,ProvidingExp,RequiredAdena,CoolTime,Resource,AcquireContents1,AcquireContents2,AcquireContents3,AcquireContents4,AcquireContents5,TypeDescKey,ClassType,LimitDescKey,UsingDescKey,ReplaceString1,ReplaceString2,DescKey,UseType,UseLevel,MaxUseLevel,UnusedCompose,Rarity,VisualEffectId,InventoryType,BagType,LootEffect,GMToolUnused,AutoIncludeGachaUnused,UseClassTransfer,Usable,UseQuickSlot,Loadable,ItemInfoId,ItemBoxClassType,PeriodItem,GrowCode,UsableGrowCodeListString,IconMarkTexture,AbilityInfoPreviewId,ItemUseDesc,ContentsType
451007,451003,561000451003,Elixir,0,2,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_03,9999,1,Elixir,20,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451003,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451008,451004,561000451004,Elixir,0,2,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_04,9999,1,Elixir,29,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451004,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451009,451001,561000451001,Elixir,0,3,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_01,9999,1,Elixir,3,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451001,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451010,451002,561000451002,Elixir,0,3,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_02,9999,1,Elixir,12,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451002,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451011,451003,561000451003,Elixir,0,3,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_03,9999,1,Elixir,21,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451011,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451012,451004,561000451004,Elixir,0,3,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_04,9999,1,Elixir,30,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451004,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451013,451001,561000451001,Elixir,0,4,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_01,9999,1,Elixir,4,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451001,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451014,451002,561000451002,Elixir,0,4,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_02,9999,1,Elixir,13,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451002,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451015,451003,561000451003,Elixir,0,4,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_03,9999,1,Elixir,22,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451003,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451016,451004,561000451004,Elixir,0,4,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_04,9999,1,Elixir,31,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451004,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451017,451001,561000451001,Elixir,0,5,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_01,9999,1,Elixir,5,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451001,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451018,451002,561000451002,Elixir,0,5,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_02,9999,1,Elixir,14,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451002,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451019,451003,561000451003,Elixir,0,5,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_03,9999,1,Elixir,23,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451003,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451020,451004,561000451004,Elixir,0,5,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_04,9999,1,Elixir,32,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451004,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451021,451001,561000451001,Elixir,0,6,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_01,9999,1,Elixir,6,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451001,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451022,451002,561000451002,Elixir,0,6,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_02,9999,1,Elixir,15,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451002,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451023,451003,561000451003,Elixir,0,6,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_03,9999,1,Elixir,24,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451003,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451024,451004,561000451004,Elixir,0,6,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_04,9999,1,Elixir,33,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451004,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451025,451001,561000451001,Elixir,0,7,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_01,9999,1,Elixir,7,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451001,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451026,451002,561000451002,Elixir,0,7,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_02,9999,1,Elixir,16,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451002,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451027,451003,561000451003,Elixir,0,7,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_03,9999,1,Elixir,25,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451003,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451028,451004,561000451004,Elixir,0,7,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_04,9999,1,Elixir,34,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451004,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451029,451001,561000451001,Elixir,0,8,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_01,9999,1,Elixir,8,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451001,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451030,451002,561000451002,Elixir,0,8,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_02,9999,1,Elixir,17,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451002,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451031,451003,561000451003,Elixir,0,8,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_03,9999,1,Elixir,26,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451003,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451032,451004,561000451004,Elixir,0,8,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_04,9999,1,Elixir,35,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451004,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451033,451001,561000451001,Elixir,0,9,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_01,9999,1,Elixir,9,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451001,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451034,451002,561000451002,Elixir,0,9,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_02,9999,1,Elixir,18,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451002,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451035,451003,561000451003,Elixir,0,9,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_03,9999,1,Elixir,27,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451003,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
451036,451004,561000451004,Elixir,0,9,Max,,,,,,,,,,NormalItem,0,1,Icon_Elixir_04,9999,1,Elixir,36,,,,,,,,0,0,9500,10500,0,,,,,,,,,,1024,,0,563000451004,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,1,0,0,0,0,,0,,,,,,,
452001,452001,561000452001,Recipe,0,,Max,,,,,,,,,,NormalItem,10102,1,Icon_Elixir_Red,9999,1,,,,,,,,,,250,10,9500,10500,0,,,,,22,31,47,9,,562000400000,,0,563000452001,0,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
452002,452002,561000452002,Recipe,0,,Max,,,,,,,,,,NormalItem,10102,1,Icon_Elixir_Blue,9999,1,,,,,,,,,,250,10,9500,10500,0,,,,,22,31,47,9,,562000400000,,0,563000452002,0,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
452003,452003,561000452003,Recipe,0,,Max,,,,,,,,,,NormalItem,10102,1,Icon_Elixir_Purple,9999,1,,,,,,,,,,250,70,9500,10500,0,,,,,22,31,47,9,,562000400000,,0,563000452003,0,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
452004,452004,561000452004,Recipe,0,,Max,,,,,,,,,,NormalItem,10102,1,Icon_Elixir_Orange,9999,1,,,,,,,,,,250,70,9500,10500,0,,,,,22,31,47,9,,562000400000,,0,563000452004,0,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
460003,460003,561000460003,SkillBookPage,0,,Max,,,,,,,,,,NormalItem,10402,1,Icon_SkillPaper_02,9999,1,,,,,,,,,,250,200,9500,10500,0,,,,,38,37,,,,562000400000,2,0,563000410003,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,0,0,0,0,0,,"2,5,6,11,12",,,,,,,
460008,460008,561000460008,SkillBookPage,0,,Max,,,,,,,,,,RareItem,10402,1,Icon_SkillPaper_03,9999,1,,,,,,,,,,250,400,9500,10500,0,,,,,2,,,,,562000400000,,0,563000460008,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,0,0,0,0,0,,0,,,,,,,
460013,460013,561000460013,SkillBookPage,0,,Max,,,,,,,,,,RareItem,10402,1,Icon_SkillPaper_02,9999,1,,,,,,,,,,250,200,9500,10500,0,,,,,38,37,,,,562000400000,4,0,563000460013,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,0,0,0,0,0,,"4,9,10,15,16",,,,,,,
460014,460014,561000460014,SkillBookPage,0,,Max,,,,,,,,,,RareItem,10402,1,Icon_SkillPaper_03,9999,1,,,,,,,,,,250,400,9500,10500,0,,,,,,,,,,562000400000,,0,563000460014,0,0,0,,,,0,Normal,,Default,Expendables,Normal,0,0,0,0,0,0,,0,,,,,,,
460016,460016,561000460016,SkillBookPage,0,0,Max,,,,,,,,,0,RareItem,10402,1,Icon_SkillPaper_01,9999,1,,0,,0,,0,0,0,0,250,400,9500,10500,0,0,0,0,,,,,,,562000400000,0,0,563000460016,0,0,0,0,0,0,0,Normal,0,Default,Expendables,Normal,0,0,0,0,0,0,,0,,,,,,,
460017,460017,561000460017,SkillBookPage,0,0,Max,,,,,,,,,0,RareItem,10402,1,Icon_SkillPaper_02,9999,1,,0,,0,,0,0,0,0,250,400,9500,10500,0,0,0,0,,,,,,,562000400000,0,0,563000460017,0,0,0,0,0,0,0,Normal,0,Default,Expendables,Normal,0,0,0,0,0,0,,0,,,,,,,
461003,461003,561000461003,SkillBook,0,,Max,,,,,,,,,,NormalItem,10401,1,Icon_SkillBook_02,9999,1,SkillInfoId,30001,,,,,,,,5000,1800,9500,10500,0,,,,,4,,,,,562000400000,,0,563000461003,0,0,0,,,,0,Normal,,Default,Expendables,Unique,0,0,0,1,0,0,,0,,,,,,,
461008,461008,561000461008,SkillBook,0,,Max,,,,,,,,,,RareItem,10401,1,Icon_SkillBook_03,9999,1,SkillInfoId,30006,,,,,,,,5000,3600,9500,10500,0,,,,,4,,,,,562000400001,,0,563000461008,0,0,0,,,,0,Normal,,Default,Expendables,Unique,0,0,0,1,0,0,,0,,,,,,,
461013,461013,561000461013,SkillBook,0,,Max,,,,,,,,,,RareItem,10401,1,Icon_SkillBook_02,9999,1,SkillInfoId,30011,,,,,,,,5000,1800,9500,10500,0,,,,,4,,,,,562000400001,,0,563000461013,0,0,0,,,,0,Normal,,Default,Expendables,Unique,0,0,0,1,0,0,,0,,,,,,,
461014,461014,561000461014,SkillBook,0,,Max,,,,,,,,,,RareItem,10401,1,Icon_SkillBook_03,9999,1,SkillInfoId,30012,,,,,,,,5000,3600,9500,10500,0,,,,,4,,,,,562000400001,,0,563000461014,0,0,0,,,,0,Normal,,Default,Expendables,Unique,0,0,0,1,0,0,,0,,,,,,,
461016,461016,561000461016,SkillBook,0,0,Max,,,,,,,,,0,RareItem,10401,1,Icon_SkillBook_01,9999,1,SkillInfoId,30014,,0,,0,0,0,0,5000,3600,9500,10500,0,0,0,0,,4,,,,,731000000035,0,0,563000461016,0,0,0,0,0,0,0,Normal,0,Default,Expendables,Unique,0,0,0,1,0,0,,0,,,,,,,
461017,461017,561000461017,SkillBook,0,0,Max,,,,,,,,,0,RareItem,10401,1,Icon_SkillBook_02,9999,1,SkillInfoId,30015,,0,,0,0,0,0,5000,3600,9500,10500,0,0,0,0,,4,,,,,731000000035,0,0,563000461017,0,0,0,0,0,0,0,Normal,0,Default,Expendables,Unique,0,0,0,1,0,0,,0,,,,,,,
470001,470001,561000470001,PetItem,0,,Max,,,,,,,,,,NormalItem,10602,10,Icon_Asset_PetPromoteStone_01,9999,1,PetExp,1,,,,,,,,5,50,9500,10500,0,,,,,44,41,45,,,562000400000,,0,563000470001,0,0,0,,,,0,Normal,,Default,Etc,,0,0,0,0,0,0,,0,,,,,,,
470003,470003,561000470003,PetSoulStone,0,,Max,,,,,,,,,,NormalItem,10602,1,Icon_Asset_PetStoneKukurin_01,9999,1,PetUnlock,1000,,,,,,,,100,850,9500,10500,0,,,,,40,,,,,10094501,,0,563000470003,911000000003,0,0,,,,0,Normal,,Default,Etc,,0,0,0,0,0,0,,0,,,,,,,
470004,470004,561000470004,PetSoulStone,0,,Max,,,,,,,,,,NormalItem,10602,1,Icon_Asset_PetStoneKnightHorse_01,9999,1,PetUnlock,1000,,,,,,,,100,350,9500,10500,0,,,,,40,,,,,10094501,,0,563000470003,911000000002,0,0,,,,0,Normal,,Default,Etc,,0,0,0,0,0,0,,0,,,,,,,
470005,470005,561000470005,PetSoulStone,0,,Max,,,,,,,,,,NormalItem,10602,1,Icon_Asset_PetStoneBlackBear_01,9999,1,PetUnlock,1000,,,,,,,,100,150,9500,10500,0,,,,,40,,,,,10094501,,0,563000470003,911000000001,0,0,,,,0,Normal,,Default,Etc,,0,0,0,0,0,0,,0,,,,,,,
470006,470006,561000470006,PetSoulStone,0,,Max,,,,,,,,,,NormalItem,0,1,Icon_Asset_PetStoneManedWolf_01,9999,1,PetUnlock,1000,,,,,,,,1000,0,9500,10500,0,,,,,40,,,,,10094501,,0,563000470003,911000000005,0,0,,,,0,Rare_Blue,,Default,Etc,,0,0,0,0,0,0,,0,,,,,,,
470007,470007,561000470006,PetSoulStone,0,,Max,,,,,,,,,,RareItem,10602,1,Icon_Asset_PetStoneManedLion_01,9999,1,PetUnlock,1000,,,,,,,,1000,5000,9500,10500,0,,,,,40,9,,,,10094501,,0,563000470003,911000000004,0,0,,,,0,Rare_Blue,,Default,Etc,,0,0,0,0,0,0,,0,,,,,,,
470008,470008,561000470008,PetSoulStone,0,0,Max,,,,,,,,,0,NormalItem,0,1,Icon_Asset_PetStoneStrider_01,9999,1,PetUnlock,1000,,0,,0,0,0,0,1500,0,9500,10500,0,0,0,0,,40,0,0,0,0,10094501,0,0,563000470008,911000000006,0,0,0,0,0,0,Rare_Blue,0,Default,Etc,,0,0,0,0,0,0,,0,,,,,,,
470009,470009,561000470009,PetSoulStone,0,0,Max,,,,,,,,,0,NormalItem,0,1,Icon_Asset_PetStoneSteamBeetle_01,9999,1,PetUnlock,1000,,0,,0,0,0,0,0,0,9500,10500,0,0,0,0,,5,,,,,10094501,0,0,563000470003,564000000009,0,0,0,0,0,0,Rare_Blue,,Default,Etc,,0,0,0,0,0,0,,0,,,,,,,
470010,470010,561000470010,PetSoulStone,0,,Max,,,,,,,,,,NormalItem,0,1,Icon_Asset_PetStone_HalloweenMagicalStick_01,9999,1,PetUnlock,1000,,0,,0,0,0,0,0,0,9500,10500,0,0,0,0,,0,,,,,10094501,0,0,563000470010,0,0,0,0,0,0,0,Normal,,Default,Etc,,0,0,0,1,0,0,,0,,,,,,,
10470001,10470001,561010470001,PetSoulStone,0,,Max,,,,,,,,,,RareItem,10602,1,Icon_Asset_PetStoneElephant_01,9999,1,PetUnlock,1000,,,,,,,,1000,5000,9500,10500,0,,,,,9,13,,,,10094501,,0,563010470001,911000100001,0,0,,,,0,Rare_Blue,,Default,Etc,,0,0,0,0,0,0,,0,,,,,,,
471005,471005,561000471005,PetSoulStone,0,,Max,,,,,,,,,,NormalItem,10602,1,Icon_Event_Box_06,9999,0,PetUnlock,1000,,0,,0,0,0,0,1500,2000,9500,10500,0,0,0,0,,0,,,,,10094501,0,0,563000471005,0,0,0,0,0,0,0,Normal,,Default,Etc,,0,0,0,1,0,0,,0,,,,,,,
470011,470000,561000470011,MonsterCore,0,,C,,,,,,,,,,NormalItem,10301,10,Icon_MonsterCore_BlackWolf,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020181,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470012,470000,561000470012,MonsterCore,0,,B,,,,,,,,,,NormalItem,10301,10,Icon_MonsterCore_Antelope,9999,1,,,,,,,,,,10,15,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020182,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470013,470000,561000470013,MonsterCore,0,,B,,,,,,,,,,NormalItem,10301,10,Icon_MonsterCore_GiantSpider,9999,1,,,,,,,,,,10,15,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020183,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470014,470000,561000470014,MonsterCore,0,,C,,,,,,,,,,NormalItem,10301,10,Icon_MonsterCore_TurekOrcArcher,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020184,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470015,470000,561000470015,MonsterCore,0,,C,,,,,,,,,,NormalItem,10301,10,Icon_MonsterCore_TurekOrcSkirmisher,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020185,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470021,470000,561000470021,MonsterCore,0,,C,,,,,,,,,,NormalItem,10302,10,Icon_MonsterCore_Hornet,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020281,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470022,470000,561000470022,MonsterCore,0,,C,,,,,,,,,,NormalItem,10302,10,Icon_MonsterCore_DesertFox,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020282,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470023,470000,561000470023,MonsterCore,0,,C,,,,,,,,,,NormalItem,10302,10,Icon_MonsterCore_TurekOrcGeneral,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020283,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470024,470000,561000470024,MonsterCore,0,,B,,,,,,,,,,NormalItem,10302,10,Icon_MonsterCore_PoisonSpider,9999,1,,,,,,,,,,10,15,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020284,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470025,470000,561000470025,MonsterCore,0,,S,,,,,,,,,,NormalItem,10302,1,Icon_MonsterCore_RottenFungus,9999,1,,,,,,,,,,10,30,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020298,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470031,470000,561000470031,MonsterCore,0,,C,,,,,,,,,,NormalItem,10305,10,Icon_MonsterCore_WildCouger,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020381,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470032,470000,561000470032,MonsterCore,0,,C,,,,,,,,,,NormalItem,10305,10,Icon_MonsterCore_WereWolf,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020382,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470033,470000,561000470033,MonsterCore,0,,C,,,,,,,,,,NormalItem,10305,10,Icon_MonsterCore_Skeleton,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020383,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470034,470000,561000470034,MonsterCore,0,,C,,,,,,,,,,NormalItem,10305,10,Icon_MonsterCore_SkeletonArcher,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020384,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470035,470000,561000470035,MonsterCore,0,,C,,,,,,,,,,NormalItem,10305,10,Icon_MonsterCore_OlMahumScout,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020385,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470036,470000,561000470036,MonsterCore,0,,C,,,,,,,,,,NormalItem,10305,10,Icon_MonsterCore_OlMahumArcher,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020386,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470037,470000,561000470037,MonsterCore,0,,S,,,,,,,,,,NormalItem,10305,1,Icon_MonsterCore_PurgatoryZombie,9999,1,,,,,,,,,,10,30,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020398,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470041,470000,561000470041,MonsterCore,0,,B,,,,,,,,,,NormalItem,10306,10,Icon_MonsterCore_Grizzly,9999,1,,,,,,,,,,10,15,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020481,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470042,470000,561000470042,MonsterCore,0,,B,,,,,,,,,,NormalItem,10306,10,Icon_MonsterCore_MysticalWeaver,9999,1,,,,,,,,,,10,15,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020482,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470043,470000,561000470043,MonsterCore,0,,B,,,,,,,,,,NormalItem,10306,10,Icon_MonsterCore_MailleLizardmanWarrior,9999,1,,,,,,,,,,10,15,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020483,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470044,470000,561000470044,MonsterCore,0,,C,,,,,,,,,,NormalItem,10306,10,Icon_MonsterCore_MailleLizardmanScout,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020484,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470045,470000,561000470045,MonsterCore,0,,B,,,,,,,,,,NormalItem,10306,10,Icon_MonsterCore_MailleLizardmanShaman,9999,1,,,,,,,,,,10,15,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020485,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470046,470000,561000470046,MonsterCore,0,,C,,,,,,,,,,NormalItem,10306,10,Icon_MonsterCore_TurekOrcSkirmisher,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10110112,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470047,470000,561000470047,MonsterCore,0,,S,,,,,,,,,,NormalItem,10306,1,Icon_MonsterCore_AmdenOrcShaman,9999,1,,,,,,,,,,10,30,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020498,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470051,470000,561000470051,MonsterCore,0,,C,,,,,,,,,,NormalItem,10307,10,Icon_MonsterCore_VampireBat,9999,1,,,,,,,,,,10,10,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020581,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
470052,470000,561000470052,MonsterCore,0,,B,,,,,,,,,,NormalItem,10307,10,Icon_MonsterCore_Reaper,9999,1,,,,,,,,,,10,15,9500,10500,0,,,,,1,,,,,562000470011,,0,563000470011,10020582,0,0,,,,0,Normal,,Default,Etc,Normal,0,0,0,0,0,0,,0,,,,,,,
