Id,PreQuestId,TaskId,NameKey,SpotInfoId,TargetSpotInfoId,Type,RequirePlayerLevel,TaskNameKey,DialogOnly,MiniDialogId,StartNpcSpawnInfoId,StartNpcSpotInfoId,QuestNpcPortrait,QuestNpcNameKey,QuestNpcDialogKey,FinishNpcSpawnInfoId,FinishNpcSpotInfoId,QuestNpcPortrait2,QuestNpcName2Key,QuestNpcDialog2Key,LimitTime,NeverDie,TaskRunInInstance,RemainInstanceWorldEndTask,TaskType,TaskParam,TaskStartPosX,TaskStartPosY,TaskPerformancePosX,TaskPerformancePosY,TaskPerformanceRadius,QuestInitParam,TaskActionConditionType1,TaskActionConditionParam1,TaskActionType1,TaskActionParam1,TaskActionConditionType2,TaskActionConditionParam2,TaskActionType2,TaskActionParam2,TaskActionConditionType3,TaskActionConditionParam3,TaskActionType3,TaskActionParam3,RewardExp,RewardAdena,RewardParam1,RewardCount1,RewardParam2,RewardCount2,RewardParam3,RewardCount3,QuestBGM,BGMFinish,BGMRemain,StartNpcId,FinishNpcId,VisitNpcId,SortId
,,2,9910001112001,1102,1102,Scenario,,0,1,,,,Student_01_02,10011129,9940001112002,,,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,11073
,,3,9910001112001,1102,1102,Scenario,,0,1,,,,Resident_02_02,10011132,9940001112003,,,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,11074
,,4,9910001112001,1102,1102,Scenario,,0,1,,,,CatTheCat_01,121000000186,9940001112004,,,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,11075
,,5,9910001112001,1102,1102,Scenario,,0,1,,,,CatTheCat_01,121000000186,9940001112005,,,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,11076
,,6,9910001112001,1102,1102,Scenario,,0,1,,,,HardinsFollower,10010001,9940001112006,,,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,11077
11223,11120,1,9910001122301,1103,1103,Scenario,,9920001122301,0,,111133,1101,HardinsFollower,10010001,9940001122301,111133,1101,HardinsFollower,10010001,9960001122301,,0,0,0,MonsterWave,"""progressType"":""Clear"",
npcSpawnGroupIdList : ""101113, 101114, 101115""",-1860,1166,-1860,1166,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":115020}],""weight"":1}",,,,,,,,,54201,6365,490005,20,,,,,,,,11133,11133,,11079
11201,11223,1,9910001120101,1103,1103,Scenario,,9920001120101,0,,111133,1101,HardinsFollower,10010001,9940001120101,111365,1101,HardinsFollower,10010001,9960001120101,,0,0,0,KillMonster,"""npcInfoIdList"":""21119"",
""targetName"":""숲의 디코르 처치"",
""totalCount"":10,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-3782,4654,-3782,4654,,"setNpcVisible :
""npcSpawnInfoIdList : '111365',
 visible : false""",QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"":""111133"",
""visible"":""false""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"":""111365"",
""visible"":""true""",,,,,54201,6360,900012,2,,,,,,,,11133,11401,,11080
11202,11201,1,9910001120201,1103,1103,Scenario,,9920001120201,0,,111365,1101,HardinsFollower,10010001,9940001120201,,,HardinsFollower,10010001,9960001120201,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1128,
""totalCount"" : 1,
""rewardList"" : [{ ""probability"" : 10000, ""targetName"" : ""떨어진 망토"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",-2518,7280,-2518,7280,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupId"":1128,
""visible"":""true""",QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupId"":1116,
""visible"":""true""",,,,,54201,6360,420002,2,,,,,,,,11401,,,11081
11203,11202,1,9910001120301,1103,1103,Scenario,,9920001120301,0,1120,,,HardinsFollower,10010001,9940001120301,110071,1101,HardinsFollower,10010001,9960001120301,,0,0,0,KillMonster,"""npcInfoIdList"":""21155"",
""targetName"":""환청의 디코르 처치"",
""totalCount"":10,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-3344,10002,-3344,10002,,,,,,,,,,,,,,,54201,6360,910007,1,,,,,11,,1,,11401,,11082
11204,11203,1,9910001120401,1103,1103,Scenario,,9920001120401,0,,110071,1101,HardinsFollower,10010001,9940001120401,110071,1101,HardinsFollower,10010001,9960001120401,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1138,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""수상한 나무"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",-4160,10650,-4160,10650,,,QuestTaskEnded,,ShowMessage,"""stringKey"" : ""QUEST_ACTION_11204_1""",,,,,,,,,54201,6370,490011,1,,,,,,,,11401,11401,,11083
,,2,9910001120401,1103,1103,Scenario,,9920000202303,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 110071",-5280,9277,-5280,9277,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,11401,11084
,,3,9910001120401,1103,1103,Scenario,,9920000401705,0,,,,HardinsFollower,10010001,9940001120403,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-5280,9277,-5280,9277,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,11085
,,4,9910001120401,1103,1103,Scenario,,9920000401705,0,,,,HardinsFollower,10010001,9940001120404,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-5100,9280,-5100,9280,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,11086
,,5,9910001120401,1103,1103,Scenario,,9920001120405,0,1121,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""npcSpawnGroupIdList"": ""101107,101108,101116""",-5100,9280,-5100,9280,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":110064}],""weight"":1}",NpcDied,"""npcInfoId"" : 221111",CompleteCurTask,"""questType"" : ""Scenario""",,,,,0,0,0,0,0,0,0,0,77,,1,,,,11087
11224,11204,1,9910001122401,1103,1103,Scenario,,9920001122401,0,,110071,1101,HardinsFollower,10010001,9940001122401,110071,1101,HardinsFollower,10010001,9960001122401,,0,0,0,KillMonster,"""npcInfoIdList"":""21119"",
""targetName"":""숲의 디코르"",
""totalCount"":5,
""failStringKey"" : ""QUEST_PARAM_11224_1"",
""probability"":5000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-5734,5994,-5734,5994,,,,,,,,,,,,,,,54201,6365,900010,1,,,,,,,,11401,11401,,11088
11205,11224,1,9910001120501,1103,1103,Scenario,,9920001000503,0,,110071,1101,HardinsFollower,10010001,9940001120501,110155,1101,HardinsFollower,10010001,9960001120501,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1139,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""수상한 나무"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",-6860,8190,-6860,8190,,,QuestTaskEnded,,ShowMessage,"""stringKey"" : ""QUEST_ACTION_11205_1""",,,,,,,,,54201,6360,480008,1,,,,,,,,11401,11401,,11089
11206,11205,1,9910001120601,1103,1103,Scenario,,9920001120601,0,,110155,1101,HardinsFollower,10010001,9940001120601,,,HardinsFollower,10010001,9960001120601,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1117,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""엘프의 기록"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",-10380,10265,-10380,10265,,,QuestTaskEnded,,ShowMessage,"""stringKey"" : ""QUEST_ACTION_11206_1""",GadgetControlled,index: 1117,ShowMessage,"""stringKey"" : ""QUEST_ACTION_11206_1""",,,,,54201,6365,440001,5,,,,,,,,11401,,,11090
,,2,9910001120601,1103,1103,Scenario,,9920001120602,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1158,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""엘프의 기록"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",-8856,12354,-8856,12354,,,QuestTaskEnded,,ShowMessage,"""stringKey"" : ""QUEST_ACTION_11206_2""",,,,,,,,,,,,,,,,,,,,,,,11091
,,3,9910001120601,1103,1103,Scenario,,9920001120603,0,,,,,0,0,,,,0,0,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1159,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""엘프의 기록"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",-12099,13101,-12099,13101,,,QuestTaskEnded,,ShowMessage,"""stringKey"" : ""QUEST_ACTION_11206_3""",,,,,,,,,,,,,,,,,,,,,,,11092
11207,11206,1,9910001120701,1103,1103,Scenario,,9920001120701,0,1122,,,HardinsFollower,10010001,9940001120701,,,HardinsFollower,10010001,9960001120701,,0,0,0,KillMonster,"""npcInfoIdList"":""21107"",
""targetName"":""서큐버스 처치"",
""totalCount"":8,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-8634,10775,-8634,10775,,,,,,,,,,,,,,,54201,6360,400001,50,,,,,,,,,,,11093
11208,11207,1,9910001120801,1103,1103,Scenario,,9920001120801,0,1123,,,HardinsFollower,10010001,9940001120801,110155,1101,HardinsFollower,10010001,9960001120801,,0,0,0,KillMonster,"""npcInfoIdList"":""21107"",
""targetName"":""서큐버스의 날개"",
""totalCount"":10,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-10794,14346,-10794,14346,,,,,,,,,,,,,,,54201,6360,480008,1,,,,,,,,,11401,,11094
11225,11208,1,9910001122501,1103,1103,Scenario,,9920001122501,0,,110155,1101,HardinsFollower,10010001,9940001122501,110155,1101,HardinsFollower,10010001,9960001122501,,0,0,0,VisitPlace,"""destPos"" : ""-10403, 14824""",-10403,14824,-10403,14824,,,,,,,,,,,,,,,54987,6365,911234,1,,,,,,,,11401,11401,,11095
,,2,9910001122501,1103,1103,Scenario,,9920001122502,0,,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""npcSpawnGroupIdList"" : ""101165, 101166, 101167""",-10403,14824,-10403,14824,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,11096
11209,11225,1,9910001120901,1103,1103,Scenario,129,9920001120901,0,,110155,1101,HardinsFollower,10010001,9940001120901,110155,1101,HardinsFollower,10010001,9960001120901,,0,0,0,KillMonster,"""npcInfoIdList"":""21105"",
""targetName"":""숲 늑대인간의 발톱"",
""totalCount"":12,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-12016,5920,-12016,5920,,,,,,,,,,,,,,,54987,6360,900012,1,,,,,,,,11401,11401,,11097
11226,11209,1,9910001122601,1103,1103,Scenario,,9920001122601,0,,110155,1101,HardinsFollower,10010001,9940001122601,110155,1101,HardinsFollower,10010001,9960001122601,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""npcSpawnGroupIdList"" : ""101168, 101169, 101170""",-8641,9471,-8641,9471,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":110163}],""weight"":1}",,,,,,,,,54987,6370,490005,20,,,,,,,,11401,11401,,11098
11210,11226,1,9910001121001,1103,1103,Scenario,,9920001000503,0,,110155,1101,HardinsFollower,10010001,9940001121001,111139,1101,HardinsFollower,10010001,9960001121001,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1140,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""수상한 나무"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",-8780,6660,-8780,6660,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"":""110155"",
""visible"":""false""",QuestTaskEnded,,ShowMessage,"""stringKey"" : ""QUEST_ACTION_11210_1""",,,,,54987,6360,400001,50,,,,,,,,11401,11133,,11099
11211,11210,1,9910001121101,1103,1103,Scenario,,9920001121101,0,1124,111139,1101,HardinsFollower,10010001,9940001121101,111139,1101,HardinsFollower,10010001,9960001121101,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""showMessage"":""false"",
""npcSpawnGroupIdList"": ""101130, 101131""",-9270,4630,-9270,4630,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":111144}],""weight"":1}",,,,,,,,,54987,6375,490005,20,,,,,77,,1,11133,11133,,11100
,,2,9910001121101,1103,1103,Scenario,,9920000401705,0,,,,HardinsFollower,10010001,9940001121102,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-9270,4630,-9270,4630,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,77,,1,,,,11101
,,3,9910001121101,1103,1103,Scenario,,9920001121103,0,,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""showMessage"":""false"",
""npcSpawnGroupIdList"": ""101127, 101128""",-9270,4630,-9270,4630,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":111144}],""weight"":1}",,,,,,,,,0,0,0,0,0,0,0,0,77,,1,,,,11102
,,4,9910001121101,1103,1103,Scenario,,9920001121104,0,1125,,,,0,0,,,,0,0,,0,1,0,KillMonster,"""npcInfoIdList"":""21107"",
""targetName"":""연출용 가짜 테스크"",
""totalCount"":1,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-9270,4630,-9270,4630,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":111144},
{""npcSpawnInfoId"":115037}
],""weight"":1}",QuestTaskElapsedTime,"""operator"": "">="",
""seconds"": 17",CompleteCurTask,"""questType"" : ""Scenario""",,,,,0,0,0,0,0,0,0,0,77,,1,,,,11103
,,5,9910001121101,1103,1103,Scenario,,9920001121105,0,,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""npcSpawnGroupIdList"": ""101132""",-9270,4630,-9270,4630,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":111144}],""weight"":1}",NpcDied,"""npcInfoId"" : 221165",CompleteCurTask,"""questType"" : ""Scenario""",QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupId"":""1142"",
""visible"":""true""",0,0,0,0,0,0,0,0,77,,1,,,,11104
11212,11211,1,9910001121201,1103,1103,Scenario,,9920001121201,0,,111139,1101,HardinsFollower,10010001,9940001121201,,,HardinsFollower,10010001,9960001121201,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1142,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""지령서"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",-9080,4230,-9080,4230,,"setGadgetVisible :
""gadgetGroupIdList : '1142',
visible : true""",,,,,,,,,,,,,54987,6375,480009,1,,,,,,,,11133,,,11105
,,3,9910001121201,1103,1103,Scenario,,9920001121203,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 111139",-9081,4653,-9081,4653,,,,,,,,,,,,,,,,,,,,,,,,,,,,11133,11106
,,4,9910001121201,1103,1103,Scenario,,9920001121203,0,,,,HardinsFollower,10010001,9940001121204,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-9081,4656,-9081,4656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11107
,,2,9910001121201,1103,1103,Scenario,,9920001121202,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Desperion""",-9081,4656,-9081,4656,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,11108
,,5,9910001121201,1103,1103,Scenario,,9920000202303,0,,,,,0,0,,,,0,0,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 110528",-8864,9365,-8864,9365,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"":""110528, 110818"",
""visible"":""true""",QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"":""111139"",
""visible"":""false""",,,,,,,,,,,,,,,,,,11128,11109
11213,11212,1,9910001121301,1103,1103,Scenario,,9920001121301,0,,110528,1101,Hardin,10010000,9940001121301,,,Hardin,10010000,9960001121301,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 110528",-8864,9365,-8864,9365,,"setNpcVisible :
""npcSpawnInfoIdList : '110818,110528',
 visible : true""",QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupId"":1157,
""visible"":""true""",QuestTaskEnded,,SetGadgetVisible,"""gadgetGroupId"":1157,
""visible"":""false""",QuestTaskEnded,,SetNpcVisible,"""npcSpawnInfoIdList"":""110818"",
""visible"":""false""",54987,6360,900009,2,,,,,,,,11128,,11128,11110
11214,11213,1,9910001121401,1103,1103,Scenario,,9920001121401,0,,110528,1101,Hardin,10010000,9940001121401,110100,1101,Hardin,10010000,9960001121401,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1118,
""totalCount"" : 1,
""rewardList"" : [{ ""probability"" : 10000, ""targetName"" : ""에바의 샘물"", ""minIncreaseCount"" : 1, ""maxIncreaseCount"" : 1}]",-13395,4078,-13395,4078,,"setNpcVisible :
""npcSpawnInfoIdList : '110818',
 visible : false""",,,,,,,,,,,,,54987,6365,400002,50,,,,,,,,11128,11128,,11111
11215,11214,1,9910001121501,1103,1103,Scenario,,9920001121501,0,,110100,1101,Hardin,10010000,9940001121501,110100,1101,Hardin,10010000,9960001121501,,0,0,0,KillMonster,"""npcInfoIdList"":""21105"",
""targetName"":""숲 늑대인간 처치"",
""totalCount"" : 11,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-13424,7138,-13424,7138,,,,,,,,,,,,,,,54987,6365,490049,5,,,,,,,,11128,11128,,11112
11216,11215,1,9910001121601,1103,1103,Scenario,,9920001121601,0,,110100,1101,Hardin,10010000,9940001121601,110100,1101,Hardin,10010000,9960001121601,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1119,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""의문의 상자"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",-15083,4509,-15083,4509,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupId"":1119,
""visible"":""true""",,,,,,,,,54987,6365,440001,5,,,,,,,,11128,11128,,11113
,,2,9910001121601,1103,1103,Scenario,,9920001121602,0,1126,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""npcSpawnGroupIdList"": ""101109, 101110""",-15180,4710,-15180,4710,,,QuestTaskStarted,,SetGadgetVisible,"""gadgetGroupId"":1119,
""visible"":""false""",,,,,,,,,0,0,0,0,0,0,0,0,77,,1,,,,11114
11217,11216,1,9910001121701,1103,1103,Scenario,,9920001121701,0,,110100,1101,Hardin,10010000,9940001121701,111161,1101,Hardin,10010000,9960001121701,,0,0,0,KillMonster,"""npcInfoIdList"":""21134"",
""targetName"":""매혹적인 서큐버스 처치"",
""totalCount"":8,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-17755,4826,-17755,4826,,,,,,,,,,,,,,,54987,6365,490005,20,,,,,11,,1,11128,11128,,11115
11218,11217,1,9910001121801,1103,1103,Scenario,,9920001121801,0,,111161,1101,Hardin,10010000,9940001121801,111161,1101,Hardin,10010000,9960001121801,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1120,
""totalCount"" : 5,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""보라색 약초"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",-18985,10010,-18985,10010,,,,,,,,,,,,,,,54987,6365,440011,5,,,,,,,,11128,11128,,11116
11219,11218,1,9910001121901,1103,1103,Scenario,,9920001121901,0,1127,111161,1101,Hardin,10010000,9940001121901,111161,1101,Hardin,10010000,9960001121901,,0,0,0,KillMonster,"""npcInfoIdList"":""21106"",
""targetName"":""엘프의 기록"",
""totalCount"":8,
""probability"":8000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-21110,10040,-21110,10040,,,,,,,,,,,,,,,54987,6365,490005,20,,,,,,,,11128,11128,,11117
11220,11219,1,9910001122001,1103,1103,Scenario,,9920001122001,0,,111161,1101,Hardin,10010000,9940001122001,115021,1101,Hardin,10010000,9960001122001,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""showMessage"":""false"",
""npcSpawnGroupIdList"": ""101133,101134,101135"",
""escort"": {
""npcSpawnInfoId"" : 110110
}",-18370,9240,-18370,9240,,,,,,,,,,,,,,,54987,6365,400002,50,,,,,79,,1,11128,11128,,11118
11221,11220,1,9910001122101,1103,1103,Scenario,,9920001122101,0,,115021,1101,Hardin,10010000,9940001122101,115021,1101,Hardin,10010000,9960001122101,,0,0,0,KillMonster,"""npcInfoIdList"":""21132"",
""targetName"":""엘더 디코르 처치"",
""totalCount"":10,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-17936,16312,-17936,16312,,,,,,,,,,,,,,,54987,6365,420002,2,,,,,11,,1,11128,11128,,11119
11222,11221,1,9910001122201,1103,1103,Scenario,,9920001122201,0,,115021,1101,Hardin,10010000,9940001122201,115021,1101,Hardin,10010000,9960001122201,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1121,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""나무 엘프의 나무"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",-15391,16204,-15391,16204,,,,,,,,,,,,,,,54987,6370,900012,1,,,,,,,,11128,11128,,11120
,,2,9910001122201,1103,1103,Scenario,,9920001122201,0,,,,Hardin,10010000,9940001122202,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-15391,16204,-15391,16204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11121
,,3,9910001122201,1103,1103,Scenario,,9920001122203,0,1166,,,,0,0,,,,0,0,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""npcSpawnGroupIdList"" : ""101171, 101172, 101173""",-15779,16207,-15779,16207,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":115022}],""weight"":1}",QuestTaskStarted,,SpawnGadget,"{""weight"" : 1, ""gadgetGroupIdList"" :""1121""}",NpcDied,"""npcInfoId"" : 221167",CompleteCurTask,"""questType"" : ""Scenario""",,,,,,,,,,,,,,,11122
11300,11222,1,9910001130001,1103,1103,Scenario,,9920001121301,0,,115021,1101,Hardin,10010000,9940001130001,110538,1101,Hardin,10010000,9960001130001,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 115021",-15777,16054,-15777,16054,,,,,,,,,,,,,,,54987,6390,900010,1,,,,,,,,11128,11128,11128,11123
,,2,9910001130001,1103,1103,Scenario,,9920001130002,0,,,,,0,0,,,,0,0,,0,0,0,CutScene,"""name"" : ""Slaves""",-15777,16054,-15777,16054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11124
,,3,9910001130001,1103,1103,Scenario,,9920001121301,0,,,,Hardin,10010000,9940001130003,,,,0,0,,0,0,0,Waiting,"""type"" : ""Dialog""",-15777,16054,-15777,16054,,,,,,,,,,,,,,,,,,,,,,,9,,1,,,,11125
,,4,9910001130001,1103,1103,Scenario,,9920001130004,0,,,,,0,0,,,,0,0,,0,0,0,KillMonster,"""npcInfoIdList"":""21128"",
""targetName"":""랑크 리자드맨 경계병"",
""totalCount"":8,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-22728,18671,-22728,18671,,,,,,,,,,,,,,,,,,,,,,,9,,1,,,,11126
11301,11300,1,9910001130101,1104,1104,Scenario,,9920001130101,0,1128,110538,1101,Hardin,10010000,9940001130101,111202,1101,Hardin,10010000,9960001130101,,0,0,0,KillMonster,"""npcInfoIdList"":""21136"",
""targetName"":""랑크 리자드맨 정찰병 처치"",
""totalCount"":12,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-26070,17827,-26070,17827,,,,,,,,,,,,,,,55344,6385,910203,1,,,,,,,,11128,11128,,11127
11302,11301,1,9910001130201,1104,1104,Scenario,132,9920001130201,0,,111202,1101,Hardin,10010000,9940001130201,111202,1101,Hardin,10010000,9960001130201,,0,0,0,KillMonster,"""npcInfoIdList"":""21109"",
""targetName"":""랑크 리자드맨 전사 처치"",
""totalCount"":12,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-25848,22003,-25848,22003,,,,,,,,,,,,,,,55344,6385,410001,1,,,,,11,,1,11128,11128,,11128
11303,11302,1,9910001130301,1104,1104,Scenario,,9920001130301,0,,111202,1101,Hardin,10010000,9940001130301,,,Aimel,10010357,9960001130301,,0,0,0,VisitNpc,"""npcSpawnInfoId"" : 110046",-28424,23087,-28424,23087,,,QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"":""111202"",
""visible"":""false""",QuestTaskStarted,,SetNpcVisible,"""npcSpawnInfoIdList"":""110046"",
""visible"":""true""",,,,,55344,6385,480007,1,,,,,,,,11128,,11130,11129
11304,11303,1,9910001130401,1104,1104,Scenario,,9920001130401,0,,110046,1101,Aimel,10010357,9940001130401,110046,1101,Aimel,10010357,9960001130401,,0,0,0,KillMonster,"""npcInfoIdList"":""21112"",
""targetName"":""랑크 리자드맨 투사 처치"",
""totalCount"":12,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-29415,22089,-29415,22089,,,,,,,,,,,,,,,55344,6385,400001,50,,,,,,,,11130,11130,,11130
11305,11304,1,9910001130501,1104,1104,Scenario,,9920001130501,0,1129,110046,1101,Aimel,10010357,9940001130501,110046,1101,Aimel,10010357,9960001130501,,0,0,0,KillMonster,"""npcInfoIdList"":""21125"",
""targetName"":""랑크 리자드맨 토템 파괴"",
""totalCount"":3,
""probability"":10000,
""minIncreaseCount"":1,
""maxIncreaseCount"":1",-32133,23599,-32133,23599,,,,,,,,,,,,,,,55344,6385,490049,5,0,,,,,,,11130,11130,,11131
11306,11305,1,9910001130601,1104,1104,Scenario,,9920001130601,0,,110046,1101,Aimel,10010357,9940001130601,110067,1101,ArmorMerchant_01,10010163,9960001130601,,0,0,0,ControlGadget,"""gadgetGroupId"" : 1130,
""totalCount"" : 1,
""rewardList"" : [{
""probability"" : 10000,
""targetName"" : ""영주의 진상품이 아닙니다"",
""minIncreaseCount"" : 1,
""maxIncreaseCount"" : 1}]",-31454,23559,-31454,23559,,,QuestTaskEnded,,ShowMessage,"""stringKey"" : ""QUEST_ACTION_11306_1""",,,,,,,,,55344,6385,910308,3,,,,,,,,11130,11134,,11132
11307,11306,1,9910001130701,1104,1104,Scenario,,9920001130401,0,1130,110067,1101,ArmorMerchant_01,10010163,9940001130701,110067,1101,ArmorMerchant_01,10010163,9960001130701,,0,0,0,MonsterWave,"""progressType"":""Clear"",
""npcSpawnGroupIdList"": ""101111,101112,101126""",-31256,26180,-31256,26180,,,QuestTaskStarted,,SpawnNpc,"{""spawnInfo"": [
{""npcSpawnInfoId"":111204}],""weight"":1}",,,,,,,,,55344,6390,900010,1,,,,,77,,1,11134,11134,,11133
