Id,MssionGrade,NameKey,DescKey,TaskType,TaskCount,AutoCompleteTime,PassCost,RewardExp,RewardAdena,RewardIcon,MissionIcon
1230,4,501000000002,502000000002,If_MaxCombo,350,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1231,4,501000001152,502000001169,Count_PetItemLevelUp,7,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1232,5,501000000020,502000000020,Count_ItemLevelUp,7,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1233,5,501000001024,502000001024,Count_AcquiredPoint,10,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1234,5,501000000007,502000000084,Count_KillMonster_Region,200,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1235,5,501000000015,502000000015,If_ArenaWinStreak,3,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1236,5,501000001027,502000001027,Count_AcquiredItem,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1237,5,501000000001,502000000001,Count_KillMonster,250,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1238,5,501000001087,502000001087,Count_GuildHelp,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1239,1,501000000001,502000000001,Count_KillMonster,100,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1240,1,501000000010,502000000010,Count_PlayRegularDungeon,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1241,1,501000001003,502000001003,Count_PlayGuildAgit,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1242,1,501000000004,502000000004,Count_AcquiredItem,5,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1243,1,501000000017,502000000017,Count_AcquiredItem,8,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1244,1,501000000005,502000000005,Count_AcquiredItem,40,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1245,2,501000001152,502000001152,Count_AcquiredItem,5,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1246,2,501000000007,502000000084,Count_KillMonster_Region,120,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1247,2,501000000001,502000000001,Count_KillMonster,150,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1248,2,501000001009,502000000003,Count_UseItem,35,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1249,2,501000000009,502000000009,Count_AcquiredItem,5,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1250,2,501000000002,502000000002,If_MaxCombo,200,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1251,3,501000001012,502000001012,Count_Combination,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1252,3,501000000001,502000000001,Count_KillMonster,200,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1253,3,501000001014,502000001014,Count_BuyShopItem,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1254,3,501000000003,502000000014,Count_UseItem,70,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1255,3,501000000002,502000000002,If_MaxCombo,300,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1256,3,501000001017,502000001017,Count_Decomposition,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1257,4,501000000015,502000000015,If_ArenaWinStreak,2,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1258,4,501000000001,502000000001,Count_KillMonster,250,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1259,4,501000001020,502000001020,Count_QuestScroll,3,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1260,4,501000000021,502000000021,Count_UseItem,1500,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1261,4,501000000002,502000000002,If_MaxCombo,350,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1262,4,501000001152,502000001169,Count_PetItemLevelUp,10,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1263,5,501000000020,502000000020,Count_ItemLevelUp,10,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1264,5,501000001024,502000001024,Count_AcquiredPoint,20,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1265,5,501000000007,502000000084,Count_KillMonster_Region,250,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1266,5,501000000015,502000000015,If_ArenaWinStreak,3,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1267,5,501000001027,502000001027,Count_AcquiredItem,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1268,5,501000000001,502000000001,Count_KillMonster,300,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1269,5,501000001087,502000001087,Count_GuildHelp,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1270,1,501000000001,502000000001,Count_KillMonster,100,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1271,1,501000000010,502000000010,Count_PlayRegularDungeon,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1272,1,501000001003,502000001003,Count_PlayGuildAgit,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1273,1,501000000004,502000000004,Count_AcquiredItem,5,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1274,1,501000000017,502000000017,Count_AcquiredItem,8,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1275,1,501000000005,502000000005,Count_AcquiredItem,40,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1276,2,501000001152,502000001152,Count_AcquiredItem,5,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1277,2,501000000007,502000000100,Count_KillMonster_Region,120,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1278,2,501000000001,502000000001,Count_KillMonster,150,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1279,2,501000001009,502000000003,Count_UseItem,35,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1280,2,501000000009,502000000009,Count_AcquiredItem,5,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1281,2,501000000002,502000000002,If_MaxCombo,200,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1282,3,501000001012,502000001012,Count_Combination,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1283,3,501000000001,502000000001,Count_KillMonster,200,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1284,3,501000001014,502000001014,Count_BuyShopItem,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1285,3,501000000003,502000000014,Count_UseItem,70,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1286,3,501000000002,502000000002,If_MaxCombo,300,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1287,3,501000001017,502000001017,Count_Decomposition,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1288,4,501000000015,502000000015,If_ArenaWinStreak,2,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1289,4,501000000001,502000000001,Count_KillMonster,250,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1290,4,501000001020,502000001020,Count_QuestScroll,3,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1291,4,501000000021,502000000021,Count_UseItem,1500,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1292,4,501000000002,502000000002,If_MaxCombo,350,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1293,4,501000001152,502000001169,Count_PetItemLevelUp,10,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1294,5,501000000020,502000000020,Count_ItemLevelUp,10,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1295,5,501000001024,502000001024,Count_AcquiredPoint,20,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1296,5,501000000007,502000000100,Count_KillMonster_Region,250,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1297,5,501000000015,502000000015,If_ArenaWinStreak,3,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1298,5,501000001027,502000001027,Count_AcquiredItem,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1299,5,501000000001,502000000001,Count_KillMonster,300,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1300,5,501000001087,502000001087,Count_GuildHelp,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1301,1,501000000001,502000000001,Count_KillMonster,100,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1302,1,501000000010,502000000010,Count_PlayRegularDungeon,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1303,1,501000001003,502000001003,Count_PlayGuildAgit,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1304,1,501000000004,502000000004,Count_AcquiredItem,7,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1305,1,501000000017,502000000017,Count_AcquiredItem,8,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1306,1,501000000005,502000000005,Count_AcquiredItem,40,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1307,2,501000001152,502000001152,Count_AcquiredItem,7,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1308,2,501000000007,502000000238,Count_KillMonster_Region,120,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1309,2,501000000001,502000000001,Count_KillMonster,150,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1310,2,501000001009,502000000003,Count_UseItem,35,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1311,2,501000000009,502000000009,Count_AcquiredItem,5,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1312,2,501000000002,502000000002,If_MaxCombo,200,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1313,3,501000001012,502000001012,Count_Combination,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1314,3,501000000001,502000000001,Count_KillMonster,200,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1315,3,501000001014,502000001014,Count_BuyShopItem,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1316,3,501000000003,502000000014,Count_UseItem,70,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1317,3,501000000002,502000000002,If_MaxCombo,300,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1318,3,501000001017,502000001017,Count_Decomposition,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1319,4,501000000015,502000000015,If_ArenaWinStreak,2,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1320,4,501000000001,502000000001,Count_KillMonster,250,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1321,4,501000001020,502000001020,Count_QuestScroll,3,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1322,4,501000000021,502000000021,Count_UseItem,1500,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1323,4,501000000002,502000000002,If_MaxCombo,350,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1324,4,501000001152,502000001169,Count_PetItemLevelUp,10,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1325,5,501000000020,502000000020,Count_ItemLevelUp,10,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1326,5,501000001024,502000001024,Count_AcquiredPoint,20,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1327,5,501000000007,502000000238,Count_KillMonster_Region,250,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1328,5,501000000015,502000000015,If_ArenaWinStreak,3,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1329,5,501000001027,502000001027,Count_AcquiredItem,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1330,5,501000000001,502000000001,Count_KillMonster,300,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1331,5,501000001087,502000001087,Count_GuildHelp,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1332,1,501000000001,502000000001,Count_KillMonster,100,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1333,1,501000000010,502000000010,Count_PlayRegularDungeon,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1334,1,501000001003,502000001003,Count_PlayGuildAgit,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1335,1,501000000004,502000000004,Count_AcquiredItem,7,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1336,1,501000000017,502000000017,Count_AcquiredItem,8,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1337,1,501000000005,502000000005,Count_AcquiredItem,40,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1338,2,501000001152,502000001152,Count_AcquiredItem,7,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1339,2,501000000007,502000001339,Count_KillMonster_Region,120,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1340,2,501000000001,502000000001,Count_KillMonster,150,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1341,2,501000001009,502000000003,Count_UseItem,35,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1342,2,501000000009,502000000009,Count_AcquiredItem,5,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1343,2,501000000002,502000000002,If_MaxCombo,200,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1344,3,501000001012,502000001012,Count_Combination,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1345,3,501000000001,502000000001,Count_KillMonster,200,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1346,3,501000001014,502000001014,Count_BuyShopItem,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1347,3,501000000003,502000000014,Count_UseItem,70,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1348,3,501000000002,502000000002,If_MaxCombo,300,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1349,3,501000001017,502000001017,Count_Decomposition,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1350,4,501000000015,502000000015,If_ArenaWinStreak,2,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1351,4,501000000001,502000000001,Count_KillMonster,250,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1352,4,501000001020,502000001020,Count_QuestScroll,3,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1353,4,501000000021,502000000021,Count_UseItem,1500,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1354,4,501000000002,502000000002,If_MaxCombo,350,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1355,4,501000001152,502000001169,Count_PetItemLevelUp,10,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1356,5,501000000020,502000000020,Count_ItemLevelUp,10,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1357,5,501000001024,502000001024,Count_AcquiredPoint,20,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1358,5,501000000007,502000001339,Count_KillMonster_Region,250,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1359,5,501000000015,502000000015,If_ArenaWinStreak,3,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1360,5,501000001027,502000001027,Count_AcquiredItem,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1361,5,501000000001,502000000001,Count_KillMonster,300,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1362,5,501000001087,502000001087,Count_GuildHelp,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1363,1,501000000001,502000000001,Count_KillMonster,100,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1364,1,501000000010,502000000010,Count_PlayRegularDungeon,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1365,1,501000001003,502000001003,Count_PlayGuildAgit,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1366,1,501000000004,502000000004,Count_AcquiredItem,7,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1367,1,501000000017,502000000017,Count_AcquiredItem,10,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1368,1,501000000005,502000000005,Count_AcquiredItem,45,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1369,2,501000001152,502000001152,Count_AcquiredItem,7,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1370,2,501000000007,502000000290,Count_KillMonster_Region,120,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1371,2,501000000001,502000000001,Count_KillMonster,150,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1372,2,501000001009,502000000003,Count_UseItem,50,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1373,2,501000000009,502000000009,Count_AcquiredItem,8,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1374,2,501000000002,502000000002,If_MaxCombo,200,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1375,3,501000001012,502000001012,Count_Combination,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1376,3,501000000001,502000000001,Count_KillMonster,200,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1377,3,501000001014,502000001014,Count_BuyShopItem,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1378,3,501000000003,502000000014,Count_UseItem,95,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1379,3,501000000002,502000000002,If_MaxCombo,300,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1380,3,501000001017,502000001017,Count_Decomposition,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1381,4,501000000015,502000000015,If_ArenaWinStreak,2,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1382,4,501000000001,502000000001,Count_KillMonster,250,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1383,4,501000001020,502000001020,Count_QuestScroll,4,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1384,4,501000000021,502000000021,Count_UseItem,2000,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1385,4,501000000002,502000000002,If_MaxCombo,350,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1386,4,501000001152,502000001169,Count_PetItemLevelUp,15,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1387,5,501000000020,502000000020,Count_ItemLevelUp,15,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1388,5,501000001024,502000001024,Count_AcquiredPoint,30,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1389,5,501000000007,502000000290,Count_KillMonster_Region,250,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1390,5,501000000015,502000000015,If_ArenaWinStreak,3,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1391,5,501000001027,502000001027,Count_AcquiredItem,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1392,5,501000000001,502000000001,Count_KillMonster,300,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1393,5,501000001087,502000001087,Count_GuildHelp,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1394,1,501000000001,502000000001,Count_KillMonster,100,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1395,1,501000000010,502000000010,Count_PlayRegularDungeon,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1396,1,501000001003,502000001003,Count_PlayGuildAgit,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1397,1,501000000004,502000000004,Count_AcquiredItem,10,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1398,1,501000000017,502000000017,Count_AcquiredItem,10,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1399,1,501000000005,502000000005,Count_AcquiredItem,45,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1400,2,501000001152,502000001152,Count_AcquiredItem,10,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1401,2,501000000007,502000000316,Count_KillMonster_Region,120,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1402,2,501000000001,502000000001,Count_KillMonster,150,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1403,2,501000001009,502000000003,Count_UseItem,55,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1404,2,501000000009,502000000009,Count_AcquiredItem,8,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1405,2,501000000002,502000000002,If_MaxCombo,200,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1406,3,501000001012,502000001012,Count_Combination,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1407,3,501000000001,502000000001,Count_KillMonster,200,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1408,3,501000001014,502000001014,Count_BuyShopItem,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1409,3,501000000003,502000000014,Count_UseItem,100,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1410,3,501000000002,502000000002,If_MaxCombo,300,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1411,3,501000001017,502000001017,Count_Decomposition,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1412,4,501000000015,502000000015,If_ArenaWinStreak,2,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1413,4,501000000001,502000000001,Count_KillMonster,250,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1414,4,501000001020,502000001020,Count_QuestScroll,4,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1415,4,501000000021,502000000021,Count_UseItem,2500,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1416,4,501000000002,502000000002,If_MaxCombo,350,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1417,4,501000001152,502000001169,Count_PetItemLevelUp,15,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1418,5,501000000020,502000000020,Count_ItemLevelUp,15,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1419,5,501000001024,502000001024,Count_AcquiredPoint,30,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1420,5,501000000007,502000000316,Count_KillMonster_Region,250,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1421,5,501000000015,502000000015,If_ArenaWinStreak,3,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1422,5,501000001027,502000001027,Count_AcquiredItem,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1423,5,501000000001,502000000001,Count_KillMonster,300,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1424,5,501000001087,502000001087,Count_GuildHelp,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1425,1,501000000001,502000000001,Count_KillMonster,100,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1426,1,501000000010,502000000010,Count_PlayRegularDungeon,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1427,1,501000001003,502000001003,Count_PlayGuildAgit,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1428,1,501000000004,502000000004,Count_AcquiredItem,10,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1429,1,501000000017,502000000017,Count_AcquiredItem,10,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1430,1,501000000005,502000000005,Count_AcquiredItem,45,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1431,2,501000001152,502000001152,Count_AcquiredItem,10,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1432,2,501000000007,502000001432,Count_KillMonster_Region,120,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1433,2,501000000001,502000000001,Count_KillMonster,150,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1434,2,501000001009,502000000003,Count_UseItem,55,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1435,2,501000000009,502000000009,Count_AcquiredItem,8,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1436,2,501000000002,502000000002,If_MaxCombo,200,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1437,3,501000001012,502000001012,Count_Combination,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1438,3,501000000001,502000000001,Count_KillMonster,200,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1439,3,501000001014,502000001014,Count_BuyShopItem,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1440,3,501000000003,502000000014,Count_UseItem,100,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1441,3,501000000002,502000000002,If_MaxCombo,300,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1442,3,501000001017,502000001017,Count_Decomposition,1,10800,15000,,,UI_Icon_RankA_RE,DailyMissionRankA
1443,4,501000000015,502000000015,If_ArenaWinStreak,2,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1444,4,501000000001,502000000001,Count_KillMonster,250,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1445,4,501000001020,502000001020,Count_QuestScroll,4,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1446,4,501000000021,502000000021,Count_UseItem,2500,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1447,4,501000000002,502000000002,If_MaxCombo,350,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1448,4,501000001152,502000001169,Count_PetItemLevelUp,15,14400,20000,,,UI_Icon_RankS_RE,DailyMissionRankS
1449,5,501000000020,502000000020,Count_ItemLevelUp,15,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1450,5,501000001024,502000001024,Count_AcquiredPoint,30,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1451,5,501000000007,502000001432,Count_KillMonster_Region,250,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1452,5,501000000015,502000000015,If_ArenaWinStreak,3,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1453,5,501000001027,502000001027,Count_AcquiredItem,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1454,5,501000000001,502000000001,Count_KillMonster,300,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1455,5,501000001087,502000001087,Count_GuildHelp,1,18000,25000,,,UI_Icon_RankR_RE,DailyMissionRankR
1456,1,501000000001,502000000001,Count_KillMonster,100,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1457,1,501000000010,502000000010,Count_PlayRegularDungeon,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1458,1,501000001003,502000001003,Count_PlayGuildAgit,1,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1459,1,501000000004,502000000004,Count_AcquiredItem,10,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1460,1,501000000017,502000000017,Count_AcquiredItem,10,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1461,1,501000000005,502000000005,Count_AcquiredItem,45,3600,5000,,,UI_Icon_RankC_RE,DailyMissionRankC
1462,2,501000001152,502000001152,Count_AcquiredItem,10,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
1463,2,501000000007,502000001463,Count_KillMonster_Region,120,7200,10000,,,UI_Icon_RankB_RE,DailyMissionRankB
