Id,EffectType,EffectParam,EffectGrowth1,EffectGrowth2,ExceptNpcGrade,ExceptPlayer,ApplyCastPlayer,PointCount
905008,MonsterCoreDropRateAdd,"400, 400",1,1,,0,0,
905008,HpPotionRate,"400, 400",1,1,,0,0,
905008,MpPotionRate,"400, 400",1,1,,0,0,
905008,GatheringSpeedMul,"400, 400",1,1,,0,0,
905008,IncreaseComboExpireTime,"400, 400",1,1,,0,0,
905009,AdenaGainRate,"900, 900",1,1,,0,0,
905009,ItemDropRate,"900, 900",1,1,,0,0,
905009,MonsterCoreDropRateAdd,"500, 500",1,1,,0,0,
905009,HpPotionRate,"500, 500",1,1,,0,0,
905009,MpPotionRate,"500, 500",1,1,,0,0,
905009,GatheringSpeedMul,"400, 400",1,1,,0,0,
905009,IncreaseComboExpireTime,"400, 400",1,1,,0,0,
905010,AdenaGainRate,"1000, 1000",1,1,,0,0,
905010,ItemDropRate,"1000, 1000",1,1,,0,0,
905010,MonsterCoreDropRateAdd,"500, 500",1,1,,0,0,
905010,HpPotionRate,"500, 500",1,1,,0,0,
905010,MpPotionRate,"500, 500",1,1,,0,0,
905010,GatheringSpeedMul,"500, 500",1,1,,0,0,
905010,IncreaseComboExpireTime,"500, 500",1,1,,0,0,
905101,DefensePowerPhy,"500, 500",1,1,,0,0,
905101,DefensePowerMag,"500, 500",1,1,,0,0,
905102,MaxHP,"1000, 1000",1,1,,0,0,
905102,MaxMP,"1000, 1000",1,1,,0,0,
905103,AttackPowerPhy,"500, 500",1,1,,0,0,
905103,AttackPowerMag,"500, 500",1,1,,0,0,
905104,DefensePowerPhy,"1200, 1200",1,1,,0,0,
905104,DefensePowerMag,"1200, 1200",1,1,,0,0,
905105,MaxHP,"2000, 2000",1,1,,0,0,
905105,MaxMP,"2000, 2000",1,1,,0,0,
905106,AttackPowerPhy,"1200, 1200",1,1,,0,0,
905106,AttackPowerMag,"1200, 1200",1,1,,0,0,
905107,DefensePowerPhy,"2000, 2000",1,1,,0,0,
905107,DefensePowerMag,"2000, 2000",1,1,,0,0,
905107,CriticalValue,"500, 500",1,1,,0,0,
905108,MaxHP,"3000, 3000",1,1,,0,0,
905108,MaxMP,"3000, 3000",1,1,,0,0,
905108,CriticalValue,"500, 500",1,1,,0,0,
905109,AttackPowerPhy,"2000, 2000",1,1,,0,0,
905109,AttackPowerMag,"2000, 2000",1,1,,0,0,
905109,CriticalValue,"500, 500",1,1,,0,0,
905501,AttackPowerPhyMul,"1000, 1000",1,1,,0,0,
905502,AttackPowerMagMul,"1000, 1000",1,1,,0,0,
905503,DefensePowerPhyMul,"1000, 1000",1,1,,0,0,
905504,DefensePowerMagMul,"1000, 1000",1,1,,0,0,
905505,MoveSpeedMul,"1500, 1500",1,1,,0,0,
905506,GatheringSpeedMul,"5000, 5000",1,1,,0,0,
905507,AttackSpeedMul,"2000, 2000",1,1,,0,0,
905508,DodgeRate,"5000, 5000",1,1,,0,0,
905509,Resilience,"10000, 10000",1,1,,0,0,
905510,AddIgnoreDefenseDamage,"2000, 2000",1,1,,0,0,
905511,AddDecreaseDamage,"1000, 1000",1,1,,0,0,
905512,SkillCoolTimeRate,"3000, 3000",1,1,,0,0,
905513,Penetration,"10000, 10000",1,1,,0,0,
905514,AcquireEquipAbility,"201, 1",1,1,,0,0,
905515,AcquireEquipAbility,"202, 1",1,1,,0,0,
905516,MonsterCoreDropRateAdd,"2500, 2500",1,1,,0,0,
905601,TimerFire,"905602, 0",1,1,,0,0,
905602,MoveSpeedMul,"3000, 3000",1,1,,0,0,
905603,TimerFire,"905604, 0",1,1,,0,0,
905604,MoveSpeedMul,"-5000, -5000",1,1,,0,0,
905605,AcquireEquipAbility,"203, 1",1,1,,0,0,
905606,TimerFire,"905607, 0",1,1,,0,0,
905607,IncreaseHealMul,"5000, 5000",1,1,,0,0,
905608,AttackPowerPhyMul,"2000, 2000",1,1,,0,0,
905608,AttackPowerMagMul,"2000, 2000",1,1,,0,0,
905608,DefensePowerPhyMul,"-6000, -6000",1,1,,0,0,
905608,DefensePowerMagMul,"-6000, -6000",1,1,,0,0,
905609,AttackPowerPhyMul,"-1500, -1500",1,1,,0,0,
905609,AttackPowerMagMul,"-1500, -1500",1,1,,0,0,
905609,DefensePowerPhyMul,"10000, 10000",1,1,,0,0,
905609,DefensePowerMagMul,"10000, 10000",1,1,,0,0,
905610,CCResistRate,"5000, 5000",1,1,,0,0,
905611,TimerFire,"905612, 0",1,1,,0,0,
905612,DecreaseTargetMPMul,"2000, 2000, 1",,,,0,0,
906000,Invincible,,1,1,,0,0,
906001,TimerFire,"906002, 0",1,1,,0,0,
906002,DotHealMaxHpMul,"5000, 5000",1,1,,0,0,
906003,MoveSpeedMul,"2500, 2500",1,1,,0,0,
906100,Invincible,,1,1,,0,0,
906100,MoveSpeedMul,"3000, 3000",1,1,,0,0,
906101,DotHealMaxHpMul,"5000, 5000",1,1,,0,0,
906102,MoveSpeedMul,"3000, 3000",1,1,,0,0,
906500,Invincible,,1,1,,0,0,
906500,CCResistRate,"10000, 10000",1,1,,0,0,
906501,AttackPowerPhyMul,"3000, 3000",1,1,,0,0,
906501,AttackPowerMagMul,"3000, 3000",1,1,,0,0,
906501,DefensePowerPhyMul,"3000, 3000",1,1,,0,0,
906501,DefensePowerMagMul,"3000, 3000",1,1,,0,0,
906501,AttackSpeedMul,"3000, 3000",1,1,,0,0,
906501,MoveSpeedMul,"3000, 3000",1,1,,0,0,
11,IncreaseDamagePhyMul,"5000, 5000",1.5,1.5,,0,0,
11,IncreaseDamageMagMul,"5000, 5000",1.5,1.5,,0,0,
12,Stun,"0, 0",,,,0,0,
100001,Invincible,"0, 0",,,,0,0,
100002,Invisible,"0, 0",,,,0,0,
100003,Strong,"0, 0",,,,0,0,
100004,Smart,"0, 0",,,,0,0,
100005,OneKill,"0, 0",,,,0,0,
100006,AttackPowerPhyMul,"1000, 1000",1.5,1.5,,0,0,
100006,AttackPowerMagMul,"1000, 1000",1.5,1.5,,0,0,
100007,AttackPowerPhyMul,"1000, 1000",1.5,1.5,,0,0,
100007,AttackPowerMagMul,"1000, 1000",1.5,1.5,,0,0,
100008,AttackPowerPhyMul,"3000, 3000",1.5,1.5,,0,0,
100008,AttackPowerMagMul,"3000, 3000",1.5,1.5,,0,0,
100011,IncreaseDamagePhyMul,"100, 100",1.5,1.5,,0,0,
100011,IncreaseDamageMagMul,"100, 100",1.5,1.5,,0,0,
100012,IncreaseDamagePhyMul,"200, 200",1.5,1.5,,0,0,
100012,IncreaseDamageMagMul,"200, 200",1.5,1.5,,0,0,
100013,IncreaseDamagePhyMul,"300, 300",1.5,1.5,,0,0,
100013,IncreaseDamageMagMul,"300, 300",1.5,1.5,,0,0,
100014,IncreaseDamagePhyMul,"400, 400",1.5,1.5,,0,0,
100014,IncreaseDamageMagMul,"400, 400",1.5,1.5,,0,0,
100015,IncreaseDamagePhyMul,"500, 500",1.5,1.5,,0,0,
100015,IncreaseDamageMagMul,"500, 500",1.5,1.5,,0,0,
100016,IncreaseDamagePhyMul,"600, 600",1.5,1.5,,0,0,
100016,IncreaseDamageMagMul,"600, 600",1.5,1.5,,0,0,
100017,IncreaseDamagePhyMul,"700, 700",1.5,1.5,,0,0,
100017,IncreaseDamageMagMul,"700, 700",1.5,1.5,,0,0,
100018,IncreaseDamagePhyMul,"800, 800",1.5,1.5,,0,0,
100018,IncreaseDamageMagMul,"800, 800",1.5,1.5,,0,0,
100019,IncreaseDamagePhyMul,"900, 900",1.5,1.5,,0,0,
100019,IncreaseDamageMagMul,"900, 900",1.5,1.5,,0,0,
100020,IncreaseDamagePhyMul,"1000, 1000",1.5,1.5,,0,0,
100020,IncreaseDamageMagMul,"1000, 1000",1.5,1.5,,0,0,
100021,AttackPowerPhyMul,"-5000, -5000",1.5,1.5,,0,0,
100021,AttackPowerMagMul,"-5000, -5000",1.5,1.5,,0,0,
100021,DefensePowerPhyMul,"-5000, -5000",1.5,1.5,,0,0,
100021,DefensePowerMagMul,"-5000, -5000",1.5,1.5,,0,0,
100031,AttackPowerPhyMul,"500, 500",1.5,1.5,,0,0,
100031,DefensePowerPhyMul,"500, 500",1.5,1.5,,0,0,
200000,Invincible,"0, 0",,,,0,0,
200001,MoveSpeedMul,"1000, 1000",1,1,,0,0,
200001,AttackSpeedMul,"1000, 1000",1,1,,0,0,
200002,MoveSpeedMul,"1000, 1000",1,1,,0,0,
200002,SkillCoolTimeRate,"1500, 1500",1,1,,0,0,
200003,AttackPowerPhyMul,"100, 100",1.5,1.5,,0,0,
200003,AttackPowerMagMul,"100, 100",1.5,1.5,,0,0,
200003,DefensePowerPhyMul,"100, 100",1.5,1.5,,0,0,
200003,DefensePowerMagMul,"100, 100",1.5,1.5,,0,0,
200004,AttackPowerPhyMul,"200, 200",1.5,1.5,,0,0,
200004,AttackPowerMagMul,"200, 200",1.5,1.5,,0,0,
200004,DefensePowerPhyMul,"200, 200",1.5,1.5,,0,0,
200004,DefensePowerMagMul,"200, 200",1.5,1.5,,0,0,
200005,AttackPowerPhyMul,"300, 300",1.5,1.5,,0,0,
200005,AttackPowerMagMul,"300, 300",1.5,1.5,,0,0,
200005,DefensePowerPhyMul,"300, 300",1.5,1.5,,0,0,
200005,DefensePowerMagMul,"300, 300",1.5,1.5,,0,0,
200006,AttackPowerPhyMul,"400, 400",1.5,1.5,,0,0,
200006,AttackPowerMagMul,"400, 400",1.5,1.5,,0,0,
200006,DefensePowerPhyMul,"400, 400",1.5,1.5,,0,0,
200006,DefensePowerMagMul,"400, 400",1.5,1.5,,0,0,
200007,AttackPowerPhyMul,"500, 500",1.5,1.5,,0,0,
200007,AttackPowerMagMul,"500, 500",1.5,1.5,,0,0,
200007,DefensePowerPhyMul,"500, 500",1.5,1.5,,0,0,
200007,DefensePowerMagMul,"500, 500",1.5,1.5,,0,0,
200008,AttackPowerPhyMul,"600, 600",1.5,1.5,,0,0,
200008,AttackPowerMagMul,"600, 600",1.5,1.5,,0,0,
200008,DefensePowerPhyMul,"600, 600",1.5,1.5,,0,0,
200008,DefensePowerMagMul,"600, 600",1.5,1.5,,0,0,
200009,AttackPowerPhyMul,"700, 700",1.5,1.5,,0,0,
200009,AttackPowerMagMul,"700, 700",1.5,1.5,,0,0,
200009,DefensePowerPhyMul,"700, 700",1.5,1.5,,0,0,
200009,DefensePowerMagMul,"700, 700",1.5,1.5,,0,0,
300001,ExpGainRate,"5000, 0",,,,0,0,
300002,AttackPowerPhyMul,"150, 0",,,,0,0,
300002,AttackPowerMagMul,"150, 0",,,,0,0,
300002,DefensePowerPhyMul,"150, 0",,,,0,0,
300002,DefensePowerMagMul,"150, 0",,,,0,0,
300003,AttackPowerPhyMul,"200, 0",,,,0,0,
300003,AttackPowerMagMul,"200, 0",,,,0,0,
300003,DefensePowerPhyMul,"200, 0",,,,0,0,
300003,DefensePowerMagMul,"200, 0",,,,0,0,
300004,AttackPowerPhyMul,"250, 0",,,,0,0,
300004,AttackPowerMagMul,"250, 0",,,,0,0,
300004,DefensePowerPhyMul,"250, 0",,,,0,0,
300004,DefensePowerMagMul,"250, 0",,,,0,0,
300005,AttackPowerPhyMul,"300, 0",,,,0,0,
300005,AttackPowerMagMul,"300, 0",,,,0,0,
300005,DefensePowerPhyMul,"300, 0",,,,0,0,
300005,DefensePowerMagMul,"300, 0",,,,0,0,
301001,MonsterCoreDropRateAdd,"5000, 0",,,,0,0,
301002,AcquireEquipAbility,"101, 1",,,,0,0,
301003,AcquireEquipAbility,"111, 1",,,,0,0,
301004,AcquireEquipAbility,"102, 1",,,,0,0,
301005,AcquireEquipAbility,"112, 1",,,,0,0,
301006,AcquireEquipAbility,"113, 1",,,,0,0,
301007,AcquireEquipAbility,"115, 1",,,,0,0,
301008,AcquireEquipAbility,"114, 1",,,,0,0,
301009,AcquireEquipAbility,"116, 1",,,,0,0,
301010,AcquireEquipAbility,"104, 1",,,,0,0,
301011,AcquireEquipAbility,"117, 1",,,,0,0,
301012,AcquireEquipAbility,"105, 1",,,,0,0,
301013,AcquireEquipAbility,"118, 1",,,,0,0,
301014,AcquireEquipAbility,"109, 1",,,,0,0,
301015,AcquireEquipAbility,"107, 1",,,,0,0,
301016,AcquireEquipAbility,"110, 1",,,,0,0,
301017,AcquireEquipAbility,"108, 1",,,,0,0,
301018,MoveSpeedMul,"250, 0",,,,0,0,
302001,HpPotionRate,"2000, 0",,,,0,0,
302001,MpPotionRate,"2000, 0",,,,0,0,
302002,ExpGainRate,"2000, 0",,,,0,0,
302002,MonsterCoreDropRateAdd,"2000, 0",,,,0,0,
302003,ItemDropRate,"2000, 0",,,,0,0,
302003,AdenaGainRate,"2000, 0",,,,0,0,
400001,AdenaGainRate,"500, 500",,,,0,0,
400001,ExpGainRate,"500, 500",,,,0,0,
400001,MoveSpeedMul,"300, 300",,,,0,0,
400002,AttackPowerPhyMul,"1500, 1500",1,1,,0,0,
400002,AttackPowerMagMul,"1500, 1500",1,1,,0,0,
400002,DefensePowerPhyMul,"1500, 1500",1,1,,0,0,
400002,DefensePowerMagMul,"1500, 1500",1,1,,0,0,
400002,AttackSpeedMul,"1000, 1000",1,1,,0,0,
500001,AttackPowerPhyMul,"15000, 15000",1,1,,0,0,
500001,AttackPowerMagMul,"15000, 15000",1,1,,0,0,
500001,DefensePowerPhyMul,"15000, 15000",1,1,,0,0,
500001,DefensePowerMagMul,"15000, 15000",1,1,,0,0,
500001,AttackSpeedMul,"10000, 10000",1,1,,0,0,
500001,MoveSpeedMul,"10000, 10000",1,1,,0,0,
510001,MoveSpeedMul,"800, 800",1,1,,0,0,
900001,HitValueMul,"100, 100",1,1,,0,0,
301,MoveSpeedMul,"3000, 0",,,,0,0,
302,GatheringSpeedMul,"5000, 0",,,,0,0,
303,GatheringAmountMul,"10000, 0",,,,0,0,
304,GatheringAmountMul,"10000, 0",,,,0,0,
305,TimerFire,"306, 0",,,,0,0,
306,GatheringAmountMul,"10000, 0",,,,0,0,
401,TimerFire,"402, 0",,,,0,0,
402,DotHealMaxHpMul,"500, 500",,,,0,0,
403,Invincible,,,,,0,0,
403,CCResistRate,"10000, 10000",,,,0,0,
451,Invincible,,,,,0,0,
451,CCResistRate,"10000, 10000",,,,0,0,
452,MoveSpeedMul,"5000, 5000",,,,0,0,
453,Invincible,,,,,0,0,
453,CCResistRate,"10000, 10000",,,,0,0,
454,MoveSpeedMul,"5000, 5000",,,,0,0,
501,PkBlock,,,,,0,0,
502,PkBlock,,,,,0,0,
503,PkBlock,,,,,0,0,
510,ExpGainRate,"10000, 0",,,,0,0,
511,ExpGainRate,"20000, 0",,,,0,0,
601,Stun,,,,,0,0,
720212,Stun,"0, 0",,,,0,0,
720222,DotDamagePhy,"0, 0, 75000, 75000",,,,0,0,
720232,DefensePowerPhyMul,"-5000, -5000",,,,0,0,
720233,DefensePowerMagMul,"-5000, -5000",,,,0,0,
720234,MoveSpeedMul,"-5000, -5000",,,,0,0,
720241,Invisible,,,,,0,0,
720242,Invincible,,,,,0,0,
720243,CCResistRate,"10000, 10000",,,,0,0,
720243,Stun,"0, 0",,,,0,0,
720251,AttackPowerPhyMul,"1000, 1000",,,,0,0,
720251,AttackPowerMagMul,"1000, 1000",,,,0,0,
720251,AttackSpeedMul,"5000, 5000",,,,0,0,
720251,DodgeRate,"500, 500",,,,0,0,
720251,MoveSpeedMul,"3000, 3000",1,1,,0,0,
720251,CriticalDamageMul,"1000, 1000",,,,0,0,
720251,DecreaseDamagePhyMul,"1000, 1000",,,,0,0,
720251,AntiCriticalValue,"300, 300",,,,0,0,
720282,MoveSpeedMul,"-7500, -7500",,,,0,0,
721211,DefensePowerPhyMul,"5000, 5000",,,,0,0,
721211,DefensePowerMagMul,"5000, 5000",,,,0,0,
721222,DotDamagePhy,"0, 0, 20000, 20000",,,,0,0,
7212411,None,,,,,0,0,
721241,None,,,,,0,0,
721242,None,,,,,0,0,
721243,None,,,,,0,0,
721244,None,,,,,0,0,
721245,None,,,,,0,0,
721246,None,,,,,0,0,
721301,Stun,,,,,0,0,
721321,MoveSpeedMul,"-100000, -100000",,,,0,0,
720301,Invincible,,,,,0,0,
720312,DotDamagePhy,"0, 0, 100000, 100000",1,1,,0,0,
720321,Invincible,,1,1,,0,0,
720351,AttackPowerPhyMul,"1000, 1000",1,1,,0,0,
720351,AttackPowerMagMul,"1000, 1000",1,1,,0,0,
720351,MoveSpeedMul,"5000, 5000",1,1,,0,0,
720352,AttackSpeedMul,"5000, 5000",1,1,,0,0,
720361,DotDamagePhy,"0, 0, 35000, 35000",1,1,,0,0,
720372,Stun,"0, 0",,,,0,0,
720391,None,,,,,0,0,
720441,DotDamageMag,"0, 0, 15000, 150000",,,,0,0,
720451,AttackPowerMagMul,"2000, 2000",,,,0,0,
720451,AttackPowerPhyMul,"2000, 2000",,,,0,0,
720451,DamageReflectionRate,3000,,,,0,0,
720461,MentalRule,,,,,0,0,
720472,Stun,,,,,0,0,
720482,Silence,,,,,0,0,
720511,None,,,,,0,0,
720541,None,,,,,0,0,
720551,None,,,,,0,0,
720561,None,,,,,0,0,
600,MentalRule,,,,,0,0,
601391,AttackSpeedMul,"-5000, -5000",,,,0,0,
601402,HitRate,"-5000, -5000",,,,0,0,
601412,DotDamagePhy,"0, 0, 50000, 50000",,,,0,0,
601441,DotDamageMag,"0, 0, 50000, 50000",,,,0,0,
601462,Stun,,,,,0,0,
601472,Stun,,,,,0,0,
601612,Stun,,,,,0,0,
601622,MoveSpeedMul,"-7000, -7000",,,,0,0,
601642,DotDamagePhy,"100, 100, 15000, 15000",1.5,1.5,,0,0,
50074,AttackPowerPhy,"-1000, -1000",1,1,,0,0,
50074,AttackPowerMag,"-1000, -1000",1,1,,0,0,
74096,HitValue,"-8000, -8000",1,1,,0,0,
74097,DefensePowerPhyMul,"2000, 2000",1,1,,0,0,
74098,DefensePowerMagMul,"2000, 2000",1,1,,0,0,
910245,AttackPowerPhy,"1500, 1500",1,1,,0,0,
910245,AttackPowerMag,"1500, 1500",1,1,,0,0,
910246,MaxHP,"3000, 3000",1,1,,0,0,
910247,MaxMP,"3000, 3000",1,1,,0,0,
910248,DefensePowerPhy,"2000, 2000",1,1,,0,0,
910248,DefensePowerMag,"2000, 2000",1,1,,0,0,
910249,DefensePowerPhy,"2000, 2000",1,1,,0,0,
910249,DefensePowerMag,"2000, 2000",1,1,,0,0,
910250,AttackPowerPhy,"1500, 1500",1,1,,0,0,
910250,AttackPowerMag,"1500, 1500",1,1,,0,0,
602,Stun,,,,,0,0,
602,Stun,,,,,0,0,
800000,None,,,,,0,0,
801043,NormalSkillDamageMul,"20000, 20000",1,1,,0,0,
801044,TimerFire,"8010441, 0",1,1,,0,0,
801045,Invincible,,,,,0,0,
801046,TimerFire,"8010461, 0",1,1,,0,0,
8010461,AttackPowerPhyMul,"3000, 3000",1,1,,0,0,
8010461,AttackPowerMagMul,"3000, 3000",1,1,,0,0,
8010461,DefensePowerPhyMul,"3000, 3000",1,1,,0,0,
8010461,DefensePowerMagMul,"3000, 3000",1,1,,0,0,
801047,Stun,,,,,0,0,
801047,AttackPowerMag,"1500, 1500",1,1,,0,0,
801047,AttackSpeedMul,"1000, 1000",1,1,,0,0,
93506,AttackPowerPhyMul,"2000, 2000",1,1,,0,0,
93506,AttackPowerMagMul,"2000, 2000",1,1,,0,0,
93506,DefensePowerPhyMul,"3000, 3000",1,1,,0,0,
93506,DefensePowerMagMul,"3000, 3000",1,1,,0,0,
93506,AttackSpeedMul,"3000, 3000",1,1,,0,0,
93506,MoveSpeedMul,"2000, 2000",1,1,,0,0,
10300001,AttackSpeedMul,"150, 0",,,,0,0,
10300001,MoveSpeedMul,"150, 0",,,,0,0,
10300002,AttackSpeedMul,"200, 0",,,,0,0,
10300002,MoveSpeedMul,"200, 0",,,,0,0,
10300003,AttackSpeedMul,"250, 0",,,,0,0,
10300003,MoveSpeedMul,"250, 0",,,,0,0,
10300004,AttackSpeedMul,"300, 0",,,,0,0,
10300004,MoveSpeedMul,"300, 0",,,,0,0,
10300005,AttackSpeedMul,"350, 0",,,,0,0,
10300005,MoveSpeedMul,"350, 0",,,,0,0,
10300006,AttackSpeedMul,"400, 0",,,,0,0,
10300006,MoveSpeedMul,"400, 0",,,,0,0,
122521,Stun,,,,,0,0,
132221,MoveSpeedMul,"1000, 2500",1,1,,0,0,
142531,DecreaseDamageMul,"500, 1500",1,1,,0,0,
21242,DotDamagePhy,"1, 1, 2000, 4000",1,1,,0,0,
24221,IncreaseSkillHitCount,"1, 1",1.5,1,,0,0,
242521,Invincible,,,,,0,0,
30014,IncreaseDamageMul,"-5000, -7000",1,1,,0,0,
30014,MoveSpeedMul,"-6000, -8000",1,1,,0,0,
300141,DotDamagePhy,"0, 0, 8000, 30000",1,1,,0,0,
300141,DotDamageMag,"0, 0, 8000, 30000",1,1,,0,0,
30015,CCResistRate,"10000, 10000",1,1,,0,0,
300151,DecreaseDamageMul,"3000, 5000",1,1,,0,0,
300151,RareSkillDecreaseDamageMul,"1000, 2500",1,1,,0,0,
801022,AttackSpeedMul,"2000, 2000",1,1,,0,0,
510002,ItemDropRate,"2000, 2000",1,1,,0,0,
510002,AdenaGainRate,"2000, 2000",1,1,,0,0,
1720212,Stun,"0, 0",,,,0,0,
1720222,DotDamagePhy,"0, 0, 75000, 75000",,,,0,0,
1720223,TimerFire,172029,,,,0,0,
1720232,DefensePowerPhyMul,"-5000, -5000",,,,0,0,
1720233,DefensePowerMagMul,"-5000, -5000",,,,0,0,
1720234,MoveSpeedMul,"-5000, -5000",,,,0,0,
1720310,Invincible,,,,,0,0,
1720311,Invincible,,,,,0,0,
1720312,Invincible,,,,,0,0,
1720316,Stun,"0, 0",,,,0,0,
721332,AttackPowerPhyMul,"40, 40",,,,0,0,
721332,MoveSpeedMul,"100, 100",,,,0,0,
721332,AttackSpeedMul,"70, 70",,,,0,0,
721341,None,,,,,0,0,
17200022,DotDamagePhy,"0, 0, 30000, 30000",,,,0,0,
17200032,TimerFire,172029,,,,0,0,
17200033,Stun,,,,,0,0,
17200052,Stun,,,,,0,0,
17200091,AttackPowerPhyMul,"10000, 10000",,,,0,0,
17200091,MoveSpeedMul,"10000, 10000",,,,0,0,
17200091,AttackSpeedMul,"10000, 10000",,,,0,0,
720353,AttackPowerPhyMul,"1000, 1000",1,1,,0,0,
720353,AttackPowerMagMul,"1000, 1000",1,1,,0,0,
720353,MoveSpeedMul,"5000, 5000",1,1,,0,0,
720353,AttackSpeedMul,"5000, 5000",1,1,,0,0,
720353,IncreaseHealMul,"-6500, -6500",1,1,,0,0,
72038,DefensePowerPhy,"-8000, -8000",1,1,,0,0,
72038,DefensePowerMag,"-8000, -8000",1,1,,0,0,
172035,AttackPowerPhyMul,"5000, 5000",1,1,,0,0,
7203721,Stun,"0, 0",,,,0,0,
741141,Stun,,,,,0,0,
741171,Stun,,,,,0,0,
741191,None,,,,,0,0,
7411911,Stun,,,,,0,0,
7411911,DodgeValueMul,"-8000, -8000",1,1,,0,0,
7411911,DefensePowerPhyMul,"-6200, -6200",1,1,,0,0,
7411911,DefensePowerMagMul,"-6200, -6200",1,1,,0,0,
7411912,Strong,,,,,0,0,
601622,AttackSpeedMul,"-3000, -3000",,,,0,0,
910251,CriticalDamageMul,"300, 300",1,1,,0,0,
910252,MaxHP,"3000, 3000",1,1,,0,0,
910253,DefensePowerPhy,"2000, 2000",1,1,,0,0,
910253,DefensePowerMag,"2000, 2000",1,1,,0,0,
910254,AttackPowerPhy,"1500, 1500",1,1,,0,0,
910254,AttackPowerMag,"1500, 1500",1,1,,0,0,
910255,MaxHP,"3000, 3000",1,1,,0,0,
910256,TimerFire,"701, 0",1,1,,0,0,
910257,TimerFire,"702, 0",1,1,,0,0,
910258,TimerFire,"703, 0",1,1,,0,0,
910259,TimerFire,"704, 0",1,1,,0,0,
602,Strong,,,,,0,0,
801048,AttackPowerPhyMul,"2500, 2500",1,1,,0,0,
801048,AttackPowerMagMul,"2500, 2500",1,1,,0,0,
801048,AttackSpeedMul,"4000, 4000",1,1,,0,0,
94409,AttackPowerPhyMul,"3000, 3000",1,1,,0,0,
94409,AttackPowerMagMul,"3000, 3000",1,1,,0,0,
94409,DefensePowerPhyMul,"3000, 3000",1,1,,0,0,
94409,DefensePowerMagMul,"3000, 3000",1,1,,0,0,
94409,AttackSpeedMul,"3000, 3000",1,1,,0,0,
94409,MoveSpeedMul,"2000, 2000",1,1,,0,0,
805004,DotDamagePhy,"10000, 10000, 1",1,1,,0,0,
411005,DefensePowerPhyMul,"-800, -800",1,1,,0,0,
411005,DefensePowerMagMul,"-800, -800",1,1,,0,0,
411010,Stun,,,,,0,0,
411010,DefensePowerPhyMul,"-6000, -6000",,,,0,0,
411010,DefensePowerMagMul,"-6000, -6000",,,,0,0,
411010,HPStealRate,"20000, 20000",,,,0,0,
411011,DotDamagePhy,"0, 0, 100000, 100000",,,,0,0,
411011,DotDamageMag,"0, 0, 100000, 100000",,,,0,0,
411018,AttackPowerPhyMul,"1300, 1300",,,,0,0,
411018,AttackPowerMagMul,"1300, 1300",,,,0,0,
411018,DefensePowerPhyMul,"-1500, -1500",,,,0,0,
411018,DefensePowerMagMul,"-1500, -1500",,,,0,0,
411018,AttackSpeedMul,"1500, 1500",1,1,,0,0,
411018,MoveSpeedMul,"1500, 1500",1,1,,0,0,
411019,MentalRule,,,,,0,0,
411036,AttackPowerPhyMul,"1500, 1500",1,1,,0,0,
411036,AttackPowerMagMul,"1500, 1500",1,1,,0,0,
411036,DefensePowerPhyMul,"4000, 4000",1,1,,0,0,
411036,DefensePowerMagMul,"4000, 4000",1,1,,0,0,
411036,AttackSpeedMul,"3000, 3000",1,1,,0,0,
411036,MoveSpeedMul,"6500, 6500",1,1,,0,0,
411037,AttackPowerPhyMul,"2500, 2500",1,1,,0,0,
411037,AttackPowerMagMul,"2500, 2500",1,1,,0,0,
411037,DefensePowerPhyMul,"7000, 7000",1,1,,0,0,
411037,DefensePowerMagMul,"7000, 7000",1,1,,0,0,
411037,AttackSpeedMul,"3000, 3000",1,1,,0,0,
411037,MoveSpeedMul,"6500, 6500",1,1,,0,0,
411038,AttackPowerPhyMul,"3500, 3500",1,1,,0,0,
411038,AttackPowerMagMul,"3500, 3500",1,1,,0,0,
411038,DefensePowerPhyMul,"10000, 10000",1,1,,0,0,
411038,DefensePowerMagMul,"10000, 10000",1,1,,0,0,
411038,AttackSpeedMul,"3000, 3000",1,1,,0,0,
411038,MoveSpeedMul,"6500, 6500",1,1,,0,0,
412005,DefensePowerPhyMul,"-800, -800",1,1,,0,0,
412005,DefensePowerMagMul,"-800, -800",1,1,,0,0,
412010,Stun,,,,,0,0,
412010,DefensePowerPhyMul,"-6000, -6000",,,,0,0,
412010,DefensePowerMagMul,"-6000, -6000",,,,0,0,
412010,HPStealRate,"20000, 20000",,,,0,0,
412011,DotDamagePhy,"0, 0, 100000, 100000",,,,0,0,
412011,DotDamageMag,"0, 0, 100000, 100000",,,,0,0,
412018,AttackPowerPhyMul,"1300, 1300",,,,0,0,
412018,AttackPowerMagMul,"1300, 1300",,,,0,0,
412018,DefensePowerPhyMul,"-1500, -1500",,,,0,0,
412018,DefensePowerMagMul,"-1500, -1500",,,,0,0,
412018,AttackSpeedMul,"1500, 1500",1,1,,0,0,
412018,MoveSpeedMul,"1500, 1500",1,1,,0,0,
412019,MentalRule,,,,,0,0,
412036,AttackPowerPhyMul,"1500, 1500",1,1,,0,0,
412036,AttackPowerMagMul,"1500, 1500",1,1,,0,0,
412036,DefensePowerPhyMul,"4000, 4000",1,1,,0,0,
412036,DefensePowerMagMul,"4000, 4000",1,1,,0,0,
412036,AttackSpeedMul,"3000, 3000",1,1,,0,0,
412036,MoveSpeedMul,"6500, 6500",1,1,,0,0,
