Id,GroupId,NameKey,PortraitTexture,MessageKey,Duration,Delay,Sound,GuideOnly,Type
2036,879,10010854,WarehouseKeeper_01_02,122000002009,2.5,1,,0,Mini
2037,880,10010387,CatTheCat_01_03,122000002012,2.5,1,,0,Mini
677,901,10010902,SmeltingMerchant_01_02,122000000677,3,1,,0,Mini
1311,901,10010902,SmeltingMerchant_01_02,122000001311,4,,,0,Mini
678,902,10010001,HardinsFollower,122000000678,3,1,,0,Mini
679,902,10010001,HardinsFollower,122000000679,2,,,0,Mini
680,902,10010001,HardinsFollower,122000000680,2,,,0,Mini
681,902,10010001,HardinsFollower,122000000681,3,,,0,Mini
682,902,10010001,HardinsFollower,122000000682,2,,,0,Mini
683,902,10010001,HardinsFollower,122000000683,2,,,0,Mini
684,902,10010001,HardinsFollower,122000000684,2,,,0,Mini
685,902,10010001,HardinsFollower,122000000685,3,,,0,Mini
690,905,10020921,Icon_MonsterCore_TanorSilenosWarrior,122000000690,2,,,0,Mini
691,905,10010000,Hardin,122000000691,3,1,,0,Mini
692,905,10020921,Icon_MonsterCore_TanorSilenosWarrior,122000000692,2.5,,,0,Mini
693,905,10010000,Hardin,122000000693,2.5,,,0,Mini
694,905,10020921,Icon_MonsterCore_TanorSilenosWarrior,122000000694,2.5,,,0,Mini
1857,905,10020921,Icon_MonsterCore_TanorSilenosWarrior,122000001857,2.5,,,0,Mini
695,906,10010906,Resident_04_02,122000000695,3,1,,0,Mini
696,906,10010906,Resident_04_02,122000000696,3,1,,0,Mini
697,907,10010906,Resident_04_02,122000000697,3,1,,0,Mini
698,908,121000000698,Icon_MonsterCore_TanorSilenos,122000000698,3,,,0,Mini
699,908,10010000,Hardin,122000000699,3,,,0,Mini
700,909,10010001,HardinsFollower,122000000700,3,2,,0,Mini
701,909,10010001,HardinsFollower,122000000701,3,1,,0,Mini
702,910,121000000702,Icon_MonsterCore_TanorSilenosChieftain,122000000702,2,,,0,Mini
703,910,121000000702,Icon_MonsterCore_TanorSilenosChieftain,122000000703,2,,,0,Mini
704,910,10010000,Hardin,122000000704,3,,,0,Mini
705,910,121000000702,Icon_MonsterCore_TanorSilenosChieftain,122000000705,2,,,0,Mini
706,910,10010000,Hardin,122000000706,3,,,0,Mini
707,910,121000000702,Icon_MonsterCore_TanorSilenosChieftain,122000000707,2,,,0,Mini
708,911,10150216,Icon_MonsterCore_TanorSilenosShaman,122000000708,2,,,0,Mini
709,911,10010906,Resident_04_02,122000000709,2,,,0,Mini
710,911,10020921,Icon_MonsterCore_TanorSilenosWarrior,122000000710,2,1,,0,Mini
711,911,10010906,Resident_04_02,122000000711,2,,,0,Mini
712,911,10010000,Hardin,122000000712,2,2,,0,Mini
713,911,10010000,Hardin,122000000713,2,,,0,Mini
714,911,121000000702,Icon_MonsterCore_TanorSilenosChieftain,122000000714,2,1,,0,Mini
715,912,10010906,Resident_04_02,122000000715,2,1,,0,Mini
716,912,10010906,Resident_04_02,122000000716,3,,,0,Mini
1351,912,121000001351,Icon_MonsterCore_TanorSilenos,122000001351,2,,,0,Mini
1352,912,10010906,Resident_04_02,122000001352,2,,,0,Mini
717,913,121000000717,Icon_MonsterCore_TanorSilenosWarrior,122000000717,2,2,,0,Mini
718,913,121000001351,Icon_MonsterCore_TanorSilenos,122000000718,2,2,,0,Mini
719,913,121000000717,Icon_MonsterCore_TanorSilenosWarrior,122000000719,2,2,,0,Mini
720,913,121000000717,Icon_MonsterCore_TanorSilenosWarrior,122000000720,2,2,,0,Mini
721,913,121000000717,Icon_MonsterCore_TanorSilenosWarrior,122000000721,2,2,,0,Mini
722,914,121000000717,Icon_MonsterCore_TanorSilenosWarrior,122000000722,2,2,,0,Mini
723,914,121000000717,Icon_MonsterCore_TanorSilenosWarrior,122000000723,2,1,,0,Mini
724,914,10010906,Resident_04_02,122000000724,2,1,,0,Mini
725,914,121000000717,Icon_MonsterCore_TanorSilenosWarrior,122000000725,2,1,,0,Mini
1858,940,121000000717,Icon_MonsterCore_TanorSilenosWarrior,122000001858,2,1,,0,Mini
726,915,10010001,HardinsFollower,122000000726,2,2,,0,Mini
727,915,10010001,HardinsFollower,122000000727,2,1,,0,Mini
728,915,10010001,HardinsFollower,122000000728,2,,,0,Mini
729,916,10020314,Icon_MonsterCore_OlMahumChampion,122000000729,2,2,,0,Mini
730,916,10020314,Icon_MonsterCore_OlMahumChampion,122000000730,2,2,,0,Mini
731,916,10020314,Icon_MonsterCore_OlMahumChampion,122000000731,2,2,,0,Mini
732,917,10010915,Resident_02_03,122000000732,2,1,,0,Mini
734,918,10010915,Resident_02_03,122000000734,2.5,2,,0,Mini
735,918,10220971,DarkAssociation_01_04,122000000735,2.5,2,,0,Mini
736,918,10220971,DarkAssociation_01_04,122000000736,2.5,,,0,Mini
737,918,10010915,Resident_02_03,122000000737,2,,,0,Mini
738,918,10220971,DarkAssociation_01_04,122000000738,2,1,,0,Mini
739,918,10220971,DarkAssociation_01_04,122000000739,2.5,,,0,Mini
742,920,10010001,HardinsFollower,122000000742,2,2,,0,Mini
743,921,10010906,Resident_04_02,122000000743,2,1,,0,Mini
1409,921,121000001409,Icon_MonsterCore_OlMahumGeneral,122000001409,3,,,0,Mini
744,922,10010906,Resident_04_02,122000000744,2,1,,0,Mini
745,922,10010906,Resident_04_02,122000000745,2,,,0,Mini
1422,923,10020985,Icon_MonsterCore_OlMahumGeneral,122000000604,2,0,,0,Mini
1423,923,10020985,Icon_MonsterCore_OlMahumGeneral,122000001423,2.5,1,,0,Mini
1424,923,10020507,Icon_MonsterCore_OlMahumScout,122000001424,2.5,0,,0,Mini
1425,924,10020985,Icon_MonsterCore_OlMahumGeneral,122000001425,2.5,0,,0,Mini
1426,924,10020985,Icon_MonsterCore_OlMahumGeneral,122000001426,2.5,0,,0,Mini
1427,924,10020985,Icon_MonsterCore_OlMahumGeneral,122000001427,2.5,0,,0,Mini
1428,924,10150217,Icon_MonsterCore_OlMahumChampion,122000001428,2.5,0,,0,Mini
1429,924,10150217,Icon_MonsterCore_OlMahumChampion,122000001429,2,0,,0,Mini
1434,926,10020985,Icon_MonsterCore_OlMahumGeneral,122000001434,2.5,0,,0,Mini
1435,926,10020985,Icon_MonsterCore_OlMahumGeneral,122000001435,2.5,0,,0,Mini
1436,926,10020985,Icon_MonsterCore_OlMahumGeneral,122000001436,2.5,0,,0,Mini
1437,926,10020985,Icon_MonsterCore_OlMahumGeneral,122000001437,2.5,0,,0,Mini
1438,927,10010930,UnKnown_Male,122000001438,2.5,1,,0,Mini
1439,928,10020982,Icon_MonsterCore_TanorSilenos,122000001439,2.5,0,,0,Mini
1440,928,10020982,Icon_MonsterCore_TanorSilenos,122000001440,2.5,0,,0,Mini
1441,928,10220938,Icon_MonsterCore_TanorSilenos,122000001441,2.5,1,,0,Mini
1693,928,10020982,Icon_MonsterCore_TanorSilenos,122000001693,2.5,1,,0,Mini
1694,928,10220938,Icon_MonsterCore_TanorSilenos,122000001694,2.5,1,,0,Mini
1695,928,10010930,UnKnown_Male,122000001695,2.5,1,,0,Mini
1696,928,10020982,Icon_MonsterCore_TanorSilenos,122000001696,2.5,1,,0,Mini
1442,929,10010930,UnKnown_Male,122000001442,2.5,1,,0,Mini
1697,929,10020982,Icon_MonsterCore_TanorSilenos,122000001697,2.5,1,,0,Mini
1698,929,10010930,UnKnown_Male,122000001698,2.5,1,,0,Mini
1699,929,10020982,Icon_MonsterCore_TanorSilenos,122000001699,2.5,1,,0,Mini
1700,938,10020982,Icon_MonsterCore_TanorSilenos,122000001700,2.5,,,0,Mini
1443,930,10010930,UnKnown_Male,122000001443,2.5,1,,0,Mini
1444,931,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000001444,2.5,0,,0,Mini
1445,932,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000001445,2.5,0,,0,Mini
1446,932,10220939,Icon_MonsterCore_TanorSilenosWarrior,122000001446,2.5,1,,0,Mini
1701,932,10010930,UnKnown_Male,122000001701,2.5,1,,0,Mini
1702,932,10220939,Icon_MonsterCore_TanorSilenosWarrior,122000001702,2.5,1,,0,Mini
1703,932,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000001703,2.5,1,,0,Mini
1704,932,10010930,UnKnown_Male,122000001704,2.5,1,,0,Mini
1705,932,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000001705,2.5,1,,0,Mini
1447,933,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000001447,2,,,0,Mini
1706,933,121000001706,Icon_MonsterCore_TanorSilenos,122000001706,2,1,,0,Mini
1707,933,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000001707,2,1,,0,Mini
1708,933,121000001706,Icon_MonsterCore_TanorSilenos,122000001708,2,1,,0,Mini
1709,933,121000001706,Icon_MonsterCore_TanorSilenos,122000001709,2,1,,0,Mini
1710,939,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000001710,2,,,0,Mini
1448,934,10010930,UnKnown_Male,122000001448,2,1,,0,Mini
1449,935,10020984,Icon_MonsterCore_TanorSilenosShaman,122000001449,2,0,,0,Mini
1450,936,10020984,Icon_MonsterCore_TanorSilenosShaman,122000001450,2,0,,0,Mini
1451,936,10020984,Icon_MonsterCore_TanorSilenosShaman,122000001451,2,1,,0,Mini
1711,936,10010930,UnKnown_Male,122000001711,2,1,,0,Mini
1452,937,10220998,Icon_MonsterCore_TanorSilenosShaman,122000001452,3,0,,0,Mini
1712,937,10220998,Icon_MonsterCore_TanorSilenosShaman,122000001712,3,5,,0,Mini
1713,937,10010930,UnKnown_Male,122000001713,2,1,,0,Mini
2050,981,10010927,ItemMerchant_01_02,122000002050,2.5,1,,0,Mini
2051,981,10010927,ItemMerchant_01_02,122000002051,2.5,1,,0,Mini
2052,981,10010927,ItemMerchant_01_02,122000002052,2.5,1,,0,Mini
2053,982,10010927,ItemMerchant_01_02,122000002053,2.5,1,,0,Mini
2054,982,10010927,ItemMerchant_01_02,122000002054,2.5,1,,0,Mini
2055,982,10010927,ItemMerchant_01_02,122000002055,2.5,1,,0,Mini
2056,983,10010927,ItemMerchant_01_02,122000002056,2.5,1,,0,Mini
2057,983,10010927,ItemMerchant_01_02,122000002057,2.5,1,,0,Mini
2058,984,10010927,ItemMerchant_01_02,122000002058,2.5,1,,0,Mini
2059,942,10010927,ItemMerchant_01_02,122000002059,2.5,1,,0,Mini
2060,943,10010927,ItemMerchant_01_02,122000002057,2.5,1,,0,Mini
2061,944,10010930,UnKnown_Male,122000002061,2.5,1,,0,Mini
2062,944,10010930,UnKnown_Male,122000002062,2.5,1,,0,Mini
2063,945,10020982,Icon_MonsterCore_TanorSilenos,122000002063,2.5,1,,0,Mini
2064,945,10010930,UnKnown_Male,122000002064,2.5,1,,0,Mini
2065,946,10020982,Icon_MonsterCore_TanorSilenos,122000002065,2.5,1,,0,Mini
2066,946,10010930,UnKnown_Male,122000002066,2.5,1,,0,Mini
2067,947,10010930,UnKnown_Male,122000002067,2.5,1,,0,Mini
2068,948,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000002068,2.5,1,,0,Mini
2069,948,10010930,UnKnown_Male,122000002069,2.5,1,,0,Mini
2070,948,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000002070,2.5,1,,0,Mini
2071,948,10010930,UnKnown_Male,122000002071,2.5,1,,0,Mini
2072,948,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000002072,2.5,1,,0,Mini
2073,949,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000002073,2.5,1,,0,Mini
2074,949,10010930,UnKnown_Male,122000002074,2.5,1,,0,Mini
2075,949,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000002075,2.5,1,,0,Mini
2076,950,10020983,Icon_MonsterCore_TanorSilenosWarrior,122000002076,2.5,1,,0,Mini
2077,951,10010930,UnKnown_Male,122000002077,2.5,1,,0,Mini
2078,952,10020984,Icon_MonsterCore_TanorSilenosShaman,122000002078,2.5,1,,0,Mini
2079,952,10010930,UnKnown_Male,122000002079,2.5,1,,0,Mini
2080,952,10020984,Icon_MonsterCore_TanorSilenosShaman,122000002080,2.5,1,,0,Mini
2081,953,10020984,Icon_MonsterCore_TanorSilenosShaman,122000002081,2.5,1,,0,Mini
2082,954,10010772,Noble_01_02,122000002082,2.5,1,,0,Mini
2083,955,10010772,Noble_01_02,122000002083,2.5,1,,0,Mini
2084,955,10010772,Noble_01_02,122000002084,2.5,1,,0,Mini
2085,956,10010772,Noble_01_02,122000002085,2.5,1,,0,Mini
2086,956,10010772,Noble_01_02,122000002086,2.5,1,,0,Mini
2087,957,10010776,Officer_01_03,122000002087,2.5,1,,0,Mini
2088,958,10020985,Icon_MonsterCore_OlMahumChampion,122000002088,2.5,1,,0,Mini
2089,958,10020507,Icon_MonsterCore_OlMahumChampion,122000001424,2.5,1,,0,Mini
2090,959,10020985,Icon_MonsterCore_OlMahumChampion,122000002090,2.5,1,,0,Mini
2091,959,10020985,Icon_MonsterCore_OlMahumChampion,122000002091,2.5,1,,0,Mini
2092,959,10150217,Icon_MonsterCore_OlMahumChampion,122000002092,2.5,1,,0,Mini
2093,960,10010493,Resident_05_02,122000002093,2.5,1,,0,Mini
2094,961,10020314,Icon_MonsterCore_OlMahumChampion,122000002094,2.5,1,,0,Mini
2095,961,10010493,Resident_05_02,122000002095,2.5,1,,0,Mini
2096,962,121000002096,Icon_MonsterCore_OlMahumGeneral,122000002096,2.5,1,,0,Mini
2097,962,121000002096,Icon_MonsterCore_OlMahumGeneral,122000002097,2.5,1,,0,Mini
2098,962,10010493,Resident_05_02,122000002098,2.5,1,,0,Mini
2099,963,10010494,SmeltingMerchant_01_03,122000002099,2.5,1,,0,Mini
2100,963,10010494,SmeltingMerchant_01_03,122000002100,2.5,1,,0,Mini
2101,964,10020914,Icon_MonsterCore_OlMahumGeneral,122000002101,2.5,1,,0,Mini
2102,964,10020914,Icon_MonsterCore_OlMahumGeneral,122000002102,2.5,1,,0,Mini
2103,965,12209027,Icon_MonsterCore_OlMahumGeneral,122000002103,2.5,1,,0,Mini
2104,965,12209027,Icon_MonsterCore_OlMahumGeneral,122000002104,2.5,1,,0,Mini
2105,966,10010927,ItemMerchant_01_02,122000002058,2.5,1,,0,Mini
2106,967,10010927,ItemMerchant_01_02,122000002058,2.5,1,,0,Mini
2107,968,10010930,UnKnown_Male,122000002107,2.5,1,,0,Mini
2108,969,10010930,UnKnown_Male,122000002108,2.5,1,,0,Mini
2109,969,10020921,Icon_MonsterCore_TanorSilenosWarrior,122000002109,2.5,1,,0,Mini
2110,970,10010930,UnKnown_Male,122000002110,2.5,1,,0,Mini
2111,971,10020917,Icon_MonsterCore_TanorSilenos,122000002111,2.5,1,,0,Mini
2112,971,10010930,UnKnown_Male,122000002112,2.5,1,,0,Mini
2113,971,10020917,Icon_MonsterCore_TanorSilenos,122000002113,2.5,1,,0,Mini
2114,972,10010930,UnKnown_Male,122000002114,2.5,1,,0,Mini
2115,972,10020923,Icon_MonsterCore_TanorSilenosShaman,122000002115,2.5,1,,0,Mini
2116,973,10010772,Noble_01_02,122000002082,2.5,1,,0,Mini
2117,974,10010772,Noble_01_02,122000002083,2.5,1,,0,Mini
2118,974,10010772,Noble_01_02,122000002084,2.5,1,,0,Mini
2119,975,10010776,Officer_01_03,122000002119,2.5,1,,0,Mini
2120,976,10020507,Icon_MonsterCore_OlMahumChampion,122000002120,2.5,1,,0,Mini
2121,976,10020507,Icon_MonsterCore_OlMahumChampion,122000002121,2.5,1,,0,Mini
2122,977,10010493,Resident_05_02,122000002093,2.5,1,,0,Mini
2123,978,10020314,Icon_MonsterCore_OlMahumChampion,122000002094,2.5,1,,0,Mini
2124,978,10010493,Resident_05_02,122000002095,2.5,1,,0,Mini
2125,979,10010494,SmeltingMerchant_01_03,122000002099,2.5,1,,0,Mini
2126,979,10010494,SmeltingMerchant_01_03,122000002100,2.5,1,,0,Mini
2127,980,10020914,Icon_MonsterCore_OlMahumGeneral,122000002101,2.5,1,,0,Mini
2128,980,10020914,Icon_MonsterCore_OlMahumGeneral,122000002102,2.5,1,,0,Mini
746,1001,10010001,HardinsFollower,122000000746,4,2,,0,Mini
747,1001,10010001,HardinsFollower,122000000747,5,1,,0,Mini
748,1001,10010001,HardinsFollower,122000000748,4,1,,0,Mini
749,1001,10010001,HardinsFollower,122000000749,4,1,,0,Mini
750,1002,10010001,HardinsFollower,122000000750,3,1,,0,Mini
751,1002,10221030,Icon_MonsterCore_BlackWillow,122000000751,3,,,0,Mini
752,1002,10010001,HardinsFollower,122000000752,3,,,0,Mini
753,1003,10000304,Icon_MonsterCore_Mandragora,122000000753,2,1,,0,Mini
754,1003,10010158,CatTheCat_01,122000000754,2,,,0,Mini
755,1003,10010158,CatTheCat_01,122000000755,2,,,0,Mini
756,1004,10010000,Hardin,122000000756,2,1,,0,Mini
757,1004,10021006,Icon_MonsterCore_NeerCrawler,122000000757,2,,,0,Mini
758,1005,10011004,Noble_02_03,122000000758,3,1,,0,Mini
759,1006,10011004,Noble_02_03,122000000759,3,1,,0,Mini
760,1007,10010503,DarkAssociation,122000000760,4,1,,0,Mini
761,1007,121000000761,Icon_MonsterCore_UnpleasantHumming,122000000761,3,,,0,Mini
762,1007,10010000,Hardin,122000000762,3,,,0,Mini
763,1007,10010000,Hardin,122000000763,4,,,0,Mini
764,1007,10010503,DarkAssociation,122000000764,4,,,0,Mini
765,1008,121000000761,Icon_MonsterCore_UnpleasantHumming,122000000765,3,,,0,Mini
766,1008,10010000,Hardin,122000000766,3,,,0,Mini
767,1008,121000000761,Icon_MonsterCore_UnpleasantHumming,122000000767,2,,,0,Mini
768,1009,10150224,Icon_MonsterCore_DeathFire,122000000768,3,1,,0,Mini
769,1010,10011004,Noble_02_03,122000000769,2,,,0,Mini
770,1011,10021099,Icon_MonsterCore_Guillotine,122000000770,3,1,,0,Mini
771,1011,10021099,Icon_MonsterCore_Guillotine,122000000771,3,,,0,Mini
772,1012,10011004,Noble_02_03,122000000772,3,1,,0,Mini
773,1012,10011004,Noble_02_03,122000000773,3,,,0,Mini
774,1012,10011004,Noble_02_03,122000000774,3,,,0,Mini
775,1013,10010000,Hardin,122000000775,1,1,,0,Mini
776,1013,10010000,Hardin,122000000776,1,,,0,Mini
777,1013,10010000,Hardin,122000000777,1,,,0,Mini
778,1013,10010000,Hardin,122000000778,3,,,0,Mini
779,1013,10011004,Noble_02_03,122000000779,3,,,0,Mini
780,1013,10010000,Hardin,122000000780,3,,,0,Mini
781,1014,10010158,CatTheCat_01,122000000781,3,1,,0,Mini
782,1014,10010158,CatTheCat_01,122000000782,2,,,0,Mini
783,1015,10010158,CatTheCat_01,122000000783,3,,,0,Mini
784,1015,10010158,CatTheCat_01,122000000784,3,,,0,Mini
785,1015,10010158,CatTheCat_01,122000000785,3,2,,0,Mini
786,1016,10010000,Hardin,122000000786,2,1,,0,Mini
787,1016,10010000,Hardin,122000000787,4,,,0,Mini
788,1016,10010158,CatTheCat_01,122000000788,3,,,0,Mini
789,1016,10021099,Icon_MonsterCore_Guillotine,122000000789,3,,,0,Mini
790,1016,10021099,Icon_MonsterCore_Guillotine,122000000790,3,,,0,Mini
791,1016,10011004,Noble_02_03,122000000791,3,,,0,Mini
792,1016,10011004,Noble_02_03,122000000792,3,5,,0,Mini
793,1016,10010000,Hardin,122000000793,3,,,0,Mini
1674,1016,10010000,Hardin,122000001674,3,5,,0,Mini
1675,1016,10021099,Icon_MonsterCore_Guillotine,122000001675,3,,,0,Mini
1855,1017,10221050,Icon_MonsterCore_HuskCrawler,122000001855,3,,,0,Mini
2209,1018,10011022,Resident_02,122000002209,2.5,1,,0,Mini
2210,1019,10011022,Resident_02,122000002210,2.5,1,,0,Mini
2211,1020,10011022,Resident_02,122000002211,2.5,1,,0,Mini
2212,1020,121000002212,Icon_MonsterCore_ZombieLordCrowl,122000002212,2.5,1,,0,Mini
2213,1020,10011022,Resident_02,122000002213,2.5,1,,0,Mini
2214,1021,10011022,Resident_02,122000002214,2.5,1,,0,Mini
2215,1022,10011022,Resident_02,122000002215,2.5,1,,0,Mini
2216,1023,10011022,Resident_02,122000002216,2.5,1,,0,Mini
2217,1023,12210015,Icon_MonsterCore_DoomServant,122000002217,2.5,1,,0,Mini
2218,1023,10011022,Resident_02,122000002218,2.5,1,,0,Mini
2219,1024,10011019,Magician,122000002219,2.5,1,,0,Mini
2220,1024,10011019,Magician,122000002220,2.5,1,,0,Mini
2221,1025,10011019,Magician,122000002221,2.5,1,,0,Mini
2222,1025,10011019,Magician,122000002222,2.5,1,,0,Mini
2223,1026,10011019,Magician,122000002223,2.5,1,,0,Mini
2224,1026,10011019,Magician,122000002224,2.5,1,,0,Mini
2225,1027,10011019,Magician,122000002225,2.5,1,,0,Mini
2226,1028,10010850,ItemMerchant_01_03,122000002226,2.5,1,,0,Mini
2227,1028,10010850,ItemMerchant_01_03,122000002227,2.5,1,,0,Mini
2228,1028,10010850,ItemMerchant_01_03,122000002228,2.5,1,,0,Mini
2229,1028,10010850,ItemMerchant_01_03,122000002229,2.5,1,,0,Mini
2230,1029,10010850,ItemMerchant_01_03,122000002230,2.5,1,,0,Mini
2231,1029,10010850,ItemMerchant_01_03,122000002231,2.5,1,,0,Mini
2232,1030,12210021,Icon_MonsterCore_Mandragora,122000002232,2.5,1,,0,Mini
2233,1030,12210021,Icon_MonsterCore_Mandragora,122000002233,2.5,1,,0,Mini
2234,1031,12210021,Icon_MonsterCore_Mandragora,122000002234,2.5,1,,0,Mini
2235,1031,12210021,Icon_MonsterCore_Mandragora,122000002235,2.5,1,,0,Mini
2236,1031,12210021,Icon_MonsterCore_Mandragora,122000002236,2.5,1,,0,Mini
2237,1032,10010776,Officer_01_03,122000002237,2.5,1,,0,Mini
2238,1032,10010776,Officer_01_03,122000002238,2.5,1,,0,Mini
2239,1033,10010776,Officer_01_03,122000002239,2.5,1,,0,Mini
2240,1034,12210024,Icon_MonsterCore_Reaper,122000002240,2.5,1,,0,Mini
2241,1034,12210024,Icon_MonsterCore_Reaper,122000002241,2.5,1,,0,Mini
2242,1035,10010779,Resident_02_03,122000002242,2.5,1,,0,Mini
2243,1035,10010779,Resident_02_03,122000002243,2.5,1,,0,Mini
2244,1035,10010779,Resident_02_03,122000002244,2.5,1,,0,Mini
2245,1036,10010779,Resident_02_03,122000002245,2.5,1,,0,Mini
2246,1036,10010779,Resident_02_03,122000002246,2.5,1,,0,Mini
2247,1036,10010779,Resident_02_03,122000002247,2.5,1,,0,Mini
2248,1037,10010779,Resident_02_03,122000002248,2.5,1,,0,Mini
2249,1037,10010779,Resident_02_03,122000002249,2.5,1,,0,Mini
2250,1039,12210030,Icon_MonsterCore_Dullahan,122000002250,2.5,1,,0,Mini
2251,1039,12210030,Icon_MonsterCore_Dullahan,122000002251,2.5,1,,0,Mini
2252,1040,12210030,Icon_MonsterCore_Dullahan,122000002252,2.5,1,,0,Mini
2253,1040,12210030,Icon_MonsterCore_Dullahan,122000002253,2.5,1,,0,Mini
2254,1041,10150224,Icon_MonsterCore_DeathFire,122000002254,2.5,1,,0,Mini
2255,1041,10011026,TemplePriest_01_02,122000002255,2.5,1,,0,Mini
2256,1042,10021018,Icon_MonsterCore_HuskCrawler,122000002256,2.5,1,,0,Mini
2257,1042,10011026,TemplePriest_01_02,122000002257,2.5,1,,0,Mini
2258,1042,10011026,TemplePriest_01_02,122000002258,2.5,1,,0,Mini
2259,1043,10011022,Resident_02,122000002209,2.5,1,,0,Mini
2260,1044,10011022,Resident_02,122000002210,2.5,1,,0,Mini
2261,1045,10011022,Resident_02,122000002214,2.5,1,,0,Mini
2262,1046,10011022,Resident_02,122000002215,2.5,1,,0,Mini
2263,1047,10011019,Magician,122000002219,2.5,1,,0,Mini
2264,1047,10011019,Magician,122000002220,2.5,1,,0,Mini
2265,1048,10011019,Magician,122000002221,2.5,1,,0,Mini
2266,1048,10011019,Magician,122000002222,2.5,1,,0,Mini
2267,1049,10011019,Magician,122000002223,2.5,1,,0,Mini
2268,1049,10011019,Magician,122000002224,2.5,1,,0,Mini
2269,1050,10010850,ItemMerchant_01_03,122000002226,2.5,1,,0,Mini
2270,1050,10010850,ItemMerchant_01_03,122000002227,2.5,1,,0,Mini
2271,1050,10010850,ItemMerchant_01_03,122000002228,2.5,1,,0,Mini
2272,1050,10010850,ItemMerchant_01_03,122000002272,2.5,1,,0,Mini
2273,1051,10010850,ItemMerchant_01_03,122000002273,2.5,1,,0,Mini
2274,1051,10010850,ItemMerchant_01_03,122000002274,2.5,1,,0,Mini
2275,1051,10010850,ItemMerchant_01_03,122000002275,2.5,1,,0,Mini
2276,1052,10010850,ItemMerchant_01_03,122000002276,2.5,1,,0,Mini
2277,1052,10010850,ItemMerchant_01_03,122000002277,2.5,1,,0,Mini
2278,1053,10010466,CityGuard_01_03,122000002278,2.5,1,,0,Mini
2279,1053,10010466,CityGuard_01_03,122000002279,2.5,1,,0,Mini
2280,1054,10010466,CityGuard_01_03,122000002280,2.5,1,,0,Mini
2281,1055,10010779,Resident_02_03,122000002281,2.5,1,,0,Mini
2282,1055,10010779,Resident_02_03,122000002282,2.5,1,,0,Mini
2283,1056,10010779,Resident_02_03,122000002283,2.5,1,,0,Mini
2284,1056,10010779,Resident_02_03,122000002284,2.5,1,,0,Mini
2285,1057,10010779,Resident_02_03,122000002285,2.5,1,,0,Mini
2286,1057,10010779,Resident_02_03,122000002286,2.5,1,,0,Mini
2287,1057,10010779,Resident_02_03,122000002287,2.5,1,,0,Mini
2288,1058,10021013,Icon_MonsterCore_CrimsonBind,122000002288,2.5,1,,0,Mini
794,1101,10010158,CatTheCat_01,122000000794,3,4,,0,Mini
795,1101,10010158,CatTheCat_01,122000000795,3,,,0,Mini
796,1101,10010158,CatTheCat_01,122000000796,3,3,,0,Mini
797,1101,10010158,CatTheCat_01,122000000797,3,,,0,Mini
798,1101,10010158,CatTheCat_01,122000000798,3,,,0,Mini
2038,1102,10010158,CatTheCat_01,122000002038,3,,,0,Mini
2039,1102,10010158,CatTheCat_01,122000002039,2,,,0,Mini
801,1103,10011129,Student_01_02,122000000801,3,,,0,Mini
802,1103,10010158,CatTheCat_01,122000000802,3,,,0,Mini
803,1103,10010158,CatTheCat_01,122000000803,3,,,0,Mini
804,1103,111000011155,TemplePriest_01_03,122000000804,3,,,0,Mini
805,1103,10011102,Officer_01_04,122000000805,3,,,0,Mini
806,1105,10011129,Student_01_02,122000000806,3,2,,0,Mini
807,1105,10010158,CatTheCat_01,122000000807,3,,,0,Mini
808,1106,10011129,Student_01_02,122000000808,3,2,,0,Mini
809,1106,10011129,Student_01_02,122000000809,3,,,0,Mini
810,1106,10010158,CatTheCat_01,122000000810,3,,,0,Mini
811,1107,10010158,CatTheCat_01,122000000811,4,2,,0,Mini
812,1108,10011129,Student_01_02,122000000812,3,,,0,Mini
813,1108,10011129,Student_01_02,122000000813,3,,,0,Mini
814,1108,10011129,Student_01_02,122000000814,3,,,0,Mini
815,1108,10011129,Student_01_02,122000000815,3,,,0,Mini
816,1108,10011129,Student_01_02,122000000816,3,,,0,Mini
819,1110,111000011196,WarehouseKeeper_01_03,122000000819,3,,,0,Mini
820,1110,111000011196,WarehouseKeeper_01_03,122000000820,3,,,0,Mini
821,1110,111000011196,WarehouseKeeper_01_03,122000000821,3,,,0,Mini
822,1111,111000011196,WarehouseKeeper_01_03,122000000822,3,,,0,Mini
823,1111,111000011196,WarehouseKeeper_01_03,122000000823,3,,,0,Mini
824,1111,111000011196,WarehouseKeeper_01_03,122000000824,3,,,0,Mini
825,1112,10011129,Student_01_02,122000000825,3,2,,0,Mini
826,1113,10011129,Student_01_02,122000000826,3,,,0,Mini
827,1113,10011132,Resident_02_02,122000000827,3,,,0,Mini
