Level,ContentsType,RewardType1,RewardCount1,RewardCount2
380,MissionDaily,Adena,880,1250
381,MissionDaily,Exp,61040,87200
381,MissionDaily,Adena,880,1250
382,MissionDaily,Exp,61250,87500
382,MissionDaily,Adena,880,1250
383,MissionDaily,Exp,61530,87900
383,MissionDaily,Adena,880,1250
384,MissionDaily,Exp,61880,88400
384,MissionDaily,Adena,880,1250
385,MissionDaily,Exp,62160,88800
385,MissionDaily,Adena,880,1250
386,MissionDaily,Exp,62440,89200
386,MissionDaily,Adena,880,1250
387,MissionDaily,Exp,62790,89700
387,MissionDaily,Adena,880,1250
388,MissionDaily,Exp,63140,90200
388,MissionDaily,Adena,880,1250
389,MissionDaily,Exp,63490,90700
389,MissionDaily,Adena,880,1250
390,MissionDaily,Exp,63840,91200
390,MissionDaily,Adena,880,1250
391,MissionDaily,Exp,64260,91800
391,MissionDaily,Adena,880,1250
392,MissionDaily,Exp,64610,92300
392,MissionDaily,Adena,880,1250
393,MissionDaily,Exp,65030,92900
393,MissionDaily,Adena,880,1250
394,MissionDaily,Exp,65450,93500
394,MissionDaily,Adena,880,1250
395,MissionDaily,Exp,65940,94200
395,MissionDaily,Adena,880,1250
396,MissionDaily,Exp,66360,94800
396,MissionDaily,Adena,880,1250
397,MissionDaily,Exp,66850,95500
397,MissionDaily,Adena,880,1250
398,MissionDaily,Exp,67340,96200
398,MissionDaily,Adena,880,1250
399,MissionDaily,Exp,67830,96900
399,MissionDaily,Adena,880,1250
400,MissionDaily,Exp,68390,97700
400,MissionDaily,Adena,880,1250
401,MissionDaily,Exp,68880,98400
401,MissionDaily,Adena,880,1250
402,MissionDaily,Exp,69440,99200
402,MissionDaily,Adena,880,1250
403,MissionDaily,Exp,70070,100100
403,MissionDaily,Adena,880,1250
404,MissionDaily,Exp,70630,100900
404,MissionDaily,Adena,880,1250
405,MissionDaily,Exp,71260,101800
405,MissionDaily,Adena,880,1250
406,MissionDaily,Exp,71890,102700
406,MissionDaily,Adena,880,1250
407,MissionDaily,Exp,72590,103700
407,MissionDaily,Adena,880,1250
408,MissionDaily,Exp,73220,104600
408,MissionDaily,Adena,880,1250
409,MissionDaily,Exp,73920,105600
409,MissionDaily,Adena,880,1250
410,MissionDaily,Exp,74690,106700
410,MissionDaily,Adena,880,1250
411,MissionDaily,Exp,75390,107700
411,MissionDaily,Adena,880,1250
412,MissionDaily,Exp,76160,108800
412,MissionDaily,Adena,880,1250
413,MissionDaily,Exp,76930,109900
413,MissionDaily,Adena,880,1250
414,MissionDaily,Exp,77770,111100
414,MissionDaily,Adena,880,1250
415,MissionDaily,Exp,78610,112300
415,MissionDaily,Adena,880,1250
416,MissionDaily,Exp,79450,113500
416,MissionDaily,Adena,880,1250
417,MissionDaily,Exp,80360,114800
417,MissionDaily,Adena,880,1250
418,MissionDaily,Exp,81270,116100
418,MissionDaily,Adena,880,1250
419,MissionDaily,Exp,82250,117500
419,MissionDaily,Adena,880,1250
420,MissionDaily,Exp,83160,118800
420,MissionDaily,Adena,880,1250
421,MissionDaily,Exp,84140,120200
421,MissionDaily,Adena,880,1250
422,MissionDaily,Exp,85190,121700
422,MissionDaily,Adena,880,1250
1,MissionWeekly,Exp,720,1035
1,MissionWeekly,Adena,1050,1500
2,MissionWeekly,Exp,930,1320
2,MissionWeekly,Adena,1050,1500
3,MissionWeekly,Exp,1035,1470
3,MissionWeekly,Adena,1050,1500
4,MissionWeekly,Exp,1140,1620
4,MissionWeekly,Adena,1050,1500
5,MissionWeekly,Exp,1440,2055
5,MissionWeekly,Adena,1050,1500
6,MissionWeekly,Exp,1755,2505
6,MissionWeekly,Adena,1050,1500
7,MissionWeekly,Exp,2370,3375
7,MissionWeekly,Adena,1050,1500
8,MissionWeekly,Exp,3300,4710
8,MissionWeekly,Adena,1050,1500
9,MissionWeekly,Exp,4425,6315
9,MissionWeekly,Adena,1050,1500
10,MissionWeekly,Exp,6180,8820
10,MissionWeekly,Adena,1050,1500
11,MissionWeekly,Exp,8820,12600
11,MissionWeekly,Adena,1050,1500
12,MissionWeekly,Exp,11025,15750
12,MissionWeekly,Adena,1050,1500
13,MissionWeekly,Exp,2625,3750
13,MissionWeekly,Adena,1050,1500
14,MissionWeekly,Exp,2940,4200
14,MissionWeekly,Adena,1050,1500
15,MissionWeekly,Exp,3570,5100
15,MissionWeekly,Adena,1050,1500
16,MissionWeekly,Exp,4410,6300
16,MissionWeekly,Adena,1050,1500
17,MissionWeekly,Exp,5355,7650
17,MissionWeekly,Adena,1050,1500
18,MissionWeekly,Exp,6405,9150
18,MissionWeekly,Adena,1050,1500
19,MissionWeekly,Exp,7560,10800
19,MissionWeekly,Adena,1050,1500
20,MissionWeekly,Exp,8715,12450
20,MissionWeekly,Adena,1050,1500
21,MissionWeekly,Exp,9870,14100
21,MissionWeekly,Adena,1050,1500
22,MissionWeekly,Exp,11025,15750
22,MissionWeekly,Adena,1050,1500
23,MissionWeekly,Exp,12075,17250
23,MissionWeekly,Adena,1050,1500
24,MissionWeekly,Exp,13020,18600
24,MissionWeekly,Adena,1050,1500
25,MissionWeekly,Exp,13755,19650
25,MissionWeekly,Adena,1050,1500
26,MissionWeekly,Exp,13860,19800
26,MissionWeekly,Adena,1050,1500
27,MissionWeekly,Exp,13755,19650
27,MissionWeekly,Adena,1050,1500
28,MissionWeekly,Exp,13020,18600
28,MissionWeekly,Adena,1050,1500
29,MissionWeekly,Exp,15225,21750
29,MissionWeekly,Adena,1050,1500
30,MissionWeekly,Exp,17850,25500
30,MissionWeekly,Adena,1050,1500
31,MissionWeekly,Exp,18270,26100
31,MissionWeekly,Adena,1050,1500
32,MissionWeekly,Exp,19530,27900
32,MissionWeekly,Adena,1050,1500
33,MissionWeekly,Exp,20370,29100
33,MissionWeekly,Adena,1050,1500
34,MissionWeekly,Exp,20685,29550
34,MissionWeekly,Adena,1050,1500
35,MissionWeekly,Exp,20790,29700
35,MissionWeekly,Adena,1575,2250
36,MissionWeekly,Exp,21945,31350
36,MissionWeekly,Adena,1575,2250
37,MissionWeekly,Exp,22995,32850
37,MissionWeekly,Adena,1575,2250
38,MissionWeekly,Exp,23100,33000
38,MissionWeekly,Adena,1575,2250
39,MissionWeekly,Exp,23940,34200
39,MissionWeekly,Adena,1575,2250
40,MissionWeekly,Exp,24570,35100
40,MissionWeekly,Adena,1575,2250
41,MissionWeekly,Exp,25200,36000
41,MissionWeekly,Adena,1575,2250
42,MissionWeekly,Exp,25725,36750
42,MissionWeekly,Adena,1575,2250
43,MissionWeekly,Exp,26145,37350
43,MissionWeekly,Adena,1575,2250
44,MissionWeekly,Exp,26145,37350
44,MissionWeekly,Adena,1575,2250
45,MissionWeekly,Exp,26460,37800
45,MissionWeekly,Adena,1575,2250
46,MissionWeekly,Exp,26670,38100
46,MissionWeekly,Adena,1575,2250
47,MissionWeekly,Exp,26670,38100
47,MissionWeekly,Adena,1575,2250
48,MissionWeekly,Exp,26880,38400
48,MissionWeekly,Adena,1575,2250
49,MissionWeekly,Exp,26985,38550
49,MissionWeekly,Adena,1575,2250
50,MissionWeekly,Exp,27090,38700
50,MissionWeekly,Adena,1575,2250
51,MissionWeekly,Exp,27195,38850
51,MissionWeekly,Adena,1575,2250
52,MissionWeekly,Exp,27195,38850
52,MissionWeekly,Adena,1575,2250
53,MissionWeekly,Exp,27300,39000
53,MissionWeekly,Adena,1575,2250
54,MissionWeekly,Exp,27300,39000
54,MissionWeekly,Adena,1575,2250
55,MissionWeekly,Exp,27300,39000
55,MissionWeekly,Adena,1575,2250
56,MissionWeekly,Exp,27300,39000
56,MissionWeekly,Adena,1575,2250
57,MissionWeekly,Exp,27300,39000
57,MissionWeekly,Adena,1575,2250
58,MissionWeekly,Exp,27300,39000
58,MissionWeekly,Adena,1575,2250
59,MissionWeekly,Exp,27300,39000
59,MissionWeekly,Adena,1575,2250
60,MissionWeekly,Exp,27405,39150
60,MissionWeekly,Adena,1575,2250
61,MissionWeekly,Exp,27405,39150
61,MissionWeekly,Adena,1575,2250
62,MissionWeekly,Exp,27405,39150
62,MissionWeekly,Adena,1575,2250
63,MissionWeekly,Exp,27405,39150
63,MissionWeekly,Adena,1575,2250
64,MissionWeekly,Exp,27405,39150
64,MissionWeekly,Adena,1575,2250
65,MissionWeekly,Exp,27405,39150
65,MissionWeekly,Adena,1575,2250
66,MissionWeekly,Exp,27405,39150
66,MissionWeekly,Adena,1575,2250
67,MissionWeekly,Exp,27405,39150
67,MissionWeekly,Adena,1575,2250
68,MissionWeekly,Exp,27405,39150
68,MissionWeekly,Adena,1575,2250
69,MissionWeekly,Exp,27405,39150
69,MissionWeekly,Adena,1575,2250
70,MissionWeekly,Exp,27405,39150
70,MissionWeekly,Adena,1575,2250
71,MissionWeekly,Exp,27405,39150
71,MissionWeekly,Adena,1575,2250
72,MissionWeekly,Exp,27405,39150
72,MissionWeekly,Adena,1575,2250
73,MissionWeekly,Exp,27510,39300
73,MissionWeekly,Adena,1575,2250
74,MissionWeekly,Exp,27510,39300
74,MissionWeekly,Adena,1575,2250
75,MissionWeekly,Exp,27615,39450
75,MissionWeekly,Adena,1575,2250
76,MissionWeekly,Exp,27615,39450
76,MissionWeekly,Adena,1575,2250
77,MissionWeekly,Exp,27720,39600
77,MissionWeekly,Adena,1575,2250
78,MissionWeekly,Exp,27825,39750
78,MissionWeekly,Adena,1575,2250
79,MissionWeekly,Exp,28035,40050
79,MissionWeekly,Adena,1575,2250
80,MissionWeekly,Exp,28140,40200
80,MissionWeekly,Adena,1575,2250
81,MissionWeekly,Exp,28350,40500
81,MissionWeekly,Adena,1575,2250
82,MissionWeekly,Exp,28350,40500
82,MissionWeekly,Adena,1575,2250
83,MissionWeekly,Exp,28350,40500
83,MissionWeekly,Adena,1575,2250
84,MissionWeekly,Exp,28455,40650
84,MissionWeekly,Adena,1575,2250
85,MissionWeekly,Exp,28560,40800
85,MissionWeekly,Adena,1575,2250
86,MissionWeekly,Exp,28770,41100
86,MissionWeekly,Adena,1575,2250
87,MissionWeekly,Exp,28875,41250
87,MissionWeekly,Adena,1575,2250
88,MissionWeekly,Exp,29085,41550
88,MissionWeekly,Adena,1575,2250
89,MissionWeekly,Exp,29400,42000
89,MissionWeekly,Adena,1575,2250
90,MissionWeekly,Exp,29715,42450
90,MissionWeekly,Adena,1575,2250
91,MissionWeekly,Exp,30030,42900
91,MissionWeekly,Adena,1575,2250
92,MissionWeekly,Exp,30450,43500
92,MissionWeekly,Adena,1575,2250
93,MissionWeekly,Exp,30975,44250
93,MissionWeekly,Adena,1575,2250
94,MissionWeekly,Exp,31500,45000
94,MissionWeekly,Adena,2100,3000
95,MissionWeekly,Exp,32130,45900
95,MissionWeekly,Adena,2100,3000
96,MissionWeekly,Exp,32760,46800
96,MissionWeekly,Adena,2100,3000
97,MissionWeekly,Exp,33495,47850
97,MissionWeekly,Adena,2100,3000
98,MissionWeekly,Exp,34230,48900
98,MissionWeekly,Adena,2100,3000
99,MissionWeekly,Exp,35175,50250
99,MissionWeekly,Adena,2100,3000
100,MissionWeekly,Exp,36120,51600
100,MissionWeekly,Adena,2100,3000
101,MissionWeekly,Exp,37065,52950
101,MissionWeekly,Adena,2100,3000
102,MissionWeekly,Exp,38220,54600
102,MissionWeekly,Adena,2100,3000
103,MissionWeekly,Exp,39375,56250
103,MissionWeekly,Adena,2100,3000
104,MissionWeekly,Exp,40635,58050
104,MissionWeekly,Adena,2100,3000
105,MissionWeekly,Exp,42000,60000
105,MissionWeekly,Adena,2100,3000
106,MissionWeekly,Exp,43365,61950
106,MissionWeekly,Adena,2100,3000
107,MissionWeekly,Exp,44940,64200
107,MissionWeekly,Adena,2100,3000
108,MissionWeekly,Exp,46620,66600
108,MissionWeekly,Adena,2100,3000
109,MissionWeekly,Exp,48300,69000
109,MissionWeekly,Adena,2100,3000
110,MissionWeekly,Exp,49980,71400
110,MissionWeekly,Adena,2100,3000
111,MissionWeekly,Exp,51450,73500
111,MissionWeekly,Adena,2100,3000
112,MissionWeekly,Exp,52815,75450
112,MissionWeekly,Adena,2100,3000
113,MissionWeekly,Exp,54075,77250
113,MissionWeekly,Adena,2100,3000
114,MissionWeekly,Exp,55125,78750
114,MissionWeekly,Adena,2100,3000
115,MissionWeekly,Exp,56070,80100
115,MissionWeekly,Adena,2100,3000
116,MissionWeekly,Exp,56910,81300
116,MissionWeekly,Adena,2100,3000
117,MissionWeekly,Exp,57540,82200
117,MissionWeekly,Adena,2100,3000
118,MissionWeekly,Exp,58170,83100
118,MissionWeekly,Adena,2100,3000
119,MissionWeekly,Exp,58695,83850
119,MissionWeekly,Adena,2100,3000
120,MissionWeekly,Exp,59010,84300
120,MissionWeekly,Adena,2100,3000
121,MissionWeekly,Exp,59325,84750
121,MissionWeekly,Adena,2100,3000
122,MissionWeekly,Exp,59535,85050
122,MissionWeekly,Adena,2100,3000
123,MissionWeekly,Exp,59640,85200
123,MissionWeekly,Adena,2100,3000
124,MissionWeekly,Exp,59745,85350
124,MissionWeekly,Adena,2100,3000
125,MissionWeekly,Exp,60270,86100
125,MissionWeekly,Adena,2100,3000
126,MissionWeekly,Exp,60795,86850
126,MissionWeekly,Adena,2100,3000
127,MissionWeekly,Exp,61320,87600
127,MissionWeekly,Adena,2100,3000
128,MissionWeekly,Exp,61740,88200
128,MissionWeekly,Adena,2100,3000
129,MissionWeekly,Exp,62160,88800
129,MissionWeekly,Adena,2100,3000
130,MissionWeekly,Exp,62475,89250
130,MissionWeekly,Adena,2100,3000
131,MissionWeekly,Exp,62790,89700
131,MissionWeekly,Adena,2100,3000
132,MissionWeekly,Exp,63105,90150
132,MissionWeekly,Adena,2100,3000
133,MissionWeekly,Exp,63420,90600
133,MissionWeekly,Adena,2100,3000
134,MissionWeekly,Exp,63630,90900
134,MissionWeekly,Adena,2100,3000
135,MissionWeekly,Exp,63840,91200
135,MissionWeekly,Adena,2100,3000
136,MissionWeekly,Exp,63945,91350
136,MissionWeekly,Adena,2100,3000
137,MissionWeekly,Exp,64155,91650
137,MissionWeekly,Adena,2100,3000
138,MissionWeekly,Exp,64260,91800
138,MissionWeekly,Adena,2100,3000
139,MissionWeekly,Exp,64365,91950
139,MissionWeekly,Adena,2100,3000
140,MissionWeekly,Exp,64470,92100
140,MissionWeekly,Adena,2100,3000
141,MissionWeekly,Exp,64575,92250
141,MissionWeekly,Adena,2100,3000
142,MissionWeekly,Exp,64575,92250
142,MissionWeekly,Adena,2100,3000
143,MissionWeekly,Exp,64680,92400
143,MissionWeekly,Adena,2100,3000
144,MissionWeekly,Exp,64680,92400
144,MissionWeekly,Adena,2100,3000
145,MissionWeekly,Exp,64680,92400
145,MissionWeekly,Adena,2100,3000
146,MissionWeekly,Exp,64785,92550
146,MissionWeekly,Adena,2100,3000
147,MissionWeekly,Exp,64785,92550
147,MissionWeekly,Adena,2100,3000
148,MissionWeekly,Exp,64785,92550
148,MissionWeekly,Adena,2100,3000
149,MissionWeekly,Exp,64785,92550
149,MissionWeekly,Adena,2100,3000
150,MissionWeekly,Exp,64785,92550
150,MissionWeekly,Adena,2100,3000
151,MissionWeekly,Exp,64785,92550
151,MissionWeekly,Adena,2100,3000
152,MissionWeekly,Exp,64785,92550
152,MissionWeekly,Adena,2100,3000
153,MissionWeekly,Exp,64785,92550
153,MissionWeekly,Adena,2100,3000
154,MissionWeekly,Exp,64785,92550
154,MissionWeekly,Adena,2100,3000
155,MissionWeekly,Exp,64785,92550
155,MissionWeekly,Adena,2100,3000
156,MissionWeekly,Exp,64785,92550
156,MissionWeekly,Adena,2100,3000
157,MissionWeekly,Exp,64785,92550
157,MissionWeekly,Adena,2100,3000
158,MissionWeekly,Exp,64785,92550
158,MissionWeekly,Adena,2100,3000
159,MissionWeekly,Exp,64785,92550
159,MissionWeekly,Adena,2100,3000
160,MissionWeekly,Exp,64785,92550
160,MissionWeekly,Adena,2100,3000
161,MissionWeekly,Exp,64785,92550
161,MissionWeekly,Adena,2100,3000
162,MissionWeekly,Exp,64785,92550
162,MissionWeekly,Adena,2100,3000
163,MissionWeekly,Exp,64785,92550
163,MissionWeekly,Adena,2100,3000
164,MissionWeekly,Exp,64785,92550
164,MissionWeekly,Adena,2100,3000
165,MissionWeekly,Exp,64785,92550
165,MissionWeekly,Adena,2100,3000
166,MissionWeekly,Exp,64785,92550
166,MissionWeekly,Adena,2100,3000
167,MissionWeekly,Exp,64785,92550
167,MissionWeekly,Adena,2100,3000
168,MissionWeekly,Exp,64785,92550
168,MissionWeekly,Adena,2100,3000
169,MissionWeekly,Exp,64890,92700
169,MissionWeekly,Adena,2100,3000
170,MissionWeekly,Exp,64890,92700
170,MissionWeekly,Adena,2100,3000
171,MissionWeekly,Exp,64890,92700
171,MissionWeekly,Adena,2100,3000
172,MissionWeekly,Exp,64890,92700
172,MissionWeekly,Adena,2100,3000
173,MissionWeekly,Exp,64890,92700
173,MissionWeekly,Adena,2100,3000
174,MissionWeekly,Exp,64890,92700
174,MissionWeekly,Adena,2100,3000
175,MissionWeekly,Exp,64995,92850
175,MissionWeekly,Adena,2100,3000
176,MissionWeekly,Exp,64995,92850
176,MissionWeekly,Adena,2100,3000
177,MissionWeekly,Exp,65100,93000
177,MissionWeekly,Adena,2100,3000
178,MissionWeekly,Exp,65100,93000
178,MissionWeekly,Adena,2100,3000
179,MissionWeekly,Exp,65205,93150
179,MissionWeekly,Adena,2100,3000
180,MissionWeekly,Exp,65205,93150
180,MissionWeekly,Adena,2100,3000
181,MissionWeekly,Exp,65310,93300
181,MissionWeekly,Adena,2100,3000
182,MissionWeekly,Exp,65415,93450
182,MissionWeekly,Adena,2100,3000
183,MissionWeekly,Exp,65520,93600
183,MissionWeekly,Adena,2100,3000
184,MissionWeekly,Exp,65625,93750
184,MissionWeekly,Adena,2100,3000
185,MissionWeekly,Exp,65730,93900
185,MissionWeekly,Adena,2100,3000
186,MissionWeekly,Exp,65940,94200
186,MissionWeekly,Adena,2100,3000
187,MissionWeekly,Exp,66045,94350
187,MissionWeekly,Adena,2100,3000
188,MissionWeekly,Exp,66255,94650
188,MissionWeekly,Adena,2100,3000
189,MissionWeekly,Exp,66465,94950
189,MissionWeekly,Adena,2100,3000
190,MissionWeekly,Exp,66675,95250
190,MissionWeekly,Adena,2100,3000
191,MissionWeekly,Exp,66885,95550
191,MissionWeekly,Adena,2100,3000
192,MissionWeekly,Exp,67200,96000
192,MissionWeekly,Adena,2100,3000
193,MissionWeekly,Exp,67410,96300
193,MissionWeekly,Adena,2100,3000
194,MissionWeekly,Exp,67725,96750
194,MissionWeekly,Adena,2100,3000
195,MissionWeekly,Exp,68145,97350
195,MissionWeekly,Adena,2100,3000
196,MissionWeekly,Exp,68460,97800
196,MissionWeekly,Adena,2100,3000
197,MissionWeekly,Exp,68880,98400
197,MissionWeekly,Adena,2625,3750
198,MissionWeekly,Exp,69300,99000
198,MissionWeekly,Adena,2625,3750
199,MissionWeekly,Exp,69720,99600
199,MissionWeekly,Adena,2625,3750
200,MissionWeekly,Exp,70245,100350
200,MissionWeekly,Adena,2625,3750
201,MissionWeekly,Exp,70770,101100
201,MissionWeekly,Adena,2625,3750
202,MissionWeekly,Exp,71295,101850
202,MissionWeekly,Adena,2625,3750
203,MissionWeekly,Exp,71820,102600
203,MissionWeekly,Adena,2625,3750
204,MissionWeekly,Exp,72555,103650
204,MissionWeekly,Adena,2625,3750
205,MissionWeekly,Exp,73185,104550
205,MissionWeekly,Adena,2625,3750
206,MissionWeekly,Exp,73920,105600
206,MissionWeekly,Adena,2625,3750
207,MissionWeekly,Exp,73920,105600
207,MissionWeekly,Adena,2625,3750
208,MissionWeekly,Exp,73920,105600
208,MissionWeekly,Adena,2625,3750
209,MissionWeekly,Exp,74025,105750
209,MissionWeekly,Adena,2625,3750
210,MissionWeekly,Exp,74130,105900
210,MissionWeekly,Adena,2625,3750
211,MissionWeekly,Exp,74235,106050
211,MissionWeekly,Adena,2625,3750
212,MissionWeekly,Exp,74445,106350
212,MissionWeekly,Adena,2625,3750
213,MissionWeekly,Exp,74655,106650
213,MissionWeekly,Adena,2625,3750
214,MissionWeekly,Exp,74865,106950
214,MissionWeekly,Adena,2625,3750
215,MissionWeekly,Exp,75180,107400
215,MissionWeekly,Adena,2625,3750
216,MissionWeekly,Exp,75495,107850
216,MissionWeekly,Adena,2625,3750
217,MissionWeekly,Exp,75810,108300
217,MissionWeekly,Adena,2625,3750
218,MissionWeekly,Exp,76125,108750
218,MissionWeekly,Adena,2625,3750
219,MissionWeekly,Exp,76545,109350
219,MissionWeekly,Adena,2625,3750
220,MissionWeekly,Exp,76965,109950
220,MissionWeekly,Adena,2625,3750
221,MissionWeekly,Exp,77490,110700
221,MissionWeekly,Adena,2625,3750
222,MissionWeekly,Exp,77910,111300
222,MissionWeekly,Adena,2625,3750
223,MissionWeekly,Exp,78435,112050
223,MissionWeekly,Adena,2625,3750
224,MissionWeekly,Exp,79065,112950
224,MissionWeekly,Adena,2625,3750
225,MissionWeekly,Exp,79590,113700
225,MissionWeekly,Adena,2625,3750
226,MissionWeekly,Exp,80220,114600
226,MissionWeekly,Adena,2625,3750
227,MissionWeekly,Exp,80955,115650
227,MissionWeekly,Adena,2625,3750
228,MissionWeekly,Exp,81585,116550
228,MissionWeekly,Adena,2625,3750
229,MissionWeekly,Exp,82320,117600
229,MissionWeekly,Adena,2625,3750
230,MissionWeekly,Exp,83055,118650
230,MissionWeekly,Adena,2625,3750
231,MissionWeekly,Exp,83790,119700
231,MissionWeekly,Adena,2625,3750
232,MissionWeekly,Exp,84630,120900
232,MissionWeekly,Adena,2625,3750
233,MissionWeekly,Exp,85365,121950
233,MissionWeekly,Adena,2625,3750
234,MissionWeekly,Exp,86205,123150
234,MissionWeekly,Adena,2625,3750
235,MissionWeekly,Exp,87045,124350
235,MissionWeekly,Adena,2625,3750
236,MissionWeekly,Exp,87570,125100
236,MissionWeekly,Adena,2625,3750
237,MissionWeekly,Exp,88095,125850
237,MissionWeekly,Adena,2625,3750
238,MissionWeekly,Exp,88515,126450
238,MissionWeekly,Adena,2625,3750
239,MissionWeekly,Exp,88725,126750
239,MissionWeekly,Adena,2625,3750
240,MissionWeekly,Exp,88935,127050
240,MissionWeekly,Adena,2625,3750
241,MissionWeekly,Exp,88935,127050
241,MissionWeekly,Adena,2625,3750
242,MissionWeekly,Exp,90300,129000
242,MissionWeekly,Adena,2625,3750
243,MissionWeekly,Exp,91560,130800
243,MissionWeekly,Adena,2625,3750
244,MissionWeekly,Exp,92820,132600
244,MissionWeekly,Adena,2625,3750
245,MissionWeekly,Exp,93975,134250
245,MissionWeekly,Adena,2625,3750
246,MissionWeekly,Exp,95130,135900
246,MissionWeekly,Adena,2625,3750
247,MissionWeekly,Exp,96180,137400
247,MissionWeekly,Adena,2625,3750
248,MissionWeekly,Exp,97230,138900
248,MissionWeekly,Adena,2625,3750
249,MissionWeekly,Exp,98175,140250
249,MissionWeekly,Adena,2625,3750
250,MissionWeekly,Exp,99120,141600
250,MissionWeekly,Adena,2625,3750
251,MissionWeekly,Exp,99960,142800
251,MissionWeekly,Adena,2625,3750
252,MissionWeekly,Exp,100800,144000
252,MissionWeekly,Adena,2625,3750
253,MissionWeekly,Exp,101640,145200
253,MissionWeekly,Adena,2625,3750
254,MissionWeekly,Exp,102375,146250
254,MissionWeekly,Adena,2625,3750
255,MissionWeekly,Exp,103110,147300
255,MissionWeekly,Adena,2625,3750
256,MissionWeekly,Exp,103845,148350
256,MissionWeekly,Adena,2625,3750
257,MissionWeekly,Exp,104475,149250
257,MissionWeekly,Adena,2625,3750
258,MissionWeekly,Exp,105000,150000
258,MissionWeekly,Adena,2625,3750
259,MissionWeekly,Exp,105630,150900
259,MissionWeekly,Adena,2625,3750
260,MissionWeekly,Exp,106155,151650
260,MissionWeekly,Adena,2625,3750
261,MissionWeekly,Exp,106680,152400
261,MissionWeekly,Adena,2625,3750
262,MissionWeekly,Exp,107205,153150
262,MissionWeekly,Adena,2625,3750
263,MissionWeekly,Exp,107625,153750
263,MissionWeekly,Adena,2625,3750
264,MissionWeekly,Exp,108045,154350
264,MissionWeekly,Adena,2625,3750
265,MissionWeekly,Exp,108465,154950
265,MissionWeekly,Adena,2625,3750
266,MissionWeekly,Exp,108780,155400
266,MissionWeekly,Adena,2625,3750
267,MissionWeekly,Exp,109200,156000
267,MissionWeekly,Adena,2625,3750
268,MissionWeekly,Exp,109515,156450
268,MissionWeekly,Adena,2625,3750
269,MissionWeekly,Exp,109830,156900
269,MissionWeekly,Adena,2625,3750
270,MissionWeekly,Exp,110040,157200
270,MissionWeekly,Adena,2625,3750
271,MissionWeekly,Exp,110355,157650
271,MissionWeekly,Adena,2625,3750
272,MissionWeekly,Exp,110565,157950
272,MissionWeekly,Adena,2625,3750
273,MissionWeekly,Exp,110775,158250
273,MissionWeekly,Adena,2625,3750
274,MissionWeekly,Exp,110985,158550
274,MissionWeekly,Adena,2625,3750
275,MissionWeekly,Exp,111195,158850
275,MissionWeekly,Adena,2625,3750
276,MissionWeekly,Exp,111405,159150
276,MissionWeekly,Adena,2625,3750
277,MissionWeekly,Exp,111510,159300
277,MissionWeekly,Adena,2625,3750
278,MissionWeekly,Exp,111720,159600
278,MissionWeekly,Adena,2625,3750
279,MissionWeekly,Exp,111825,159750
279,MissionWeekly,Adena,2625,3750
280,MissionWeekly,Exp,111930,159900
280,MissionWeekly,Adena,2625,3750
281,MissionWeekly,Exp,112035,160050
281,MissionWeekly,Adena,2625,3750
282,MissionWeekly,Exp,112140,160200
282,MissionWeekly,Adena,2625,3750
283,MissionWeekly,Exp,112245,160350
283,MissionWeekly,Adena,2625,3750
284,MissionWeekly,Exp,112350,160500
284,MissionWeekly,Adena,2625,3750
285,MissionWeekly,Exp,112455,160650
285,MissionWeekly,Adena,2625,3750
286,MissionWeekly,Exp,112455,160650
286,MissionWeekly,Adena,2625,3750
287,MissionWeekly,Exp,112560,160800
287,MissionWeekly,Adena,2625,3750
288,MissionWeekly,Exp,112560,160800
288,MissionWeekly,Adena,2625,3750
289,MissionWeekly,Exp,112665,160950
289,MissionWeekly,Adena,2625,3750
290,MissionWeekly,Exp,112665,160950
290,MissionWeekly,Adena,2625,3750
291,MissionWeekly,Exp,112665,160950
291,MissionWeekly,Adena,2625,3750
292,MissionWeekly,Exp,112770,161100
292,MissionWeekly,Adena,2625,3750
293,MissionWeekly,Exp,112770,161100
293,MissionWeekly,Adena,2625,3750
294,MissionWeekly,Exp,112770,161100
294,MissionWeekly,Adena,2625,3750
295,MissionWeekly,Exp,112770,161100
295,MissionWeekly,Adena,2625,3750
296,MissionWeekly,Exp,112770,161100
296,MissionWeekly,Adena,2625,3750
297,MissionWeekly,Exp,112875,161250
297,MissionWeekly,Adena,2625,3750
298,MissionWeekly,Exp,112875,161250
298,MissionWeekly,Adena,2625,3750
299,MissionWeekly,Exp,112875,161250
299,MissionWeekly,Adena,2625,3750
300,MissionWeekly,Exp,112875,161250
300,MissionWeekly,Adena,2625,3750
301,MissionWeekly,Exp,112875,161250
301,MissionWeekly,Adena,2625,3750
302,MissionWeekly,Exp,112875,161250
302,MissionWeekly,Adena,2625,3750
303,MissionWeekly,Exp,112875,161250
303,MissionWeekly,Adena,2625,3750
304,MissionWeekly,Exp,112875,161250
304,MissionWeekly,Adena,2625,3750
305,MissionWeekly,Exp,112875,161250
305,MissionWeekly,Adena,2625,3750
306,MissionWeekly,Exp,112875,161250
306,MissionWeekly,Adena,2625,3750
307,MissionWeekly,Exp,112875,161250
307,MissionWeekly,Adena,2625,3750
308,MissionWeekly,Exp,112875,161250
308,MissionWeekly,Adena,2625,3750
309,MissionWeekly,Exp,112875,161250
309,MissionWeekly,Adena,2625,3750
310,MissionWeekly,Exp,112875,161250
310,MissionWeekly,Adena,2625,3750
