Id,GroupId,Param1,NameKey,DescriptionKey,Tire,Type,Grade,MaxLevel,LevelMatchGroupId,MinCastDistance,MaxCastDistance,PrevSkillId,FireCount,FireCondition,FireCondParam1,FireRate,MoveActionSpeed,LightningEffectInfoId,Attachable,MpMin,MpMax,MpGrowth,EffectApplyType,CastingTime,CoolTimeMin,PlaceType,CollisionUnitType,CollisionUnitParam,TargetType,IgnoreHitRate,MaxTargetCount,OffsetDistance,OffsetAngle,EffectFireConditionType,TotalTime,EffectFireConditionParam,AggroWeight,SkillDamageRatio,Animation,Rotatable,WeaponDependent,CameraShake,CameraShakeIntensity,CameraShakeObject,EffectDescriptionKey,Texture,HitFX,HitSocket,DirAlign,DirAlignRange,AddForceOnKill,Sound,BasicAttack,DetailType,ShowSkillArea,DashStart,SkillDialogueKey,AvailableUnderCC,SkillDialogGroupId,IsStunCancel,GroupRandomFireRate
50196,50196,0,0,0,,Active,Max,,,0,100,,1,None,,,,,0,,,,,,2.88,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,1800,1056,1,18000,FairyAttack,0,,,,,0,,,,1,1,0,,1,Attack,0,0,0,0,,0,10000
60126,60126,0,0,0,,Active,Max,,,0,600,,1,None,,,,,0,,,,,,8.15,CasterPosition,Obb,"""left"":50, ""right"":50, ""front"":600, ""back"":0",Enemy,0,3,0,0,Time,3133,1000,1,37596,FairySkill_01,0,,,,,0,,,,1,6,0,,0,Attack,0,0,0,0,,0,10000
50197,50197,0,0,0,,Active,Max,,,0,100,,1,None,,,,,0,,,,,,2.88,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,1800,1018,1,18000,PanAttack_01,0,,,,,0,,,,1,1,0,,1,Attack,0,0,0,0,,0,10000
60127,60127,0,0,0,,Active,Max,,,150,500,,1,None,,,4,,0,,,,,,6.94,TargetActor,Circle,"""radius"":100",Enemy,0,3,0,0,Time,2667,500,1,32004,PanSkill_01,0,,,,,0,,,,1,5,0,,0,Attack,0,0,0,0,,0,10000
60128,60128,0,0,0,,Active,Max,,,0,100,,1,None,,,,,0,,,,,,5.58,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,2145,1477,1,25740,PanSkill_02,0,,,,,0,,,,1,1,0,,0,Attack,0,0,0,0,,0,10000
50198,50198,0,0,0,,Active,Max,,,0,100,,1,None,,,,,0,,,,,,2.88,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,1800,1059,1,18000,TantaarLizardmanWarriorAttack,0,,,,,0,,,,1,1,0,,1,Attack,0,0,0,0,,0,10000
60129,60129,0,0,0,,Active,Max,,,0,600,,1,None,,,,,0,,,,,,6.5,CasterPosition,Circle,"""radius"":400",Enemy,0,3,0,0,Time,2500,1571,1,30000,TantaarLizardmanWarriorSkill_01,0,,,,,0,,,,1,6,0,,0,Attack,0,0,0,0,,0,10000
50199,50199,0,0,0,,Active,Max,,,0,100,,1,None,,,,,0,,,,,,2.88,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,1800,1056,1,18000,TantaarLizardmanSorcererAttack,0,,,,,0,,,,1,1,0,,1,Attack,0,0,0,0,,0,10000
60130,60130,0,0,0,,Active,Max,,,0,600,,1,None,,,,,0,,,,,,7.8,CasterPosition,Fan,"""radius"":350,""angle"":120",Enemy,0,3,0,0,Time,3000,1967,1,37596,TantaarLizardmanSorcererSkill_01,0,,,,,0,,,,1,6,0,,0,Attack,0,0,0,0,,0,10000
50200,50200,0,0,0,,Active,Max,,,0,100,,1,None,,,,,0,,,,,,2.88,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,1800,826,1,18000,KetraOrcAttack,0,,,,,0,,,,1,1,0,,1,Attack,0,0,0,0,,0,10000
60131,60131,0,0,0,,Active,Max,,,0,100,,1,None,,,,,0,,,,,,6.5,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,1,0,0,Time,2500,964,1,30000,KetraOrcSkill_01,0,,,,,0,,,,1,1,0,,0,Attack,0,0,0,0,,0,10000
50201,50201,0,0,0,,Active,Max,,,0,100,,1,None,,,,,0,,,,,,4,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,2500,1327,1,25000,KetraOrcChieftainAttack,0,,,,,0,,,,1,1,0,,1,Attack,0,0,0,0,,0,10000
60132,60132,0,0,0,,Active,Max,,,0,100,,1,None,,,,,0,,,,,,6.5,TargetActor,Circle,"""radius"":100",Enemy,0,3,0,0,Time,2500,1553,1,30000,KetraOrcChieftainSkill_01,0,,,,,0,,,,1,1,0,,0,Attack,0,0,0,0,,0,10000
60135,60135,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,6.5,CasterPosition,Circle,"""radius"":400",Enemy,0,3,0,0,Time,2500,1288,1,30000,KetraOrcChieftainSkill_02,0,,,,,0,,,,1,2,0,,0,Attack,0,0,0,0,,0,10000
50202,50202,0,0,0,,Active,Max,,,0,100,,1,None,,,,,0,,,,,,4,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,2500,1233,1,25000,BarkaSilenosChieftainAttack,0,,,,,0,,,,1,1,0,,1,Attack,0,0,0,0,,0,10000
60133,60133,0,0,0,,Active,Max,,,0,100,,1,None,,,,,0,,,,,,6.5,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,2500,1511,1,30000,BarkaSilenosChieftainSkill_01,0,,,,,0,,,,1,1,0,,0,Attack,0,0,0,0,,0,10000
60134,60134,0,0,0,,Active,Max,,,0,600,,1,None,,,,,0,,,,,,6.5,CasterPosition,Circle,"""radius"":400",Enemy,0,3,0,0,Time,2500,1002,1,30000,BarkaSilenosChieftainSkill_02,0,,,,,0,,,,1,6,0,,0,Attack,0,0,0,0,,0,10000
50203,50203,0,0,0,,Active,Max,,,0,100,,1,None,,,,,0,,,,,,2.88,CasterPosition,Fan,"""radius"":250,""angle"":120",Enemy,0,3,0,0,Time,1800,742,1,10000,BansheeAttack_01,0,,,,,0,,,,1,1,0,,1,Attack,0,0,0,0,,0,10000
74134,74134,0,0,0,,Active,Max,,,0,300,,1,None,,,,,0,,,,,,15,CasterPosition,Obb,"""left"":150, ""right"":150, ""front"":800, ""back"":0",Enemy,0,20,0,0,Time,2383,1471,1,28600,BansheeBossSkill_01,1,,,,,0,,,,1,2,0,,0,Attack,1,0,0,0,,0,10000
74135,74135,0,0,0,,Active,Max,,,0,500,,1,None,,,,,0,,,,,,30,CasterPosition,Circle,"""radius"":450",Self,0,1,0,0,Time,3067,500,1,20000,BansheeBossSkill_02,0,,,,,0,Icon_Skill_Active_11222,BP/BP_PTC_BansheeBossSkill_02,,1,2,0,,0,Buff,1,0,0,0,,0,10000
58001,58001,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.4,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1533,846,1,10000,ArmorMerchant_01Attack,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58002,58002,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,1,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,600,390,1,10000,AimelAttack,0,,,,,0,,,,1,1.5,0,,0,Attack,0,0,0,0,,0,10000
58003,58003,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,3.2,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,2000,990,1,10000,HardinAttack,0,,Shake_UpAndDown,2,Both,0,,,,1,6,0,Common/PC_Hit_Elec_02,0,Attack,0,0,0,0,,0,10000
58004,58004,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,3000,2000,1,10000,DarkElfSkillFlameStrike_Staff,0,,,,,0,,BP/BP_PTC_Strike_Fire_01,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58005,58005,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,1.1,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,700,400,1,10000,HumanAttack_Sword_A,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58006,58006,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,4.5,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,2843,2020,1,10000,CatTheCat_01Attack,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58011,58011,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.2,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1400,800,1,10000,DarkElfSkillPowerStrike_Sword,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58012,58012,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,900,600,1,10000,DarkElfSkillFlameStrike_Staff,0,,,,,0,,BP/BP_PTC_Strike_Fire_01,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58021,58021,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1300,700,1,10000,ElfSkillEnergyBlast,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
58022,58022,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1930,9901490,1,10000,ElfSkillDoubleShot_Bow,0,,,,,0,,,,1,3,0,,0,Attack,0,0,0,0,,0,10000
58023,58023,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.2,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1400,800,1,10000,ElfSkillPowerStrike,0,,,,,0,,,,1,1.5,0,,0,Attack,0,0,0,0,,0,10000
58024,58024,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.2,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1400,800,1,10000,ElfSkillPowerStrike,0,,,,,0,,,,1,1.5,0,,0,Attack,0,0,0,0,,0,10000
58031,58031,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,1.1,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,700,399,1,10000,HumanAttack_Sword_B,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58032,58032,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,970,550,1,10000,HumanAttack_Bow_A,0,,,,,0,,,,1,6,0,,1,Attack,0,0,0,0,,0,10000
58033,58033,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,1.1,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,700,504,1,10000,HumanAttack_Sword_E,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58034,58034,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.4,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1533,846,1,10000,ArmorMerchant_01Attack,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58041,58041,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,0.7,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,470,390,1,10000,ElfAttack_Dagger_A,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
58051,58051,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,900,600,1,10000,DarkElfSkillFlameStrike_Staff,0,,,,,0,,BP/BP_PTC_Strike_Fire_01,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58061,58061,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.2,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1400,800,1,10000,ElfSkillPowerStrike,0,,,,,0,,,,1,1.5,0,,0,Attack,0,0,0,0,,0,10000
58071,58071,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.2,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1400,800,1,10000,DwarfSkillMortalBlow_Dagger,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
58072,58072,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1400,800,1,10000,DwarfSkillWindStrike,0,,,,,0,,Hit/Strike_Wind_01,,1,4,0,,0,Attack,0,0,0,0,,0,10000
58081,58081,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1533,846,1,10000,ElfSkillPoisonSwamp,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58091,58091,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.4,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1533,850,1,10000,SmeltingMerchant_01Attack,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58101,58101,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1500,838,1,10000,MagicianAttack,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58111,58111,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.4,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1500,847,1,10000,ItemMerchant_01Attack,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58121,58121,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.4,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1533,845,1,10000,OfficerAttack,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58131,58131,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,1.1,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,700,400,1,10000,HumanAttack_Sword_A,0,,,,,0,,,,1,3,0,,1,Attack,0,0,0,0,,0,10000
58141,58141,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,890,500,1,10000,HumanSkillEnergyBolt,0,,,,,0,,Hit/Strike_Energy_01,,1,1.5,0,Common/PC_Hit_Energy_01,1,Attack,0,0,0,0,,0,10000
58151,58151,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1800,870,1,10000,HumanAttack_Spear_F,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
58152,58152,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,1.6,CasterPosition,Fan,"""radius"":350,""angle"":90",Enemy,0,4,,,Time,1016,611,1,10000,HumanSkillJudgement,0,,,,,0,,,,1,2,0,,0,Attack,1,1,0,0,,0,10000
58153,58153,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.5,CasterPosition,Circle,"""radius"":400",Enemy,0,4,,,Time,1567,805,1,10000,HumanSkillThunderStorm,0,,,,,0,,,,1,2,0,,0,Attack,1,1,0,0,,0,10000
58161,58161,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,2.4,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,1533,846,1,10000,CityGuard_01Attack_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
58162,58162,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,1.2,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,767,490,1,10000,CityGuard_01Attack_02,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
58163,58163,0,0,0,,Active,Max,,,0,200,,1,None,,,,,0,,,,,,1.2,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,3,,,Time,767,466,1,10000,CityGuard_01Attack_03,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
58164,58164,0,0,0,,Active,Max,,,0,600,,1,None,,,,13,0,,,,,,1.6,CasterPosition,Circle,"""radius"":600",Enemy,0,5,,,Time,1000,536,1,10000,BeholderAttack,0,,,,,0,,Common/SoulShotStrike_04,,1,6,0,,1,Attack,0,0,0,0,,0,10000
60001,60001,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,5,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1470,960,1,17600,AntelopeSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60002,60002,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,6.4,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,2100,280,1,25200,TimakOrcSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60003,60003,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,2.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1800,980,1,21600,TimakOrcWarriorSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60004,60004,0,0,292000060004,,Active,Max,,,0,200,,,None,,,,,0,,,,,,3.5,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1830,680,1,17000,PoisonSpiderSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60005,60005,0,0,292000060005,,Active,Max,,,0,200,,,None,,,,,0,,,,,,2.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1800,760,1,21600,GrizzlySkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60006,60006,0,0,292000060004,,Active,Max,,,0,200,,,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1870,1040,1,17400,HornetSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60007,60007,0,0,292000060005,,Active,Max,,,0,200,,,None,,,,,0,,,,,,2.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1870,800,1,22400,KingBugbearSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60008,60008,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,2.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1570,460,1,19000,LetoLizardmanSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60009,60009,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,2.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1800,460,1,21600,LetoLizardmanWarriorSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60010,60010,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,2500,660,1,30000,MailleLizardmanWarriorSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60011,60011,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,3.8,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,2500,1260,1,30000,MarshStakatoSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60012,60012,0,0,292000060004,,Active,Max,,,0,200,,,None,,,,,0,,,,,,4.76,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1830,680,1,17000,PoisonSpiderSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60013,60013,0,0,292000060013,,Active,Max,,,0,200,,,None,,,,,0,,,,,,3.05,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1170,590,1,14000,PortraitSpiritSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60014,60014,0,0,292000060013,,Active,Max,,,0,200,,,None,,,,,0,,,,,,5.2,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,2000,800,1,24000,ReaperSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60015,60015,0,0,292000060005,,Active,Max,,,0,200,,,None,,,,,0,,,,,,9.55,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,3670,2090,1,44000,SkeletonChaserSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60016,60016,0,0,292000060016,,Active,Max,,,0,200,,,None,,,,,0,,,,,,3.57,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1370,610,1,11500,VampireBatSkill_01,0,,,,,0,,Hit/TribalWar_hit_gi,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60017,60017,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,4.09,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1570,760,1,19000,WindsusSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60018,60018,0,0,292000060005,,Active,Max,,,0,200,,,None,,,,,0,,,,,,6.5,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,2500,1490,1,1000,ZombieLordCrowlSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60019,60019,0,0,292000060005,,Active,Max,,,0,200,,,None,,,,,0,,,,,,4.42,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1700,1040,1,20000,DarkLeopardSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60020,60020,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,3.9,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1500,840,1,18000,TanorSilenosWarriorSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60021,60021,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,4.5,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1730,630,1,20700,TanorSilenosSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60022,60022,0,0,292000060004,,Active,Max,,,0,200,,,None,,,,,0,,,,,,4.24,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1630,950,1,14500,OlMahumScoutSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60023,60023,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,4.68,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1800,1210,1,21600,OlMahumChampionSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60024,60024,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,5.54,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,2130,450,1,25500,TanorSilenosChieftainSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60025,60025,0,0,292000060025,,Active,Max,,,0,200,,,None,,,,,0,,,,,,6.43,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,2470,890,1,15000,DarkKnightSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60026,60026,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,5.39,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,2070,1180,1,25000,StoneGolemSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60027,60027,0,0,292000060025,,Active,Max,,,0,200,,,None,,,,,0,,,,,,4.24,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1630,1000,1,9800,SnipeSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60028,60028,0,0,292000060025,,Active,Max,,,0,200,,,None,,,,,0,,,,,,6.5,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,2500,1340,1,15000,MefordeSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60029,60029,0,0,292000060005,,Active,Max,,,0,200,,,None,,,,,0,,,,,,4.76,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1830,760,1,22000,PremoSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60030,60030,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,4.68,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1800,1010,1,21600,LorcaSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60031,60031,0,0,292000060004,,Active,Max,,,0,200,,,None,,,,,0,,,,,,3.31,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1270,630,1,10300,MandragoraSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60032,60032,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,4.87,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1870,780,1,22400,DoomServantSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60033,60033,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,6.58,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,2530,1730,1,30300,CrimsonBindSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60034,60034,0,0,292000060001,,Active,Max,,,0,200,,,None,,,,,0,,,,,,4.68,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1800,950,1,21600,DeathFireSkill_01,0,,,,,0,,,,1,2,0,,1,Attack,0,0,0,0,,0,10000
60035,60035,0,0,292000060016,,Active,Max,,,0,200,,,None,,,,,0,,,,,,3.9,CasterPosition,Fan,"""radius"":200,""angle"":120",Enemy,0,20,,,Time,1500,710,1,13000,BlackWolfSkill_01,0,,,,,0,,Hit/TribalWar_hit_gi,,1,2,0,,1,Attack,0,0,0,0,,0,10000
