Id,OptionGroup,EffectType,EffectParam
955,11006,DefensePowerPhy,258
956,11006,DefensePowerMag,258
957,11006,MaxHP,336
958,11006,MaxMP,336
959,11006,HitValue,150
960,11006,DodgeValue,150
961,11006,Penetration,282
962,11006,Resilience,282
963,11006,AddIgnoreDefenseDamage,24
964,11006,AddDecreaseDamage,24
965,11006,CriticalValue,276
966,11006,AntiCriticalValue,336
967,11007,AttackPowerPhy,259
968,11007,AttackPowerMag,259
969,11007,DefensePowerPhy,301
970,11007,DefensePowerMag,301
971,11007,MaxHP,392
972,11007,MaxMP,392
973,11007,HitValue,175
974,11007,DodgeValue,175
975,11007,Penetration,329
976,11007,Resilience,329
977,11007,AddIgnoreDefenseDamage,28
978,11007,AddDecreaseDamage,28
979,11007,CriticalValue,322
980,11007,AntiCriticalValue,392
981,11101,AttackPowerPhy,41
982,11101,AttackPowerMag,41
983,11101,DefensePowerPhy,48
984,11101,DefensePowerMag,48
985,11101,MaxHP,62
986,11101,MaxMP,62
987,11101,HitValue,28
988,11101,DodgeValue,28
989,11101,Penetration,52
990,11101,Resilience,52
991,11101,AddIgnoreDefenseDamage,4
992,11101,AddDecreaseDamage,4
993,11101,CriticalValue,51
994,11101,AntiCriticalValue,62
995,11102,AttackPowerPhy,82
996,11102,AttackPowerMag,82
997,11102,DefensePowerPhy,96
998,11102,DefensePowerMag,96
999,11102,MaxHP,124
1000,11102,MaxMP,124
1001,11102,HitValue,56
1002,11102,DodgeValue,56
1003,11102,Penetration,104
1004,11102,Resilience,104
1005,11102,AddIgnoreDefenseDamage,8
1006,11102,AddDecreaseDamage,8
1007,11102,CriticalValue,102
1008,11102,AntiCriticalValue,124
1009,11103,AttackPowerPhy,123
1010,11103,AttackPowerMag,123
1011,11103,DefensePowerPhy,144
1012,11103,DefensePowerMag,144
1013,11103,MaxHP,186
1014,11103,MaxMP,186
1015,11103,HitValue,84
1016,11103,DodgeValue,84
1017,11103,Penetration,156
1018,11103,Resilience,156
1019,11103,AddIgnoreDefenseDamage,12
1020,11103,AddDecreaseDamage,12
1021,11103,CriticalValue,153
1022,11103,AntiCriticalValue,186
1023,11104,AttackPowerPhy,164
1024,11104,AttackPowerMag,164
1025,11104,DefensePowerPhy,192
1026,11104,DefensePowerMag,192
1027,11104,MaxHP,248
1028,11104,MaxMP,248
1029,11104,HitValue,112
1030,11104,DodgeValue,112
1031,11104,Penetration,208
1032,11104,Resilience,208
1033,11104,AddIgnoreDefenseDamage,16
1034,11104,AddDecreaseDamage,16
1035,11104,CriticalValue,204
1036,11104,AntiCriticalValue,248
1037,11105,AttackPowerPhy,205
1038,11105,AttackPowerMag,205
1039,11105,DefensePowerPhy,240
1040,11105,DefensePowerMag,240
1041,11105,MaxHP,310
1042,11105,MaxMP,310
1043,11105,HitValue,140
1044,11105,DodgeValue,140
1045,11105,Penetration,260
1046,11105,Resilience,260
1047,11105,AddIgnoreDefenseDamage,20
1048,11105,AddDecreaseDamage,20
1049,11105,CriticalValue,255
1050,11105,AntiCriticalValue,310
1051,11106,AttackPowerPhy,246
1052,11106,AttackPowerMag,246
1053,11106,DefensePowerPhy,288
1054,11106,DefensePowerMag,288
1055,11106,MaxHP,372
1056,11106,MaxMP,372
1057,11106,HitValue,168
1058,11106,DodgeValue,168
1059,11106,Penetration,312
1060,11106,Resilience,312
1061,11106,AddIgnoreDefenseDamage,24
1062,11106,AddDecreaseDamage,24
1063,11106,CriticalValue,306
1064,11106,AntiCriticalValue,372
1065,11107,AttackPowerPhy,287
1066,11107,AttackPowerMag,287
1067,11107,DefensePowerPhy,336
1068,11107,DefensePowerMag,336
1069,11107,MaxHP,434
1070,11107,MaxMP,434
1071,11107,HitValue,196
1072,11107,DodgeValue,196
1073,11107,Penetration,364
1074,11107,Resilience,364
1075,11107,AddIgnoreDefenseDamage,28
1076,11107,AddDecreaseDamage,28
1077,11107,CriticalValue,357
1078,11107,AntiCriticalValue,434
1079,11201,AttackPowerPhy,45
1080,11201,AttackPowerMag,45
1081,11201,DefensePowerPhy,52
1082,11201,DefensePowerMag,52
1083,11201,MaxHP,68
1084,11201,MaxMP,68
1085,11201,HitValue,31
1086,11201,DodgeValue,31
1087,11201,Penetration,57
1088,11201,Resilience,57
1089,11201,AddIgnoreDefenseDamage,4
1090,11201,AddDecreaseDamage,4
1091,11201,CriticalValue,56
1092,11201,AntiCriticalValue,68
1093,11202,AttackPowerPhy,90
1094,11202,AttackPowerMag,90
1095,11202,DefensePowerPhy,104
1096,11202,DefensePowerMag,104
1097,11202,MaxHP,136
1098,11202,MaxMP,136
1099,11202,HitValue,62
1100,11202,DodgeValue,62
1101,11202,Penetration,114
1102,11202,Resilience,114
1103,11202,AddIgnoreDefenseDamage,8
1104,11202,AddDecreaseDamage,8
1105,11202,CriticalValue,112
1106,11202,AntiCriticalValue,136
1107,11203,AttackPowerPhy,135
1108,11203,AttackPowerMag,135
1109,11203,DefensePowerPhy,156
1110,11203,DefensePowerMag,156
1111,11203,MaxHP,204
1112,11203,MaxMP,204
1113,11203,HitValue,93
1114,11203,DodgeValue,93
1115,11203,Penetration,171
1116,11203,Resilience,171
1117,11203,AddIgnoreDefenseDamage,12
1118,11203,AddDecreaseDamage,12
1119,11203,CriticalValue,168
1120,11203,AntiCriticalValue,204
1121,11204,AttackPowerPhy,180
1122,11204,AttackPowerMag,180
1123,11204,DefensePowerPhy,208
1124,11204,DefensePowerMag,208
1125,11204,MaxHP,272
1126,11204,MaxMP,272
1127,11204,HitValue,124
1128,11204,DodgeValue,124
1129,11204,Penetration,228
1130,11204,Resilience,228
1131,11204,AddIgnoreDefenseDamage,16
1132,11204,AddDecreaseDamage,16
1133,11204,CriticalValue,224
1134,11204,AntiCriticalValue,272
1135,11205,AttackPowerPhy,225
1136,11205,AttackPowerMag,225
1137,11205,DefensePowerPhy,260
1138,11205,DefensePowerMag,260
1139,11205,MaxHP,340
1140,11205,MaxMP,340
1141,11205,HitValue,155
1142,11205,DodgeValue,155
1143,11205,Penetration,285
1144,11205,Resilience,285
1145,11205,AddIgnoreDefenseDamage,20
1146,11205,AddDecreaseDamage,20
1147,11205,CriticalValue,280
1148,11205,AntiCriticalValue,340
1149,11206,AttackPowerPhy,270
1150,11206,AttackPowerMag,270
1151,11206,DefensePowerPhy,312
1152,11206,DefensePowerMag,312
1153,11206,MaxHP,408
1154,11206,MaxMP,408
1155,11206,HitValue,186
1156,11206,DodgeValue,186
1157,11206,Penetration,342
1158,11206,Resilience,342
1159,11206,AddIgnoreDefenseDamage,24
1160,11206,AddDecreaseDamage,24
1161,11206,CriticalValue,336
1162,11206,AntiCriticalValue,408
1163,11207,AttackPowerPhy,315
1164,11207,AttackPowerMag,315
1165,11207,DefensePowerPhy,364
1166,11207,DefensePowerMag,364
1167,11207,MaxHP,476
1168,11207,MaxMP,476
1169,11207,HitValue,217
1170,11207,DodgeValue,217
1171,11207,Penetration,399
1172,11207,Resilience,399
1173,11207,AddIgnoreDefenseDamage,28
1174,11207,AddDecreaseDamage,28
1175,11207,CriticalValue,392
1176,11207,AntiCriticalValue,476
