Id,SkillId,CastingFireYn,CollisionUnitGroup,CollisionUnitType,CollisionUnitParam,TargetType,EffectType,EffectTypeNameKey,EffectParam,EffectGrowth1,EffectGrowth2,ReductionRate,ExceptNpcGrade,ExceptPlayer,IsPreEffectAction,PointCount
600141,60014,0,,,,,DamagePhy,0,"0, 0, 24000, 24000",1,1,,,0,0,
600151,60015,0,,,,,DamagePhy,0,"0, 0, 44000, 44000",1,1,,,0,0,
600161,60016,0,,,,,DamagePhy,0,"0, 0, 16400, 16400",1,1,,,0,0,
600171,60017,0,,,,,DamagePhy,0,"0, 0, 19000, 19000",1,1,,,0,0,
600181,60018,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
600191,60019,0,,,,,DamagePhy,0,"0, 0, 20000, 20000",1,1,,,0,0,
600201,60020,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
600211,60021,0,,,,,DamagePhy,0,"0, 0, 20700, 20700",1,1,,,0,0,
600221,60022,0,,,,,DamagePhy,0,"0, 0, 19600, 19600",1,1,,,0,0,
600231,60023,0,,,,,DamagePhy,0,"0, 0, 21600, 21600",1,1,,,0,0,
600241,60024,0,,,,,DamagePhy,0,"0, 0, 25500, 25500",1,1,,,0,0,
600251,60025,0,,,,,DamagePhy,0,"0, 0, 29600, 29600",1,1,,,0,0,
600261,60026,0,,,,,DamagePhy,0,"0, 0, 25000, 25000",1,1,,,0,0,
600271,60027,0,,,,,DamagePhy,0,"0, 0, 19600, 19600",1,1,,,0,0,
600281,60028,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
600291,60029,0,,,,,DamagePhy,0,"0, 0, 22000, 22000",1,1,,,0,0,
600301,60030,0,,,,,DamagePhy,0,"0, 0, 21600, 21600",1,1,,,0,0,
600311,60031,0,,,,,DamagePhy,0,"0, 0, 15200, 15200",1,1,,,0,0,
600321,60032,0,,,,,DamagePhy,0,"0, 0, 22400, 22400",1,1,,,0,0,
600331,60033,0,,,,,DamagePhy,0,"0, 0, 30300, 30300",1,1,,,0,0,
600341,60034,0,,,,,DamagePhy,0,"0, 0, 21600, 21600",1,1,,,0,0,
600351,60035,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
600361,60036,0,,,,,DamagePhy,0,"0, 0, 25200, 25200",1,1,,,0,0,
600371,60037,0,,,,,DamagePhy,0,"0, 0, 17600, 17600",1,1,,,0,0,
600381,60038,0,,,,,DamagePhy,0,"0, 0, 24000, 24000",1,1,,,0,0,
600391,60039,0,,,,,DamagePhy,0,"0, 0, 21200, 21200",1,1,,,0,0,
600401,60040,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
600411,60041,0,,,,,DamagePhy,0,"0, 0, 23600, 23600",1,1,,,0,0,
600421,60042,0,,,,,DamagePhy,0,"0, 0, 21600, 21600",1,1,,,0,0,
600431,60043,0,,,,,DamagePhy,0,"0, 0, 15600, 15600",1,1,,,0,0,
600441,60044,0,,,,,DamagePhy,0,"0, 0, 21600, 21600",1,1,,,0,0,
600451,60045,0,,,,,DamagePhy,0,"0, 0, 26800, 26800",1,1,,,0,0,
600461,60046,0,,,,,DamagePhy,0,"0, 0, 26800, 26800",1,1,,,0,0,
600471,60047,0,,,,,DamagePhy,0,"0, 0, 19000, 19000",1,1,,,0,0,
600481,60048,0,,,,,DamagePhy,0,"0, 0, 24000, 24000",1,1,,,0,0,
600491,60049,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
600501,60050,0,,,,,DamageMag,0,"0, 0, 28000, 28000",1,1,,,0,0,
600511,60051,0,,,,,DamageMag,0,"0, 0, 34400, 34400",1,1,,,0,0,
600521,60052,0,,,,,DamageMag,0,"0, 0, 30800, 30800",1,1,,,0,0,
600531,60053,0,,,,,DamageMag,0,"0, 0, 18000, 18000",1,1,,,0,0,
600541,60054,0,,,,,DamagePhy,0,"0, 0, 21600, 21600",1,1,,,0,0,
600551,60055,0,,,,,DamagePhy,0,"0, 0, 25000, 25000",1,1,,,0,0,
600561,60056,0,,,,,DamagePhy,0,"0, 0, 36000, 36000",1,1,,,0,0,
600571,60057,0,,,,,DamagePhy,0,"0, 0, 26000, 26000",1,1,,,0,0,
600581,60058,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
600591,60059,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
600601,60060,0,,,,,DamagePhy,0,"0, 0, 22200, 22200",1,1,,,0,0,
600611,60061,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
600621,60062,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
600631,60063,0,,,,,DamagePhy,0,"0, 0, 21600, 21600",1,1,,,0,0,
600641,60064,0,,,,,DamageMag,0,"0, 0, 20000, 20000",1,1,,,0,0,
600651,60065,0,,,,,DamagePhy,0,"0, 0, 24000, 24000",1,1,,,0,0,
600661,60066,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
600671,60067,0,,,,,DamagePhy,0,"0, 0, 19500, 19500",1,1,,,0,0,
600681,60068,0,,,,,DamagePhy,0,"0, 0, 21600, 21600",1,1,,,0,0,
600691,60069,0,,,,,DamagePhy,0,"0, 0, 36000, 36000",1,1,,,0,0,
600701,60070,0,,,,,DamagePhy,0,"0, 0, 25600, 25600",1,1,,,0,0,
600711,60071,0,,,,,DamageMag,0,"0, 0, 16800, 16800",1,1,,,0,0,
600721,60072,0,,,,,DamagePhy,0,"0, 0, 34800, 34800",1,1,,,0,0,
600731,60073,0,,,,,DamageMag,0,"0, 0, 37600, 37600",1,1,,,0,0,
600741,60074,0,,,,,DamagePhy,0,"0, 0, 25200, 25200",1,1,,,0,0,
600751,60075,0,,,,,DamagePhy,0,"0, 0, 20000, 20000",1,1,,,0,0,
600761,60076,0,,,,,DamageMag,0,"0, 0, 20800, 20800",1,1,,,0,0,
600771,60077,0,,,,,DamageMag,0,"0, 0, 50600, 50600",1,1,,,0,0,
600781,60078,0,,,,,DamageMag,0,"0, 0, 24000, 24000",1,1,,,0,0,
600791,60079,0,,,,,DamagePhy,0,"0, 0, 21600, 21600",1,1,,,0,0,
600801,60080,0,,,,,DamagePhy,0,"0, 0, 21600, 21600",1,1,,,0,0,
600811,60081,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
600821,60082,0,,,,,DamagePhy,0,"0, 0, 17600, 17600",1,1,,,0,0,
600831,60083,0,,,,,DamagePhy,0,"0, 0, 12000, 12000",1,1,,,0,0,
600841,60084,0,,,,,DamagePhy,0,"0, 0, 21600, 21600",1,1,,,0,0,
600851,60085,0,,,,,DamagePhy,0,"0, 0, 21200, 21200",1,1,,,0,0,
600861,60086,0,,,,,DamagePhy,0,"0, 0, 25200, 25200",1,1,,,0,0,
600871,60087,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
600881,60088,0,,,,,DamagePhy,0,"0, 0, 12000, 12000",1,1,,,0,0,
600891,60089,0,,,,,DamagePhy,0,"0, 0, 12000, 12000",1,1,,,0,0,
600901,60090,0,,,,,DamagePhy,0,"0, 0, 8000, 8000",1,1,,,0,0,
600911,60091,0,,,,,DamagePhy,0,"0, 0, 12000, 12000",1,1,,,0,0,
600921,60092,0,,,,,DamagePhy,0,"0, 0, 12000, 12000",1,1,,,0,0,
600931,60093,0,,,,,DamagePhy,0,"0, 0, 8000, 8000",1,1,,,0,0,
600941,60094,0,,,,,DamagePhy,0,"0, 0, 12000, 12000",1,1,,,0,0,
1600181,160018,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
1600321,160032,0,,,,,DamagePhy,0,"0, 0, 22400, 22400",1,1,,,0,0,
1600331,160033,0,,,,,DamagePhy,0,"0, 0, 30300, 30300",1,1,,,0,0,
1600561,160056,0,,,,,DamagePhy,0,"0, 0, 36000, 36000",1,1,,,0,0,
600951,60095,0,,,,,None,0,,,,,,0,0,
600961,60096,0,,,,,GroundObject,0,"60096, 0, 2000",,,,,0,0,
600971,60097,0,,,,,GroundObject,0,"60097, 0, 2400",1,1,,,0,0,
600981,60098,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
600991,60098,0,,,,,Buff,0,60099,,,,,0,0,
600992,60099,0,,,,,DamagePhy,0,"0, 0, 38000, 38000",1,1,,,0,0,
601001,60100,0,,,,,GroundObject,0,"60100, 0, 2100",,,,,0,0,
601011,60101,0,,,,,DamagePhy,0,"0, 0, 24400, 24400",1,1,,,0,0,
601021,60102,0,,,,,DamagePhy,0,"0, 0, 43000, 43000",1,1,,,0,0,
601031,60103,0,,,,,Buff,0,60103,,,,,0,0,
601041,60104,0,,,,,DamagePhy,0,"0, 0, 42500, 42500",1,1,,,0,0,
601042,60104,0,,,,,Buff,0,1001,,,,,0,0,
601051,60105,0,,,,,DamagePhy,0,"0, 0, 42000, 42000",1,1,,,0,0,
601061,60106,0,,,,,HPHeal,0,"0, 0, 10000, 10000",1,1,,,0,0,
601071,60107,0,,,,,Projectile,0,60107,,,,,0,0,
601081,60108,0,,,,,DamagePhy,0,"0, 0, 10000, 10000",1,1,,,0,0,
601082,60108,0,,,,,Buff,0,14232,,,,,0,0,
601091,60109,0,,,,,Projectile,0,60109,,,,,0,0,
601101,60110,0,,,,,DamagePhy,0,"0, 0, 20000, 20000",1,1,,,0,0,
601112,60111,0,,,,,Buff,0,10111,,,,,0,0,
601131,60113,0,,,,,DamagePhy,0,"0, 0, 23000, 23000",1,1,,,0,0,
601132,60113,0,,,,,Buff,0,1003,1,1,,,0,0,
601133,60113,0,,,,,HPSteal,0,"100000, 100000",1,1,,,0,0,
601141,60114,0,,,,,DamagePhy,0,"0, 0, 32000, 32000",1,1,,,0,0,
601142,60114,0,,,,,Buff,0,50010,1,1,,,0,0,
601143,60114,0,,,,,HPSteal,0,"100000, 100000",1,1,,,0,0,
601151,60115,0,,,,,GroundObject,0,"60115, 0, 2950",1,1,,,0,0,
601161,60116,0,,,,,DamagePhy,0,"0, 0, 10000, 10000",1,1,,,0,0,
601181,60118,0,,,,,Buff,0,60118,,,,,0,0,
601211,60121,0,,,,,DamagePhy,0,"0, 0, 14300, 14300",1,1,,,0,0,
601221,60122,0,,,,,DamagePhy,0,"0, 0, 19500, 19500",1,1,,,0,0,
710111,71011,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
710121,71012,0,,,,,DamagePhy,0,"0, 0, 42500, 42500",1,1,,,0,0,
710122,71012,0,,,,,Buff,0,1001,,,,,0,0,
710131,71013,0,,,,,DamagePhy,0,"0, 0, 42000, 42000",1,1,,,0,0,
710132,71013,0,,,,,Buff,0,1001,,,,,0,0,
710211,71021,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
710221,71022,0,,,,,DamagePhy,0,"0, 0, 45200, 45200",1,1,,,0,0,
710222,71022,0,,,,,Buff,0,1001,,,,,0,0,
710231,71023,0,,,,,DamagePhy,0,"0, 0, 40000, 40000",1,1,,,0,0,
710232,71023,0,,,,,Buff,0,71023,,,,,0,0,
710311,71031,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
710321,71032,0,,,,,GroundObject,0,71032,,,,,0,0,
710331,71033,0,,,,,None,0,0,,,,,0,0,
710411,71041,0,,,,,DamagePhy,0,"0, 0, 18300, 18300",1,1,,,0,0,
710421,71042,0,,,,,DamagePhy,0,"0, 0, 24400, 24400",1,1,,,0,0,
710422,71042,0,,,,,Buff,0,1001,,,,,0,0,
710431,71043,0,,,,,DamagePhy,0,"0, 0, 44000, 44000",1,1,,,0,0,
710432,71043,0,,,,,Buff,0,1001,,,,,0,0,
710511,71051,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
710521,71052,0,,,,,DamagePhy,0,"0, 0, 43000, 43000",1,1,,,0,0,
710522,71052,0,,,,,Buff,0,50006,,,,,0,0,
710531,71053,0,,,,,None,0,0,,,,,0,0,
710611,71061,0,,,,,DamagePhy,0,"0, 0, 26000, 26000",1,1,,,0,0,
710621,71062,0,,,,,DamagePhy,0,"0, 0, 35000, 35000",1,1,,,0,0,
710622,71062,0,,,,,Buff,0,50006,,,,,0,0,
710623,71062,0,,,,,Buff,0,1001,,,,,0,0,
710631,71063,0,,,,,DamagePhy,0,"0, 0, 38000, 38000",1,1,,,0,0,
710711,71071,0,,,,,DamagePhy,0,"0, 0, 26000, 26000",1,1,,,0,0,
710721,71072,0,,,,,GroundObject,0,71072,,,,,0,0,
710731,71073,0,,,,,GroundObject,0,71073,1,1,,,0,0,
711111,71111,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
711121,71112,0,,,,,DamagePhy,0,"0, 0, 42500, 42500",1,1,,,0,0,
711122,71112,0,,,,,Buff,0,1001,,,,,0,0,
711131,71113,0,,,,,DamagePhy,0,"0, 0, 42000, 42000",1,1,,,0,0,
711132,71113,0,,,,,Buff,0,1001,,,,,0,0,
711211,71121,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
711221,71122,0,,,,,DamagePhy,0,"0, 0, 45200, 45200",1,1,,,0,0,
711222,71122,0,,,,,Buff,0,1001,,,,,0,0,
711231,71123,0,,,,,DamagePhy,0,"0, 0, 40000, 40000",1,1,,,0,0,
711232,71123,0,,,,,Buff,0,71023,,,,,0,0,
711311,71131,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
711321,71132,0,,,,,GroundObject,0,71032,,,,,0,0,
711331,71133,0,,,,,None,0,0,,,,,0,0,
711411,71141,0,,,,,DamagePhy,0,"0, 0, 18300, 18300",1,1,,,0,0,
711421,71142,0,,,,,DamagePhy,0,"0, 0, 24400, 24400",1,1,,,0,0,
711422,71142,0,,,,,Buff,0,1001,,,,,0,0,
711431,71143,0,,,,,DamagePhy,0,"0, 0, 44000, 44000",1,1,,,0,0,
711432,71143,0,,,,,Buff,0,1001,,,,,0,0,
711511,71151,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
711521,71152,0,,,,,DamagePhy,0,"0, 0, 43000, 43000",1,1,,,0,0,
711522,71152,0,,,,,Buff,0,50006,,,,,0,0,
711531,71153,0,,,,,None,0,0,,,,,0,0,
711611,71161,0,,,,,DamagePhy,0,"0, 0, 26000, 26000",1,1,,,0,0,
711621,71162,0,,,,,DamagePhy,0,"0, 0, 35000, 35000",1,1,,,0,0,
711622,71162,0,,,,,Buff,0,50006,,,,,0,0,
711623,71162,0,,,,,Buff,0,1001,,,,,0,0,
711631,71163,0,,,,,DamagePhy,0,"0, 0, 38000, 38000",1,1,,,0,0,
711711,71171,0,,,,,DamagePhy,0,"0, 0, 26000, 26000",1,1,,,0,0,
711721,71172,0,,,,,GroundObject,0,71072,,,,,0,0,
711731,71173,0,,,,,GroundObject,0,71073,1,1,,,0,0,
712111,71211,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
712121,71212,0,,,,,DamagePhy,0,"0, 0, 42500, 42500",1,1,,,0,0,
712122,71212,0,,,,,Buff,0,1001,,,,,0,0,
712131,71213,0,,,,,DamagePhy,0,"0, 0, 42000, 42000",1,1,,,0,0,
712132,71213,0,,,,,Buff,0,1001,,,,,0,0,
712211,71221,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
712221,71222,0,,,,,DamagePhy,0,"0, 0, 45200, 45200",1,1,,,0,0,
712222,71222,0,,,,,Buff,0,1001,,,,,0,0,
712231,71223,0,,,,,DamagePhy,0,"0, 0, 40000, 40000",1,1,,,0,0,
712232,71223,0,,,,,Buff,0,71023,,,,,0,0,
712311,71231,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
712321,71232,0,,,,,GroundObject,0,71032,,,,,0,0,
712331,71233,0,,,,,None,0,0,,,,,0,0,
712411,71241,0,,,,,DamagePhy,0,"0, 0, 18300, 18300",1,1,,,0,0,
712421,71242,0,,,,,DamagePhy,0,"0, 0, 24400, 24400",1,1,,,0,0,
712422,71242,0,,,,,Buff,0,1001,,,,,0,0,
712431,71243,0,,,,,DamagePhy,0,"0, 0, 44000, 44000",1,1,,,0,0,
712432,71243,0,,,,,Buff,0,1001,,,,,0,0,
712511,71251,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
712521,71252,0,,,,,DamagePhy,0,"0, 0, 43000, 43000",1,1,,,0,0,
712522,71252,0,,,,,Buff,0,50006,,,,,0,0,
712531,71253,0,,,,,None,0,0,,,,,0,0,
712611,71261,0,,,,,DamagePhy,0,"0, 0, 26000, 26000",1,1,,,0,0,
712621,71262,0,,,,,DamagePhy,0,"0, 0, 35000, 35000",1,1,,,0,0,
712622,71262,0,,,,,Buff,0,50006,,,,,0,0,
712623,71262,0,,,,,Buff,0,1001,,,,,0,0,
712631,71263,0,,,,,DamagePhy,0,"0, 0, 38000, 38000",1,1,,,0,0,
712711,71271,0,,,,,DamagePhy,0,"0, 0, 26000, 26000",1,1,,,0,0,
712721,71272,0,,,,,GroundObject,0,71072,,,,,0,0,
712731,71273,0,,,,,GroundObject,0,71073,1,1,,,0,0,
713111,71311,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
713121,71312,0,,,,,DamagePhy,0,"0, 0, 42500, 42500",1,1,,,0,0,
713122,71312,0,,,,,Buff,0,1001,,,,,0,0,
713131,71313,0,,,,,DamagePhy,0,"0, 0, 42000, 42000",1,1,,,0,0,
713132,71313,0,,,,,Buff,0,1001,,,,,0,0,
713211,71321,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
713221,71322,0,,,,,DamagePhy,0,"0, 0, 45200, 45200",1,1,,,0,0,
713222,71322,0,,,,,Buff,0,1001,,,,,0,0,
713231,71323,0,,,,,DamagePhy,0,"0, 0, 40000, 40000",1,1,,,0,0,
713232,71323,0,,,,,Buff,0,71023,,,,,0,0,
713311,71331,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
713321,71332,0,,,,,GroundObject,0,71032,,,,,0,0,
713331,71333,0,,,,,None,0,0,,,,,0,0,
713411,71341,0,,,,,DamagePhy,0,"0, 0, 18300, 18300",1,1,,,0,0,
713421,71342,0,,,,,DamagePhy,0,"0, 0, 24400, 24400",1,1,,,0,0,
713422,71342,0,,,,,Buff,0,1001,,,,,0,0,
713431,71343,0,,,,,DamagePhy,0,"0, 0, 44000, 44000",1,1,,,0,0,
713432,71343,0,,,,,Buff,0,1001,,,,,0,0,
713511,71351,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
713521,71352,0,,,,,DamagePhy,0,"0, 0, 43000, 43000",1,1,,,0,0,
713522,71352,0,,,,,Buff,0,50006,,,,,0,0,
713531,71353,0,,,,,None,0,0,,,,,0,0,
713611,71361,0,,,,,DamagePhy,0,"0, 0, 26000, 26000",1,1,,,0,0,
713621,71362,0,,,,,DamagePhy,0,"0, 0, 35000, 35000",1,1,,,0,0,
713622,71362,0,,,,,Buff,0,50006,,,,,0,0,
713623,71362,0,,,,,Buff,0,1001,,,,,0,0,
713631,71363,0,,,,,DamagePhy,0,"0, 0, 38000, 38000",1,1,,,0,0,
713711,71371,0,,,,,DamagePhy,0,"0, 0, 26000, 26000",1,1,,,0,0,
713721,71372,0,,,,,GroundObject,0,71072,,,,,0,0,
713731,71373,0,,,,,GroundObject,0,71073,1,1,,,0,0,
714111,71411,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
714121,71412,0,,,,,DamagePhy,0,"0, 0, 42500, 42500",1,1,,,0,0,
714122,71412,0,,,,,Buff,0,1001,,,,,0,0,
714131,71413,0,,,,,DamagePhy,0,"0, 0, 42000, 42000",1,1,,,0,0,
714132,71413,0,,,,,Buff,0,1001,,,,,0,0,
714211,71421,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
714221,71422,0,,,,,DamagePhy,0,"0, 0, 45200, 45200",1,1,,,0,0,
714222,71422,0,,,,,Buff,0,1001,,,,,0,0,
714231,71423,0,,,,,DamagePhy,0,"0, 0, 40000, 40000",1,1,,,0,0,
714232,71423,0,,,,,Buff,0,71023,,,,,0,0,
714311,71431,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
714321,71432,0,,,,,GroundObject,0,71032,,,,,0,0,
714331,71433,0,,,,,None,0,0,,,,,0,0,
714411,71441,0,,,,,DamagePhy,0,"0, 0, 18300, 18300",1,1,,,0,0,
714421,71442,0,,,,,DamagePhy,0,"0, 0, 24400, 24400",1,1,,,0,0,
714422,71442,0,,,,,Buff,0,1001,,,,,0,0,
714431,71443,0,,,,,DamagePhy,0,"0, 0, 44000, 44000",1,1,,,0,0,
714432,71443,0,,,,,Buff,0,1001,,,,,0,0,
714511,71451,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",1,1,,,0,0,
714521,71452,0,,,,,DamagePhy,0,"0, 0, 43000, 43000",1,1,,,0,0,
714522,71452,0,,,,,Buff,0,71452,,,,,0,0,
714531,71453,0,,,,,None,0,0,,,,,0,0,
714611,71461,0,,,,,DamagePhy,0,"0, 0, 26000, 26000",1,1,,,0,0,
714621,71462,0,,,,,DamagePhy,0,"0, 0, 35000, 35000",1,1,,,0,0,
714622,71462,0,,,,,Buff,0,71462,,,,,0,0,
714623,71462,0,,,,,Buff,0,1001,,,,,0,0,
714631,71463,0,,,,,DamagePhy,0,"0, 0, 38000, 38000",1,1,,,0,0,
714711,71471,0,,,,,DamagePhy,0,"0, 0, 26000, 26000",1,1,,,0,0,
714721,71472,0,,,,,GroundObject,0,71472,,,,,0,0,
714731,71473,0,,,,,GroundObject,0,71073,1,1,,,0,0,
720111,72011,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",,,,,0,0,
500591,50059,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",1,1,,,0,0,
5005911,500591,0,,,,,DamagePhy,0,"0, 0, 50000, 50000",1,1,,,0,0,
720211,72021,0,,,,,DamagePhy,0,"0, 0, 38000, 38000",,,,,0,0,
720212,72021,0,,,,,Buff,0,720212,,,,,0,0,
720221,72022,0,,,,,DamagePhy,0,"0, 0, 20000, 20000",,,,,0,0,
720222,72022,0,,,,,Buff,0,720222,,,,,0,0,
720231,72023,0,,,,,GroundObject,0,720231,,,,,0,0,
720241,72024,0,,,,,Buff,0,720241,,,,,0,0,
720242,72024,0,,,,,Buff,0,720242,,,,,0,0,
720243,72024,0,,,,,Buff,0,720243,,,,,0,0,
720251,72025,0,,,,,Buff,0,720251,,,,,0,0,
720261,72026,0,,,,,DecreaseTargetHP,0,25000,,,,,0,0,
720262,72026,0,,,,,Die,0,,,,,,0,0,
720271,72027,0,,,,,DecreaseTargetHP,0,35000,,,,,0,0,
720272,72027,0,,,,,Die,0,,,,,,0,0,
7202711,720271,0,,,,,DecreaseTargetHP,0,90000,,,,,0,0,
7202712,720271,0,,,,,Die,0,,,,,,0,0,
720281,72028,0,,,,,DamagePhy,0,"0, 0, 18000, 18000",,,,,0,0,
720282,72028,0,,,,,Buff,0,720282,,,,,0,0,
720291,72029,0,,,,,HPHeal,0,"0, 0, 10000, 10000",,,,,0,0,
720301,72030,0,,,,,Buff,0,720301,,,,,0,0,
721211,72121,0,,,,,Buff,0,721211,,,,,0,0,
721221,72122,0,,,,,DamagePhy,0,"0, 0, 5000, 5000",,,,,0,0,
721222,72122,0,,,,,Buff,0,721222,,,,,0,0,
721231,72123,0,,,,,DamagePhy,0,"0, 0, 20000, 20000",,,,,0,0,
7212411,721241,0,,,,,Buff,0,7212411,,,,,0,0,
721241,72124,0,,,,,Buff,0,721241,,,,,0,0,
721251,72125,0,,,,,Buff,0,721242,,,,,0,0,
721261,72126,0,,,,,Buff,0,721243,,,,,0,0,
721271,72127,0,,,,,Buff,0,721244,,,,,0,0,
721281,72128,0,,,,,Buff,0,721245,,,,,0,0,
721291,72129,0,,,,,Buff,0,721246,,,,,0,0,
1720211,172021,0,,,,,DamagePhy,0,"0, 0, 80000, 80000",,,,,0,0,
1720212,172021,0,,,,,Buff,0,1720212,,,,,0,0,
1720221,172022,0,,,,,DamagePhy,0,"0, 0, 75000, 75000",,,,,0,0,
1720222,172022,0,,,,,Buff,0,1720222,,,,,0,0,
1720231,172023,0,,,,,DamagePhy,0,"0, 0, 75000, 75000",,,,,0,0,
1720241,172024,0,,,,,DamagePhy,0,"0, 0, 75000, 75000",,,,,0,0,
1720251,172025,0,,,,,DamagePhy,0,"0, 0, 75000, 75000",,,,,0,0,
1720252,172025,0,,,,,Buff,0,1720222,,,,,0,0,
1720261,172026,0,,,,,DamagePhy,0,"0, 0, 75000, 75000",,,,,0,0,
1720262,172026,0,,,,,Buff,0,1720222,,,,,0,0,
1720271,172027,0,,,,,DamagePhy,0,"0, 0, 75000, 75000",,,,,0,0,
1720272,172027,0,,,,,Buff,0,1720222,,,,,0,0,
1720281,172028,0,,,,,DamagePhy,0,"0, 0, 75000, 75000, 1720222, 5000",,,,,0,0,
1720282,172028,0,,,,,Buff,0,"1720223, 1720222",,,,,0,0,
1720291,172029,0,,,,,GroundObject,0,1720223,,,,,0,0,
17203101,1720310,0,,,,,Buff,0,1720310,,,,,0,0,
17203102,1720310,0,,,,,Buff,0,1720316,,,,,0,0,
17203111,1720311,0,,,,,Buff,0,1720311,,,,,0,0,
17203121,1720312,0,,,,,Buff,0,1720312,,,,,0,0,
17203131,1720313,0,,,,,EraseBuff,0,"1720310, 1",,,,,0,0,
17203141,1720314,0,,,,,EraseBuff,0,"1720311, 1",,,,,0,0,
17203151,1720315,0,,,,,EraseBuff,0,"1720312, 1",,,,,0,0,
17203161,1720316,0,,,,,Buff,0,1720316,,,,,0,0,
17203171,1720317,0,,,,,Buff,0,720241,,,,,0,0,
17203172,1720317,0,,,,,Buff,0,720242,,,,,0,0,
17203181,1720318,0,,,,,GroundObject,0,17203181,,,,,0,0,
17203191,1720319,0,,,,,DamagePhy,0,"0, 0, 75000, 75000",,,,,0,0,
17203201,1720320,0,,,,,DamagePhy,0,"0, 0, 75000, 75000",,,,,0,0,
721301,72130,0,,,,,Buff,0,721301,,,,,0,0,
721311,72131,0,,,,,DecreaseTargetHP,0,15000,,,,,0,0,
721312,72131,0,,,,,Die,0,,,,,,0,0,
721321,72132,0,,,,,Buff,0,"721321, 1720222",,,,,0,0,
721331,72133,0,,,,,HPHeal,0,"0, 0, 480000, 480000",,,,,0,0,
721332,72133,0,,,,,Buff,0,721332,,,,,0,0,
721341,72134,0,,,,,Buff,0,721341,,,,,0,0,
17200011,1720001,0,,,,,DamagePhy,0,"0, 0, 30000, 30000",,,,,0,0,
17200021,1720002,0,,,,,DamagePhy,0,"0, 0, 45000, 45000",,,,,0,0,
17200022,1720002,0,,,,,Buff,0,17200022,,,,,0,0,
17200031,1720003,0,,,,,DamagePhy,0,"0, 0, 50000, 50000",,,,,0,0,
17200032,1720003,0,,,,,Buff,0,17200032,,,,,0,0,
17200033,1720003,0,,,,,Buff,0,17200033,,,,,0,0,
17200034,1720003,0,,,,,Buff,0,17200022,,,,,0,0,
17200041,1720004,0,,,,,DamagePhy,0,"0, 0, 40000, 40000",,,,,0,0,
17200042,1720004,0,,,,,Buff,0,17200022,,,,,0,0,
17200051,1720005,0,,,,,DamagePhy,0,"0, 0, 50000, 50000",,,,,0,0,
17200052,1720005,0,,,,,Buff,0,17200022,,,,,0,0,
17200061,1720006,0,,,,,DamagePhy,0,"0, 0, 50000, 50000",,,,,0,0,
17200062,1720006,0,,,,,Buff,0,17200022,,,,,0,0,
