Key,ValueType,Value
Dungeon.ExpDungeonSweepEnableRank_Easy,UxString,SSS
Dungeon.ExpDungeonSweepEnableRank_Normal,UxString,SSS
Dungeon.ExpDungeonSweepEnableRank_Hard,UxString,SSS
Dungeon.ExpDungeonSweepEnableRank_VeryHard,UxString,SSS
Dungeon.ExpDungeonSweepEnableRank_Hell,UxString,SSS
Dungeon.ExpDungeonSweepTicket,UxUInt32,490090
Dungeon.AdenaDungeonSweepCost_Easy,UxUInt32,1
Dungeon.AdenaDungeonSweepCost_Normal,UxUInt32,1
Dungeon.AdenaDungeonSweepCost_Hard,UxUInt32,1
Dungeon.AdenaDungeonSweepCost_VeryHard,UxUInt32,1
Dungeon.AdenaDungeonSweepCost_Hell,UxUInt32,1
Dungeon.AdenaDungeonSweepEnableRank_Easy,UxString,SSS
Dungeon.AdenaDungeonSweepEnableRank_Normal,UxString,SSS
Dungeon.AdenaDungeonSweepEnableRank_Hard,UxString,SSS
Dungeon.AdenaDungeonSweepEnableRank_VeryHard,UxString,SSS
Dungeon.AdenaDungeonSweepEnableRank_Hell,UxString,SSS
Dungeon.AdenaDungeonSweepTicket,UxUInt32,490090
Dungeon.PartyDungeonPenalty1,UxUInt32,5
Dungeon.PartyDungeonPenalty2,UxUInt32,10
Dungeon.PartyDungeonPenalty3,UxUInt32,15
Dungeon.PartyDungeonPenalty4,UxUInt32,20
Dungeon.PartyDungeonPenalty5,UxUInt32,25
Dungeon.PartyDungeonPenaltyReset,UxUInt32,600
Dungeon.PartyDungeonHelpCooldown,UxUInt32,10
Elimination.MaxCount,UxUInt32,20
ErikaGuide,,
ErikaGuideTimer,UxUInt32,20
Event.DiceEventResetHour,UxUInt32,0
Event.PlayerLevel10,UxUInt32,10
Event.RecommandationServerRewardCount,UxUInt32,1
Event.RecommandationServerRewardId,UxUInt32,911100
Event.RecommandationServerRewardType,PktRewardType,Item
Event.WebAchievementLocation,UxUInt32,30
EventGacha.MaxAmount,UxUInt32,20000
EventGacha.RefreshTime,UxUInt32,3
FacebookAppEvent.4000DiaShopId,UxUInt32,2207
FacebookAppEvent.FlatRateShopId1,UxUInt32,7001
FacebookAppEvent.FlatRateShopId2,UxUInt32,11001
FieldBoss.DisplayBuff,UxInt32,602
FortressSiege.AllOccupyBonusBuffInfoId,UxUInt32,100008
FortressSiege.AllOccupyBuffCount,UxUInt32,2
FortressSiege.AltarImprintScore,UxInt32,15
FortressSiege.AltarOfStoneBuffInfoId,UxUInt32,100006
FortressSiege.AltarOfWindBuffInfoId,UxUInt32,100007
FortressSiege.AttackerGuild1StartPosX,UxSingle,4383
FortressSiege.AttackerGuild1StartPosY,UxSingle,9
FortressSiege.AttackerGuild2StartPosX,UxSingle,3154
FortressSiege.AttackerGuild2StartPosY,UxSingle,3009
FortressSiege.AttackerGuild3StartPosX,UxSingle,3139
FortressSiege.AttackerGuild3StartPosY,UxSingle,-2981
FortressSiege.AttackerRewardAdena,UxInt32,22500
FortressSiege.AttackerRewardBloodCrystal,UxInt32,20
FortressSiege.AttackerRewardExp,UxInt32,100
FortressSiege.BidCancelFee,UxUInt32,500
FortressSiege.BiddableMinLevel,UxUInt32,4
FortressSiege.DeathScore,UxInt32,-1
FortressSiege.DefenderGuildStartPosX,UxSingle,-2060
FortressSiege.DefenderGuildStartPosY,UxSingle,18
FortressSiege.DefenderRewardAdena,UxInt32,22500
FortressSiege.DefenderRewardBloodCrystal,UxInt32,20
FortressSiege.DefenderRewardExp,UxInt32,100
FortressSiege.DefenderTeamId,UxUInt32,1
FortressSiege.EntryBidExtensionBeforeEndSec,UxUInt32,60
FortressSiege.EntryBidExtensionCount,UxUInt32,10
FortressSiege.EntryBidExtensionMaxSec,UxUInt32,1800
FortressSiege.EntryBidExtensionSec,UxUInt32,180
FortressSiege.EntryBidListCount,UxUInt32,5
FortressSiege.EntryBidMinAdena,UxUInt32,500000
FortressSiege.FinishStateDuration,UxInt32,60
FortressSiege.GuardTowerDestructionScore,UxInt32,20
FortressSiege.HolyArtifactImprintScore,UxInt32,50
FortressSiege.KillMasterScore,UxInt32,10
FortressSiege.KillScore,UxInt32,5
FortressSiege.KillWeakScore,UxInt32,3
FortressSiege.MaxAttackerGuildCount,UxUInt32,1
FortressSiege.MvpExpBonusRate,UxInt32,5000
FortressSiege.MvpRewardBonusRate,UxInt32,5000
FortressSiege.OffenseTowerDestructionScore,UxInt32,1
FortressSiege.RegenerationFountain,UxUInt32,10
FortressSiege.RevivalCoolTime,UxInt32,60
FortressSiege.ReviveBuffInfoId,UxUInt32,403
FortressSiege.WinnerMasterRewardCash,UxInt32,500
FortressSiege.WinnerRewardAdena,UxInt32,45000
FortressSiege.WinnerRewardBloodCrystal,UxInt32,40
FortressSiege.WinnerRewardExp,UxInt32,100
FortressSiege.ObserverModeNameColorRedTeam,EColorType,Red
FortressSiege.ObserverModeNameColorBlueTeam,EColorType,Blue
FortressSiege.Team1Name,UxString,BLUE_TEAM
FortressSiege.Team2Name,UxString,RED_TEAM
FortressSiege.Team1EmblemIconPath,UxString,
FortressSiege.Team2EmblemIconPath,UxString,
FortressSiege.Team1EmblemBgPath,UxString,UI_FreeSiege_BlueTeam
FortressSiege.Team2EmblemBgPath,UxString,UI_FreeSiege_RedTeam
Forum.GuildNewPostCheckTime,UxInt32,60
FreeReviveLevel,UxUInt32,10
Friend.AutoManagerLastConnectedTime,UxUInt32,2592000
Friend.GreetingInvterval,UxUInt32,86400
Friend.GreetingReceiverFriendshipPoint,UxUInt32,1
Friend.GreetingResetHour,UxUInt32,4
Friend.GreetingSenderFriendshipPoint,UxUInt32,2
Friend.MaxFriendCount,UxUInt32,30
Friend.MaxFriendGreetingCount,UxUInt32,50
Friend.MaxFriendInviteCount,UxUInt32,30
Friend.MaxRecommendationCount,UxUInt32,10
Friend.MaxSendableRequestCount,UxUInt32,50
Friend.MinMaxRecommendationLevel,UxUInt32,5
Friend.MinRecommendationLastConnectedDay,UxUInt32,2
Friend.TutorialInfoId,UxUInt32,101
Friend.DeletePeriod1,UxUInt32,10080
Friend.DeletePeriod2,UxUInt32,21600
Friend.DeletePeriod3,UxUInt32,43200
Guild.AdenaDonationAddCost,UxString,"200, 400, 800, 1600, 3200"
Guild.AdenaDonationExp,UxUInt32,40
Guild.AgitAttendRewardAnimationLoop,UxUInt32,1
Guild.AgitAttendRewardAnimationLoopTimeRate,UxSingle,1
Guild.AgitAttendRewardAnimationMinOffsetIndex,UxUInt32,10
Guild.AgitAttendRewardAnimationTimeRandom,UxSingle,1
Guild.AgitAttendRewardAnimationTimeStatic,UxSingle,8
Guild.AgitAttendRewardHotGrade,UxUInt32,14
Guild.AgitBuyCost,UxUInt32,240000
Guild.AgitBuyLevel,UxUInt32,5
Guild.AgitDeporationTime,UxUInt32,10
Guild.AgitDoorCooltime,UxUInt32,2
Guild.AgitFireplaceActivationCount,UxUInt32,200
Guild.AgitFireplaceActivationTic,UxUInt32,5
Guild.AgitFireplaceActivationTime,UxUInt32,600
Guild.AgitFireplaceContinueTime,UxUInt32,60
Guild.AgitFirewoodMaxCount,UxUInt32,1000
Guild.AgitPartyWeeklyMissionCost,UxUInt32,3500
Guild.AgitPartyWeeklyMissionLimit,UxUInt32,1
Guild.AgitPlayerWeeklyMissionCost,UxUInt32,1800
Guild.AgitPlayerWeeklyMissionLimit,UxUInt32,2
Guild.AgitRelicImmediatelyDiaCost,UxUInt32,10
Guild.AgitRelicMaxSlotCount,UxUInt32,4
Guild.AgitWeeklyMissionHelpCount,UxUInt32,1
Guild.AgitWorldInfoId,UxUInt32,19001
Guild.ApplicationCount,UxUInt32,50
Guild.AttendanceResetTime,UxUInt32,4
Guild.AvailableWarLevel,UxUInt32,5
Guild.AvailableWarPersonCount,UxUInt32,15
Guild.BloodCrystalDonationAddCost,UxString,"200, 400, 800, 1600, 3200"
Guild.BloodCrystalDonationExp,UxUInt32,400
Guild.CastleMaxUpgrade,UxUInt32,5
Guild.CastleSiegeEnabled,UxBool,1
Guild.CastleSiegesAbleLevel,UxUInt32,5
Guild.CreationConditionPlayerLevel,UxUInt32,10
Guild.CreationPrice,UxUInt32,50000
Guild.DonateAdenaContribution,UxUInt32,5
Guild.DonateAdenaGuildCoin,UxUInt32,2
Guild.DonateAdenaLimitCount,UxUInt32,30
Guild.DonateBloodCrystalContribution,UxUInt32,10
Guild.DonateBloodCrystalGuildCoin,UxUInt32,2
Guild.DonateBloodCrystalLimitCount,UxUInt32,30
Guild.DonateCostAdena,UxUInt32,2500
Guild.DonateCostBloodCrystal,UxUInt32,40
Guild.DonateCostRedStarStone,UxUInt32,20
Guild.DonateRedStarStoneContribution,UxUInt32,10
Guild.DonateRedStarStoneGuildCoin,UxUInt32,2
Guild.DonateRedStarStoneLimitCount,UxUInt32,30
Guild.DungeonHelpMaxCount,UxUInt32,20
Guild.EmblemChangeConst,UxUInt32,100
Guild.EnemyRegistrationCost,UxUInt32,10
Guild.FortressSiegeEnabled,UxBool,1
Guild.FortressSiegesAbleLevel,UxUInt32,4
Guild.GiftShopAttendCount,UxUInt32,3
Guild.GreetingRecieverReward,UxUInt32,500
Guild.GreetingSenderReward,UxUInt32,1
Guild.GuildActivityResetTime,UxUInt32,4
Guild.GuildHelpCooldown,UxUInt32,10
Guild.GuildHelpHoldingTime,UxUInt32,7200
Guild.GuildMasterAbsentDate,UxUInt32,10080
Guild.GuildMasterMandateJoinPeriod,UxUInt32,10020
Guild.GuildMasterMandateLatelyAccess,UxUInt32,10080
Guild.GuildSearchResultCount,UxUInt32,100
Guild.GuildWarNoAnswerCloseTime,UxUInt32,24
Guild.HelpResetHours,UxUInt32,4
Guild.HostileWarBoriadcastRanking,UxUInt32,100
Guild.ImpeachmentCallRate,UxUInt32,1000
Guild.ImpeachmentCallTime,UxUInt32,2880000
Guild.ImpeachmentUnableContribution,UxUInt32,100
Guild.IntroductionMaxCharacter,UxUInt32,100
Guild.IntroductionMaxCharacterMiddle,UxUInt32,60
Guild.IntroductionMaxCharacterShort,UxUInt32,50
Guild.InviteLimitTime,UxUInt32,86400
Guild.InviteMessageMaxCount ,UxUInt32,50
Guild.JoinLimitCount,UxInt8,20
Guild.JoinRequestDelay,UxUInt32,30
Guild.MarkImgDefaultUrl,UxString,http://lineageii.gcdn.netmarble.com/lineageii/KO/Forum/Profile/Guild
Guild.FortressSiegeSeason,UxBool,0
Guild.FreeFortressSiegeSeason,UxBool,0
Guild.MaxAchievementCount,UxUInt32,3
Guild.MaxAllianceCount,UxUInt32,2
Guild.MaxEnemyGuildCount,UxUInt32,5
Guild.MaxGreetingCount,UxUInt32,10
Guild.MaxHostileRegistedCount,UxUInt16,5
Guild.MaximumNameLength,UxUInt32,16
Guild.MaxInviteCount,UxUInt32,20
Guild.MaxLevel,UxUInt32,30
Guild.MaxMemberCount,UxUInt32,50
Guild.MaxRecommendationCount,UxUInt32,200
Guild.MinimumNameLength,UxUInt32,4
Guild.NameMaximumENLength,UxUInt8,16
Guild.NameMaximumKOLength,UxUInt8,16
Guild.NameMaximumTHLength,UxUInt8,16
Guild.NameMaximumTWLength,UxUInt8,16
Guild.NameMaximumIDLength,UxUInt8,16
Guild.NameMinimumENLength,UxUInt8,4
Guild.NameMinimumKOLength,UxUInt8,4
Guild.NameMinimumTHLength,UxUInt8,4
Guild.NameMinimumTWLength,UxUInt8,4
Guild.NameMinimumIDLength,UxUInt8,4
Guild.NoticeMaxCharacter,UxUInt32,100
Guild.PromoListMaxCount,UxUInt32,100
Guild.PromoPagingSize,UxUInt32,20
Guild.QuestNotifyTime,UxUInt32,3
Guild.RankingListMaxSize,UxUInt32,100
Guild.RecommendMaxSize,UxUInt32,200
Guild.RecommendPagingSize,UxUInt32,20
Guild.RecordPagingSize,UxUInt32,30
Guild.RedStarStoneDonationAddCost,UxString,"200, 400, 800, 1600, 3200"
Guild.RedStarStoneDonationExp,UxUInt32,240
Guild.ReJoinPenalty1Step,UxUInt32,1440
Guild.ReJoinPenalty2Step,UxUInt32,2880
Guild.ReJoinPenalty3Step,UxUInt32,5760
Guild.ReJoinPenalty4Step,UxUInt32,11520
Guild.ReJoinPenaltyReset,UxUInt32,43200
Guild.RenameCost,UxUInt32,100
Guild.TutorialInfoId,UxUInt32,20
Guild.UserListRefreshDelay ,UxUInt32,3
Guild.WarBattleTerm,UxUInt32,604800
Guild.WarDeclarationCost,UxUInt32,500
Guild.WarDeclarationTerm,UxUInt32,86400
Guild.WarDelayTerm,UxUInt32,172800
Guild.WarVictoryRequiredKillCount,UxUInt32,25
Guild.NameChangeItem,UxUInt32,510111
Guild.ResetInvitationAlarm,UxUInt32,17
Guild.AgitFireplaceVisualEffect,UxUInt32,5000
Guild.AgitFireplacePixieTime,UxUInt32,300
Guild.AgitPlayerQuestMaxCount,UxUInt32,1
Guild.GuildAdena,UxUInt32,490062
Guild.MaxVoiceChatEmpowerment,UxUInt8,3
Guild.AutoDisperseStandBy,UxUInt32,4320
Guild.AutoDisperseDataDelStandBy,UxUInt32,21600
Guild.GuildMemberRankingDisplayCount,UxUInt32,3
Guild.DonateAdenaItemGivecount,UxUInt32,30
Guild.DonateBloodCrystalItemGivecount,UxUInt32,30
Guild.DonateRedStarStoneItemGivecount,UxUInt32,30
Guild.DonateAdenaItemCount,UxUInt32,1
Guild.DonateBloodCrystalItemCount,UxUInt32,1
Guild.DonateRedStarStoneItemCount,UxUInt32,1
Guild.DonateAdenaGiveItemID,UxUInt32,490090
Guild.DonateBloodCrystalGiveItemID,UxUInt32,490090
Guild.DonateRedStarStoneGiveItemID,UxUInt32,490090
Guild.WarLogCount,UxUInt32,50
Guild.WarRankingCount,UxUInt32,3
Guild.MaxAllianceAcceptableCount,UxInt32,1
HotTimeBuffVisualEffectInfoID,UxUInt32,302004
HpUpdateDuration,UxUInt32,10
HpUpdateRateInCombat,UxUInt32,3000
HPWarning.Off,UxSingle,36
HPWarning.On1Step,UxSingle,35
HPWarning.On2Step,UxSingle,15
HPWarning.On3Step,UxSingle,5
InitialInventoryExtensionCost,UxUInt32,16
Introduce.MaximumEnglishLength,UxUInt32,15
Introduce.MaximumHangeulLength,UxUInt32,15
Introduce.MaximumMixedLength,UxUInt32,15
Introduce.MaximumNumberLength,UxUInt32,15
Introduce.MinimumEnglishLength,UxUInt32,2
Introduce.MinimumHangeulLength,UxUInt32,2
Introduce.MinimumMixedLength,UxUInt32,2
Introduce.MinimumNumberLength,UxUInt32,2
Introduce.MinimumSpecialNoteLength,UxUInt32,2
Introduce.MaximumSpecialNoteLength,UxUInt32,15
InventoryExtension,UxUInt32,1
Item.AcquisitionDisplayTime,UxSingle,10
Item.BigShotItemInfoId,UxUInt32,
Item.BlessEnchant1UpRate,UxUInt32,3334
Item.BlessEnchant2UpRate,UxUInt32,3333
Item.BlessEnchant3UpRate,UxUInt32,3333
Item.BlessEnchantRandomLevelMax,UxUInt32,3
Item.BlessEnchantRandomLevelMin,UxUInt32,1
Item.ComposeMaxMaterialGrade,ItemGrade,R
Item.EffectIncreaseRatePerOneUpgrading,UxUInt32,500
Item.EnchatAlret,UxUInt32,1
Item.EquipmentCraftAddEffectIncreaseBaseItemLevel,UxInt8,40
Item.EquipmentCraftRequiredGrade,ItemGrade,SR
Item.EquipmentCraftRequiredLevel,UxInt8,30
Item.GradeAlret,UxUInt32,1
Item.HpPotionGroupId,UxUInt32,440000
Item.MaxAbilityLevel,UxUInt32,10
Item.MaxBasicOptionCount,UxInt32,3
Item.MaxSellCount,UxUInt32,40
Item.MaxSocketCount,UxInt32,6
Item.MinLevel,UxInt32,1
Item.MpPotionGroupId,UxUInt32,440010
Item.RecommendEquipmentColor,EColorType,RecommendEquipment
Item.RepresentBowIndex,UxUInt32,4
Item.RepresentDaggerIndex,UxUInt32,5
Item.RepresentDualSwordIndex,UxUInt32,2
Item.RepresentHeavyArmorIndex,UxUInt32,7
Item.RepresentLightArmorIndex,UxUInt32,8
Item.RepresentRobeIndex,UxUInt32,9
Item.RepresentSpearIndex,UxUInt32,3
Item.RepresentStaffIndex,UxUInt32,6
Item.RepresentSwordIndex,UxUInt32,1
Item.ResaleLimitTime,UxUInt32,3600
Item.SaleLimitGrade,UxUInt32,4
Item.SoulShotItemInfoId,UxUInt32,400001
Item.SynchroEnchantEquipmentCount,UxUInt32,7
Item.SynchroEnchantEquipmentType,UxString,"Helmet, Weapon, Armor, Gloves, Boots, Ring1, Ring2, Necklace, Earring1, Earring2"
Item.SynchroEnchantLevel,UxUInt32,8
Item.TeleportAdenaCost,UxUInt32,1000
Item.TeleportDiamondCount,UxUInt32,20
Item.TeleportScrollCount,UxUInt32,1
Item.UpgradeMaxMaterialGrade,ItemGrade,R
Item.UsedResaleLimit,UxUInt32,1
Item.PeriodCheckTime,UxUInt32,3
Item.PeriodItemCheckTime,UxUInt32,3
Item.PeriodShopItemCheckTime,UxUInt32,23
Item.AdvencedHpPotionId,UxUInt32,440002
Item.AdvencedMpPotionId,UxUInt32,440012
Item.EquipmentLevelUpMaxMaterialCount,UxUInt32,40
ItemCraft.DailyResetHours,UxInt32,4
ItemCraft.MonthlyResetDay,UxInt32,1
ItemCraft.MonthlyResetHours,UxInt32,4
ItemCraft.WeeklyResetDayOfWeek,ETheDayOfWeek,Monday
ItemCraft.WeeklyResetHours,UxInt32,4
ItemETC,,
LevelUpVisualEffectInfoID,UxUInt32,100
Limit.Adena,UxInt32,999999999
Limit.AncientCoin,UxInt32,9999999
Limit.BraveCoin,UxInt32,9999999
Limit.CastleSiegeFestivalCoupon,UxInt32,9999999
Limit.FreeDiamond,UxInt32,9999999
Limit.FriendshipPoint,UxInt32,9999999
Limit.GreenDiamond,UxInt32,9999999
Limit.GuildCoin,UxInt32,9999999
Limit.HonorCoin,UxInt32,9999999
Limit.Mileage,UxInt32,9999999
Limit.PayDiamond,UxInt32,9999999
Limit.PvpTicket,UxInt32,999
Limit.SkillPoint,UxInt32,9999999
Limit.Topaz,UxInt32,9999999
Limit.MasteryCoin,UxInt32,9999999
AccountStorage.DefaultSlotCount,UxUInt32,5
AccountStorage.MaxSlotCount,UxUInt32,50
AccountStorage.ExtensionSlotCount,UxUInt32,1
AccountStorage.InitialExtensionCost,UxUInt32,100
AccountStorage.AdditionalExtensionCost,UxUInt32,0
PlayerStorage.DefaultSlotCount,UxUInt32,20
PlayerStorage.MaxSlotCount,UxUInt32,100
PlayerStorage.ExtensionSlotCount,UxUInt32,1
PlayerStorage.InitialExtensionCost,UxUInt32,50
PlayerStorage.AdditionalExtensionCost,UxUInt32,0
Loading.TipColor,UxString,FFFFFFFF
Loading.TipEmphasisColor,UxString,65B5E6FF
Loading.TipEmphasisKey,UxString,EM
Loading.TipFontSize,UxUInt32,22
Loading.TipMargin,UxSingle,40
Loading.TipShadowColor,UxString,FF000000
Loading.TipShadowOffset,UxUInt32,1
Mail.InfinityTime,UxString,2030-01-01 00:00:00
Mail.KeepDays,UxUInt32,3
Mail.MaxCount,UxUInt16,1000
Mail.WarningCount,UxUInt16,950
Map.IntoInstanceDistanceWithoutFade,UxSingle,1000
Map.WorldMapFirstInfoId,UxUInt32,17002
Map.WorldMapRecomendationLevelGap,UxUInt32,10
MaxAccessoryWarehouseSlotCount,UxUInt32,60
MaxArmorWarehouseSlotCount,UxUInt32,100
MaxBagSlotCount,UxUInt32,500
MaxCostumeBagSlotCount,UxUInt32,9999
MaxCharacterSlotCount,UxUInt8,4
MaxEquipmentDeckCount,UxUInt8,3
MaxEtcWarehouseSlotCount,UxUInt32,60
MaximumNameLength,UxUInt32,16
MaxSkillDeckCount,UxUInt8,3
MaxSkillSlotCount,UxUInt8,5
MaxSoulCrystalWarehouseSlotCount,UxUInt32,60
MaxWeaponWarehouseSlotCount,UxUInt32,60
Melee.AnnounceKillComboCount,UxInt32,5
Melee.ChannelMoveCoolTime,UxUInt32,30
Melee.ReviveBuffInfoId,UxUInt32,906500
MinimumNameLength,UxUInt32,4
MissionRequest.DailyRefreshAdena,UxUInt32,15000
MissionRequest.DailyRefreshDiamond,UxUInt32,160
MissionRequest.DailyRefreshFreeCount,UxUInt32,3
MissionRequest.InitialDailyCount,UxUInt32,3
MissionRequest.InitialWeeklyCount,UxUInt32,15
MissionRequest.MaxDailyCompleteCount,UxUInt32,12
MissionRequest.WeeklyFreePassCount,UxUInt32,0
MissionRequest.WeeklyPassDiamond,UxUInt32,50
MissionRequest.WeeklyRefreshAdena,UxUInt32,15000
MissionRequest.WeeklyRefreshFreeCount,UxUInt32,2
MissionRequest.WeeklyRewardTotalCount,UxUInt32,60
MissionReward.RequiredQuestClearCount,UxUInt32,3
Money,,
MonsterBook.CompletedFrame,UxUInt8,4
MonsterBook.CompletedSlot,UxUInt8,4
MonsterBook.CompletedBead,UxUInt8,11
MonsterBook.CoreShopResetTime,UxUInt8,4
MonsterBook.CoreShopResetCost,UxUInt32,100
MonsterBook.SoulPowderInfoId,UxUInt32,1111111
MpUpdateDuration,UxUInt32,10
MpUpdateRateInCombat,UxUInt32,3000
Npc.NPCTalkDelayTime,UxUInt32,4
Npc.NPCTalkDistance,UxUInt32,3
Npc.NPCTalkUITime,UxUInt32,3
NpcMaxLevel,UxUInt32,400
Party.AcceptanceWaitingTime,UxUInt32,10
Party.Adena_PartySize_2,UxDouble,1.05
Party.Adena_PartySize_3,UxDouble,1.1
Party.Adena_PartySize_4,UxDouble,1.15
Party.Adena_PartySize_5,UxDouble,1.2
Party.AutoEnterReadyTime,UxUInt32,10
Party.CallCooltime,UxUInt32,10
Party.CallDistance,UxUInt32,1000
Party.CombatBonusRange,UxUInt32,3000
Party.ExpMul_PartySize_2,UxDouble,1.05
Party.ExpMul_PartySize_3,UxDouble,1.1
Party.ExpMul_PartySize_4,UxDouble,1.15
Party.ExpMul_PartySize_5,UxDouble,1.2
Party.MaximumEnglishLength,UxUInt32,12
Party.MaximumHangeulLength,UxUInt32,8
Party.MaximumMixedLength,UxUInt32,10
Party.MaximumNumberLength,UxUInt32,12
Party.MaxListCount,UxUInt32,30
Party.MaxMemberCount,UxUInt32,5
Party.MemberMoveSyncTime,UxUInt32,5
Party.MinimumEnglishLength,UxUInt32,2
Party.MinimumHangeulLength,UxUInt32,2
Party.MinimumMixedLength,UxUInt32,2
Party.MinimumNumberLength,UxUInt32,2
Party.MinMemberCount,UxUInt32,1
Party.MovetoMasterCooltime,UxUInt32,3
Party.NameTagColor,EColorType,PartyNameTag
Party.RefreshRequestTimeLimit,UxUInt32,10
Party.RefusalPanaltyTime,UxUInt32,10
Party.RewardBonusRange,UxUInt32,3000
Party.SearchingTimeLimit,UxUInt32,120
Party.TutorialInfoId,UxUInt32,102
Party.MinimumSpecialNoteLength,UxUInt32,2
Party.MaximumSpecialNoteLength,UxUInt32,12
Patch.ImageChangeTime,UxUInt32,5
Pet.MaxStatCount,UxUInt32,8
Pet.NonEquipVehicleStatDecreaseRate,UxUInt32,3000
Pet.PetEquipmentEnchantEnable,UxBool,1
Pet.UpgradeMaxMaterialGrade,ItemGrade,R
Pinch.Sensitivity,UxSingle,3
Pinch.ZoomMax,UxSingle,1
Pinch.ZoomMin,UxSingle,0.4
Pk.AllowPenaltyDebuffLeastPkCount,UxUInt32,5
Pk.HarassmentPenalty,UxUInt32,10
Pk.HarassmentPenaltyLvGap,UxInt32,10
Pk.NpcKillCount,UxUInt32,300
Pk.NpcKillLevelGap,UxUInt32,30
Pk.PkAttackStateRemainTime,UxUInt32,30
Policy.PrivacyPolicyLink,UxString,http://help.netmarble.com/policy/privacy_policy.asp?locale=en
Policy.TermsofServiceLink,UxString,http://help.netmarble.com/policy/terms_of_service.asp?locale=en
Potion.HpPotionShopId,UxUInt32,4001
Potion.MpPotionShopId,UxUInt32,4005
Potion.SoulShotShopId,UxUInt32,4009
Potion.HpPotion20ShopId,UxUInt32,1004001
Potion.HpPotion200ShopId,UxUInt32,1004002
Potion.MpPotion20ShopId,UxUInt32,1004003
Potion.MpPotion200ShopId,UxUInt32,1004004
Potion.ShoulShot500ShopId,UxUInt32,1004005
Potion.ShoulShot5000ShopId,UxUInt32,1004006
Promote.PromoteStateLowListMaxCount,UxUInt32,10
PROTECTDEAL,,
ProtectDeal.OnOffDefaultOption,UxBool,0
PvP.AIPlayerPositionX,UxSingle,1270
PvP.AIPlayerPositionY,UxSingle,1720
PvP.AttendTicketBuyMax,UxUInt32,5
PvP.AttendTicketCost,UxUInt32,10
PvP.AttendTicketIncreaseValue,UxUInt32,10
PvP.AttendTicketMaxAmount,UxUInt8,5
PvP.AttendTicketRechargeTerm,UxUInt32,3600
PvP.BattleDelay,UxUInt32,10
PvP.BattleTime,UxUInt32,60
PvP.ChangeCameraWaitingTime,UxUInt32,3
PvP.CountDownTime,UxUInt32,5
PvP.DefaultMatchingRanking,UxUInt32,100000
PvP.DummyMatchingCount,UxUInt32,3
PvP.DummyMatchingRanking,UxUInt32,999999
PvP.HighlightRanking,UxUInt32,3
PvP.HonorBonusGain,UxUInt32,0
PvP.HonorDefeatGain,UxUInt32,5
PvP.HonorWinGain,UxUInt32,10
PvP.LeaveTime,UxUInt32,10
PvP.MatchingExpansionCount,UxUInt32,3
PvP.MatchingExpansionRate,UxUInt32,50
PvP.MatchLoadingTime,UxUInt32,3
PvP.MaxBonusMul,UxUInt32,0
PvP.RankingDataBuketSize,UxUInt32,100
PvP.RankingListPagingSize,UxUInt32,20
PvP.RankingRewardDayOfWeek,UxString,Thursday
PvP.ResultDelay,UxSingle,3
PvP.RewardGetDelayTime,UxUInt32,86400
PvP.StandardLevel,UxUInt32,10
PvP.TargetListRefreshDelay,UxUInt32,3
PvP.TargetListSize,UxUInt32,4
PvP.TopRankerListSize,UxUInt32,5
PvP.WorldInfoId,UxUInt32,14000
Quest.BGMFadeOut,UxInt32,1.5
Quest.ClientMaxCheckDistance,UxSingle,280
Quest.DestinationMarkerPath,UxString,Common/DestinationMarker
Quest.DisplayIndicatorDelayTime,UxSingle,5
Quest.EndCBTQuestId,UxInt32,4401
Quest.EndQuestId,UxUInt32,17150
Quest.EscortedNpcSightRange,UxUInt32,600
Quest.IndicatorUpdateAngle,UxSingle,0.8
Quest.IndicatorUpdateDistance,UxSingle,500
Quest.InitQuestInfoId,UxUInt32,1001
Quest.MaxCheckDistance,UxSingle,330
Quest.MaxStarCount,UxUInt8,3
Quest.MaxTicketCount,UxUInt32,10
Quest.MaxTicketPricePerCharge,UxUInt32,30
Quest.NpcSoundInterval,UxInt32,15
Quest.NpcTalkInterval,UxInt32,10
Quest.PanelGuideMaxLevel,UxInt32,30
Quest.QuestScrollCountPerDaily,UxInt32,5
Quest.QuestScrollCountResetCostString,UxString,"50,50,50"
Quest.QuestScrollCountResetCount,UxInt32,3
Quest.QuestScrollMultipleSelect,UxBool,1
Quest.RequiredCashToRevive,UxUInt32,10
Quest.RequiredTicketCount,UxUInt8,1
Quest.ShowIndicatorArrowDistance,UxSingle,200
Quest.TaskKillMonsterNeedDamageRate,UxUInt32,0
Quest.TicketMaxChargePerDaily,UxUInt32,5
Quest.TicketPricePerCharge,UxUInt32,2
Quest.TicketUpdateDuration,UxUInt32,3600
Quest.TicketUpdateValue,UxUInt32,1
Quest.TutorialCompleteQuestId,UxUInt32,1024
Quest.ResetNumberCompensation,UxUInt32,17
Quest.QuestScrollUseMinLevel,UxUInt32,20
Quest.StartTutorialCompleteQuestId,UxUInt32,1005
RestReward.AfterNotCombatModeSec,UxUInt32,60
RestReward.AgitMagnification,UxUInt32,20000
RestReward.ExpGainDecreaseRatio,UxUInt32,9500
RestReward.ExpGainRatio,UxUInt32,4000
RestReward.LimitedMagnificationMin,UxUInt32,10
RestReward.Magnification,UxUInt32,10000
RestReward.MaxRestReward,UxUInt16,10000
RestReward.MaxValue,UxUInt16,7200
RestReward.Regeneration,UxUInt32,10
