Key,ValueKey,WarningSoundPlay
DAILY_RECEIVE_NOTICE,731000001876,0
DAILY_RECEIVE_TOPAZ,731000001877,0
DENGEON_ENTER_BTN,731000001725,0
DETAIL,731000001879,0
DIALOG_TEXT,731000001880,0
DIAMOND,731000001881,0
DISCONNECT,731000001882,0
DOESNT_LOOK_TODAY,731000001883,0
DUNGEON_DESC,731000001884,0
DUNGEON_ENTER,731000001725,0
DUNGEON_FAIL_GUIDE,731000001886,0
DUNGEON_NAME,731000001867,0
DUNGEON_RECOMMEND_LEVEL_COUNT,731000001616,0
DUNGEON_TYPE_NAME,731000001889,0
E_NETWORK_SERVER_RECONNECTED_NOTICE,731000001890,0
ELAPSED_TIME,731000001891,0
ELITE_DUNGEON_GUIDE,731000001892,0
ELIXIR_ATK,731000001893,0
ELIXIR_BIND,731000001894,0
ELIXIR_BIND_USE,731000001895,0
ELIXIR_BTN,1024,0
ELIXIR_DEF,731000001897,0
ELIXIR_DESC,731000001898,0
ELIXIR_EXCESSIVE_NOTICE,731000001899,0
ELIXIR_EXCESSIVE_TITLE,731000001900,0
ELIXIR_HP,731000001901,0
ELIXIR_MP,731000001902,0
ELIXIR_NAME,731000001903,0
ELIXIR_NOTBIND,731000001904,0
ELIXIR_RANDOM_GET,731000001905,0
ELIXIR_SELECT_NOTICE,731000001906,0
ELIXIR_TIP_NOTICE,731000001907,0
ELIXIR_USE_STATUS,731000001908,0
EMBLEM_CHANGE,731000000856,0
ENCHANT_GRADE,731000001910,0
ENCHANT_SUCCEED_RATE,731000000720,0
ENROLL_ITEM,731000001912,0
ENTRANCE_MESSAGE,731000001913,0
EQUIP_ABILITY_UPGRADE,731000001914,0
EQUIP_ABILITY_UPGRADE_GUIDE,731000001915,0
EQUIP_ABILITY_UPGRADE_MAIN_NOTICE,731000001916,0
EQUIP_ABILITY_UPGRADE_MATEIAL_NOTICE,731000001917,0
EQUIP_ABILITY_UPGRADE_TIP,731000001918,0
EQUIP_CHANGE_OPTION,731000001919,0
EQUIP_COMPOUND_GUIDE,731000001920,0
EQUIP_COMPOUND_MATERIAL_NOTICE,731000001917,0
EQUIP_COMPOUND_TIP,731000001922,0
EQUIP_COMPUND_MAIN_NOTICE,731000001923,0
EQUIP_ENCHANT_FAIL_NOTICE,731000001924,0
EQUIP_ENCHANT_GUIDE,731000001925,0
EQUIP_ENCHANT_MAIN_NOTICE,731000001926,0
EQUIP_ENCHANT_MATERIAL_NOTICE,731000001927,0
EQUIP_ENCHANT_TIP,731000001928,0
EQUIP_HIGH_ENCHANT_TIP,731000001929,0
EQUIP_LEVELUP_GUIDE,731000001930,0
EQUIP_LEVELUP_NOTICE,731000001917,0
EQUIP_OPTION_COUNT_UNITS,731000001932,0
EQUIP_PROMOTION_GUIDE,731000001933,0
EQUIP_PROMOTION_NOTICE,731000001934,0
EQUIP_PROMOTION_TIP,731000001935,0
EQUIP_MANUFACTURING_GUIDE,731000001936,0
EQUIP_SOUL_CRYSTAL,731000001937,0
EQUIP_TABBUTTON_UPGRADE_NUM,731000001938,0
EQUIP_TABBUTTON_UPGRADE_NUM_NUL,731000001939,0
EQUIPMENT_ABILITY_DESC,731000001677,0
EQUIPMENT_ABILITY_UP,731000001678,0
EQUIPMENT_ABILITY_UP_DESC,731000001942,0
EQUIPMENT_ABILITY_UP_ENCHANT,731000001914,0
EQUIPMENT_AUTO_SELECT,731000001944,0
EQUIPMENT_AUTO_SELECT_NOTICE,731000001945,0
EQUIPMENT_AUTO_SELECT_TIP,731000001946,0
EQUIPMENT_BIND,4015,0
EQUIPMENT_COUNT,731000001847,0
EQUIPMENT_DESC,731000001949,0
EQUIPMENT_DESC_NAME,731000001950,0
EQUIPMENT_LEVEL_COUNT,731000001951,0
EQUIPMENT_LEVELUP_NOTICE,731000001952,0
EQUIPMENT_LEVELUP_TIP,731000001953,0
EQUIPMENT_NAME,731000001954,0
EQUIPMENT_OPTION_CHANGE,731000001919,0
EQUIPMENT_OPTION_NAME,731000001599,0
EQUIPMENT_SELECT_COUNT,731000001957,0
EQUIPMENT_TYPE_NAME,731000001958,0
EQUIPMENT_TYPE_TEXT,731000001959,0
EVENT,562000600001,0
EVENT_BOTTOM_DESC,731000001961,0
EVENT_BOTTOM_NAME,731000001962,0
EVENT_BOTTOM_TIME_LABEL,731000001963,0
EVENT_BOTTOM_TIME_SWUNGDASH,731000001964,0
EVENT_DURATION,731000001963,0
EVENT_EMPTY_NOTICE,731000001966,0
EVENT_NAME,731000001962,0
EVENT_TASK,731000001968,0
EVENT_TOP_DESC,731000001961,0
EVENT_TOP_NAME,731000001962,0
EVENT_TOP_TIME_SWUNGDASH,731000001964,0
EVENT_TYPE,731000001973,0
EVERYDAY_ACCESS_REWARD_NOTICE,731000001974,0
EXPANSION_MAX_SLOT_CHECK,731000001975,0
EXPANSION_NEED_MONEY,731000001976,0
EXPANSION_SLOT,731000001977,0
EXPANSION_SLOT_CHECK,731000001978,0
FAVORITE_CLEAR,731000001979,0
FAVORITE_REGISTER,731000001980,0
FEVER_TEXT,731000001981,0
FILTER_NAME,731000001982,0
FLAT_RATE_DESC,731000001983,0
FLAT_RATE_NAME,731000001984,0
FLAT_RATE_NOTICE,731000001985,0
FLAT_RATE_TIP,731000001986,0
FORTRESS_DESC,731000001987,0
FORTRESS_LIMIT_LEVEL,731000001636,0
FORTRESS_NAME,731000001737,0
FORTRESS_SIEGE_BIDDING_RANK,731000001990,0
FORTRESS_SIEGE_BUFF,731000001991,0
FORTRESS_SIEGE_DESC,731000001992,0
FORTRESS_SIEGE_EMPTY_GUIDE,731000001993,0
FORTRESS_SIEGE_ENTER,731000001994,0
FORTRESS_SIEGE_FORTRESSLAN,731000001995,0
FORTRESS_SIEGE_GUIDE,731000001987,0
FORTRESS_SIEGE_STARTTIME_LABEL,731000001997,0
FORTRESS_SIEGE_STRUCTURE,731000001998,0
FORTRESS_STORE,731000001999,0
FREE_DIAMOND,91000000061,0
FREE_MISSION_REFRESH_NOTICE,731000002001,0
FRIEND_FACEBOOK,731000002002,0
FRIEND_GUIDE,731000002003,1
FRIEND_GUIDE3,731000002004,1
FRIEND_RECOMMEND,731000002005,0
FRIEND_REQUEST,731000002006,0
FRIEND_SEARCH,731000002007,0
FRIEND_SORT,731000000786,0
GAME_OPTION_NAME,731000001599,0
GAME_OPTION_NAME_CHECK,731000001599,0
GATHER_THE_GATES,731000002011,0
GATHERING_NUMBER,731000002012,0
GET_HISTORY,731000002013,0
GO_TO_CHARGE,731000002014,0
GO_TO_DAILY_GET_REWARD,731000002015,0
GO_TO_TOWN,731000002016,0
GRADE,731000000045,0
GRADE_CONTROL,731000002018,0
GREETING_FRIEND,731000001747,0
GREETING_GUILD,731000001747,0
GREETING_RECIEVE_ALL,731000001028,0
GREETING_SEND_ALL,731000001556,0
GROWTH_BOX_GET,731000002023,0
GUILD_ACTIVITY_NOTICE,731000002024,0
GUILD_ALLIANCE,731000002025,0
GUILD_ALLIANCE_ADMISSION_CONFIRM,731000002026,0
GUILD_ALLIANCE_SEARCH_MESSGE,731000002027,0
GUILD_BENEFIT,731000002028,0
GUILD_BORDER,731000002029,0
GUILD_BUFF,731000002030,0
GUILD_MASTER_BUFF_STORE,731000002031,0
CASTLE_SIEGE_BIDDING,731000002032,0
CASTLE_SIEGE_BIDDING_EXPLAIN,731000002033,1
CASTLE_SIEGE_CHANGE,731000002034,0
CASTLE_SIEGE_CHARGE,731000002035,0
CASTLE_SIEGE_CHARGE_GUIDE,731000002036,0
CASTLE_SIEGE_DIFFERENT_BIDDING,731000002037,0
CASTLE_BLDDING_CHANGE_GUIDE,731000002038,0
CASTLE_SIEGE_BIDDING_AMOUNT,731000002039,0
MAX_BLDDING_POSSIBLE_AMOUNT,731000002040,0
MIN_BLDDING_LIMIT_AMOUNT,731000002041,0
NOW_BLDDING_AMOUNT,731000002042,0
CASTLESIEGE_DEFENSETOWER,731000002043,0
CASTLESIEGE_DEFENSETOWER_GUIDE,731000002044,0
CASTLESIEGE_GATE,731000002045,0
CASTLESIEGE_GATE_GUIDE,731000002046,0
CASTLESIEGE_GUARDTOWER,10060027,0
CASTLESIEGE_GUARDTOWER_GUIDE,731000002048,0
CASTLESIEGE_HOLY_ARTIFACT,101000910108,0
CASTLESIEGE_HOLY_ARTIFACT_GUIDE,731000002050,0
CASTLESIEGE_OFFENSETOWER,731000002051,0
CASTLESIEGE_OFFENSETOWER_GUIDE,731000002052,0
INSTALL_BUILDING,731000002053,0
ATTENDANCE_MEMBER,731000002054,0
CASTLE_SIEGE_PARTY_CONFIGURATION,731000002055,0
TEAM_COUNT,731000002056,0
CASTLE_SIEGE_BUFF_CONTENT,731000002057,0
CASTLE_SIEGE_NEED_POINT,731000002058,0
CASTLE_SIEGE_POINT_RULE,731000002059,0
CASTLE_SIEGE_SOLDIER_BUFF,731000002060,0
BUFF_INFO,731000001610,0
CASTLE_RANK,731000002062,0
POINT_GET_RULE,731000002063,0
GUILD_CREATE_GUIDE,731000002064,0
GUILD_CREATE_NOTICE,731000002065,0
GUILD_DUNGEON_NOTICE,731000002066,0
GUILD_DUNGEON_RESETTIME,731000002067,0
GUILD_EMBLEM,731000002068,0
GUILD_ENEMY,731000002069,0
GUILD_ENEMY_MESSAGE,731000002070,0
GUILD_EXP,731000002071,0
FORTESS_SIEGE_DIFFERENT_BIDDING,731000002072,0
FORTRESS_SIEGE_BIDDING,731000002073,0
FORTRESS_SIEGE_BIDDING_EXPLAIN,731000002074,1
FORTRESS_SIEGE_CHANGE,731000002075,0
FORTRESS_SIEGE_BIDDING_GUIDE,731000002076,0
FORTRESS_SIEGE_CHANGE_GUIDE,731000002077,0
FORTRESS_SIEGE_ALTARWIND,101000920108,0
FORTRESS_SIEGE_ALTARWIND_GUIDE,731000002079,0
FORTRESS_SIEGE_DEFENSETOWER,731000002043,0
FORTRESS_SIEGE_DEFENSETOWER_GUIDE,731000002081,0
FORTRESS_SIEGE_GATE,731000002082,0
FORTRESS_SIEGE_GATE_GUIDE,731000002083,0
FORTRESS_SIEGE_POSITION,731000002084,0
FORTRESS_SIEGE_POSITION_GUIDE,731000002085,0
FORTRESS_SIEGE_SPRING_RECOVERY,10000019,0
FORTRESS_SIEGE_SPRING_RECOVERY_GUIDE,731000002087,0
FORTRESS_SIEGE_STONEALTAR,101000920107,0
FORTRESS_SIEGE_STONEALTAR_GUIDE,731000002089,0
FORTRESS_SIEGE_PARTY_CONFIGURATION,731000002090,0
CASTLESIEGE_DESTROY_ALTAR,731000002091,0
GUILD_GRADE,731000002092,0
GIFT_NOTICE,731000002093,0
GIFT_TIME,731000002094,0
COMMON_PEOPLE_COUNT_OVER,731000000837,0
CURRENT_ATTENDANCE,731000002096,0
GUILD_ATTENDANCE_CHECK_INFO,731000002097,0
NOW_GUILD_MEMBER_COUNT,731000002098,0
ATTENDANCE_COMPLETION_NOTICE,731000002099,0
ATTENDANCE_REWARD_CONTENT,731000002100,0
CURRENT_ATTENDANCE_COUNT,731000002101,0
NEXT_REWARD_LEVEL_COUNT,731000002102,0
YESTERDAY_CURRENT_ATTENDANCE_COUNT,731000002103,0
YESTERDAY_CURRENT_ATTENDANCE_REWARD,731000002104,0
GUILD_CREATE_MESSAGE,731000002105,0
GUILD_+A1051,373000000014,0
GUILD_DONATE_COUNT,731000002107,0
GUILD_DONATE_NOTICE,731000002108,0
GUILD_DONATION,4009,0
HAVE_ADENA,731000002110,0
HAVE_BLOODCRISTAL,731000002111,0
HAVE_REDGEM_STONE,731000002112,0
DONATION_REWARD,731000002113,0
GUILD_ADENA_BLOODCRISTAL_DONATION,731000002114,0
GUILD_CONTRIBUTION,731000002115,0
GUILD_DONATION_REWARD,731000002116,0
CHALLENGE,731000002117,0
EMBLEM_NAME,731000002118,0
OCCUPIED,731000002119,0
COMMON_CATEGORY,731000002120,0
COMMON_CONTENT,731000002121,0
GUILD_BENEFIT_GUIDE,731000002122,0
GUILD_BENEFIT_MEMBER1_CONTENT,731000002123,0
GUILD_BENEFIT_MEMBER2_CONTENT,731000002124,0
GUILD_BENEFIT_MEMBER3_CONTENT,731000002125,0
GUILD_BENEFIT_MEMBER4_CONTENT,731000002126,0
GUILD_BENEFIT_MEMBER5_CONTENT,731000002127,0
GUILD_RANK_CATEGORY,731000002128,0
A1179,731000002129,0
A1199,731000002130,0
GUILD_ADMISSION_CANCEL,731000002131,0
GUILD_ALLIANCE_ACCEPT,731000002132,0
GUILD_ALLIANCE_BREAK,731000002133,0
GUILD_ALLIANCE_OFFER,731000002134,0
GUILD_ALLIANCE_OFFER_CANCEL,731000001804,0
GUILD_ALLIANCE_REFUSAL,731000002136,0
GUILD_DECLAR_WAR,731000002137,0
GUILD_ENEMY_DECLARE,731000002138,0
GUILD_ENEMY_DECLARE_CANCEL,731000002130,0
GUILD_INTRODUCE,731000002140,0
GUILD_SURRENDER,731000002141,0
GUILD_WAR_ACCEPT,731000002142,0
CHARACTER_NAME,731000002143,0
ITEM_NAEM,731000002144,0
ITEM_SELECTED_COUNT_TO_SELL,731000002145,0
COMMON_KICKOFF,731000002146,0
GUILD_MEMBER_EXPEL_CHECK,731000002147,1
GUILD_LEVEL_INFO,731000002148,0
CHOICE_PROHIBITION,731000002149,0
GUILD_LEVEL_MEMBER_NOTICE,731000002150,0
SORT_CONTRIBUTION,731000002151,0
COMMON_REVISE,731000002152,0
GUILD_NOICE,731000002153,0
ALL_PRIZE_COUNT,731000002154,0
COMMON_PRIZE,731000000962,0
GUILD_PRIZE_ALL,731000002156,0
ITEM_COUNT,731000002157,0
PRIZE_COUNT,731000002158,0
COMMON_PER_COUNT_MAX,731000002159,0
GUILD_QUEST_DESC,731000002160,0
RECORD_KD,731000002161,0
SORT_MEANS_NOTICE,731000002162,0
SORT_RANKING,731000002163,0
FROM_REQUEST,731000000812,0
CASTLE_EFFET_NOTICE,731000002165,0
COMMON_SECOND,731000002166,0
COUNT,731000002167,0
LEVEL_MESSAGE,731000002168,0
RELICS_CARVING_TIME_MOUNT,731000002169,0
GUILD_INTRODUCTION_DESC,731000002170,0
GUILD_INTRODUCTION_MESSAGE,731000002140,0
GUILD_JOIN_APLICANT_NOTICE,731000002172,0
GUILD_JOIN_GUIDE,731000002173,0
GUILD_LIMIT_LEVEL,731000002174,0
GUILD_MAIL_BOX,731000002175,0
GUILD_MASTER_NAME,731000002176,0
GUILD_MEMBER_MANAGEMENT,731000002177,0
COMMON_PRIZE_CONTENT,731000002178,0
MISSION_CONTENT,731000002179,0
GUILD_NAME,731000002180,0
GUILD_NAME_NOTICE,731000002181,0
GUILD_NAME_SEARCH,731000002182,0
GUILD_NOTICE_DESC,731000002183,0
GUILD_PEACE_OFFER,731000002130,0
GUILD_PR,731000002185,0
GUILD_QUEST_TITLE,731000002186,0
GUILD_RAKING,731000000930,0
CASTLE_SIEGE_BIDDING_GUIDE,731000002188,0
GUILD_SHOP_GUIDE,731000002189,0
GUILD_INVITE,731000002190,0
GUILD_PRIZE,731000002191,0
NICNAME_SEARCH,731000000797,0
RESTORE,731000002193,0
TITLE,731000002194,0
CHANGE_SETTING,731000002195,0
COMMON_CHANGE1,731000002196,0
GUILD_JOIN_WAY,731000002197,0
JOIN_WAY,731000002198,0
LIMIT_LEVEL,731000002199,0
GUILDNAME,731000002200,0
HAIR_STYLE_TYPE,731000002201,0
HARD_AREA_NOTICE,731000002202,1
HERB_DESC,731000002203,0
HERB_NAME,731000002204,0
HONOR_POINT_COUNT,731000002167,0
HOSTILITY,731000002206,0
HOSTILITY_DESCRIPTION,731000002207,0
IMMEDIATELY_GET_REWARD,731000002208,0
INCREASE_BONUS_PERCENT,731000002209,0
INPUT_ITEM_NAME,731000002210,0
INPUT_NICKNAME,731000002211,0
INPUT_PC_NAME_NOTICE,731000002212,0
INSTANT_ACHIEVED_TITLE,731000002213,0
INSTANT_ALL_COMPLETE_BTN,731000001707,0
INSTANT_AVAILABLE_REWARD_LIST,731000002215,0
INSTANT_COMPLETE_BTN,4007,0
INSTANT_CONTENTS_NAME,731000002217,0
INSTANT_REWARD_ALL,731000002218,0
INVEN_FULL_NOTICE,731000002219,1
INVITE_PROGRESS,731000002220,0
ITEM_ABILITY_DESC,731000001942,0
ITEM_CATEGORY,731000002222,0
ITEM_COUNT_LEVEL,731000002223,0
ITEM_DESC,731000002224,0
ITEM_GRADE,731000002225,0
ITEM_LACK_NOTICE,731000000466,1
ITEM_LACK_TITLE,731000002227,0
ITEM_NAME,731000002228,0
ITEM_NAME_PARENTHESES,731000002229,0
ITEM_NAME_PURCHASE,731000002230,0
ITEM_PURCHASE,731000002231,0
ITEM_SELECT_GUIDE,731000002232,0
ITEM_SELECT_SORT,731000002233,0
ITEM_TYPE,731000002234,0
JUSTICE,731000002235,0
JUSTICE_DESCRIPTION,731000002236,0
KILL_MESSAGE,731000002237,0
LEVEL_BREAK,731000002238,0
LEVEL_CHANGE,731000002239,0
LIMIT_BREAK,731000002240,0
LIMITED_DESC,731000002241,0
LIMITED_MATTER,731000002242,0
LOAD,731000002243,0
LOCAL_NAME,731000001567,0
LOGIN,731000000474,0
LOGIN_NOTICE,731000002246,0
LOOT_GRADE_LESS,731000002247,0
LOOT_GRADE_OVER,731000002248,0
LOW_ABILITY_NOTICE,731000002249,1
LV,731000002250,0
MAIL_DESC,731000002251,0
MAIL_NAME,731000002252,0
MAIN_AUCTIONHOUSE,191000000104,0
MAIN_BATTLEFIELD,731000001693,0
MAIN_CHALLENGE,731000002255,0
MAIN_CHARACTER,731000001458,0
MAIN_CLASS_TEXT,731000002257,0
MAIN_DUNGEON,731000002258,0
MAIN_FRIEND,731000002259,0
MAIN_GUILD,191000000020,0
MAIN_ITEM,731000002261,0
MAIN_OPTION,731000000497,0
MAIN_RANKING,722000000011,0
MAIN_REWARD,731000002264,0
MAIN_SHOP,731000001338,0
MAIN_WEAPON,731000002266,0
MAINTAIN_DATA,731000002267,0
MAP_NAME,731000002268,0
MASTER_NAME,731000002176,0
MATERIAL_NAME,731000002270,0
MAX_LV,731000002238,0
MAX_TEXT,731000001009,0
MAXIMUM_LIMIT_PRICE,731000002273,0
MENU_CHOICE_MESSAGE,731000002274,0
MESSAGE,731000002275,0
MILEAGE_COUNT,731000002276,0
MINI_DIALOG_TEXT,731000001880,0
MINI_DIALOG_TEXT_NAME,731000002278,0
MINIMUM_LIMIT_PRICE,731000002279,0
MISSION_GOAL,731000002280,0
MISSION_NAME,731000002281,0
MISSION_TIP,731000002282,0
MONSTER_NAME,731000002283,0
MONSTER_TEXT,731000002284,0
MONTHLY_ACCESS_REWARD,731000002285,0
MURDER,731000002286,0
MURDER_DESCRIPTION,731000002287,0
MY_BATTLE_POINT,731000002288,0
MY_CORRENT_LEVEL,731000002289,0
MY_MESSAGE,731000002290,0
NEAREST_CHARACTER,731000002291,0
NEAREST_PARTY,731000002292,0
NETMARBLETOS,731000002293,0
NEW_GAME_MESSAGE,731000002294,0
NEW_START,731000002295,0
EFFECT.NAME,731000002296,0
NEXT_APPLY_EFFECT,731000002297,0
NEXT_COUNT_ITEM_LV,731000002298,0
NEXT_LEVEL,731000001775,0
NEXT_LEVEL_EFFECT,731000002300,0
NEXT_LEVEL_INFO,731000000312,0
NEXT_PC_LEVEL,731000002302,0
NEXT_STAGE,731000002303,0
NINNAME_SEARCH,731000000797,0
NO_BUFF_NOTICE,731000002305,1
NO_DATA_MASSAGE,731000002306,1
NO_FRIEND,731000002307,0
NO_GUILD_MEMBER,731000002308,1
NO_MAIL_NOTICE,731000002309,1
NO_MESSAGE_NOTICE,731000002310,1
NO_NEAREST_CHARACTER,731000002311,1
NO_NEAREST_PARTY,731000002312,1
NO_SKILLBOOK_NOTICE,731000002313,1
NORMAL_INSTANT_COMPLETE_TITLE,731000002314,0
NOT_TAKE,731000002315,0
NOTBIND_MATERIAL_USE,731000002316,0
NPC_TALK_TEXT,731000002317,0
NPC_TEXT,731000002318,0
ONLINE_STATE,731000002319,0
OPTION_CHANGE,731000001919,0
OPTION_CHANGE_GUIDE,731000002321,0
OPTION_NAME,731000001599,0
OTHER_GAME_DATA,731000002323,0
PACKAGE_DESC,731000002324,0
PACKAGE_NAME,731000002325,0
PARTY_AUTO_JOIN,731000002326,0
PARTY_INFORMATION,731000002327,0
PARTY_INVITE_NOTICE,731000002328,0
PARTY_MASTER_ENTRUSTMENT,731000002329,0
PARTY_MUSTERD,731000002330,0
PARTY_PROMOTE,731000002331,0
PARTY_REQUEST_ACCEPTANCE_NOTICE,731000002332,0
PAST_LIMIT_COUNT,731000002333,0
PATCH_DOWNLOAD,731000002334,0
PC_NAME_ETC,731000002335,0
PEACE,731000002336,0
PEACE_DESCRIPTION,731000002337,0
PERFECT_INSTANT_COMPLETE_BTN,731000002338,0
PERFECT_INSTANT_COMPLETE_TITLE,731000002339,0
PERSONALDATA,731000002340,0
PLAY_GAME,731000002341,0
PLAY_RECORD,731000002342,0
PLAY_RECORD_LABEL,731000002343,0
POPUP_INVEN_NOTICE,731000002344,0
POPUP_MESSAGE,731000002345,0
PORTAL_AVAILABLE_LV,731000002346,0
PORTAL_MOVE_BTN,731000002347,0
PORTAL_MOVE_MESSAGE,731000002348,0
PORTAL_MOVE_SELECT,731000002349,0
PORTAL_NOT_ENOUGH_LV,731000002350,1
PORTAL_SELECT,731000002349,0
POTION_GRADE_HIGH,731000000440,0
POTION_GRADE_LOW,731000000441,0
PRESENT_APPLY_EFFECT,731000002354,0
PRESENT_STAT,731000000715,0
PRICE_SORT,731000002356,0
PRIZE_ALL,731000002156,0
PROMOTE_NAME,731000002358,0
PROMOTE_NAME_DESC,731000002359,0
PURCHASE_DIA_NOTICE,731000002360,0
PVP_HONOR_RANK_LEVELUP,731000002361,0
PVP_LOSE_MESSAGE,731000002362,0
PVP_RANK_LEVEL,731000002363,0
PVP_WIN_MESSAGE,731000002364,0
QUANTITY,731000002365,0
QUEST_AVAILABLE_LEVEL,731000002366,0
QUEST_ENCOURAGE_LEVEL_UP,731000002367,0
QUEST_COMPLETD_STATE,731000002368,0
QUEST_DIALOG,731000002369,0
QUEST_GOAL,731000002370,0
QUEST_GOAL_DESC,731000002371,0
QUEST_NAME,731000002372,0
QUEST_STATE,731000002373,0
QUICK_JOIN_PARTY,731000002374,0
QUICK_TALK_INPUT_NOTICE,731000002375,0
RACE,731000002376,0
RACE_DARKELF,381000000003,0
RACE_DESC,731000002378,0
RACE_DWARF,381000000004,0
RACE_ELF,381000000002,0
RACE_HUMAN,381000000001,0
RACE_STAT_GRAPH,731000000306,0
RANKING_TYPE,731000002383,0
RANKING_TYPE_DESC,731000002384,0
RANKING_UNITS,731000002385,0
REACH_MAX_ADENA_NOTICE,731000002386,0
RECEIVE_ACHIEVEMENT_REWARD,731000002387,0
RECEIVE_MISSION_REWARD,731000002388,0
RECEIVE_REWARD,731000000434,0
RECIEVE_REWARD,731000000434,0
RECOMMAND_LEVEL,731000002391,0
RECOMMEND_BATTLE_POINT,731000002392,0
RECOMMEND_COUNT_RANGE,731000002393,0
RECOMMEND_COUNT_RANGE_LEVEL,731000002391,0
RECOMMEND_LEVEL,731000002395,0
RECOMMEND_STAT,731000001801,0
RECOMMEND_STATUS,731000001801,0
RECOMMENDATION_GUILD,731000002398,0
RECONNECT_NOTICE,731000002399,1
REGISTERED_ITEM_QUANTITY,731000002400,0
REIGN,731000002401,0
REMAIN_TIME,731000001282,0
REMAIN_TIME_COUNT_DAY,731000002403,0
REMAIN_TIME_PERIOD,731000002404,0
REPLY_WAITING,731000002405,0
REQUIRE_TIME,731000002406,0
REQUIRED_LEVEL,731000002407,0
RESET,731000002408,0
REVIVE_GUIDE,731000002409,0
REWARD,731000000434,0
REWARD_HISTORY,731000002411,0
REWARD_NAME,731000001870,0
ROLLUP_COUNT,731000002413,0
ROLLUP_TERM_TIME,731000002414,0
RULE,731000002401,0
RUNE_CARVING_FAILED_DESC,731000002416,0
RUNE_CARVING_FAILED_NOTICE,731000002417,1
RUNE_CARVING_PROCEEDING,731000002418,0
RUNE_CARVING_SUCCEED_NOTICE,731000002419,0
COMMON_RECOMMENDATION_EXC,731000002420,0
RUNG_GUIDE,731000002421,0
SAFE_DATA_NOTICE,731000002422,0
SALE_PRICE,731000002423,0
SALE_QUANTITY,731000000992,0
SCENE_PK_WIN_MESSAGE,731000002425,0
SCENE_TITLE,731000002426,0
SCENETITLE,731000002427,0
SEARCH_RESULT,731000002428,0
SEARCH_ID,731000001586,0
SEARCHING_NAME,731000002430,0
SEASON_REMAIN_TIME,731000002431,0
SELECT_CHARACTER,731000001650,0
SELECT_GAME_DATA,731000002433,0
SELECT_SERVER,731000002434,0
SELECT_TITLE,731000000068,0
SELL_REGISTER,731000002436,0
SERVER_GROUP_NUMBER,731000002437,0
SERVER_NAME,731000002438,0
SERVER_NAME1,731000002439,0
SERVER_NAME10,731000002440,0
SERVER_NAME2,731000002441,0
SERVER_NAME3,731000002442,0
SERVER_NAME4,731000002443,0
SERVER_NAME5,731000002444,0
SERVER_NAME6,731000002445,0
SERVER_NAME7,731000002446,0
SERVER_NAME8,731000002447,0
SERVER_NAME9,731000002448,0
SERVER_RECOMMAND,731000001331,0
SERVER_SELECT_MOVE,731000002434,0
SERVER_STATE1,731000002451,0
SERVER_STATE10,731000002452,0
SERVER_STATE2,731000002453,0
SERVER_STATE3,731000002454,0
SERVER_STATE4,731000002455,0
SERVER_STATE5,731000002456,0
SERVER_STATE6,731000002457,0
SERVER_STATE7,731000002458,0
SERVER_STATE8,731000002459,0
SERVER_STATE9,731000002460,0
SET_DESC,731000002461,0
SET_NAME,731000002462,0
SHOP_ACQUISITION_MILEAGE_MESSAGE,731000002463,0
SHOP_EVENT_TIME_PERIOD,731000002464,0
SHOP_EVENT_TIME_WARNING,731000002465,0
SHOP_IMMEDIATELY_COUNT,731000002466,0
SHOP_INVENTORY_NO_SPACE_MESSAGE,731000002467,0
SHOP_INVENTORY_NO_SPACE_NOTICE,731000002468,0
SHOP_PRODUCT_DESC,731000002469,0
SHOP_PRODUCT_NAME,731000002470,0
SHOP_PURCHASE_CHECK_MESSAGE,731000002471,0
SHOP_PURCHASE_COMPLETED_MESSAGE,731000002472,0
SHOP_PURCHASE_COUNT,731000002473,0
SHOP_PURCHASE_FREE_DIA_NOTICE,731000002474,0
SHOP_PURCHASE_TIP,731000002475,0
SHOP_SAIL_TIME_PERIOD,731000002476,0
SHOP_TIP,731000002477,0
SKILL_ACQUISITION_NOTICE,731000002478,0
SKILL_BOOK_BTN,1026,0
SKILL_BOOK_CRAFT,4004,0
SKILL_BOOK_NAME,731000002481,0
SKILL_DESC,731000002482,0
SKILL_GROUP_NAME,731000002483,0
SKILL_LEVELUP,191000000017,0
SKILL_LIST_NOTICE,731000002485,0
SKILL_NAME,731000002486,0
SKILL_REGISTRATION_NOTICE,731000001404,0
SKILLBOOK_CRAFTING_NOTICE,731000002488,0
SKILLBOOK_LEVELUP_NOTICE,731000002489,0
SKILLBOOK_NAME,731000002481,0
SKLLBOOK_NAME,731000002481,0
SNS_CONNECT,731000001838,0
SNS_DISCONNECT,731000001882,0
SORT,731000002494,0
SORT_FAVORITE,731000002495,0
SORT_GRADE,731000001639,0
SORT_LEVEL,731000002497,0
SORT_ONLINE,731000002498,0
SORT_SELECT,731000002499,0
SOUL_CRYSTAL_EFFECT_NAME,731000002296,0
SOUL_CRYSTAL_EQUIP,731000002501,0
SOUL_CRYSTAL_EQUIP_NOTICE,731000002502,0
SOUL_CRYSTAL_LEVELUP,611000001016,0
SOUL_CRYSTAL_NAME,731000002504,0
SOUL_CRYSTAL_NO_EQUIP_SLOT,731000002505,0
SOUL_CRYSTAL_OVERLAP_EQUIP_ERR,731000002506,1
SOUL_CRYSTAL_UNEQUIP_NOTICE,731000002507,0
