ShopId,ShopServerType,NewServer,ProductType,ProductValue,ItemType,Grade,ItemInfoId,ProductItemType,BuffInfoId,ProductItemTypeValue,InstantMail,ByMail,ItemNotBind,RateRevisionGrade,RateRevisionValue,FirstGachaId,GachaId,EventItemPeriodId
10002214,All,All,PayDiamond,340,,,,Base,,,UserMail,1,0,,,,,
10009901,All,All,Adena,1000,,,,Base,,,,1,0,,,,,
10009902,All,All,FreeDiamond,300,,,,Base,,,,1,0,,,,,
10009902,All,All,Item,5,,,910261,Base,,,,1,0,,,,,
10009010,All,All,Adena,1000000,,,,Base,,,,1,0,,,,,
10009011,All,All,Item,6,,,400000,Base,,,,1,0,,,,,
10009011,All,All,PayDiamond,1000,,,,Base,,,,1,0,,,,,
9667,All,All,AutoQuestScroll,,,,,Base,,,,0,0,,,,,
9667,All,All,AutoWeeklyQuest,,,,,Base,,,,0,0,,,,,
9667,All,All,Item,3,,,911059,FlatRateItem,,,,1,0,,,,,
9667,All,All,FreeDiamond,1200,,,,Base,,,,1,0,,,,,
9668,All,All,AutoInventory,,,,,Base,,,,0,0,,,,,
9668,All,All,FreeDiamond,1200,,,,Base,,,,1,0,,,,,
9668,All,All,Mileage,20,,,,FlatRateMileage,,,,1,0,,,,,
9668,All,All,Item,1,DungeonSweepTicket,,490090,FlatRateItem,,,,1,0,,,,,
9668,All,All,Buff,,,,,Base,510002,,,0,0,,,,,
10014011,All,All,Item,1,,,919089,Base,,,UserMail,0,0,,,,,
10014021,All,All,Item,20,,,10910611,Base,,,UserMail,0,0,,,,,
10014022,All,All,Item,10,,,10910612,Base,,,UserMail,0,0,,,,,
10014023,All,All,Item,1,,,10910613,Base,,,UserMail,0,0,,,,,
10014024,All,All,Item,1,,,919086,Base,,,UserMail,0,0,,,,,
10014031,All,All,Item,1,,,910004,Base,,,,0,0,,,,,
10014041,All,All,Item,1,,,10910721,Base,,,,0,0,,,,,
10014051,All,All,Item,1,,,10910711,Base,,,,0,0,,,,,
10014061,All,All,Item,1,,,10910701,Base,,,,0,0,,,,,
10014071,All,All,Item,1,,,919090,Base,,,,0,0,,,,,
10014081,All,All,Item,1,,,919088,Base,,,,0,0,,,,,
10014091,All,All,Item,1,,SR,490038,Base,,,,0,0,,,,,
10014100,All,All,Item,1,,R,490026,Base,,,,0,0,,,,,
10014111,All,All,Item,1,,R,481105,Base,,,,0,0,,,,,
999999999,All,All,Item,2,HPPotion,,440004,Base,,,,1,0,,,,,
999999999,All,All,Item,1,SupriseBox,,910205,Base,,,,1,0,,,,,
999999999,All,All,Item,1,SupriseBox,,911003,Base,,,,1,0,,,,,
10009012,All,All,Adena,300000,,,,Base,,,,1,0,,,,,
10009012,All,All,Item,1,,SR,490038,Base,,,,1,0,,,,,
10009013,All,All,Adena,300000,,,,Base,,,,1,0,,,,,
10009013,All,All,Item,1,,SR,490026,Base,,,,1,0,,,,,
10009014,All,All,Item,1,,,10910111,Base,,,,1,0,,,,,
10009015,All,All,Item,1,,,10910311,Base,,,,1,0,,,,,
10009016,All,All,Item,1,CapeActiveMaterial,,1300003,Base,,,,1,0,,,,,
10009017,All,All,Item,1,CapeActiveMaterial,,1300002,Base,,,,1,0,,,,,
10009018,th_TH,All,RandomSpecialEquip,1,SupriseBox,,10900009,Base,,,,0,0,,,,10001,
10010001,All,All,FreeDiamond,100,,,,Base,,,UserMail,1,0,,,,,
10010001,All,All,Adena,10000,,,,Base,,,UserMail,1,0,,,,,
10010002,All,All,FreeDiamond,200,,,,Base,,,UserMail,1,0,,,,,
10010002,All,All,Adena,20000,,,,Base,,,UserMail,1,0,,,,,
10010003,All,All,FreeDiamond,300,,,,Base,,,UserMail,1,0,,,,,
10010003,All,All,Adena,30000,,,,Base,,,UserMail,1,0,,,,,
10010003,All,All,Item,1,,,910004,Base,,,UserMail,1,0,,,,,
10010004,All,All,FreeDiamond,500,,,,Base,,,UserMail,1,0,,,,,
10010004,All,All,Adena,50000,,,,Base,,,UserMail,1,0,,,,,
10010004,All,All,Item,3,,,910004,Base,,,UserMail,1,0,,,,,
10010005,All,All,FreeDiamond,100,,,,Base,,,UserMail,1,0,,,,,
10010005,All,All,Adena,10000,,,,Base,,,UserMail,1,0,,,,,
10010005,All,All,Item,1,,,910004,Base,,,UserMail,1,0,,,,,
10010006,All,All,FreeDiamond,200,,,,Base,,,UserMail,1,0,,,,,
10010006,All,All,Adena,20000,,,,Base,,,UserMail,1,0,,,,,
10010006,All,All,Item,1,,,910004,Base,,,UserMail,1,0,,,,,
10010007,All,All,FreeDiamond,300,,,,Base,,,UserMail,1,0,,,,,
10010007,All,All,Adena,30000,,,,Base,,,UserMail,1,0,,,,,
10010007,All,All,Item,3,,,910004,Base,,,UserMail,1,0,,,,,
10010008,All,All,Adena,1000000,,,,Base,,,,1,0,,,,,
10010009,All,All,Item,6,,,400000,Base,,,,1,0,,,,,
10010009,All,All,PayDiamond,1000,,,,Base,,,,1,0,,,,,
10010010,All,All,FreeDiamond,200,,,,Base,,,UserMail,1,0,,,,,
10010010,All,All,Adena,20000,,,,Base,,,UserMail,1,0,,,,,
10010010,All,All,Item,1,,,910004,Base,,,UserMail,1,0,,,,,
10010011,All,All,FreeDiamond,400,,,,Base,,,UserMail,1,0,,,,,
10010011,All,All,Adena,150000,,,,Base,,,UserMail,1,0,,,,,
10010011,All,All,Item,3,,,910004,Base,,,UserMail,1,0,,,,,
10010012,All,All,FreeDiamond,800,,,,Base,,,UserMail,1,0,,,,,
10010012,All,All,Adena,500000,,,,Base,,,UserMail,1,0,,,,,
10010012,All,All,Item,10,,,910004,Base,,,UserMail,1,0,,,,,
10010013,All,All,FreeDiamond,150,,,,Base,,,UserMail,1,0,,,,,
10010013,All,All,Adena,20000,,,,Base,,,UserMail,1,0,,,,,
10010013,All,All,Item,1,,,910004,Base,,,UserMail,1,0,,,,,
10010014,All,All,FreeDiamond,240,,,,Base,,,UserMail,1,0,,,,,
10010014,All,All,Adena,40000,,,,Base,,,UserMail,1,0,,,,,
10010014,All,All,Item,2,,,910004,Base,,,UserMail,1,0,,,,,
10010015,All,All,FreeDiamond,500,,,,Base,,,UserMail,1,0,,,,,
10010015,All,All,Adena,150000,,,,Base,,,UserMail,1,0,,,,,
10010015,All,All,Item,3,,,910004,Base,,,UserMail,1,0,,,,,
10010016,All,All,FreeDiamond,650,,,,Base,,,UserMail,1,0,,,,,
10010016,All,All,Adena,300000,,,,Base,,,UserMail,1,0,,,,,
10010016,All,All,Item,5,,,910004,Base,,,UserMail,1,0,,,,,
10010017,All,All,FreeDiamond,900,,,,Base,,,UserMail,1,0,,,,,
10010017,All,All,Adena,400000,,,,Base,,,UserMail,1,0,,,,,
10010017,All,All,Item,10,,,910004,Base,,,UserMail,1,0,,,,,
10010018,All,All,FreeDiamond,150,,,,Base,,,UserMail,1,0,,,,,
10010018,All,All,Adena,20000,,,,Base,,,UserMail,1,0,,,,,
10010019,All,All,Item,8,,,1301003,Base,,,,1,0,,,,,
10010019,All,All,Item,8,,,1301002,Base,,,,1,0,,,,,
10010019,All,All,Item,8,,,1301001,HongbaoGuild,,,,1,0,,,,,
10010019,All,All,Item,1,,,911191,HongbaoGuild,,,,1,0,,,,,
9915,All,All,Item,15,,,1304001,Base,,,,1,0,,,,,
9915,All,All,Item,15,,,1303001,Base,,,,1,0,,,,,
9915,All,All,Item,2,,,400000,Base,,,,1,0,,,,,
9915,All,All,FreeDiamond,1000,,,,Base,,,,1,0,,,,,
10009019,All,All,RandomAdvancedMaterial,1,SupriseBox,,900008,Base,,,,1,0,,,,10201,
10010020,All,All,FreeDiamond,3000,,,,Base,,,,1,0,,,,,
13012,All,All,Item,1,QuestScroll,Max,501504,Base,,,,0,0,,,,,
13013,All,All,Item,1,QuestScroll,Max,501604,Base,,,,0,0,,,,,
13014,All,All,Item,1,QuestScroll,Max,501704,Base,,,,0,0,,,,,
13112,All,All,Item,1,QuestScroll,Max,501502,Base,,,,0,0,,,,,
13113,All,All,Item,1,QuestScroll,Max,501602,Base,,,,0,0,,,,,
13114,All,All,Item,1,QuestScroll,Max,501702,Base,,,,0,0,,,,,
13115,All,All,Item,1,QuestScroll,Max,501802,Base,,,,0,0,,,,,
13116,All,All,Item,1,QuestScroll,Max,501902,Base,,,,0,0,,,,,
13117,All,All,Item,1,QuestScroll,Max,502002,Base,,,,0,0,,,,,
13015,All,All,Item,1,QuestScroll,Max,501804,Base,,,,0,0,,,,,
13016,All,All,Item,1,QuestScroll,Max,501904,Base,,,,0,0,,,,,
13017,All,All,Item,1,QuestScroll,Max,502004,Base,,,,0,0,,,,,
13212,All,All,Item,1,QuestScroll,Max,501501,Base,,,,0,0,,,,,
13213,All,All,Item,1,QuestScroll,Max,501601,Base,,,,0,0,,,,,
13214,All,All,Item,1,QuestScroll,Max,501701,Base,,,,0,0,,,,,
13215,All,All,Item,1,QuestScroll,Max,501801,Base,,,,0,0,,,,,
13216,All,All,Item,1,QuestScroll,Max,501901,Base,,,,0,0,,,,,
13217,All,All,Item,1,QuestScroll,Max,502001,Base,,,,0,0,,,,,
10010021,All,All,Item,1,,,470010,Base,,,,1,0,,,,,
10010021,All,All,PayDiamond,1000,,,,Base,,,,1,0,,,,,
10010021,All,All,FreeDiamond,1000,,,,Base,,,,1,0,,,,,
10010021,All,All,Adena,200000,,,,Base,,,,1,0,,,,,
3012,All,All,Item,1,SupriseBox,,911014,Base,,,,0,0,,,,,
3013,All,All,Item,1,SupriseBox,,911015,Base,,,,0,0,,,,,
3014,All,All,Item,1,SupriseBox,,911034,Base,,,,1,0,,,,,
3015,All,All,Item,10,SupriseBox,,911031,Base,,,,0,0,,,,,
5020,All,All,RandomAdvancedMaterial,11,SupriseBox,,919052,Base,,,,1,0,,,,4001,
5020,All,All,Mileage,77,,,,Bonus,,,,0,0,,,,,
5021,All,All,RandomAdvancedMaterial,11,SupriseBox,,919052,Base,,,,1,0,,,,4001,
5022,All,All,RandomAdvancedMaterial,11,SupriseBox,,911048,Base,,,,1,0,,,,4003,
5022,All,All,Mileage,77,,,,Bonus,,,,0,0,,,,,
5023,All,All,RandomAdvancedMaterial,11,SupriseBox,,911048,Base,,,,1,0,,,,4003,
5024,All,All,RandomAdvancedEquip,1,SupriseBox,,912103,Base,,,,1,0,,,7001,5004,
5024,All,All,Mileage,0,,,,Bonus,,,,0,0,,,,,
5025,All,All,RandomAdvancedEquip,11,SupriseBox,,912103,Base,,,,1,0,S,1,,5005,
5025,All,All,Mileage,0,,,,Bonus,,,,0,0,,,,,
5026,All,All,RandomAdvancedEquip,1,SupriseBox,,912103,Base,,,,1,0,,,,5016,
5026,All,All,Mileage,7,,,,Bonus,,,,0,0,,,,,
5027,All,All,RandomAdvancedEquip,11,SupriseBox,,912103,Base,,,,1,0,S,1,,5017,
5027,All,All,Mileage,77,,,,Bonus,,,,0,0,,,,,
10005040,All,All,RandomAdvancedMaterial,1,SupriseBox,,915001,Base,,,,1,0,,,,8001,
10005040,All,All,Mileage,5,,,,Bonus,,,,0,0,,,,,
10005041,All,All,RandomAdvancedMaterial,11,SupriseBox,,915001,Base,,,,1,0,,,,8002,
10005041,All,All,Mileage,55,,,,Bonus,,,,0,0,,,,,
10005042,All,All,RandomAdvancedMaterial,11,SupriseBox,,915001,Base,,,,1,0,,,,8002,
10005042,All,All,Mileage,0,,,,Bonus,,,,0,0,,,,,
6009,All,All,Item,1,SupriseBox,,911013,Base,,,,1,0,,,,,
6010,All,All,Item,1,SupriseBox,,911034,Base,,,,0,0,,,,,
6011,All,All,Item,10,SupriseBox,,911031,Base,,,,0,0,,,,,
10023,All,All,Item,1,Etc,Max,510004,Base,,,,0,0,,,,,
10024,All,All,Item,1,Etc,Max,510005,Base,,,,0,0,,,,,
10025,All,All,Item,1,Etc,Max,510006,Base,,,,0,0,,,,,
10030,All,All,Item,1,,,510110,Base,,,,0,0,,,,,
10031,All,All,Item,1,,,510108,Base,,,,0,0,,,,,
10032,All,All,Item,1,,,510112,Base,,,,0,0,,,,,
10033,All,All,Item,1,,,510113,Base,,,,0,0,,,,,
8021,All,All,FreeDiamond,2000,,,,Base,,,,1,0,,,,,
8021,All,All,FreeDiamond,1000,,,,Level,,190,,1,0,,,,,
8021,All,All,Item,1,Etc,,510011,Level,,190,,1,0,,,,,
8021,All,All,FreeDiamond,1000,,,,Level,,200,,1,0,,,,,
8021,All,All,Item,25,Etc,,510102,Level,,200,,1,0,,,,,
8021,All,All,FreeDiamond,1000,,,,Level,,210,,1,0,,,,,
8021,All,All,Item,25,Etc,,510102,Level,,210,,1,0,,,,,
8021,All,All,FreeDiamond,1000,,,,Level,,220,,1,0,,,,,
8021,All,All,Item,25,SupriseBox,,911013,Level,,220,,1,0,,,,,
8021,All,All,FreeDiamond,1000,,,,Level,,230,,1,0,,,,,
8021,All,All,Item,25,Etc,,510102,Level,,230,,1,0,,,,,
8021,All,All,FreeDiamond,1000,,,,Level,,240,,1,0,,,,,
8021,All,All,Item,25,Etc,,510102,Level,,240,,1,0,,,,,
8021,All,All,FreeDiamond,2000,,,,Level,,250,,1,0,,,,,
8021,All,All,Item,1,StoneForAbility,,490038,Level,,260,,1,0,,,,,
8024,All,All,FreeDiamond,2000,,,,Base,,,,1,0,,,,,
8024,All,All,FreeDiamond,1000,,,,Scenario,,1,,1,0,,,,,
8024,All,All,Item,1,SummonGem,,1000104,Scenario,,1,,1,0,,,,,
8024,All,All,Item,30,TeleportScroll,,449999,Scenario,,1,,1,0,,,,,
8024,All,All,Item,2,SupriseBox,,910237,Scenario,,1,,1,0,,,,,
8024,All,All,FreeDiamond,1000,,,,Scenario,,1,,1,0,,,,,
8024,All,All,Item,1,SummonGem,,1000104,Scenario,,1,,1,0,,,,,
8024,All,All,Item,30,TeleportScroll,,449999,Scenario,,1,,1,0,,,,,
8024,All,All,Item,2,SupriseBox,,910237,Scenario,,1,,1,0,,,,,
8024,All,All,FreeDiamond,1000,,,,Scenario,,1,,1,0,,,,,
8024,All,All,Item,1,SummonGem,,1000104,Scenario,,1,,1,0,,,,,
8024,All,All,Item,30,TeleportScroll,,449999,Scenario,,1,,1,0,,,,,
8024,All,All,Item,2,SupriseBox,,910237,Scenario,,1,,1,0,,,,,
9011,All,All,FreeDiamond,2000,,,,Base,,,,1,0,,,,,
9011,All,All,Item,1,StoneForLimitBreak,SR,490026,Bonus,,,,1,0,,,,,
9011,All,All,Item,5,ProtectionJewel,Max,400000,Bonus,,,,1,0,,,,,
9011,All,All,Item,3,SupriseBox,,911034,Bonus,,,,1,0,,,,,
9011,All,All,Item,2,SupriseBox,,911064,Bonus,,,,1,0,,,,,
9011,All,All,Adena,500000,,,,Bonus,,,,1,0,,,,,
9012,All,All,FreeDiamond,2000,,,,Base,,,,1,0,,,,,
9012,All,All,Item,1,StoneForLimitBreak,UR,490078,Bonus,,,,1,0,,,,,
9012,All,All,Item,5,SupriseBox,,910237,Bonus,,,,1,0,,,,,
9012,All,All,Item,2,SupriseBox,,911013,Bonus,,,,1,0,,,,,
9629,All,All,Item,3,SupriseBox,,912101,Base,,,,1,0,,,,,
9629,All,All,Item,2000,SupriseBox,,911024,Base,,,,1,0,,,,,
9629,All,All,Adena,300000,,,,Base,,,,1,0,,,,,
9629,All,All,Item,3,SupriseBox,,911033,HongbaoGuild,,,,1,0,,,,,
9629,All,All,Mileage,100,,,,Bonus,,,,1,0,,,,,
10010022,All,All,Item,1,SupriseBox,UR,10911063,Base,,,,1,0,,,,,
10010022,All,All,Item,5,SupriseBox,UR,10911061,Base,,,,1,0,,,,,
10010022,All,All,Item,5,SupriseBox,UR,911013,Base,,,,1,0,,,,,
10010022,All,All,Item,2,SupriseBox,,911034,Bonus,,,,1,0,,,,,
10010023,All,All,Item,1,SupriseBox,UR,10911064,Base,,,,1,0,,,,,
10010023,All,All,Item,5,SupriseBox,UR,10911062,Base,,,,1,0,,,,,
10010023,All,All,Item,5,SupriseBox,UR,911013,Base,,,,1,0,,,,,
10010023,All,All,Item,2,SupriseBox,,911034,Bonus,,,,1,0,,,,,
10010024,All,All,Adena,1000000,,,,Base,,,,1,0,,,,,
10010025,All,All,Item,6,,,400000,Base,,,,1,0,,,,,
10010026,All,All,PayDiamond,1000,,,,Base,,,,1,0,,,,,
10010027,All,All,Item,1,SupriseBox,,911034,Base,,,,1,0,,,,,
10010031,All,All,Item,1,PetItem,,471002,Base,,,,1,0,,,,,
10010031,All,All,Item,1,PetSoulStone,,470007,Base,,,,1,0,,,,,
10010031,All,All,Item,200,PetItem,,470001,Bonus,,,,1,0,,,,,
10010031,All,All,Item,3,SupriseBox,,915001,Bonus,,,,1,0,,,,,
9630,All,All,Item,1,ServerTransfer,,490091,Base,,,,1,0,,,,,
150001,All,All,Item,3,CapeOptionChangeMaterial,,1303002,Base,,,,1,0,,,,,
150002,All,All,Item,3,CapeOptionChangeMaterial,,1303003,Base,,,,1,0,,,,,
150003,All,All,Item,3,CapeOptionChangeMaterial,,1303001,Base,,,,1,0,,,,,
150004,All,All,Item,3,CapeOptionLockMaterial,,1304001,Base,,,,1,0,,,,,
150005,All,All,Item,3,SummonGem,,1000104,Base,,,,1,0,,,,,
150006,All,All,Item,3,SummonGem,,1000103,Base,,,,1,0,,,,,
150007,All,All,Item,20,HPPotion,Max,440002,Base,,,,1,0,,,,,
150008,All,All,Item,350,GuildCoin,,490006,Base,,,,1,0,,,,,
151001,All,All,Item,5,CapeOptionChangeMaterial,,1303002,Base,,,,1,0,,,,,
151002,All,All,Item,5,CapeOptionChangeMaterial,,1303003,Base,,,,1,0,,,,,
151003,All,All,Item,5,CapeOptionChangeMaterial,,1303001,Base,,,,1,0,,,,,
151004,All,All,Item,5,CapeOptionLockMaterial,,1304001,Base,,,,1,0,,,,,
152001,All,All,Item,3,SupriseBox,,910237,Base,,,,1,0,,,,,
152001,All,All,Item,20,Etc,,490066,Base,,,,1,0,,,,,
152002,All,All,Item,1,VehicleEnchantMaterial,,410004,Base,,,,1,0,,,,,
152003,All,All,Item,1,SupriseBox,,910221,Base,,,,1,0,,,,,
152004,All,All,Item,3,SkillPoint,,490030,Base,,,,1,0,,,,,
152005,All,All,Item,2,BlessedArmorEnchantMaterial,R,410012,Base,,,,1,0,,,,,
152006,All,All,Item,2,BlessedWeaponEnchantMaterial,R,410011,Base,,,,1,0,,,,,
152007,All,All,Item,2,BlessedAccessoryEnchantMaterial,R,410013,Base,,,,1,0,,,,,
152008,All,All,Item,5,SupriseBox,,910221,Base,,,,1,0,,,,,
152009,All,All,Item,5,PkBlock,,910313,Base,,,,1,0,,,,,
152010,All,All,Item,1,SupriseBox,,916001,Base,,,,1,0,,,,,
160002,All,All,Item,1,Etc,,10919026,Base,,,,0,0,,,,,
1004001,All,All,Item,20,HPPotion,Max,440001,Base,,,,0,0,,,,,
1004002,All,All,Item,200,HPPotion,Max,440001,Base,,,,0,0,,,,,
1004003,All,All,Item,20,MPPotion,Max,440011,Base,,,,0,0,,,,,
1004004,All,All,Item,200,MPPotion,Max,440011,Base,,,,0,0,,,,,
1004005,All,All,Item,500,SoulShot,Max,400001,Base,,,,0,0,,,,,
1004006,All,All,Item,5000,SoulShot,Max,400001,Base,,,,0,0,,,,,
1004007,All,All,Item,1,PkPointDecrease,Max,910316,Base,,,,0,0,,,,,
1004008,All,All,Item,50,TeleportScroll,Max,449999,Base,,,,0,0,,,,,
2011001,All,All,Hair,1,,,,Base,,,,0,0,,,,,
2011002,All,All,Hair,1,,,,Base,,,,0,0,,,,,
2011003,All,All,Hair,1,,,,Base,,,,0,0,,,,,
2012001,All,All,Hair,1,,,,Base,,,,0,0,,,,,
2012002,All,All,Hair,1,,,,Base,,,,0,0,,,,,
2012003,All,All,Hair,1,,,,Base,,,,0,0,,,,,
2012004,All,All,Hair,1,,,,Base,,,,0,0,,,,,
2012005,All,All,Hair,1,,,,Base,,,,0,0,,,,,
2012006,All,All,Hair,1,,,,Base,,,,0,0,,,,,
2012007,All,All,Hair,1,,,,Base,,,,0,0,,,,,
2021000,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021001,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021002,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021003,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021004,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021005,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021006,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021007,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021008,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021009,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021010,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021011,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021012,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021013,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021014,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021015,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021016,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021017,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021018,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021019,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021020,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021021,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021022,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021023,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021024,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
2021025,All,All,Dyeing,1,,,,Base,,,,0,0,,,,,
10150001,All,All,Item,1,BlessedWeaponEnchantMaterial,R,410011,Base,,,,1,0,,,,,
10150002,All,All,Item,1,BlessedWeaponEnchantMaterial,R,410011,Base,,,,1,0,,,,,
10150003,All,All,Item,1,BlessedWeaponEnchantMaterial,R,410011,Base,,,,1,0,,,,,
10150004,All,All,Item,1,FreeDiamond,,10490014,Base,,,,1,0,,,,,
10150005,All,All,Item,1,Etc,,510103,Base,,,,1,0,,,,,
10150006,All,All,Item,1,SupriseBox,,900009,Base,,,,1,0,,,,,
10150007,All,All,Item,1,VehicleEnchantMaterial,,410004,Base,,,,1,0,,,,,
10150008,All,All,Item,1,VehicleEnchantMaterial,,410004,Base,,,,1,0,,,,,
10150009,All,All,Item,1,VehicleEnchantMaterial,,410004,Base,,,,1,0,,,,,
10150010,All,All,Item,1,SupriseBox,,916001,Base,,,,1,0,,,,,
10010033,All,All,Item,1,,R,400000,Base,,,,1,0,,,,,
10010033,All,All,Item,100,,R,490066,FlatRate,,,,1,0,,,,,
10010034,All,All,Item,1,SupriseBox,,911153,Base,,,,1,0,,,,,
10010034,All,All,Item,1,SupriseBox,,911012,Bonus,,,,1,0,,,,,
10010034,All,All,Item,1,SupriseBox,,910213,Bonus,,,,1,0,,,,,
10010035,All,All,PayDiamond,800,,,,Base,,,,1,0,,,,,
10010035,All,All,FreeDiamond,800,,,,Bonus,,,,1,0,,,,,
10010035,All,All,Item,100,HPPotion,Max,440002,Bonus,,,,1,0,,,,,
10010035,All,All,Item,100,MPPotion,Max,440012,Bonus,,,,1,0,,,,,
10010036,All,All,Item,4,SupriseBox,,911013,Base,,,,1,0,,,,,
10010036,All,All,Item,2,SupriseBox,,10911061,Base,,,,1,0,,,,,
10010036,All,All,Item,2,SupriseBox,,10911062,Base,,,,1,0,,,,,
10010036,All,All,Item,100,TeleportScroll,,449999,Bonus,,,,1,0,,,,,
10010036,All,All,Adena,100000,,,,Bonus,,,,1,0,,,,,
10010036,All,All,Item,2,SupriseBox,,10919052,HongbaoGuild,,,,1,0,,,,,
10010036,All,All,Item,2,TeleportScroll,,449999,HongbaoGuild,,,,1,0,,,,,
10151001,All,All,FreeDiamond,4000,,,,Base,,,,1,0,,,,,
10151002,All,All,Item,1,AchievementPoint,,490045,Base,,,,1,0,,,,,
10151003,All,All,Item,1,BlessedWeaponEnchantMaterial,,410011,Base,,,,1,0,,,,,
10151004,All,All,Item,1,BlessedArmorEnchantMaterial,R,410012,Base,,,,1,0,,,,,
10151005,All,All,Item,1,BlessedAccessoryEnchantMaterial,,410013,Base,,,,1,0,,,,,
10151006,All,All,Item,1,VehicleEnchantMaterial,,410004,Base,,,,1,0,,,,,
10151007,All,All,Adena,100000,,,,Base,,,,1,0,,,,,
10151008,All,All,Item,1,SupriseBox,,910219,Base,,,,1,0,,,,,
10151009,All,All,Item,20,HPPotion,,440002,Base,,,,1,0,,,,,
10151010,All,All,ExpPurchase,1,,,490008,Base,,,,1,0,,,,,
10151011,All,All,ExpPurchase,1,,,490009,Base,,,,1,0,,,,,
10152001,All,All,FreeDiamond,4000,,,,Base,,,,1,0,,,,,
10152002,All,All,CastleSiegeFestivalCoupon,50,FestivalTicket,,490059,Base,,,,1,0,,,,,
10152003,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10152004,All,All,Item,1,BlessedWeaponEnchantMaterial,,410011,Base,,,,1,0,,,,,
10152005,All,All,Item,1,BlessedArmorEnchantMaterial,R,410012,Base,,,,1,0,,,,,
10152006,All,All,Item,1,BlessedAccessoryEnchantMaterial,,410013,Base,,,,1,0,,,,,
10152007,All,All,Adena,100000,,,,Base,,,,1,0,,,,,
10152008,All,All,Item,1,SupriseBox,,910219,Base,,,,1,0,,,,,
10152009,All,All,Item,20,HPPotion,,440002,Base,,,,1,0,,,,,
10152010,All,All,ExpPurchase,1,,,490008,Base,,,,0,0,,,,,
10152011,All,All,ExpPurchase,1,,,490009,Base,,,,0,0,,,,,
10153001,All,All,FreeDiamond,4000,,,,Base,,,,1,0,,,,,
10153002,All,All,Item,1,SupriseBox,,911034,Base,,,,1,0,,,,,
10153003,All,All,Item,1,VehicleEnchantMaterial,,410004,Base,,,,1,0,,,,,
10153004,All,All,Item,1,Etc,,510103,Base,,,,1,0,,,,,
10153005,All,All,Item,1,Relic,,500121,Base,,,,1,0,,,,,
10153006,All,All,Item,1,SupriseBox,,910219,Base,,,,1,0,,,,,
10153007,All,All,Adena,100000,,,,Base,,,,1,0,,,,,
10154001,All,All,Item,1,StoneForAbility,,490038,Base,,,,1,0,,,,,
10154002,All,All,Item,1,StoneForAbility,,490037,Base,,,,1,0,,,,,
10154003,All,All,Item,1,SupriseBox,,911013,Base,,,,1,0,,,,,
10154004,All,All,Item,1,AchievementPoint,,490045,Base,,,,1,0,,,,,
10154005,All,All,Item,1,SupriseBox,,911087,Base,,,,1,0,,,,,
10154006,All,All,Item,20,HPPotion,,440002,Base,,,,1,0,,,,,
10155001,All,All,Item,1,BlessedWeaponEnchantMaterial,,410011,Base,,,,1,0,,,,,
10155002,All,All,Item,1,BlessedWeaponEnchantMaterial,,410011,Base,,,,1,0,,,,,
10155003,All,All,Item,1,BlessedWeaponEnchantMaterial,,410011,Base,,,,1,0,,,,,
10155004,All,All,Item,1,FreeDiamond,,10490014,Base,,,,1,0,,,,,
10155005,All,All,Item,1,VehicleEnchantMaterial,,410004,Base,,,,1,0,,,,,
10155006,All,All,Item,1,VehicleEnchantMaterial,,410004,Base,,,,1,0,,,,,
10155007,All,All,Item,1,VehicleEnchantMaterial,,410004,Base,,,,1,0,,,,,
10155008,All,All,Item,1,SupriseBox,,916001,Base,,,,1,0,,,,,
10155009,All,All,Item,1,SupriseBox,,900009,Base,,,,1,0,,,,,
10156001,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10156002,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
10156003,All,All,Item,1,ProtectionJewel,,400000,Base,,,,1,0,,,,,
