ItemGrade,EquipmentType,Level,RewardType1,MinRewardCount1
SR,Gloves,0,Crystal,16
SR,Gloves,1,Crystal,18
SR,Gloves,2,Crystal,20
SR,Gloves,3,Crystal,22
SR,Gloves,4,Crystal,25
SR,Gloves,5,Crystal,28
SR,Gloves,6,Crystal,31
SR,Gloves,7,Crystal,35
SR,Gloves,8,Crystal,39
SR,Gloves,9,Crystal,43
SR,Gloves,10,Crystal,48
SR,Gloves,11,Crystal,53
SR,Gloves,12,Crystal,59
SR,Gloves,13,Crystal,65
SR,Gloves,14,Crystal,72
SR,Gloves,15,Crystal,80
SR,Gloves,16,Crystal,88
SR,Gloves,17,Crystal,97
SR,Gloves,18,Crystal,107
SR,Gloves,19,Crystal,118
SR,Gloves,20,Crystal,130
SR,Boots,0,Crystal,16
SR,Boots,1,Crystal,18
SR,Boots,2,Crystal,20
SR,Boots,3,Crystal,22
SR,Boots,4,Crystal,25
SR,Boots,5,Crystal,28
SR,Boots,6,Crystal,31
SR,Boots,7,Crystal,35
SR,Boots,8,Crystal,39
SR,Boots,9,Crystal,43
SR,Boots,10,Crystal,48
SR,Boots,11,Crystal,53
SR,Boots,12,Crystal,59
SR,Boots,13,Crystal,65
SR,Boots,14,Crystal,72
SR,Boots,15,Crystal,80
SR,Boots,16,Crystal,88
SR,Boots,17,Crystal,97
SR,Boots,18,Crystal,107
SR,Boots,19,Crystal,118
SR,Boots,20,Crystal,130
SR,Helmet,0,Crystal,24
SR,Helmet,1,Crystal,27
SR,Helmet,2,Crystal,30
SR,Helmet,3,Crystal,33
SR,Helmet,4,Crystal,37
SR,Helmet,5,Crystal,41
SR,Helmet,6,Crystal,46
SR,Helmet,7,Crystal,51
SR,Helmet,8,Crystal,57
SR,Helmet,9,Crystal,63
SR,Helmet,10,Crystal,70
SR,Helmet,11,Crystal,77
SR,Helmet,12,Crystal,85
SR,Helmet,13,Crystal,94
SR,Helmet,14,Crystal,104
SR,Helmet,15,Crystal,115
SR,Helmet,16,Crystal,127
SR,Helmet,17,Crystal,140
SR,Helmet,18,Crystal,154
SR,Helmet,19,Crystal,170
SR,Helmet,20,Crystal,187
SR,Ring1,0,Crystal,36
SR,Ring1,1,Crystal,40
SR,Ring1,2,Crystal,44
SR,Ring1,3,Crystal,49
SR,Ring1,4,Crystal,54
SR,Ring1,5,Crystal,60
SR,Ring1,6,Crystal,66
SR,Ring1,7,Crystal,73
SR,Ring1,8,Crystal,81
SR,Ring1,9,Crystal,90
SR,Ring1,10,Crystal,99
SR,Ring1,11,Crystal,109
SR,Ring1,12,Crystal,120
SR,Ring1,13,Crystal,132
SR,Ring1,14,Crystal,146
SR,Ring1,15,Crystal,161
SR,Ring1,16,Crystal,178
SR,Ring1,17,Crystal,196
SR,Ring1,18,Crystal,216
SR,Ring1,19,Crystal,238
SR,Ring1,20,Crystal,262
SR,Earring1,0,Crystal,36
SR,Earring1,1,Crystal,40
SR,Earring1,2,Crystal,44
SR,Earring1,3,Crystal,49
SR,Earring1,4,Crystal,54
SR,Earring1,5,Crystal,60
SR,Earring1,6,Crystal,66
SR,Earring1,7,Crystal,73
SR,Earring1,8,Crystal,81
SR,Earring1,9,Crystal,90
SR,Earring1,10,Crystal,99
SR,Earring1,11,Crystal,109
SR,Earring1,12,Crystal,120
SR,Earring1,13,Crystal,132
SR,Earring1,14,Crystal,146
SR,Earring1,15,Crystal,161
SR,Earring1,16,Crystal,178
SR,Earring1,17,Crystal,196
SR,Earring1,18,Crystal,216
SR,Earring1,19,Crystal,238
SR,Earring1,20,Crystal,262
SR,Necklace,0,Crystal,36
SR,Necklace,1,Crystal,40
SR,Necklace,2,Crystal,44
SR,Necklace,3,Crystal,49
SR,Necklace,4,Crystal,54
SR,Necklace,5,Crystal,60
SR,Necklace,6,Crystal,66
SR,Necklace,7,Crystal,73
SR,Necklace,8,Crystal,81
SR,Necklace,9,Crystal,90
SR,Necklace,10,Crystal,99
SR,Necklace,11,Crystal,109
SR,Necklace,12,Crystal,120
SR,Necklace,13,Crystal,132
SR,Necklace,14,Crystal,146
SR,Necklace,15,Crystal,161
SR,Necklace,16,Crystal,178
SR,Necklace,17,Crystal,196
SR,Necklace,18,Crystal,216
SR,Necklace,19,Crystal,238
SR,Necklace,20,Crystal,262
