Id,RequiredId,Type,GroupType,Param1,NameKey,DescKey,TaskType,TaskCondition,CompleteNotifyType,AchievementGroupId,TaskCount,RewardPoint,RewardGem,RewardAdena,RewardItemInfoId,RewardCount,RewardCountDesc,RewardIcon,AchievementIcon
21416,21415,Hero,Growth,16,821000021401,822000021401,Count_GameAttendanceCheck,,Immediately,214,2650,4590,,35000,,,,,Icon_HeroicAchievement_02
21417,21416,Hero,Growth,17,821000021401,822000021401,Count_GameAttendanceCheck,,Immediately,214,2900,5120,,39000,,1,,Icon_Asset_Protector_01,Icon_HeroicAchievement_02
21418,21417,Hero,Growth,18,821000021401,822000021401,Count_GameAttendanceCheck,,Immediately,214,3150,5580,,42500,,,,,Icon_HeroicAchievement_02
21419,21418,Hero,Growth,19,821000021401,822000021401,Count_GameAttendanceCheck,,Immediately,214,3400,6130,,47000,,,,,Icon_HeroicAchievement_02
21420,21419,Hero,Growth,20,821000021401,822000021401,Count_GameAttendanceCheck,,Immediately,214,3650,6990,,53000,,,,,Icon_HeroicAchievement_02
21501,,Hero,Growth,,821000021501,822000021501,If_TransferClass,,Immediately,215,1,50,,1000,,3,,Icon_GachaItem_EquipmentA,Icon_HeroicAchievement_02
21601,,Hero,Growth,,821000021601,822000021601,Count_RuneLevelup_Success,,Immediately,216,10,30,,1000,,,,,Icon_HeroicAchievement_02
30101,,Hero,Item,1,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,170,30,,1000,,,,,Icon_HeroicAchievement_04
30102,30101,Hero,Item,2,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,510,50,,1000,,1,,Icon_Box_Exp_01,Icon_HeroicAchievement_04
30103,30102,Hero,Item,3,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,1520,120,,1500,,,,,Icon_HeroicAchievement_04
30104,30103,Hero,Item,4,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,4540,180,,2000,,,,,Icon_HeroicAchievement_04
30105,30104,Hero,Item,5,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,13610,300,,3000,,1,,Icon_Box_Exp_01,Icon_HeroicAchievement_04
30106,30105,Hero,Item,6,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,40830,540,,5000,,,,,Icon_HeroicAchievement_04
30107,30106,Hero,Item,7,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,59810,900,,7500,,,,,Icon_HeroicAchievement_04
30108,30107,Hero,Item,8,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,78800,1230,,10000,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30109,30108,Hero,Item,9,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,97780,1600,,13000,,,,,Icon_HeroicAchievement_04
30110,30109,Hero,Item,10,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,116760,1840,,14500,,,,,Icon_HeroicAchievement_04
30111,30110,Hero,Item,11,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,135750,2080,,16500,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30112,30111,Hero,Item,12,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,154730,2560,,20000,,,,,Icon_HeroicAchievement_04
30113,30112,Hero,Item,13,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,173720,2800,,22000,,,,,Icon_HeroicAchievement_04
30114,30113,Hero,Item,14,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,192700,3040,,23500,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30115,30114,Hero,Item,15,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,211680,3280,,25500,,,,,Icon_HeroicAchievement_04
30116,30115,Hero,Item,16,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,230670,3770,,29000,,,,,Icon_HeroicAchievement_04
30117,30116,Hero,Item,17,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,249650,4010,,31000,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30118,30117,Hero,Item,18,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,268640,4610,,35500,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30119,30118,Hero,Item,19,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,287620,5330,,41000,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30120,30119,Hero,Item,20,821000030101,822000030101,Count_AcquiredItem,Equipment,Immediately,301,306600,6110,,46500,,1,,Icon_Box_Exp_02,Icon_HeroicAchievement_04
30201,,Hero,Item,1,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,150,30,,1000,,,,,Icon_HeroicAchievement_04
30202,30201,Hero,Item,2,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,440,40,,1000,,,,,Icon_HeroicAchievement_04
30203,30202,Hero,Item,3,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,1300,50,,1000,,,,,Icon_HeroicAchievement_04
30204,30203,Hero,Item,4,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,3890,70,,1500,,,,,Icon_HeroicAchievement_04
30205,30204,Hero,Item,5,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,11670,100,,1500,,,,,Icon_HeroicAchievement_04
30206,30205,Hero,Item,6,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,35000,130,,2000,,,,,Icon_HeroicAchievement_04
30207,30206,Hero,Item,7,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,51270,180,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_04
30208,30207,Hero,Item,8,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,67540,240,,2500,,,,,Icon_HeroicAchievement_04
30209,30208,Hero,Item,9,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,83810,330,,3500,,,,,Icon_HeroicAchievement_04
30210,30209,Hero,Item,10,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,100080,410,,4000,,,,,Icon_HeroicAchievement_04
30211,30210,Hero,Item,11,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,116360,510,,4500,,,,,Icon_HeroicAchievement_04
30212,30211,Hero,Item,12,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,132630,630,,5500,,,,,Icon_HeroicAchievement_04
30213,30212,Hero,Item,13,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,148900,760,,6500,,,,,Icon_HeroicAchievement_04
30214,30213,Hero,Item,14,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,165170,920,,,490013,1,,Icon_Box_Dia_04,Icon_HeroicAchievement_04
30215,30214,Hero,Item,15,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,181440,1070,,9000,,,,,Icon_HeroicAchievement_04
30216,30215,Hero,Item,16,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,197720,1130,,9500,,,,,Icon_HeroicAchievement_04
30217,30216,Hero,Item,17,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,213990,1240,,10000,,,,,Icon_HeroicAchievement_04
30218,30217,Hero,Item,18,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,230260,1360,,11000,,,,,Icon_HeroicAchievement_04
30219,30218,Hero,Item,19,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,246530,1600,,13000,,,,,Icon_HeroicAchievement_04
30220,30219,Hero,Item,20,821000030201,822000030201,Count_AcquiredEqItemGrade,C,Immediately,302,262800,1830,,14500,,,,,Icon_HeroicAchievement_04
30301,,Hero,Item,1,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,30,30,,1000,,,,,Icon_HeroicAchievement_04
30302,30301,Hero,Item,2,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,80,40,,1000,,,,,Icon_HeroicAchievement_04
30303,30302,Hero,Item,3,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,220,60,,1500,,,,,Icon_HeroicAchievement_04
30304,30303,Hero,Item,4,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,650,100,,1500,,,,,Icon_HeroicAchievement_04
30305,30304,Hero,Item,5,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,1950,140,,,410001,1,,Icon_EnchantScroll_01,Icon_HeroicAchievement_04
30306,30305,Hero,Item,6,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,5840,210,,2500,,,,,Icon_HeroicAchievement_04
30307,30306,Hero,Item,7,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,8550,290,,3000,,,,,Icon_HeroicAchievement_04
30308,30307,Hero,Item,8,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,11260,390,,3500,,,,,Icon_HeroicAchievement_04
30309,30308,Hero,Item,9,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,13970,530,,5000,,,,,Icon_HeroicAchievement_04
30310,30309,Hero,Item,10,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,16680,670,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30311,30310,Hero,Item,11,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,19400,830,,7000,,,,,Icon_HeroicAchievement_04
30312,30311,Hero,Item,12,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,22110,1030,,8500,,,,,Icon_HeroicAchievement_04
30313,30312,Hero,Item,13,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,24820,1250,,10000,,,,,Icon_HeroicAchievement_04
30314,30313,Hero,Item,14,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,27530,1510,,12000,,,,,Icon_HeroicAchievement_04
30315,30314,Hero,Item,15,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,30240,1770,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30316,30315,Hero,Item,16,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,32960,1870,,15000,,,,,Icon_HeroicAchievement_04
30317,30316,Hero,Item,17,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,35670,2030,,16000,,,,,Icon_HeroicAchievement_04
30318,30317,Hero,Item,18,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,38380,2240,,17500,,,,,Icon_HeroicAchievement_04
30319,30318,Hero,Item,19,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,41090,2630,,,410001,1,,Icon_EnchantScroll_01,Icon_HeroicAchievement_04
30320,30319,Hero,Item,20,821000030301,822000030301,Count_AcquiredEqItemGrade,B,Immediately,303,43800,3030,,23500,,,,,Icon_HeroicAchievement_04
30401,,Hero,Item,1,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,3,30,,1000,,,,,Icon_HeroicAchievement_04
30402,30401,Hero,Item,2,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,30,50,,1000,,,,,Icon_HeroicAchievement_04
30403,30402,Hero,Item,3,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,80,90,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_04
30404,30403,Hero,Item,4,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,220,140,,2000,,,,,Icon_HeroicAchievement_04
30405,30404,Hero,Item,5,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,650,220,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_04
30406,30405,Hero,Item,6,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,1950,330,,3500,,,,,Icon_HeroicAchievement_04
30407,30406,Hero,Item,7,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,2850,460,,4500,,,,,Icon_HeroicAchievement_04
30408,30407,Hero,Item,8,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,3760,630,,,910204,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_04
30409,30408,Hero,Item,9,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,4660,870,,7500,,,,,Icon_HeroicAchievement_04
30410,30409,Hero,Item,10,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,5560,1110,,9000,,,,,Icon_HeroicAchievement_04
30411,30410,Hero,Item,11,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,6470,1380,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_04
30412,30411,Hero,Item,12,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,7370,1710,,13500,,,,,Icon_HeroicAchievement_04
30413,30412,Hero,Item,13,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,8280,2080,,16500,,,,,Icon_HeroicAchievement_04
30414,30413,Hero,Item,14,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,9180,2520,,,900012,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_04
30415,30414,Hero,Item,15,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,10080,2960,,23000,,,,,Icon_HeroicAchievement_04
30416,30415,Hero,Item,16,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,10990,3130,,24500,,,,,Icon_HeroicAchievement_04
30417,30416,Hero,Item,17,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,11890,3400,,26500,,,,,Icon_HeroicAchievement_04
30418,30417,Hero,Item,18,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,12800,3760,,,910205,1,,Icon_GachaItem_Soulcrystal,Icon_HeroicAchievement_04
30419,30418,Hero,Item,19,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,13700,4430,,34000,,,,,Icon_HeroicAchievement_04
30420,30419,Hero,Item,20,821000030401,822000030401,Count_AcquiredEqItemGrade,A,Immediately,304,14600,5090,,39000,,,,,Icon_HeroicAchievement_04
30501,,Hero,Item,1,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,1,30,,,490005,5,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30502,30501,Hero,Item,2,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,3,60,,1500,,,,,Icon_HeroicAchievement_04
30503,30502,Hero,Item,3,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,30,110,,,490005,10,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30504,30503,Hero,Item,4,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,80,180,,2000,,,,,Icon_HeroicAchievement_04
30505,30504,Hero,Item,5,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,220,290,,3000,,,,,Icon_HeroicAchievement_04
30506,30505,Hero,Item,6,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,650,430,,,490005,10,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30507,30506,Hero,Item,7,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,950,610,,5500,,,,,Icon_HeroicAchievement_04
30508,30507,Hero,Item,8,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,1250,840,,7000,,,,,Icon_HeroicAchievement_04
30509,30508,Hero,Item,9,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,1540,1150,,,490005,10,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30510,30509,Hero,Item,10,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,1840,1470,,12000,,,,,Icon_HeroicAchievement_04
30511,30510,Hero,Item,11,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,2140,1830,,,490005,10,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30512,30511,Hero,Item,12,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,2440,2280,,18000,,,,,Icon_HeroicAchievement_04
30513,30512,Hero,Item,13,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,2740,2770,,21500,,,,,Icon_HeroicAchievement_04
30514,30513,Hero,Item,14,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,3040,3360,,,490005,20,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30515,30514,Hero,Item,15,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,3340,3940,,30500,,,,,Icon_HeroicAchievement_04
30516,30515,Hero,Item,16,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,3640,4170,,,490005,20,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30517,30516,Hero,Item,17,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,3940,4530,,35000,,,,,Icon_HeroicAchievement_04
30518,30517,Hero,Item,18,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,4240,5010,,,490005,20,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30519,30518,Hero,Item,19,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,4530,5900,,45000,,,,,Icon_HeroicAchievement_04
30520,30519,Hero,Item,20,821000030501,822000030501,Count_AcquiredEqItemGrade,S,Immediately,305,4830,6780,,,490005,100,,Icon_Box_Rune_01,Icon_HeroicAchievement_04
30601,,Hero,Item,1,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,2,30,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30602,30601,Hero,Item,2,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,3,60,,1500,,,,,Icon_HeroicAchievement_04
30603,30602,Hero,Item,3,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,10,110,,1500,,,,,Icon_HeroicAchievement_04
30604,30603,Hero,Item,4,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,30,180,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30605,30604,Hero,Item,5,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,80,280,,3000,,,,,Icon_HeroicAchievement_04
30606,30605,Hero,Item,6,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,220,420,,4000,,,,,Icon_HeroicAchievement_04
30607,30606,Hero,Item,7,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,320,580,,,900010,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30608,30607,Hero,Item,8,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,420,800,,7000,,,,,Icon_HeroicAchievement_04
30609,30608,Hero,Item,9,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,520,1100,,9000,,,,,Icon_HeroicAchievement_04
30610,30609,Hero,Item,10,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,620,1400,,,900010,1,,Icon_Box_Scroll_01,Icon_HeroicAchievement_04
30611,30610,Hero,Item,11,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,720,1740,,14000,,,,,Icon_HeroicAchievement_04
30612,30611,Hero,Item,12,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,820,2170,,17000,,,,,Icon_HeroicAchievement_04
30613,30612,Hero,Item,13,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,920,2640,,20500,,,,,Icon_HeroicAchievement_04
30614,30613,Hero,Item,14,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,1020,3200,,25000,,,,,Icon_HeroicAchievement_04
30615,30614,Hero,Item,15,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,1120,3750,,,900010,1,,Icon_Box_Scroll_01,Icon_HeroicAchievement_04
30616,30615,Hero,Item,16,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,1220,3970,,30500,,,,,Icon_HeroicAchievement_04
30617,30616,Hero,Item,17,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,1320,4310,,33000,,,,,Icon_HeroicAchievement_04
30618,30617,Hero,Item,18,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,1420,4770,,36500,,,,,Icon_HeroicAchievement_04
30619,30618,Hero,Item,19,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,1510,5620,,43000,,,,,Icon_HeroicAchievement_04
30620,30619,Hero,Item,20,821000030601,822000030601,Count_AcquiredEqItemGrade,R,Immediately,306,1610,6450,,,900010,1,,Icon_Box_Scroll_01,Icon_HeroicAchievement_04
30701,,Hero,Item,1,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,1,30,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30702,30701,Hero,Item,2,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,3,70,,1500,,,,,Icon_HeroicAchievement_04
30703,30702,Hero,Item,3,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,7,120,,,410012,1,,Icon_EnchantScroll_05,Icon_HeroicAchievement_04
30704,30703,Hero,Item,4,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,10,200,,2500,,,,,Icon_HeroicAchievement_04
30705,30704,Hero,Item,5,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,20,320,,,410013,1,,Icon_EnchantScroll_06,Icon_HeroicAchievement_04
30706,30705,Hero,Item,6,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,60,480,,4500,,,,,Icon_HeroicAchievement_04
30707,30706,Hero,Item,7,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,80,680,,,410011,1,,Icon_EnchantScroll_04,Icon_HeroicAchievement_04
30708,30707,Hero,Item,8,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,110,930,,8000,,,,,Icon_HeroicAchievement_04
30709,30708,Hero,Item,9,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,130,1280,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30710,30709,Hero,Item,10,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,160,1630,,13000,,,,,Icon_HeroicAchievement_04
30711,30710,Hero,Item,11,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,180,2030,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30712,30711,Hero,Item,12,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,210,2530,,20000,,,,,Icon_HeroicAchievement_04
30713,30712,Hero,Item,13,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,240,3080,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30714,30713,Hero,Item,14,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,260,3730,,29000,,,,,Icon_HeroicAchievement_04
30715,30714,Hero,Item,15,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,290,4380,,33500,,,,,Icon_HeroicAchievement_04
30716,30715,Hero,Item,16,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,310,4630,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30717,30716,Hero,Item,17,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,340,5030,,38500,,,,,Icon_HeroicAchievement_04
30718,30717,Hero,Item,18,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,360,5560,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30719,30718,Hero,Item,19,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,390,6550,,50000,,,,,Icon_HeroicAchievement_04
30720,30719,Hero,Item,20,821000030701,822000030701,Count_AcquiredEqItemGrade,SR,Immediately,307,410,7530,,,900011,1,,Icon_Gacha_EnchantScroll,Icon_HeroicAchievement_04
30901,,Hero,Item,1,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,30,30,,1000,,,,,Icon_HeroicAchievement_04
30902,30901,Hero,Item,2,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,110,40,,1000,,,,,Icon_HeroicAchievement_04
30903,30902,Hero,Item,3,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,280,60,,1500,,,,,Icon_HeroicAchievement_04
30904,30903,Hero,Item,4,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,700,110,,,910007,2,,Icon_Box_Herb_01,Icon_HeroicAchievement_04
30905,30904,Hero,Item,5,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,2400,310,,3000,,,,,Icon_HeroicAchievement_04
30906,30905,Hero,Item,6,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,4900,610,,5500,,,,,Icon_HeroicAchievement_04
30907,30906,Hero,Item,7,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,6400,800,,7000,,,,,Icon_HeroicAchievement_04
30908,30907,Hero,Item,8,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,9000,1100,,9000,,,,,Icon_HeroicAchievement_04
30909,30908,Hero,Item,9,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,12000,1420,,11500,,,,,Icon_HeroicAchievement_04
30910,30909,Hero,Item,10,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,16000,1960,,,910007,2,,Icon_Box_Herb_01,Icon_HeroicAchievement_04
30911,30910,Hero,Item,11,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,20000,2380,,18500,,,,,Icon_HeroicAchievement_04
30912,30911,Hero,Item,12,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,22000,2730,,21500,,,,,Icon_HeroicAchievement_04
30913,30912,Hero,Item,13,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,25000,3030,,23500,,,,,Icon_HeroicAchievement_04
30914,30913,Hero,Item,14,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,27000,3250,,25000,,,,,Icon_HeroicAchievement_04
30915,30914,Hero,Item,15,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,30000,3650,,28000,,,,,Icon_HeroicAchievement_04
30916,30915,Hero,Item,16,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,34000,4100,,,910007,3,,Icon_Box_Herb_01,Icon_HeroicAchievement_04
30917,30916,Hero,Item,17,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,37000,4490,,34500,,,,,Icon_HeroicAchievement_04
30918,30917,Hero,Item,18,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,44000,5320,,,910007,2,,Icon_Box_Herb_01,Icon_HeroicAchievement_04
30919,30918,Hero,Item,19,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,51000,6180,,47000,,,,,Icon_HeroicAchievement_04
30920,30919,Hero,Item,20,821000030901,822000030901,Count_ItemLevelUp,,Immediately,309,59000,7080,,54000,,,,,Icon_HeroicAchievement_04
31001,,Hero,Item,1,821000031001,822000031001,If_ItemEnchantGrade,,WaitShowForgeResultUI,310,3,30,,,900009,1,,Icon_GachaItem_Transcendence,Icon_HeroicAchievement_04
31002,31001,Hero,Item,2,821000031001,822000031001,If_ItemEnchantGrade,,WaitShowForgeResultUI,310,5,30,,1000,,,,,Icon_HeroicAchievement_04
