Id,Hide,NameKey,TerritoryId,StartPointX,StartPointY,MapData,QuestMapTexturePath,Type,WorldMapCategory,RecommendedMinLv,RecommendedMaxLv,MaxChannel,MaxCount,FixedMaxCount,PkType,ClearRewardType,ClearRewardCount,ClearRewardTargetInfoId,NpcSpawnGroupId,InstanceNpcSpawn,Minimap,MinimapTextureCountX,MinimapTextureCountY,MinimapZoomScale,MapSizeX,MapSizeY,MapCenterX,MapCenterY,WorldMapCoordX,WorldMapCoordY,DimTexture,DimPosX,DimPosY,DimSizeX,DimSizeY,NameTagPosX,NameTagPosY,PlayerAllyTeamId,EnterLevelRestriction,HelpKeyWord,PathFindingZ,IsTestMap,IsPlayerBlock,IsSkillCoolTimeReset,IsPotionCoolTimeReset,IsHPMPFullCharge,IsVehicleRiding,IsDisableAutoCombat,IsCombat,MoveType,IconAlwaysView,IsTeleportOnly
100204,0,151000020401,,-5,743,Dungeon/CrumaTower/2ndFloor/CrumaTower_2F,,QuestWorld,,0,0,10,200,,Normal,,,,100204,1,Dungeon/CrumaTower/2ndFloor/CrumaTower_2ndFloor,4,4,0.56,40000,40000,-10960,10570,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
100018,0,161000100018,,1112,219,Dungeon/DragonValley/DragonValley_G03,,QuestWorld,,0,0,10,200,,Normal,,,,100018,1,Dungeon/DragonValley/DragonValley,4,4,0.56,100000,100000,-7320,7560,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
100003,0,161000100003,,-51516,24180,Field/Gludio/GludinMainload/GludinMainload_01_G01,,QuestWorld,,0,0,10,200,,Normal,,,,100003,1,Field/Gludio/GludinMainload/Gludio_GludinMainload,4,4,0.56,140000,140000,-11040,-190,,,,,,,,,,10,,,0,0,0,0,0,0,1,0,1,QuestInstance,0,0
200001,0,161000200001,,16074,30017,Field/TalkingIsland/Eastern/Eastern,,QuestWorld,,0,0,10,200,,Normal,,,,,1,Field/TalkingIsland/Eastern/TalkingIsland_Eastern,4,4,0.56,60000,60000,3710,21120,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
200002,0,161000200002,,51172,35535,Field/Dion/Scream/Scream_01_G04,,QuestWorld,,0,0,10,200,,Normal,,,,200002,1,Field/Dion/Scream/Dion_Scream,4,4,0.56,120000,120000,36750,22490,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
200200,0,161000200200,,45467,-13401,Dungeon/ElvenRuins/Ruin_B1,,QuestWorld,,0,0,10,200,,Normal,,,,200200,1,Dungeon/ElvenRuins/1stFloor/ElvenRuins_1stFloor,4,4,0.56,40000,40000,8910,410,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
211000,0,161000211000,,4941,8014,Dungeon/MemorySanctuary/MemorySanctuary,,QuestWorld,,0,0,10,200,,Normal,,,,211000,1,Dungeon/MemorySanctuary/MemorySanctuary,4,4,0.56,24000,24000,9260,7590,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
211001,0,161000211001,,9197,7960,Dungeon/MemorySanctuary/MemorySanctuary,,QuestWorld,,0,0,10,200,,Normal,,,,211001,1,Dungeon/MemorySanctuary/MemorySanctuary,4,4,0.56,24000,24000,9260,7590,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
211002,0,161000211002,,13392,7820,Dungeon/MemorySanctuary/MemorySanctuary,,QuestWorld,,0,0,10,200,,Normal,,,,211002,1,Dungeon/MemorySanctuary/MemorySanctuary,4,4,0.56,24000,24000,9260,7590,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
211003,0,161000211003,,9182,11568,Dungeon/MemorySanctuary/MemorySanctuary,,QuestWorld,,0,0,10,200,,Normal,,,,211003,1,Dungeon/MemorySanctuary/MemorySanctuary,4,4,0.56,24000,24000,9260,7590,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
200206,0,151000020601,,-17889,27089,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,,QuestWorld,,0,0,10,200,,Normal,,,,200206,1,Dungeon/IvoryTowerBasement/1stFloor/IvoryTowerBasement_1stFloor,4,4,0.56,40000,40000,-12920,26490,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
213000,0,161000213000,,-1465,520,Dungeon/SecretMine/SecretMine,,QuestWorld,,0,0,10,200,,Normal,,,,213000,1,Dungeon/SecretMine/SecretMine,4,4,0.56,26000,26000,2240,-1340,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
200010,0,161000200010,,50029,37488,Field/Dion/Scream/Scream_01_G04,,QuestWorld,,0,0,10,200,,Normal,,,,200010,1,Field/Dion/Scream/Dion_Scream,4,4,0.56,120000,120000,36750,22490,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
299981,0,161000299981,,13207,41978,Field/TalkingIsland/Eastern/Eastern,,QuestWorld,,0,0,10,200,,Normal,,,,299981,1,Field/TalkingIsland/Eastern/TalkingIsland_Eastern,4,4,0.56,60000,60000,3710,21120,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299982,0,161000299982,,6397,42129,Field/TalkingIsland/Western/Western,,QuestWorld,,0,0,10,200,,Normal,,,,299982,1,Field/TalkingIsland/Western/TalkingIsland_Western,4,4,0.56,50000,50000,14470,25980,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299983,0,161000299983,,-58348,20148,Field/Gludio/GludinMainload/GludinMainload_01_G01,,QuestWorld,,0,0,10,200,,Normal,,,,299983,1,Field/Gludio/GludinMainload/Gludio_GludinMainload,4,4,0.56,140000,140000,-11040,-190,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299984,0,161000299984,,-5455,23062,Field/Gludio/GludioPlain/GludioPlane,,QuestWorld,,0,0,10,200,,Normal,,,,299984,1,Field/Gludio/GludioPlane/Gludio_GludioPlane,4,4,0.56,110000,110000,-6830,4420,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299985,0,161000299985,,98362,70152,Field/Gludio/Windawood/WindawoodManor_G03,,QuestWorld,,0,0,10,200,,Normal,,,,299985,1,Field/Gludio/Windawood/Gludio_Windawood,4,4,0.56,90000,90000,70460,46950,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299986,0,161000299986,,80039,55568,Field/Gludio/Wasteland/Wasteland,,QuestWorld,,0,0,10,200,,Normal,,,,299986,1,Field/Gludio/Wasteland/Gludio_Wasteland,4,4,0.56,100000,100000,45360,55620,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299987,0,161000299987,,-47484,-3732,Field/Dion/Pasture/Pasture_01_G01,,QuestWorld,,0,0,10,200,,Normal,,,,299987,1,Field/Dion/Pasture/Dion_Pasture,4,4,0.56,104000,104000,-7300,6090,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299988,0,161000299988,,25437,29789,Field/Dion/CrumaSwamp/CrumaSwamp_G03,,QuestWorld,,0,0,10,200,,Normal,,,,299988,1,Field/Dion/CrumaSwamp/Dion_CrumaSwamp,4,4,0.56,74000,74000,52430,38130,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299989,0,161000299989,,-22053,34586,Field/Dion/PeaksOfStruggle/PeaksOfStruggle,,QuestWorld,,0,0,10,200,,Normal,,,,299989,1,Field/Dion/PeaksOfStruggle/Dion_PeaksOfStruggle,4,4,0.56,100000,100000,4640,14630,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299990,0,161000299990,,50029,37488,Field/Dion/Scream/Scream_01_G04,,QuestWorld,,0,0,10,200,,Normal,,,,299990,1,Field/Dion/Scream/Dion_Scream,4,4,0.56,120000,120000,36750,22490,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299991,0,161000299991,,-36882,-1691,Field/Giran/GiranDominion/GiranDominion,,QuestWorld,,0,0,10,200,,Normal,,,,299991,1,Field/Giran/GiranDominion/Giran_GiranDominion,4,4,0.56,100000,100000,-1220,1320,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299992,0,161000299992,,34483,27395,Field/Giran/DeathCoastalFog/Giran_DeathCoastalFog_G05,,QuestWorld,,0,0,10,200,,Normal,,,,299992,1,Field/Giran/DeathCoastalFog/Giran_DeathCoastalFog,4,4,0.56,80000,80000,7950,8450,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299993,0,161000299993,,-21102,18128,Field/Giran/DevilIsle/DevilIsle,,QuestWorld,,0,0,10,200,,Normal,,,,299993,1,Field/Giran/DevilIsle/Giran_DevilIsle,4,4,0.56,70000,70000,470,3610,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299994,0,161000299994,,-25260,23494,Field/Giran/RoadsideofDeath/RoadsideofDeath,,QuestWorld,,0,0,10,200,,Normal,,,,299994,1,Field/Giran/RoadsideofDeath/Giran_RoadsideofDeath,4,4,0.56,90000,90000,-4900,3850,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299995,0,161000299995,,-22802,36187,Field/Oren/NorthWind/NorthWind_G05,,QuestWorld,,0,0,10,200,,Normal,,,,299995,1,Field/Oren/NorthWind/Oren_NorthWind,4,4,0.56,60000,60000,-6760,20060,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299996,0,161000299996,,6761,31693,Field/Oren/LandofStoppedTime/LandofStoppedTime,,QuestWorld,,0,0,10,200,,Normal,,,,299996,1,Field/Oren/LandofStoppedTime/Oren_LandofStoppedTime,4,4,0.56,70000,70000,2540,14010,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
299997,0,161000299997,,-21390,20772,Field/Oren/IvoryTower/IvoryTower,,QuestWorld,,0,0,10,200,,Normal,,,,299997,1,Field/Oren/IvoryTower/Oren_IvoryTower,4,4,0.56,70000,70000,2270,20880,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
1500,0,161000001500,,0,0,Field/ProtoLand5,,World,,11,15,10,200,,Enable,Item,2,2,,0,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,PublicField,0,0
300201,0,151000020101,,45459,-5297,Dungeon/ElvenRuins/Ruin_B1,201_ElvenRuins_2F,GuildDungeonWorld,,,,10,200,,AllProtect,Item,1,1,,0,Dungeon/ElvenRuins/Varkaron/ElvenRuins_Varkaron,4,4,0.56,18000,18000,45350,-10170,,,,,,,,,,0,,,1000,0,0,0,1,1,0,0,1,Instance,0,0
300203,0,151000020301,,-1208,1660,Dungeon/AntTunnel/B1Tunnel/B1Tunnel,203_AntTunnel_B2F,GuildDungeonWorld,,,,10,200,,AllProtect,Item,1,1,,0,Dungeon/AntTunnel/QueenAnt/AntTunnel_QueenAnt,4,4,0.56,20000,20000,-1690,-3420,,,,,,,,,,0,,,1000,0,0,0,1,1,0,0,1,Instance,0,0
300205,0,151000020501,,13732,19016,Dungeon/CrumaTower/2ndFloor/CrumaTower_2F,205_CrumaTower_3F,GuildDungeonWorld,,,,10,200,,AllProtect,Item,1,1,,0,Dungeon/CrumaTower/CrumaCore/CrumaTower_CrumaCore,4,4,0.56,20000,20000,14920,14890,,,,,,,,,,0,,,1000,0,0,0,1,1,0,0,1,Instance,0,0
300207,1,151000020701,,-11060,23690,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,207_IvoryTowerBasement_B2F,GuildDungeonWorld,,,,10,200,,AllProtect,Item,1,1,,0,Dungeon/IvoryTowerBasement/2ndFloor/IvoryTowerBasement_2ndFloor,4,4,0.56,36000,36000,15600,41980,,,,,,,,,,0,,,1000,0,0,0,1,1,0,0,1,Instance,0,0
401,0,161000000401,,32560,29400,Field/Dion/Scream/Scream_01_G04,10_Scream,BossWorld,Area,0,0,1,100,,Normal,,,,401,0,Field/Dion/Scream/Dion_Scream,4,4,0.56,120000,120000,36750,22490,,,,,,,,996,352,10,55,,1000,0,0,0,0,0,0,0,1,Instance,0,0
402,0,161000000402,,-4493,7547,WorldBoss/Zaken_GhostShip/Zaken_GhostShip,13_DevilIsle,BossWorld,Area,0,0,1,100,,Normal,,,,402,0,WorldBoss/Zaken_GhostShip/Zaken_GhostShip,4,4,0.56,60000,60000,2000,2000,,,,,,,,,,10,,,1000,0,0,1,1,1,0,0,1,Instance,0,0
14005,1,2012,,,,Pvp/Colosseum/Colosseum,,MeleeWorld,,1,1,10,200,,Enable,Item,3,3,,0,Battle/Colosseum/Colosseum,4,4,0.56,15000,15000,,,,,,,,,,,,0,,,300,0,0,0,0,0,0,1,1,BattleInstance,0,0
16019,0,641000005001,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16020,0,641000005002,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16021,0,641000005003,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16022,0,641000005004,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16023,0,641000005005,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16024,0,641000005006,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16025,0,641000005007,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
16026,0,641000005008,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,,1,1,10,200,,Enable,Item,3,3,1008,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
212,0,161000000212,,53065,943,Dungeon/SecretForest/SecretForest_Conflict,,RegularDungeonWorld,,260,322,1,80,,Enable,Item,1,1,212,0,Dungeon/SecretForest/SecretForestRedZone/SecretForestRedZone,4,4,0.56,34000,34000,54000,-83,,,,,,,,,,0,,,1000,0,0,0,1,1,1,0,0,FixedField,0,0
14002,1,1041000000004,,-2835,30,Pvp/BFieldOfBrave/BFieldOfBrave,,BattlefieldOfBraveWorld,,40,40,10,200,,Enable,Item,3,3,,0,Battle/BFieldOfHonor/BFieldOfHonor,2,2,0.56,14000,14000,,,,,,,,,,,,0,,,300,0,0,1,1,1,0,1,1,BattleInstance,0,0
200003,0,161000200003,,-8836,28107,Field/Oren/NorthWind/NorthWind_G05,,QuestWorld,,,,10,200,,Normal,,,,200003,1,Field/Oren/NorthWind/Oren_NorthWind,4,4,0.56,60000,60000,-6760,20060,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
200004,0,161000200004,,5006,18655,Field/Oren/NorthWind/NorthWind_G05,,QuestWorld,,,,10,200,,Normal,,,,200004,1,Field/Oren/NorthWind/Oren_NorthWind,4,4,0.56,60000,60000,-6760,20060,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
200005,0,161000200005,,44948,37497,Field/Dion/Scream/Scream_01_G04,,QuestWorld,,,,10,200,,Normal,,,,200005,1,Field/Dion/Scream/Dion_Scream,4,4,0.56,120000,120000,36750,22490,,,,,,,,,,10,,,1000,0,0,0,0,0,0,0,1,QuestInstance,0,0
210206,0,151000020601,,-16837,33184,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,,QuestWorld,,,,10,200,,Normal,,,,210206,1,Dungeon/IvoryTowerBasement/1stFloor_Expand/IvoryTowerBasement_1stFloor,4,4,0.56,40000,40000,-14770,24780,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
210207,0,151000020701,,10275,46390,Dungeon/IvoryTowerBasement/IvoryTowerBasement_expand,,QuestWorld,,,,10,200,,Normal,,,,210207,1,Dungeon/IvoryTowerBasement/2ndFloor_Expand/IvoryTowerBasement_2ndFloor,4,4,0.56,40000,40000,-14770,24780,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
300,0,681000000014,,-11060,20850,Dungeon/AltarOfMadness/AltarOfMadness,,PartyDungeonWorld,,80,100,1,5,,AllProtect,,20,,,0,Dungeon/AltarOfMadness/AltarOfMadness,4,4,0.56,40000,40000,-2800,10560,,,,,,,,,,10,80,,1000,0,0,1,1,1,0,0,1,Instance,0,0
301,0,681000000015,,10480,-1070,Dungeon/BedroomOfContessa/BedroomOfContessa,,PartyDungeonWorld,,130,150,1,5,,AllProtect,,40,,,0,Dungeon/BedroomOfContessa/BedroomOfContessa,4,4,0.56,30000,30000,19590,-6870,,,,,,,,,,10,130,,1000,0,0,1,1,1,0,0,1,Instance,0,0
400,0,161000000400,,,,Field/Protoland,,World,,11,15,10,200,,Enable,Item,2,2,,0,,4,4,0.56,72000,72000,-859,-10930,,,,,,,,,,10,,,1000,1,1,0,0,0,0,0,1,Instance,0,0
21000,0,161000021000,,-2650,-30,Field/Etc/Magnadin/Magnadin_2nd,,Town,,1,1,10,200,,AllProtect,,,,21000,0,Field/Etc/Magnadin_2nd/Magnadin_2nd,4,4,0.56,40000,40000,7530,1570,,,,,,,,,,10,,,100,0,0,0,1,1,1,1,1,PublicField,1,0
21020,0,161000021000,,5708,-3780,Field/Etc/Magnadin/Magnadin_Xmas,,World,,1,1,10,200,,AllProtect,,,,21020,0,Field/Etc/Magnadin_2nd/Magnadin_2nd,4,4,0.56,40000,40000,7530,1570,,,,,,,,,,10,,,100,0,0,0,1,1,0,0,1,PublicField,0,1
21030,0,161000021000,,5708,-3780,Field/Etc/Magnadin/Magnadin_Xmas,,World,,1,1,10,200,,AllProtect,,,,21030,0,Field/Etc/Magnadin_2nd/Magnadin_2nd,4,4,0.56,40000,40000,7530,1570,,,,,,,,,,10,,,100,0,0,0,1,1,0,0,1,PublicField,0,1
299301,0,161000299301,,10480,-1070,Dungeon/BedroomOfContessa/BedroomOfContessa,,PartyDungeonWorld,,130,150,1,5,,AllProtect,,40,,,0,Dungeon/BedroomOfContessa/BedroomOfContessa,4,4,0.56,30000,30000,19590,-6870,,,,,,,,,,10,130,,1000,0,0,1,1,1,0,0,1,Instance,0,0
16999,0,881000000007,,-1921,-935,Battle/Fort/Fort_G05,,SiegeWorld,FreeFortress,1,1,10,200,,Enable,Item,3,3,1009,0,Battle/Fort/Battle_Fort,2,2,0.56,26000,26000,2230,-860,,,,,,,,,,10,,,100,0,1,1,1,1,0,0,1,BattleField,0,0
302,0,681000000016,,-4280,6355,Dungeon/TempleOfCreation/TempleOfCreation,,PartyDungeonWorld,,130,150,1,5,,AllProtect,,40,,,0,Dungeon/TempleOfCreation/TempleOfCreation,4,4,0.56,80000,80000,15720,2140,,,,,,,,,,10,130,,1000,0,0,1,1,1,0,0,1,Instance,0,0
299302,0,681000000017,,-3740,9160,Dungeon/TempleOfCreation/TempleOfCreation,,PartyDungeonWorld,,130,150,1,5,,AllProtect,,,,,0,Dungeon/TempleOfCreation/TempleOfCreation,4,4,0.56,30000,30000,19590,-6870,,,,,,,,,,10,130,,1000,0,0,1,1,1,0,0,1,Instance,0,0
210208,0,161000000013,0,16412,-3532,Field/Giran/DevilIsle/DevilIsle,,QuestWorld,,0,0,10,200,,Normal,,,,210208,1,Field/Giran/DevilIsle/Giran_DevilIsle,4,4,0.56,70000,70000,470,3610,,,,,,,,,,10,,,1000,0,0,0,0,0,1,0,1,QuestInstance,0,0
10000001,0,161010000001,,-9625,-10930,Field/Etc/RuinsOfGiants/RuinsOfGiants_Valentine,,SummonWorld,,1,1,1,5,5,AllProtect,Item,,,,0,Dungeon/RuinsOfGiants/RuinsOfGiants,4,4,0.56,22000,22000,-7000,-7460,,,,,,,,,,10,,,1000,0,0,1,1,1,0,0,1,Instance,0,0
