Id,GroupId,Rate,Effect,ItemInfoId1,MinCount1,MaxCount1,ItemInfoId2,MinCount2,MaxCount2,ItemInfoId3,MinCount3,MaxCount3,ItemInfoId4,MinCount4,MaxCount4,ItemInfoId5,MinCount5,MaxCount5
472022,472022,10000,0,1111111,4,4,,,,,,,,,,,,
472031,472031,10000,0,1111111,4,4,,,,,,,,,,,,
472032,472032,10000,0,1111111,4,4,,,,,,,,,,,,
472033,472033,10000,0,1111111,30,30,,,,,,,,,,,,
472041,472041,10000,0,1111111,4,4,,,,,,,,,,,,
472042,472042,10000,0,1111111,4,4,,,,,,,,,,,,
472043,472043,10000,0,1111111,4,4,,,,,,,,,,,,
472044,472044,10000,0,1111111,4,4,,,,,,,,,,,,
472051,472051,10000,0,1111111,4,4,,,,,,,,,,,,
472052,472052,10000,0,1111111,4,4,,,,,,,,,,,,
472053,472053,10000,0,1111111,4,4,,,,,,,,,,,,
472054,472054,10000,0,1111111,30,30,,,,,,,,,,,,
472061,472061,10000,0,1111111,4,4,,,,,,,,,,,,
472062,472062,10000,0,1111111,4,4,,,,,,,,,,,,
472063,472063,10000,0,1111111,4,4,,,,,,,,,,,,
472071,472071,10000,0,1111111,4,4,,,,,,,,,,,,
472072,472072,10000,0,1111111,4,4,,,,,,,,,,,,
472073,472073,10000,0,1111111,4,4,,,,,,,,,,,,
472081,472081,10000,0,1111111,4,4,,,,,,,,,,,,
472082,472082,10000,0,1111111,4,4,,,,,,,,,,,,
472083,472083,10000,0,1111111,4,4,,,,,,,,,,,,
472084,472084,10000,0,1111111,4,4,,,,,,,,,,,,
472085,472085,10000,0,1111111,4,4,,,,,,,,,,,,
472086,472086,10000,0,1111111,4,4,,,,,,,,,,,,
472087,472087,10000,0,1111111,4,4,,,,,,,,,,,,
472088,472088,10000,0,1111111,4,4,,,,,,,,,,,,
472089,472089,10000,0,1111111,4,4,,,,,,,,,,,,
472110,472110,10000,0,1111111,4,4,,,,,,,,,,,,
472111,472111,10000,0,1111111,4,4,,,,,,,,,,,,
472112,472112,10000,0,1111111,4,4,,,,,,,,,,,,
472113,472113,10000,0,1111111,4,4,,,,,,,,,,,,
472114,472114,10000,0,1111111,4,4,,,,,,,,,,,,
472115,472115,10000,0,1111111,4,4,,,,,,,,,,,,
472116,472116,10000,0,1111111,4,4,,,,,,,,,,,,
472117,472117,10000,0,1111111,4,4,,,,,,,,,,,,
472118,472118,10000,0,1111111,4,4,,,,,,,,,,,,
472119,472119,10000,0,1111111,4,4,,,,,,,,,,,,
472120,472120,10000,0,1111111,4,4,,,,,,,,,,,,
472121,472121,10000,0,1111111,4,4,,,,,,,,,,,,
472122,472122,10000,0,1111111,4,4,,,,,,,,,,,,
472123,472123,10000,0,1111111,4,4,,,,,,,,,,,,
472124,472124,10000,0,1111111,4,4,,,,,,,,,,,,
473001,473001,10000,0,1111111,20,20,,,,,,,,,,,,
473011,473011,10000,0,1111111,20,20,,,,,,,,,,,,
473021,473021,10000,0,1111111,20,20,,,,,,,,,,,,
1300008,1300008,10000,0,1301005,100,100,,,,,,,,,,,,
