Id,MxLevel,ForceTurn,NameKey,DescKey,TaskType,TaskCondition,NpcAutoMoveID,TaskCount,RewardExp,RewardAdena,RewardIcon,MissionIcon
10494,69,,491000000353,492000000353,Count_KillMonsterTarget,20712,10283,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10495,69,,491000000354,492000000354,Count_KillMonsterTarget,20754,10284,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10496,69,,491000000351,492000000351,Count_KillMonsterTarget,20725,10088,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10497,69,,491000000358,492000000358,Count_KillMonsterTarget,20727,10089,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10498,69,,491000000359,492000000359,Count_KillMonsterTarget,20713,10090,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10499,69,,491000000350,492000000350,Count_KillMonsterTarget,20711,10281,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10500,69,,491000000351,492000000351,Count_KillMonsterTarget,20725,10088,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10501,69,,491000000352,492000000352,Count_KillMonsterTarget,20706,10282,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10502,69,,491000000353,492000000353,Count_KillMonsterTarget,20712,10283,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10503,69,,491000000354,492000000354,Count_KillMonsterTarget,20754,10284,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10504,69,,491000000351,492000000351,Count_KillMonsterTarget,20725,10088,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10505,69,,491000000358,492000000358,Count_KillMonsterTarget,20727,10089,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10506,69,,491000000359,492000000359,Count_KillMonsterTarget,20713,10090,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10507,69,,491000000380,492000000380,Count_KillMonsterTarget,20734,10285,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10508,69,,491000000354,492000000354,Count_KillMonsterTarget,20754,10284,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10509,69,,491000000351,492000000351,Count_KillMonsterTarget,20725,10088,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10510,69,,491000000358,492000000358,Count_KillMonsterTarget,20727,10089,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10511,69,,491000000359,492000000359,Count_KillMonsterTarget,20713,10090,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10512,69,,491000000380,492000000380,Count_KillMonsterTarget,20734,10285,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10513,73,,491000000381,492000000381,Count_KillMonsterTarget,20714,10286,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10514,73,,491000000382,492000000382,Count_KillMonsterTarget,20750,10287,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10515,73,,491000000383,492000000383,Count_KillMonsterTarget,20717,10288,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10516,73,,491000000384,492000000384,Count_KillMonsterTarget,20722,10289,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10517,73,,491000000385,492000000385,Count_KillMonsterTarget,20752,10290,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10518,73,,491000000386,492000000386,Count_KillMonsterTarget,20721,10291,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10519,73,,491000000387,492000000387,Count_KillMonsterTarget,20719,10292,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10520,73,,491000000388,492000000388,Count_KillMonsterTarget,20720,10293,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10521,73,,491000000389,492000000389,Count_KillMonsterTarget,20733,10294,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10522,73,,491000000390,492000000390,Count_KillMonsterTarget,20756,10295,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10523,73,,491000000391,492000000391,Count_KillMonsterTarget,20757,10296,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10524,73,,491000000392,492000000392,Count_KillMonsterTarget,20735,10297,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10525,73,,491000000394,492000000394,Count_KillMonsterTarget,20736,10091,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10526,73,,491000000395,492000000395,Count_KillMonsterTarget,20716,10092,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10527,73,,491000000396,492000000396,Count_KillMonsterTarget,20707,10093,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10528,73,,491000000381,492000000381,Count_KillMonsterTarget,20714,10286,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10529,73,,491000000382,492000000382,Count_KillMonsterTarget,20750,10287,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10530,73,,491000000383,492000000383,Count_KillMonsterTarget,20717,10288,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10531,73,,491000000384,492000000384,Count_KillMonsterTarget,20722,10289,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10532,73,,491000000385,492000000385,Count_KillMonsterTarget,20752,10290,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10533,73,,491000000386,492000000386,Count_KillMonsterTarget,20721,10291,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10534,73,,491000000387,492000000387,Count_KillMonsterTarget,20719,10292,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10535,73,,491000000388,492000000388,Count_KillMonsterTarget,20720,10293,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10536,73,,491000000389,492000000389,Count_KillMonsterTarget,20733,10294,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10537,73,,491000000390,492000000390,Count_KillMonsterTarget,20756,10295,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10538,73,,491000000391,492000000391,Count_KillMonsterTarget,20757,10296,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10539,73,,491000000392,492000000392,Count_KillMonsterTarget,20735,10297,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10540,73,,491000000394,492000000394,Count_KillMonsterTarget,20736,10091,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10541,73,,491000000395,492000000395,Count_KillMonsterTarget,20716,10092,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10542,73,,491000000396,492000000396,Count_KillMonsterTarget,20707,10093,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10543,77,,491000000413,492000000413,Count_KillMonsterTarget,20802,10298,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10544,77,,491000000414,492000000414,Count_KillMonsterTarget,20805,10299,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10545,77,,491000000415,492000000415,Count_KillMonsterTarget,20804,10300,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10546,77,,491000000416,492000000416,Count_KillMonsterTarget,20801,10094,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10547,77,,491000000417,492000000417,Count_KillMonsterTarget,20803,10095,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10548,77,,491000000418,492000000418,Count_KillMonsterTarget,20806,10096,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10549,77,,491000000413,492000000413,Count_KillMonsterTarget,20802,10298,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10550,77,,491000000414,492000000414,Count_KillMonsterTarget,20805,10299,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10551,77,,491000000415,492000000415,Count_KillMonsterTarget,20804,10300,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10552,77,,491000000416,492000000416,Count_KillMonsterTarget,20801,10094,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10553,77,,491000000417,492000000417,Count_KillMonsterTarget,20803,10095,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10554,77,,491000000418,492000000418,Count_KillMonsterTarget,20806,10096,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10555,77,,491000000413,492000000413,Count_KillMonsterTarget,20802,10298,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10556,77,,491000000414,492000000414,Count_KillMonsterTarget,20805,10299,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10557,77,,491000000415,492000000415,Count_KillMonsterTarget,20804,10300,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10558,77,,491000000416,492000000416,Count_KillMonsterTarget,20801,10094,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10559,77,,491000000417,492000000417,Count_KillMonsterTarget,20803,10095,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10560,77,,491000000418,492000000418,Count_KillMonsterTarget,20806,10096,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10561,77,,491000000413,492000000413,Count_KillMonsterTarget,20802,10298,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10562,77,,491000000414,492000000414,Count_KillMonsterTarget,20805,10299,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10563,77,,491000000415,492000000415,Count_KillMonsterTarget,20804,10300,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10564,77,,491000000416,492000000416,Count_KillMonsterTarget,20801,10094,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10565,77,,491000000417,492000000417,Count_KillMonsterTarget,20803,10095,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10566,77,,491000000418,492000000418,Count_KillMonsterTarget,20806,10096,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10567,77,,491000000413,492000000413,Count_KillMonsterTarget,20802,10298,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10568,77,,491000000414,492000000414,Count_KillMonsterTarget,20805,10299,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10569,77,,491000000415,492000000415,Count_KillMonsterTarget,20804,10300,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10570,77,,491000000416,492000000416,Count_KillMonsterTarget,20801,10094,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10571,77,,491000000417,492000000417,Count_KillMonsterTarget,20803,10095,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10572,77,,491000000418,492000000418,Count_KillMonsterTarget,20806,10096,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10573,83,,491000000445,492000000445,Count_KillMonsterTarget,20807,10097,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10574,83,,491000000446,492000000446,Count_KillMonsterTarget,20811,10301,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10575,83,,491000000447,492000000447,Count_KillMonsterTarget,20810,10302,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10576,83,,491000000448,492000000078,Count_KillMonsterTarget,20809,10303,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10577,83,,491000000449,492000000449,Count_KillMonsterTarget,20808,10304,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10578,83,,491000000450,492000000450,Count_KillMonsterTarget,20837,10305,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10579,83,,491000000451,492000000451,Count_KillMonsterTarget,20845,10306,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10580,83,,491000000445,492000000445,Count_KillMonsterTarget,20807,10097,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10581,83,,491000000446,492000000446,Count_KillMonsterTarget,20811,10301,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10582,83,,491000000447,492000000447,Count_KillMonsterTarget,20810,10302,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10583,83,,491000000448,492000000078,Count_KillMonsterTarget,20809,10303,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10584,83,,491000000449,492000000449,Count_KillMonsterTarget,20808,10304,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10585,83,,491000000450,492000000450,Count_KillMonsterTarget,20837,10305,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10586,83,,491000000451,492000000451,Count_KillMonsterTarget,20845,10306,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10587,83,,491000000445,492000000445,Count_KillMonsterTarget,20807,10097,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10588,83,,491000000446,492000000446,Count_KillMonsterTarget,20811,10301,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10589,83,,491000000447,492000000447,Count_KillMonsterTarget,20810,10302,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10590,83,,491000000448,492000000078,Count_KillMonsterTarget,20809,10303,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10591,83,,491000000449,492000000449,Count_KillMonsterTarget,20808,10304,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10592,83,,491000000450,492000000450,Count_KillMonsterTarget,20837,10305,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10593,83,,491000000451,492000000451,Count_KillMonsterTarget,20845,10306,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10594,83,,491000000448,492000000078,Count_KillMonsterTarget,20809,10303,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10595,83,,491000000449,492000000449,Count_KillMonsterTarget,20808,10304,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10596,83,,491000000450,492000000450,Count_KillMonsterTarget,20837,10305,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10597,83,,491000000449,492000000449,Count_KillMonsterTarget,20808,10304,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10598,83,,491000000450,492000000450,Count_KillMonsterTarget,20837,10305,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10599,83,,491000000451,492000000451,Count_KillMonsterTarget,20845,10306,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10600,83,,491000000448,492000000078,Count_KillMonsterTarget,20809,10303,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10601,83,,491000000449,492000000449,Count_KillMonsterTarget,20808,10304,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10602,83,,491000000450,492000000450,Count_KillMonsterTarget,20837,10305,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10603,89,,491000000473,492000000473,Count_KillMonsterTarget,20835,10307,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10604,89,,491000000474,492000000474,Count_KillMonsterTarget,20834,10308,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10605,89,,491000000475,492000000475,Count_KillMonsterTarget,20833,10309,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10606,89,,491000000476,492000000476,Count_KillMonsterTarget,20830,10310,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10607,89,,491000000477,492000000477,Count_KillMonsterTarget,20831,10311,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10608,89,,491000000478,492000000478,Count_KillMonsterTarget,20855,10312,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10609,89,,491000000479,492000000479,Count_KillMonsterTarget,20857,10313,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10610,89,,491000000480,492000000474,Count_KillMonsterTarget,20816,10098,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10611,89,,491000000473,492000000473,Count_KillMonsterTarget,20835,10307,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10612,89,,491000000474,492000000474,Count_KillMonsterTarget,20834,10308,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10613,89,,491000000475,492000000475,Count_KillMonsterTarget,20833,10309,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10614,89,,491000000476,492000000476,Count_KillMonsterTarget,20830,10310,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10615,89,,491000000477,492000000477,Count_KillMonsterTarget,20831,10311,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10616,89,,491000000478,492000000478,Count_KillMonsterTarget,20855,10312,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10617,89,,491000000479,492000000479,Count_KillMonsterTarget,20857,10313,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10618,89,,491000000480,492000000474,Count_KillMonsterTarget,20816,10098,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10619,89,,491000000473,492000000473,Count_KillMonsterTarget,20835,10307,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10620,89,,491000000474,492000000474,Count_KillMonsterTarget,20834,10308,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10621,89,,491000000475,492000000475,Count_KillMonsterTarget,20833,10309,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10622,89,,491000000476,492000000476,Count_KillMonsterTarget,20830,10310,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10623,89,,491000000477,492000000477,Count_KillMonsterTarget,20831,10311,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10624,89,,491000000478,492000000478,Count_KillMonsterTarget,20855,10312,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10625,89,,491000000479,492000000479,Count_KillMonsterTarget,20857,10313,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10626,89,,491000000480,492000000474,Count_KillMonsterTarget,20816,10098,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10627,89,,491000000504,492000000504,Count_KillMonsterTarget,20858,10314,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10628,89,,491000000505,492000000505,Count_KillMonsterTarget,20817,10315,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10629,89,,491000000479,492000000479,Count_KillMonsterTarget,20857,10313,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10630,89,,491000000480,492000000474,Count_KillMonsterTarget,20816,10098,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10631,89,,491000000504,492000000504,Count_KillMonsterTarget,20858,10314,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10632,89,,491000000505,492000000505,Count_KillMonsterTarget,20817,10315,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10633,93,,491000000506,492000000506,Count_KillMonsterTarget,20901,10316,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10634,93,,491000000507,492000000507,Count_KillMonsterTarget,20928,10317,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10635,93,,491000000508,492000000508,Count_KillMonsterTarget,20904,10318,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10636,93,,491000000509,492000000509,Count_KillMonsterTarget,20902,10319,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10637,93,,491000000510,492000000510,Count_KillMonsterTarget,20933,10320,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10638,93,,491000000511,492000000511,Count_KillMonsterTarget,20924,10321,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10639,93,,491000000512,492000000512,Count_KillMonsterTarget,20935,10322,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10640,93,,491000000513,492000000513,Count_KillMonsterTarget,20918,10323,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10641,93,,491000000514,492000000514,Count_KillMonsterTarget,20917,10324,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10642,93,,491000000515,492000000515,Count_KillMonsterTarget,20921,10325,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10643,93,,491000000516,492000000516,Count_KillMonsterTarget,20920,10326,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10644,93,,491000000517,492000000517,Count_KillMonsterTarget,20923,10327,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10645,93,,491000000518,492000000518,Count_KillMonsterTarget,20932,10104,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10646,93,,491000000506,492000000506,Count_KillMonsterTarget,20901,10316,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10647,93,,491000000507,492000000507,Count_KillMonsterTarget,20928,10317,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10648,93,,491000000508,492000000508,Count_KillMonsterTarget,20904,10318,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10649,93,,491000000509,492000000509,Count_KillMonsterTarget,20902,10319,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10650,93,,491000000510,492000000510,Count_KillMonsterTarget,20933,10320,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10651,93,,491000000511,492000000511,Count_KillMonsterTarget,20924,10321,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10652,93,,491000000512,492000000512,Count_KillMonsterTarget,20935,10322,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10653,93,,491000000513,492000000513,Count_KillMonsterTarget,20918,10323,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10654,93,,491000000514,492000000514,Count_KillMonsterTarget,20917,10324,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10655,93,,491000000515,492000000515,Count_KillMonsterTarget,20921,10325,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10656,93,,491000000516,492000000516,Count_KillMonsterTarget,20920,10326,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10657,93,,491000000517,492000000517,Count_KillMonsterTarget,20923,10327,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10658,93,,491000000518,492000000518,Count_KillMonsterTarget,20932,10104,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10659,93,,491000000515,492000000515,Count_KillMonsterTarget,20921,10325,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10660,93,,491000000516,492000000516,Count_KillMonsterTarget,20920,10326,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10661,93,,491000000517,492000000517,Count_KillMonsterTarget,20923,10327,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10662,93,,491000000518,492000000518,Count_KillMonsterTarget,20932,10104,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10663,99,,491000000538,492000000538,Count_KillMonsterTarget,20929,10328,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10664,99,,491000000539,492000000539,Count_KillMonsterTarget,20906,10329,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10665,99,,491000000540,492000000031,Count_KillMonsterTarget,20905,10330,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10666,99,,491000000541,492000000541,Count_KillMonsterTarget,20927,10105,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10667,99,,491000000515,492000000515,Count_KillMonsterTarget,20955,10331,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10668,99,,491000000543,492000000543,Count_KillMonsterTarget,20922,10332,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10669,99,,491000000544,492000000544,Count_KillMonsterTarget,20961,10333,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10670,99,,491000000545,492000000545,Count_KillMonsterTarget,20962,10334,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10671,99,,491000000546,492000000546,Count_KillMonsterTarget,20963,10335,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10672,99,,491000000512,492000000512,Count_KillMonsterTarget,20916,10107,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10673,99,,491000000538,492000000538,Count_KillMonsterTarget,20929,10328,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10674,99,,491000000539,492000000539,Count_KillMonsterTarget,20906,10329,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10675,99,,491000000540,492000000031,Count_KillMonsterTarget,20905,10330,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10676,99,,491000000541,492000000541,Count_KillMonsterTarget,20927,10105,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10677,99,,491000000515,492000000515,Count_KillMonsterTarget,20955,10331,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10678,99,,491000000543,492000000543,Count_KillMonsterTarget,20922,10332,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10679,99,,491000000544,492000000544,Count_KillMonsterTarget,20961,10333,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10680,99,,491000000545,492000000545,Count_KillMonsterTarget,20962,10334,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10681,99,,491000000546,492000000546,Count_KillMonsterTarget,20963,10335,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10682,99,,491000000512,492000000512,Count_KillMonsterTarget,20916,10107,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10683,99,,491000000538,492000000538,Count_KillMonsterTarget,20929,10328,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10684,99,,491000000539,492000000539,Count_KillMonsterTarget,20906,10329,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10685,99,,491000000540,492000000031,Count_KillMonsterTarget,20905,10330,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10686,99,,491000000541,492000000541,Count_KillMonsterTarget,20927,10105,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10687,99,,491000000515,492000000515,Count_KillMonsterTarget,20955,10331,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10688,99,,491000000543,492000000543,Count_KillMonsterTarget,20922,10332,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10689,99,,491000000544,492000000544,Count_KillMonsterTarget,20961,10333,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10690,99,,491000000545,492000000545,Count_KillMonsterTarget,20962,10334,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10691,99,,491000000546,492000000546,Count_KillMonsterTarget,20963,10335,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10692,99,,491000000512,492000000512,Count_KillMonsterTarget,20916,10107,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10693,104,,491000000571,492000000571,Count_KillMonsterTarget,20910,10108,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10694,104,,491000000572,492000000572,Count_KillMonsterTarget,20912,10109,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
