Id,ActorWorldId,WorldInfoId,Type,PrevWorldSpotInfoId,NextWorldSpotInfoId,ActorPosX,ActorPosY,PosX,PosY,SpotNameKey,SpotTexture,SpotTitleKey,NameDirection,DescKey,UseTeleportScroll,ClearRewardType,ClearRewardCount,ClearRewardTargetInfoId,IconTexture
21182,,11,Boss,,,18309,-2007,18309,-2007,0,,10021182,,0,1,,,,
21183,,11,Boss,,,-36908,25585,-36908,25585,0,,10110303,,0,1,,,,
21184,,11,Boss,,,-24281,30254,-24281,30254,0,,10021184,,0,1,,,,
21185,,11,Boss,,,-30981,19731,-30981,19731,0,,10021185,,0,1,,,,
21186,,11,Boss,,,-36575,19964,-36575,19964,0,,10021186,,0,1,,,,
21187,,11,Boss,,,-33542,32844,-33542,32844,0,,10110307,,0,1,,,,
21281,,12,Boss,,,12203,33886,12203,33886,0,,10021281,,0,1,,,,
21282,,12,Boss,,,-5238,17471,-5238,17471,0,,10021282,,0,1,,,,
21283,,12,Boss,,,1588,8897,1588,8897,0,,10021283,,0,1,,,,
21284,,12,Boss,,,14126,-11118,14126,-11118,0,,10021284,,0,1,,,,
21285,,12,Boss,,,3289,-19592,3289,-19592,0,,10021285,,0,1,,,,
21286,,12,Boss,,,-5539,-9088,-5539,-9088,0,,10021286,,0,1,,,,
30691,,206,Boss,,,-20150,31060,-20150,31060,0,,152000030691,,0,1,,,,
30692,,206,Boss,,,-29937,16347,-29937,16347,0,,152000030692,,0,1,,,,
30693,,206,Boss,,,-3315,20718,-3315,20718,0,,152000030693,,0,1,,,,
21382,,13,Boss,,,-3948,3035,-3948,3035,0,,10021382,,0,1,,,,
21381,,13,Boss,,,-12985,23576,-12985,23576,0,,10021381,,0,1,,,,
21383,,13,Boss,,,19440,-1633,19440,-1633,0,,10021383,,0,1,,,,
21384,,13,Boss,,,11826,-10363,11826,-10363,0,,10021384,,0,1,,,,
21481,,14,Boss,,,-6096,11352,-6096,11352,0,,10021481,,0,1,,,,
21482,,14,Boss,,,-12686,12530,-12686,12530,0,,10021482,,0,1,,,,
21483,,14,Boss,,,-3944,-4825,-3944,-4825,0,,10021483,,0,1,,,,
21484,,14,Boss,,,3418,15203,3418,15203,0,,10021484,,0,1,,,,
21485,,14,Boss,,,6090,4341,6090,4341,0,,10021485,,0,1,,,,
21486,,14,Boss,,,308,-4531,308,-4531,0,,10021486,,0,1,,,,
21487,,14,Boss,,,-38747,6109,-38747,6109,0,,10021487,,0,1,,,,
30791,,207,Boss,,,18525,35783,18525,35783,0,,152000030791,,0,1,,,,
30792,,207,Boss,,,21115,49207,21115,49207,0,,152000030792,,0,1,,,,
30793,,207,Boss,,,8476,50895,8476,50895,0,,152000030793,,0,1,,,,
30891,,208,Boss,,,-22032,31791,-22032,31791,0,,152000030891,,0,1,,,,
30892,,208,Boss,,,-29937,16347,-29937,16347,0,,152000030892,,0,1,,,,
30893,,208,Boss,,,-9710,30350,-9710,30350,0,,152000030893,,0,1,,,,
21581,,15,Boss,,,-18708,45057,-18708,45057,0,,10021581,,0,1,,,,
21582,,15,Boss,,,-21,43772,-21,43772,0,,10021582,,0,1,,,,
21583,,15,Boss,,,8726,4746,8826,4746,0,,10021583,,0,1,,,,
21584,,15,Boss,,,-4084,-7907,-4084,-7907,0,,10021584,,0,1,,,,
21585,,15,Boss,,,-29144,-4925,-29144,-4925,0,,10021585,,0,1,,,,
21586,,15,Boss,,,-26281,9342,-26281,9342,0,,10021586,,0,1,,,,
21681,,16,Boss,,,33675,33310,33675,33310,0,,10021681,,0,1,,,,
21682,,16,Boss,,,-11520,20786,-11520,20786,0,,10021682,,0,1,,,,
21683,,16,Boss,,,5198,13389,5198,13389,0,,10110409,,0,1,,,,
21684,,16,Boss,,,438,-4942,438,-4942,0,,10021684,,0,1,,,,
21685,,16,Boss,,,-6772,3661,-6772,3661,0,,10110411,,0,1,,,,
21781,,17,Boss,,,0,-461,0,-461,0,,10021781,,0,1,,,,
21782,,17,Boss,,,3911,42194,3911,42194,0,,10021782,,0,1,,,,
21783,,17,Boss,,,7176,35164,7176,35164,0,,10021783,,0,1,,,,
21784,,17,Boss,,,27190,36986,27190,36986,0,,10021784,,0,1,,,,
21785,,17,Boss,,,3467,23727,3467,23727,0,,10021785,,0,1,,,,
21786,,17,Boss,,,7667,389,7667,389,0,,10021786,,0,1,,,,
21787,,17,Boss,,,21284,27071,21284,27071,0,,10021785,,0,1,,,,
20901,209,209,Portal,,,9983,46386,9989,46386,0,Oren,0,Bottom,0,0,,,,
21001,210,210,Portal,,,-3866,-155,-3866,-155,0,Oren,0,Bottom,0,0,,,,
21101,211,211,Portal,,,40288,1049,40288,1049,0,Oren,0,Left,0,0,,,,
21201,212,212,Portal,,,53065,943,53065,943,0,Oren,0,Left,0,0,,,,
200003,,200003,Quest,,,-8836,28107,-8836,28107,0,,0,Right,0,0,,,,
200004,,200004,Quest,,,5006,18655,5006,18655,0,,0,Right,0,0,,,,
200005,,200005,Quest,,,44948,37497,44948,37497,0,,0,Right,0,0,,,,
210206,,210206,Quest,,,-16842,33184,-16842,33184,0,,0,Right,0,0,,,,
210207,,210207,Quest,,,18005,35700,18005,35700,0,,0,Right,0,0,,,,
330001,300,300,Portal,,,-11060,20850,-11060,20850,0,,0,Right,0,0,,,,
330101,301,301,Portal,,,10480,-1070,10480,-1070,0,,0,Right,0,0,,,,
2100001,21000,21000,Town,,,-2650,-30,-2650,-30,161000021000,Magnadin,161000021000,Right,161000021000,0,,,,
2100002,,21000,Quest,,,4105,-7276,4105,-7276,451000000206,Magnadin,451000000206,Left,451000000206,0,,,,UI_Icon_MinimapSpottClear
2100003,,21000,Quest,,,5702,11975,5702,11975,451000000210,Magnadin,451000000210,Right,451000000210,0,,,,UI_Icon_MinimapSpottClear
2100004,,21000,Quest,,,-2650,-30,-2650,-30,451000000208,Magnadin,451000000208,Bottom,451000000208,0,,,,UI_Icon_MinimapSpottClear
2100005,,21000,Quest,,,6400,0,6400,0,451000000205,Magnadin,451000000205,Right,451000000205,0,,,,UI_Icon_MinimapSpottClear
2102001,21020,21020,Boss,,,5708,-3780,5708,-3780,161000021000,Magnadin,161000021000,Right,161000021000,0,,,,
2103001,21030,21030,Boss,,,5708,-3780,5708,-3780,161000021000,Magnadin,161000021000,Right,161000021000,0,,,,
30991,,210,Boss,,,5851,0,5851,0,0,,112002325471,,0,1,,,,
30992,,210,Boss,,,15683,23,15683,23,0,,112002325472,,0,1,,,,
30993,,210,Boss,,,3336,-11597,3336,-11597,0,,112002325473,,0,1,,,,
31091,,211,Boss,,,51124,-10758,51124,-10758,0,,112002325474,,0,1,,,,
31092,,211,Boss,,,64635,5642,64635,5642,0,,112002325475,,0,1,,,,
31093,,211,Boss,,,68632,881,68632,881,0,,112002325476,,0,1,,,,
31181,,209,Boss,,,14025,49634,14025,49634,0,,112002246233,,0,1,,,,
31182,,209,Boss,,,14035,51958,14035,51958,0,,112002246234,,0,1,,,,
31183,,209,Boss,,,7653,51917,7653,51917,0,,112002246235,,0,1,,,,
31184,,209,Boss,,,7676,54301,7676,54301,0,,112002246236,,0,1,,,,
31185,,209,Boss,,,19466,52116,19466,52116,0,,112002246237,,0,1,,,,
31186,,209,Boss,,,19426,49455,19426,49455,0,,10010462,,0,1,,,,
31187,,209,Boss,,,18524,45231,18524,45231,0,,112002246239,,0,1,,,,
31188,,209,Boss,,,17798,40108,17798,40108,0,,112002246240,,0,1,,,,
31189,,209,Boss,,,17050,37266,17050,37266,0,,112002246241,,0,1,,,,
31190,,209,Boss,,,10651,42077,10651,42077,0,,112002246242,,0,1,,,,
31191,,209,Boss,,,10872,36276,10872,36276,0,,112002246243,,0,1,,,,
31281,,212,Boss,,,59984,6058,59984,6058,0,,112002246333,,0,1,,,,
31282,,212,Boss,,,59899,-4015,59899,-4015,0,,112002246334,,0,1,,,,
31283,,212,Boss,,,63399,928,63399,928,0,,112002246335,,0,1,,,,
31284,,212,Boss,,,67163,966,67163,966,0,,112002246336,,0,1,,,,
330201,302,302,Portal,,,-3740,9160,-4280,6355,0,,0,Right,0,0,,,,
330211,,302,Quest,,,-3740,9160,-4280,6355,0,,0,Right,0,0,,,,
330202,302,302,Portal,,,9317,-1436,9317,-1436,0,,0,Right,0,0,,,,
330212,,302,Quest,,,9317,-1436,9317,-1436,0,,0,Right,0,0,,,,
30054,13,402,Portal,,,6170,-15486,-3924,7759,0,Dion,152000030054,Right,153000030054,0,Adena,,,
30055,402,13,Portal,,,-3956,8354,6170,-14875,0,Dion,152000030055,Right,153000030055,0,Adena,,,
210208,,210208,Quest,,,16412,-3532,16412,-3532,161000000013,,0,Right,0,0,,,,
