Id,GroupId,RequiredId,NameKey,DescKey,TaskType,TaskCount,RewardBloodCrystal,RewardAdena,RewardItemInfoId,RewardCount,RewardCountDesc,RewardIcon,AchievementIcon,AchievementGroupType,PlayerRewardType1,PlayerRewardInfold1,PlayerRewardCount1,PlayerRewardType2,PlayerRewardInfold2,PlayerRewardCount2,GuildRewardType1,GuildRewardInfold1,GuildRewardCount1,GuildRewardType2,GuildRewardInfold2,GuildRewardCount2
108019,18,108018,801000108011,802000108011,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
110011,19,,801000110011,802000110011,Count_KillMonster_Region,570,15,1000,911191,3,,Icon_SoulShot_01,,Dion,Adena,,1000,Item,490022,1,Item,900018,2,Item,1302001,2
110012,19,110011,801000110011,802000110011,Count_KillMonster_Region,2660,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Dion,Adena,,2000,Item,490022,1,Item,911191,3,Item,1302001,5
110013,19,110012,801000110011,802000110011,Count_KillMonster_Region,5700,50,3000,911191,5,,Icon_SoulShot_01,,Dion,Adena,,3000,Item,490022,1,Item,919220,3,Item,1302001,8
110014,19,110013,801000110011,802000110011,Count_KillMonster_Region,11400,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,4000,Item,490022,3,Item,900018,3,Item,1302001,10
110015,19,110014,801000110011,802000110011,Count_KillMonster_Region,19000,75,6000,911191,7,,Icon_SoulShot_01,,Dion,Adena,,6000,Item,490022,3,Item,911191,5,Item,1302001,15
110016,19,110015,801000110011,802000110011,Count_KillMonster_Region,28500,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Dion,Adena,,8000,Item,490022,3,Item,919220,5,Item,1302001,20
110017,19,110016,801000110011,802000110011,Count_KillMonster_Region,39900,110,10000,911191,10,,Icon_SoulShot_01,,Dion,Adena,,10000,Item,490022,5,Item,900018,3,Item,1302001,25
110018,19,110017,801000110011,802000110011,Count_KillMonster_Region,53200,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,12000,Item,490022,5,Item,911191,7,Item,1302001,30
110019,19,110018,801000110011,802000110011,Count_KillMonster_Region,68400,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
112011,28,,801000112011,802000112011,Count_KillMonster_Region,570,15,1000,911191,3,,Icon_SoulShot_01,,Dion,Adena,,1000,Item,490022,1,Item,900018,2,Item,1302001,2
112012,28,112011,801000112011,802000112011,Count_KillMonster_Region,2660,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Dion,Adena,,2000,Item,490022,1,Item,911191,3,Item,1302001,5
112013,28,112012,801000112011,802000112011,Count_KillMonster_Region,5700,50,3000,911191,5,,Icon_SoulShot_01,,Dion,Adena,,3000,Item,490022,1,Item,919220,3,Item,1302001,8
112014,28,112013,801000112011,802000112011,Count_KillMonster_Region,11400,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,4000,Item,490022,3,Item,900018,3,Item,1302001,10
112015,28,112014,801000112011,802000112011,Count_KillMonster_Region,19000,75,6000,911191,7,,Icon_SoulShot_01,,Dion,Adena,,6000,Item,490022,3,Item,911191,5,Item,1302001,15
112016,28,112015,801000112011,802000112011,Count_KillMonster_Region,28500,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Dion,Adena,,8000,Item,490022,3,Item,919220,5,Item,1302001,20
112017,28,112016,801000112011,802000112011,Count_KillMonster_Region,39900,110,10000,911191,10,,Icon_SoulShot_01,,Dion,Adena,,10000,Item,490022,5,Item,900018,3,Item,1302001,25
112018,28,112017,801000112011,802000112011,Count_KillMonster_Region,53200,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,12000,Item,490022,5,Item,911191,7,Item,1302001,30
112019,28,112018,801000112011,802000112011,Count_KillMonster_Region,68400,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
113011,63,,801000113011,802000113011,Count_KillMonster_Region,600,15,1000,911191,3,,Icon_SoulShot_01,,TalkingIsland,Adena,,1000,Item,490022,1,Item,911191,2,Item,1302001,2
113012,63,113011,801000113011,802000113011,Count_KillMonster_Region,2800,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,TalkingIsland,Adena,,2000,Item,490022,1,Item,919220,2,Item,1302001,5
113013,63,113012,801000113011,802000113011,Count_KillMonster_Region,6000,50,3000,911191,5,,Icon_SoulShot_01,,TalkingIsland,Adena,,3000,Item,490022,1,Item,911191,3,Item,1302001,8
113014,63,113013,801000113011,802000113011,Count_KillMonster_Region,12000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,TalkingIsland,Adena,,4000,Item,490022,3,Item,919220,3,Item,1302001,10
113015,63,113014,801000113011,802000113011,Count_KillMonster_Region,20000,75,6000,911191,7,,Icon_SoulShot_01,,TalkingIsland,Adena,,6000,Item,490022,3,Item,911191,4,Item,1302001,15
113016,63,113015,801000113011,802000113011,Count_KillMonster_Region,31250,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,TalkingIsland,Adena,,8000,Item,490022,3,Item,919220,4,Item,1302001,20
113017,63,113016,801000113011,802000113011,Count_KillMonster_Region,45000,110,10000,911191,10,,Icon_SoulShot_01,,TalkingIsland,Adena,,10000,Item,490022,5,Item,911191,5,Item,1302001,25
113018,63,113017,801000113011,802000113011,Count_KillMonster_Region,61250,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,TalkingIsland,Adena,,12000,Item,490022,5,Item,919220,5,Item,1302001,30
113019,63,113018,801000113011,802000113011,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,TalkingIsland,Adena,,15000,Item,490022,5,Item,911191,6,Item,1302001,35
113021,64,,801000113021,802000113021,Count_KillMonster_Region,600,15,1000,911191,3,,Icon_SoulShot_01,,Gludio,Adena,,1000,Item,490022,1,Item,911191,2,Item,1302001,2
113022,64,113021,801000113021,802000113021,Count_KillMonster_Region,2800,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Gludio,Adena,,2000,Item,490022,1,Item,919220,2,Item,1302001,5
113023,64,113022,801000113021,802000113021,Count_KillMonster_Region,6000,50,3000,911191,5,,Icon_SoulShot_01,,Gludio,Adena,,3000,Item,490022,1,Item,911191,3,Item,1302001,8
113024,64,113023,801000113021,802000113021,Count_KillMonster_Region,12000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Gludio,Adena,,4000,Item,490022,3,Item,919220,3,Item,1302001,10
113025,64,113024,801000113021,802000113021,Count_KillMonster_Region,20000,75,6000,911191,7,,Icon_SoulShot_01,,Gludio,Adena,,6000,Item,490022,3,Item,911191,4,Item,1302001,15
113026,64,113025,801000113021,802000113021,Count_KillMonster_Region,31250,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Gludio,Adena,,8000,Item,490022,3,Item,919220,4,Item,1302001,20
113027,64,113026,801000113021,802000113021,Count_KillMonster_Region,45000,110,10000,911191,10,,Icon_SoulShot_01,,Gludio,Adena,,10000,Item,490022,5,Item,911191,5,Item,1302001,25
113028,64,113027,801000113021,802000113021,Count_KillMonster_Region,61250,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Gludio,Adena,,12000,Item,490022,5,Item,919220,5,Item,1302001,30
113029,64,113028,801000113021,802000113021,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Gludio,Adena,,15000,Item,490022,5,Item,911191,6,Item,1302001,35
103031,65,,801000113031,802000113031,Count_KillMonster_Region,600,15,1000,911191,3,,Icon_SoulShot_01,,Gludio,Adena,,1000,Item,490022,1,Item,911191,2,Item,1302001,2
103032,65,103031,801000113031,802000113031,Count_KillMonster_Region,2800,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Gludio,Adena,,2000,Item,490022,1,Item,919220,2,Item,1302001,5
103033,65,103032,801000113031,802000113031,Count_KillMonster_Region,6000,50,3000,911191,5,,Icon_SoulShot_01,,Gludio,Adena,,3000,Item,490022,1,Item,911191,3,Item,1302001,8
103034,65,103033,801000113031,802000113031,Count_KillMonster_Region,12000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Gludio,Adena,,4000,Item,490022,3,Item,919220,3,Item,1302001,10
103035,65,103034,801000113031,802000113031,Count_KillMonster_Region,20000,75,6000,911191,7,,Icon_SoulShot_01,,Gludio,Adena,,6000,Item,490022,3,Item,911191,4,Item,1302001,15
103036,65,103035,801000113031,802000113031,Count_KillMonster_Region,31250,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Gludio,Adena,,8000,Item,490022,3,Item,919220,4,Item,1302001,20
103037,65,103036,801000113031,802000113031,Count_KillMonster_Region,45000,110,10000,911191,10,,Icon_SoulShot_01,,Gludio,Adena,,10000,Item,490022,5,Item,911191,5,Item,1302001,25
103038,65,103037,801000113031,802000113031,Count_KillMonster_Region,61250,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Gludio,Adena,,12000,Item,490022,5,Item,919220,5,Item,1302001,30
103039,65,103038,801000113031,802000113031,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Gludio,Adena,,15000,Item,490022,5,Item,911191,6,Item,1302001,35
113041,66,,801000113041,802000113041,Count_KillMonster_Region,600,15,1000,911191,3,,Icon_SoulShot_01,,Dion,Adena,,1000,Item,490022,1,Item,900018,2,Item,1302001,2
113042,66,113041,801000113041,802000113041,Count_KillMonster_Region,2800,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Dion,Adena,,2000,Item,490022,1,Item,911191,3,Item,1302001,5
113043,66,113042,801000113041,802000113041,Count_KillMonster_Region,6000,50,3000,911191,5,,Icon_SoulShot_01,,Dion,Adena,,3000,Item,490022,1,Item,919220,3,Item,1302001,8
113044,66,113043,801000113041,802000113041,Count_KillMonster_Region,12000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,4000,Item,490022,3,Item,900018,3,Item,1302001,10
113045,66,113044,801000113041,802000113041,Count_KillMonster_Region,20000,75,6000,911191,7,,Icon_SoulShot_01,,Dion,Adena,,6000,Item,490022,3,Item,911191,5,Item,1302001,15
113046,66,113045,801000113041,802000113041,Count_KillMonster_Region,31250,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Dion,Adena,,8000,Item,490022,3,Item,919220,5,Item,1302001,20
113047,66,113046,801000113041,802000113041,Count_KillMonster_Region,45000,110,10000,911191,10,,Icon_SoulShot_01,,Dion,Adena,,10000,Item,490022,5,Item,900018,3,Item,1302001,25
113048,66,113047,801000113041,802000113041,Count_KillMonster_Region,61250,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,12000,Item,490022,5,Item,911191,7,Item,1302001,30
113049,66,113048,801000113041,802000113041,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
113051,67,,801000113051,802000113051,Count_KillMonster_Region,600,15,1000,911191,3,,Icon_SoulShot_01,,Dion,Adena,,1000,Item,490022,1,Item,900018,2,Item,1302001,2
113052,67,113051,801000113051,802000113051,Count_KillMonster_Region,2800,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Dion,Adena,,2000,Item,490022,1,Item,911191,3,Item,1302001,5
113053,67,113052,801000113051,802000113051,Count_KillMonster_Region,6000,50,3000,911191,5,,Icon_SoulShot_01,,Dion,Adena,,3000,Item,490022,1,Item,919220,3,Item,1302001,8
113054,67,113053,801000113051,802000113051,Count_KillMonster_Region,12000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,4000,Item,490022,3,Item,900018,3,Item,1302001,10
113055,67,113054,801000113051,802000113051,Count_KillMonster_Region,20000,75,6000,911191,7,,Icon_SoulShot_01,,Dion,Adena,,6000,Item,490022,3,Item,911191,5,Item,1302001,15
113056,67,113055,801000113051,802000113051,Count_KillMonster_Region,31250,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Dion,Adena,,8000,Item,490022,3,Item,919220,5,Item,1302001,20
113057,67,113056,801000113051,802000113051,Count_KillMonster_Region,45000,110,10000,911191,10,,Icon_SoulShot_01,,Dion,Adena,,10000,Item,490022,5,Item,900018,3,Item,1302001,25
113058,67,113057,801000113051,802000113051,Count_KillMonster_Region,61250,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,12000,Item,490022,5,Item,911191,7,Item,1302001,30
113059,67,113058,801000113051,802000113051,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Dion,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
113061,68,,731000000166,802000113061,Count_KillMonster_Region,600,15,1000,911191,3,,Icon_SoulShot_01,,Giran,Adena,,1000,Item,490022,1,Item,900018,2,Item,1302001,2
113062,68,113061,731000000166,802000113061,Count_KillMonster_Region,2800,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,2000,Item,490022,1,Item,911191,3,Item,1302001,5
113063,68,113062,731000000166,802000113061,Count_KillMonster_Region,6000,50,3000,911191,5,,Icon_SoulShot_01,,Giran,Adena,,3000,Item,490022,1,Item,919220,3,Item,1302001,8
113064,68,113063,731000000166,802000113061,Count_KillMonster_Region,12000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,4000,Item,490022,3,Item,900018,3,Item,1302001,10
113065,68,113064,731000000166,802000113061,Count_KillMonster_Region,20000,75,6000,911191,7,,Icon_SoulShot_01,,Giran,Adena,,6000,Item,490022,3,Item,911191,5,Item,1302001,15
113066,68,113065,731000000166,802000113061,Count_KillMonster_Region,31250,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,8000,Item,490022,3,Item,919220,5,Item,1302001,20
113067,68,113066,731000000166,802000113061,Count_KillMonster_Region,45000,110,10000,911191,10,,Icon_SoulShot_01,,Giran,Adena,,10000,Item,490022,5,Item,900018,3,Item,1302001,25
113068,68,113067,731000000166,802000113061,Count_KillMonster_Region,61250,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,12000,Item,490022,5,Item,911191,7,Item,1302001,30
113069,68,113068,731000000166,802000113061,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
113071,69,,731000000167,802000113071,Count_KillMonster_Region,600,15,1000,911191,3,,Icon_SoulShot_01,,Giran,Adena,,1000,Item,490022,1,Item,900018,2,Item,1302001,2
113072,69,113071,731000000167,802000113071,Count_KillMonster_Region,2800,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,2000,Item,490022,1,Item,911191,3,Item,1302001,5
113073,69,113072,731000000167,802000113071,Count_KillMonster_Region,6000,50,3000,911191,5,,Icon_SoulShot_01,,Giran,Adena,,3000,Item,490022,1,Item,919220,3,Item,1302001,8
113074,69,113073,731000000167,802000113071,Count_KillMonster_Region,12000,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,4000,Item,490022,3,Item,900018,3,Item,1302001,10
113075,69,113074,731000000167,802000113071,Count_KillMonster_Region,20000,75,6000,911191,7,,Icon_SoulShot_01,,Giran,Adena,,6000,Item,490022,3,Item,911191,5,Item,1302001,15
113076,69,113075,731000000167,802000113071,Count_KillMonster_Region,31250,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,8000,Item,490022,3,Item,919220,5,Item,1302001,20
113077,69,113076,731000000167,802000113071,Count_KillMonster_Region,45000,110,10000,911191,10,,Icon_SoulShot_01,,Giran,Adena,,10000,Item,490022,5,Item,900018,3,Item,1302001,25
113078,69,113077,731000000167,802000113071,Count_KillMonster_Region,61250,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,12000,Item,490022,5,Item,911191,7,Item,1302001,30
113079,69,113078,731000000167,802000113071,Count_KillMonster_Region,80000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
114011,29,,801000114011,802000114011,Count_KillMonster_Region,570,15,1000,911191,3,,Icon_SoulShot_01,,Giran,Adena,,1000,Item,490022,1,Item,900018,2,Item,1302001,2
114012,29,114011,801000114011,802000114011,Count_KillMonster_Region,2660,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,2000,Item,490022,1,Item,911191,3,Item,1302001,5
114013,29,114012,801000114011,802000114011,Count_KillMonster_Region,5700,50,3000,911191,5,,Icon_SoulShot_01,,Giran,Adena,,3000,Item,490022,1,Item,919220,3,Item,1302001,8
114014,29,114013,801000114011,802000114011,Count_KillMonster_Region,11400,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,4000,Item,490022,3,Item,900018,3,Item,1302001,10
114015,29,114014,801000114011,802000114011,Count_KillMonster_Region,19000,75,6000,911191,7,,Icon_SoulShot_01,,Giran,Adena,,6000,Item,490022,3,Item,911191,5,Item,1302001,15
114016,29,114015,801000114011,802000114011,Count_KillMonster_Region,28500,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,8000,Item,490022,3,Item,919220,5,Item,1302001,20
114017,29,114016,801000114011,802000114011,Count_KillMonster_Region,39900,110,10000,911191,10,,Icon_SoulShot_01,,Giran,Adena,,10000,Item,490022,5,Item,900018,3,Item,1302001,25
114018,29,114017,801000114011,802000114011,Count_KillMonster_Region,53200,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,12000,Item,490022,5,Item,911191,7,Item,1302001,30
114019,29,114018,801000114011,802000114011,Count_KillMonster_Region,68400,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
114021,30,,801000114021,802000114021,Count_KillMonster_Region,570,15,1000,911191,3,,Icon_SoulShot_01,,Giran,Adena,,1000,Item,490022,1,Item,900018,2,Item,1302001,2
114022,30,114021,801000114021,802000114021,Count_KillMonster_Region,2660,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,2000,Item,490022,1,Item,911191,3,Item,1302001,5
114023,30,114022,801000114021,802000114021,Count_KillMonster_Region,5700,50,3000,911191,5,,Icon_SoulShot_01,,Giran,Adena,,3000,Item,490022,1,Item,919220,3,Item,1302001,8
114024,30,114023,801000114021,802000114021,Count_KillMonster_Region,11400,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,4000,Item,490022,3,Item,900018,3,Item,1302001,10
114025,30,114024,801000114021,802000114021,Count_KillMonster_Region,19000,75,6000,911191,7,,Icon_SoulShot_01,,Giran,Adena,,6000,Item,490022,3,Item,911191,5,Item,1302001,15
114026,30,114025,801000114021,802000114021,Count_KillMonster_Region,28500,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,8000,Item,490022,3,Item,919220,5,Item,1302001,20
114027,30,114026,801000114021,802000114021,Count_KillMonster_Region,39900,110,10000,911191,10,,Icon_SoulShot_01,,Giran,Adena,,10000,Item,490022,5,Item,900018,3,Item,1302001,25
114028,30,114027,801000114021,802000114021,Count_KillMonster_Region,53200,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,12000,Item,490022,5,Item,911191,7,Item,1302001,30
114029,30,114028,801000114021,802000114021,Count_KillMonster_Region,68400,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
118011,40,,801000118011,802000118011,Count_KillMonster_Region,540,15,1000,911191,3,,Icon_SoulShot_01,,Giran,Adena,,1000,Item,490022,1,Item,900018,2,Item,1302001,2
118012,40,118011,801000118011,802000118011,Count_KillMonster_Region,2520,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,2000,Item,490022,1,Item,911191,3,Item,1302001,5
118013,40,118012,801000118011,802000118011,Count_KillMonster_Region,5400,50,3000,911191,5,,Icon_SoulShot_01,,Giran,Adena,,3000,Item,490022,1,Item,919220,3,Item,1302001,8
118014,40,118013,801000118011,802000118011,Count_KillMonster_Region,10800,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,4000,Item,490022,3,Item,900018,3,Item,1302001,10
118015,40,118014,801000118011,802000118011,Count_KillMonster_Region,18000,75,6000,911191,7,,Icon_SoulShot_01,,Giran,Adena,,6000,Item,490022,3,Item,911191,5,Item,1302001,15
118016,40,118015,801000118011,802000118011,Count_KillMonster_Region,27000,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,8000,Item,490022,3,Item,919220,5,Item,1302001,20
118017,40,118016,801000118011,802000118011,Count_KillMonster_Region,37800,110,10000,911191,10,,Icon_SoulShot_01,,Giran,Adena,,10000,Item,490022,5,Item,900018,3,Item,1302001,25
118018,40,118017,801000118011,802000118011,Count_KillMonster_Region,50400,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,12000,Item,490022,5,Item,911191,7,Item,1302001,30
118019,40,118018,801000118011,802000118011,Count_KillMonster_Region,64800,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
120011,41,,801000120011,802000120011,Count_KillMonster_Region,540,15,1000,911191,3,,Icon_SoulShot_01,,Giran,Adena,,1000,Item,490022,1,Item,900018,2,Item,1302001,2
120012,41,120011,801000120011,802000120011,Count_KillMonster_Region,2520,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,2000,Item,490022,1,Item,911191,3,Item,1302001,5
120013,41,120012,801000120011,802000120011,Count_KillMonster_Region,5400,50,3000,911191,5,,Icon_SoulShot_01,,Giran,Adena,,3000,Item,490022,1,Item,919220,3,Item,1302001,8
120014,41,120013,801000120011,802000120011,Count_KillMonster_Region,10800,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,4000,Item,490022,3,Item,900018,3,Item,1302001,10
120015,41,120014,801000120011,802000120011,Count_KillMonster_Region,18000,75,6000,911191,7,,Icon_SoulShot_01,,Giran,Adena,,6000,Item,490022,3,Item,911191,5,Item,1302001,15
120016,41,120015,801000120011,802000120011,Count_KillMonster_Region,27000,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Giran,Adena,,8000,Item,490022,3,Item,919220,5,Item,1302001,20
120017,41,120016,801000120011,802000120011,Count_KillMonster_Region,37800,110,10000,911191,10,,Icon_SoulShot_01,,Giran,Adena,,10000,Item,490022,5,Item,900018,3,Item,1302001,25
120018,41,120017,801000120011,802000120011,Count_KillMonster_Region,57600,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,12000,Item,490022,5,Item,911191,7,Item,1302001,30
120019,41,120018,801000120011,802000120011,Count_KillMonster_Region,81000,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Giran,Adena,,15000,Item,490022,5,Item,919220,7,Item,1302001,35
122011,51,,801000122011,802000122011,Count_KillMonster_Region,510,15,1000,911191,3,,Icon_SoulShot_01,,Oren,Adena,,1000,Item,490022,1,Item,911191,10,Item,1302001,2
122012,51,122011,801000122011,802000122011,Count_KillMonster_Region,2380,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Oren,Adena,,2000,Item,490022,1,Item,919220,10,Item,1302001,5
122013,51,122012,801000122011,802000122011,Count_KillMonster_Region,5100,50,3000,911191,5,,Icon_SoulShot_01,,Oren,Adena,,3000,Item,490022,1,Item,900018,3,Item,1302001,8
122014,51,122013,801000122011,802000122011,Count_KillMonster_Region,10200,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,4000,Item,490022,3,Item,919221,4,Item,1302001,10
122015,51,122014,801000122011,802000122011,Count_KillMonster_Region,17000,75,6000,911191,7,,Icon_SoulShot_01,,Oren,Adena,,6000,Item,490022,3,Item,919139,2,Item,1302001,15
122016,51,122015,801000122011,802000122011,Count_KillMonster_Region,25500,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Oren,Adena,,8000,Item,490022,3,Item,919221,6,Item,1302001,20
122017,51,122016,801000122011,802000122011,Count_KillMonster_Region,35700,110,10000,911191,10,,Icon_SoulShot_01,,Oren,Adena,,10000,Item,490022,5,Item,919139,3,Item,1302001,25
122018,51,122017,801000122011,802000122011,Count_KillMonster_Region,54400,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,12000,Item,490022,5,Item,919221,10,Item,1302001,30
122019,51,122018,801000122011,802000122011,Count_KillMonster_Region,76500,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,15000,Item,490022,5,Item,919139,5,Item,1302001,35
124011,52,,801000124011,802000124011,Count_KillMonster_Region,510,15,1000,911191,3,,Icon_SoulShot_01,,Oren,Adena,,1000,Item,490022,1,Item,911191,10,Item,1302001,2
124012,52,124011,801000124011,802000124011,Count_KillMonster_Region,2380,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Oren,Adena,,2000,Item,490022,1,Item,919220,10,Item,1302001,5
124013,52,124012,801000124011,802000124011,Count_KillMonster_Region,5100,50,3000,911191,5,,Icon_SoulShot_01,,Oren,Adena,,3000,Item,490022,1,Item,900018,3,Item,1302001,8
124014,52,124013,801000124011,802000124011,Count_KillMonster_Region,10200,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,4000,Item,490022,3,Item,919221,4,Item,1302001,10
124015,52,124014,801000124011,802000124011,Count_KillMonster_Region,17000,75,6000,911191,7,,Icon_SoulShot_01,,Oren,Adena,,6000,Item,490022,3,Item,919139,2,Item,1302001,15
124016,52,124015,801000124011,802000124011,Count_KillMonster_Region,25500,85,8000,900007,3,,Icon_Shop_Gacha_Material_01,,Oren,Adena,,8000,Item,490022,3,Item,919221,6,Item,1302001,20
124017,52,124016,801000124011,802000124011,Count_KillMonster_Region,35700,110,10000,911191,10,,Icon_SoulShot_01,,Oren,Adena,,10000,Item,490022,5,Item,919139,3,Item,1302001,25
124018,52,124017,801000124011,802000124011,Count_KillMonster_Region,54400,125,12000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,12000,Item,490022,5,Item,919221,10,Item,1302001,30
124019,52,124018,801000124011,802000124011,Count_KillMonster_Region,76500,140,15000,900018,3,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,15000,Item,490022,5,Item,919139,5,Item,1302001,35
126011,61,,801000126011,802000126011,Count_KillMonster_Region,480,15,1000,911191,3,,Icon_SoulShot_01,,Oren,Adena,,1000,Item,490022,1,Item,911191,10,Item,1302001,2
126012,61,126011,801000126011,802000126011,Count_KillMonster_Region,2240,25,2000,900007,2,,Icon_Shop_Gacha_Material_01,,Oren,Adena,,2000,Item,490022,1,Item,919220,10,Item,1302001,5
126013,61,126012,801000126011,802000126011,Count_KillMonster_Region,4800,50,3000,911191,5,,Icon_SoulShot_01,,Oren,Adena,,3000,Item,490022,1,Item,900018,3,Item,1302001,8
126014,61,126013,801000126011,802000126011,Count_KillMonster_Region,9600,60,4000,900018,2,,Icon_Shop_Gacha_Equipment_01,,Oren,Adena,,4000,Item,490022,3,Item,919221,4,Item,1302001,10
