GroupId,Type,ItemInfoId,ClassOnly,MinItemCount,MaxItemCount,DropRate,UnBindRate,SpecialNotifyType,EventItemPeriodId
4700,Item,480008,0,1,1,22,0,NormalItem,
4700,Item,480009,0,1,1,22,0,NormalItem,
4700,Item,480010,0,1,1,11,0,RareItem,
4700,Item,480011,0,1,1,11,0,RareItem,
4700,Item,480012,0,1,1,11,0,RareItem,
4700,Item,400002,0,70,70,30,0,,
4700,Item,490049,0,22,22,30,0,,
4700,Item,1000103,0,1,1,30,,NormalItem,
4700,Item,1000203,0,1,1,2,,RareItem,
4700,Item,1001103,0,1,3,100,,,
4700,Item,1001203,0,1,3,30,,,
4700,Item,500119,0,1,1,45,,,
4700,Item,500120,0,1,1,25,,RareItem,
4700,Item,500100,0,1,1,100,,,
4710,Item,400002,0,40,40,700,0,,
4710,Item,490049,0,15,15,300,0,,
4710,Item,400000,0,1,1,35,,UniqueItem,
4710,Item,490066,0,4,5,522,,RareItem,
4710,Item,460003,0,1,1,88,,UniqueItem,
4710,Item,460013,0,1,1,88,,UniqueItem,
4800,Item,440001,0,15,15,50,0,,
4800,Item,440011,0,15,15,50,0,,
4800,Item,400001,0,320,320,50,0,,
4800,Item,449999,0,1,1,50,0,,
4800,Item,480004,0,1,1,33,0,,
4800,Item,480005,0,1,1,33,0,,
4800,Item,480006,0,1,1,33,0,,
4800,Item,480007,0,1,1,22,0,NormalItem,
4800,Item,480008,0,1,1,22,0,NormalItem,
4800,Item,480009,0,1,1,22,0,NormalItem,
4800,Item,480010,0,1,1,11,0,RareItem,
4800,Item,480011,0,1,1,11,0,RareItem,
4800,Item,480012,0,1,1,11,,RareItem,
4800,Item,400002,0,80,80,30,,,
4800,Item,490049,0,25,25,30,,,
4800,Item,1000103,0,1,1,30,,NormalItem,
4800,Item,1000203,0,1,1,2,,RareItem,
4800,Item,1001103,0,2,3,100,,,
4800,Item,1001203,0,2,3,30,,,
4800,Item,500119,0,1,1,45,,,
4800,Item,500120,0,1,1,25,,RareItem,
4800,Item,500100,0,1,1,100,,,
4810,Item,400002,0,40,40,700,0,,
4810,Item,490049,0,15,15,300,0,,
4810,Item,400000,0,1,1,35,,UniqueItem,
4810,Item,490066,0,4,5,522,,RareItem,
4810,Item,460003,0,1,1,88,,UniqueItem,
4810,Item,460013,0,1,1,88,,UniqueItem,
4900,Item,440001,0,15,15,50,0,,
4900,Item,440011,0,15,15,50,0,,
4900,Item,400001,0,350,350,50,0,,
4900,Item,449999,0,1,1,50,0,,
4900,Item,480004,0,1,1,33,0,,
4900,Item,480005,0,1,1,33,0,,
4900,Item,480006,0,1,1,33,0,,
4900,Item,480007,0,1,1,22,0,NormalItem,
4900,Item,480008,0,1,1,22,0,NormalItem,
4900,Item,480009,0,1,1,22,0,NormalItem,
4900,Item,480010,0,1,1,11,0,RareItem,
4900,Item,480011,0,1,1,11,0,RareItem,
4900,Item,480012,0,1,1,11,,RareItem,
4900,Item,400002,0,90,90,30,,,
4900,Item,490049,0,27,27,30,,,
4900,Item,1000103,0,1,1,30,,NormalItem,
4900,Item,1000203,0,1,1,2,,RareItem,
4900,Item,1001103,0,3,3,100,,,
4900,Item,1001203,0,3,3,30,,,
4900,Item,500119,0,1,1,45,,,
4900,Item,500120,0,1,1,25,,RareItem,
4900,Item,500100,0,1,1,100,,,
4901,Item,440001,0,15,15,500,,,
4901,Item,440011,0,15,15,500,,,
4901,Item,400001,0,350,350,500,,,
4901,Item,449999,0,1,1,500,,,
4901,Item,480004,0,1,1,330,,,
4901,Item,480005,0,1,1,330,,,
4901,Item,480006,0,1,1,330,,,
4901,Item,480007,0,1,1,220,,NormalItem,
4901,Item,480008,0,1,1,220,,NormalItem,
4901,Item,480009,0,1,1,220,,NormalItem,
4901,Item,480010,0,1,1,110,,RareItem,
4901,Item,480011,0,1,1,110,,RareItem,
4901,Item,480012,0,1,1,110,,RareItem,
4901,Item,400002,0,90,90,300,,,
4901,Item,490049,0,27,27,300,,,
4901,Item,1000103,0,1,1,300,,NormalItem,
4901,Item,1000203,0,1,1,20,,RareItem,
4901,Item,1001103,0,3,3,1000,,,
4901,Item,1001203,0,3,3,300,,,
4901,Item,500119,0,1,1,450,,,
4901,Item,500120,0,1,1,250,,RareItem,
4901,Item,500100,0,1,1,1211,,,
4910,Item,400002,0,40,40,700,,,
4910,Item,490049,0,15,15,300,,,
4910,Item,400000,0,1,1,35,,UniqueItem,
4910,Item,490066,0,6,7,522,,RareItem,
4910,Item,460003,0,1,1,88,,UniqueItem,
4910,Item,460013,0,1,1,88,,UniqueItem,
5000,Item,440001,0,15,15,50,,,
5000,Item,440011,0,15,15,50,,,
5000,Item,400001,0,370,370,50,,,
5000,Item,449999,0,1,1,50,,,
5000,Item,480007,0,1,1,22,,NormalItem,
5000,Item,480008,0,1,1,22,,NormalItem,
5000,Item,480009,0,1,1,22,,NormalItem,
5000,Item,480010,0,1,1,11,,RareItem,
5000,Item,480011,0,1,1,11,,RareItem,
5000,Item,480012,0,1,1,11,,RareItem,
5000,Item,400002,0,90,90,30,,,
5000,Item,490049,0,27,27,30,,,
5000,Item,1000104,0,1,1,30,,NormalItem,
5000,Item,1001104,0,3,3,100,,,
5000,Item,500119,0,1,1,45,,,
5000,Item,500120,0,1,1,25,,RareItem,
5000,Item,500100,0,1,1,99,,,
5100,Item,440001,0,15,15,50,,,
5100,Item,440011,0,15,15,50,,,
5100,Item,400001,0,400,400,50,,,
5100,Item,449999,0,1,1,50,,,
5100,Item,480007,0,1,1,22,,NormalItem,
5100,Item,480008,0,1,1,22,,NormalItem,
5100,Item,480009,0,1,1,22,,NormalItem,
5100,Item,480010,0,1,1,11,,RareItem,
5100,Item,480011,0,1,1,11,,RareItem,
5100,Item,480012,0,1,1,11,,RareItem,
5100,Item,400002,0,90,90,30,,,
5100,Item,490049,0,27,27,30,,,
5100,Item,1000104,0,1,1,30,,NormalItem,
5100,Item,1001104,0,3,3,100,,,
5100,Item,500119,0,1,1,45,,,
5100,Item,500120,0,1,1,25,,RareItem,
5100,Item,500100,0,1,1,99,,,
5101,Item,440001,0,15,15,500,,,
5101,Item,440011,0,15,15,500,,,
5101,Item,400001,0,400,400,500,,,
5101,Item,449999,0,1,1,500,,,
5101,Item,480007,0,1,1,220,,NormalItem,
5101,Item,480008,0,1,1,220,,NormalItem,
5101,Item,480009,0,1,1,220,,NormalItem,
5101,Item,480010,0,1,1,110,,RareItem,
5101,Item,480011,0,1,1,110,,RareItem,
5101,Item,480012,0,1,1,110,,RareItem,
5101,Item,400002,0,90,90,300,,,
5101,Item,490049,0,27,27,300,,,
5101,Item,1000104,0,1,1,300,,NormalItem,
5101,Item,1001104,0,3,3,1000,,,
5101,Item,500119,0,1,1,450,,,
5101,Item,500120,0,1,1,250,,RareItem,
5101,Item,500100,0,1,1,99,,,
5102,Item,919046,0,1,1,3000,2000,,
5102,Item,919044,0,1,1,3000,2000,,
5102,Item,919045,0,1,1,3000,2000,,
5102,Item,1301001,0,1,1,280,,,
5102,Item,1301002,0,1,1,40,,NormalItem,
5102,Item,440001,0,1,1,5000,,,
5102,Item,440011,0,1,1,5000,,,
5102,Item,500100,0,1,1,3000,,,
5102,Item,490010,0,1,1,700,,,
5102,Item,911060,0,1,1,30,,NormalItem,
5102,Item,510104,0,1,3,4500,,,
5102,Item,510105,0,1,3,4500,,,
5102,Item,490005,0,2,3,9000,,,
5102,Item,500126,0,1,1,1100,,,
5102,Item,500119,0,1,1,700,,,
5102,Item,500120,0,1,1,200,,,
5103,Item,919046,0,1,1,3000,2000,,
5103,Item,919044,0,1,1,3000,2000,,
5103,Item,919045,0,1,1,3000,2000,,
5103,Item,440001,0,1,1,2500,,,
5103,Item,440011,0,1,1,2500,,,
5103,Item,500100,0,1,1,2000,,,
5103,Item,510104,0,1,3,4500,,,
5103,Item,510105,0,1,3,4500,,,
5103,Item,490005,0,2,3,9000,,,
5103,Item,500126,0,1,1,1100,,,
5104,Item,919046,0,1,1,3000,2000,,
5104,Item,919044,0,1,1,3000,2000,,
5104,Item,919045,0,1,1,3000,2000,,
5104,Item,1301001,0,1,1,280,,NormalItem,
5104,Item,1301003,0,1,1,40,,NormalItem,
5104,Item,440001,0,1,1,5000,,,
5104,Item,440011,0,1,1,5000,,,
5104,Item,500100,0,1,1,3000,,,
5104,Item,490010,0,1,1,700,,,
5104,Item,911060,0,1,1,30,,NormalItem,
5104,Item,510104,0,1,3,4500,,,
5104,Item,510105,0,1,3,4500,,,
5104,Item,490005,0,2,3,9000,,,
5104,Item,500126,0,1,1,1100,,,
5104,Item,500119,0,1,1,700,,,
5104,Item,500120,0,1,1,200,,NormalItem,
5105,Item,919046,0,1,1,3000,2000,,
5105,Item,919044,0,1,1,3000,2000,,
5105,Item,919045,0,1,1,3000,2000,,
5105,Item,440001,0,1,1,2500,,,
5105,Item,440011,0,1,1,2500,,,
5105,Item,500100,0,1,1,2000,,,
5105,Item,510104,0,1,3,4500,,,
5105,Item,510105,0,1,3,4500,,,
5105,Item,490005,0,2,3,9000,,,
5105,Item,500126,0,1,1,1100,,,
5200,Item,440001,0,25,25,50,0,,
5200,Item,440011,0,25,25,50,0,,
5200,Item,400001,0,420,420,50,0,,
5200,Item,449999,0,1,1,50,0,,
5200,Item,480007,0,1,1,22,0,NormalItem,
5200,Item,480008,0,1,1,22,0,NormalItem,
5200,Item,480009,0,1,1,22,0,NormalItem,
5200,Item,480010,0,1,1,11,0,RareItem,
5200,Item,480011,0,1,1,11,0,RareItem,
5200,Item,480012,0,1,1,11,0,RareItem,
5200,Item,400002,0,100,100,30,0,,
5200,Item,490049,0,30,30,30,0,,
5200,Item,1000105,0,1,1,30,0,NormalItem,
5200,Item,1001105,0,3,3,100,0,,
5200,Item,500119,0,1,1,45,0,,
5200,Item,500120,0,1,1,25,0,RareItem,
5200,Item,500100,0,1,1,0,0,,
9991,Item,440001,0,10,20,100,0,,
9991,Item,440011,0,10,20,100,0,,
9991,Item,400001,0,50,70,90,0,,
9991,Item,910307,0,2,2,30,0,,
9991,Item,480001,0,3,3,80,0,,
9991,Item,480002,0,3,3,80,0,,
9992,Item,910307,0,2,2,100,0,,
9992,Item,911234,0,2,2,100,0,,
9992,Item,900012,0,1,1,30,0,,
9992,Item,480001,0,4,5,50,0,,
9992,Item,480002,0,4,5,50,0,,
9993,Item,440001,0,20,30,500,0,,
9993,Item,440011,0,20,30,500,0,,
9993,Item,400001,0,100,120,500,0,,
9993,Item,910307,0,5,5,400,0,,
9993,Item,911234,0,5,5,200,0,,
9993,Item,900012,0,2,2,200,0,,
9993,Item,480004,0,3,3,350,0,,
9993,Item,480005,0,3,3,350,0,,
9993,Item,900009,0,1,1,50,0,,
9993,Item,911001,0,2,2,50,0,,
9993,Item,911005,0,2,2,50,0,,
9994,Item,900012,0,2,2,200,0,,
9994,Item,480004,0,3,3,500,0,,
9994,Item,480005,0,3,3,500,0,,
9994,Item,910308,0,1,1,500,0,,
9994,Item,1001100,0,5,10,400,0,,
9994,Item,1001101,0,5,10,300,0,,
9994,Item,1001102,0,5,10,200,0,,
9994,Item,1001103,0,5,10,100,0,,
9994,Item,900009,0,1,2,350,0,,
9994,Item,911001,0,2,3,150,0,,
9994,Item,911005,0,2,3,150,0,,
9995,Item,440001,0,70,100,1000,0,,
9995,Item,440011,0,70,100,1000,0,,
9995,Item,400001,0,150,200,1000,0,,
9995,Item,910307,0,6,10,700,0,,
9995,Item,911234,0,6,10,500,0,,
9995,Item,900012,0,3,3,500,0,,
9995,Item,480007,0,3,3,500,0,,
9995,Item,480008,0,3,3,500,0,,
9995,Item,910308,0,3,3,500,0,,
9995,Item,1001100,0,10,15,200,0,,
9995,Item,1001101,0,10,15,200,0,,
9995,Item,1001102,0,10,15,130,0,,
9995,Item,1001103,0,10,15,100,0,,
9995,Item,900009,0,2,3,250,0,,
9995,Item,911002,0,3,3,100,0,,
9995,Item,911005,0,3,3,100,0,,
9995,Item,900008,0,1,1,200,0,,
9995,Item,480009,0,3,5,350,0,,
9996,Item,480007,0,5,5,1000,0,,
9996,Item,480008,0,5,5,1000,0,,
9996,Item,910308,0,3,5,500,0,,
9996,Item,1001100,0,15,20,400,0,,
9996,Item,1001101,0,15,20,300,0,,
9996,Item,1001102,0,15,20,200,0,,
9996,Item,1001103,0,15,20,100,0,,
9996,Item,900009,0,3,5,300,0,,
9996,Item,911002,0,3,5,300,0,,
9996,Item,911005,0,3,5,500,0,,
9996,Item,430053,0,1,1,100,0,,
9996,Item,430043,0,1,1,100,0,,
9996,Item,480009,0,5,5,700,0,,
9996,Item,510104,0,100,150,300,0,,
9996,Item,510105,0,100,150,300,0,,
9997,Item,440001,0,150,200,3000,0,,
9997,Item,440011,0,150,200,3000,0,,
9997,Item,400001,0,500,1000,3000,0,,
9997,Item,910007,0,11,15,3000,0,,
9997,Item,911234,0,11,15,2000,0,,
9997,Item,900012,0,5,10,1300,0,,
9997,Item,480013,0,3,3,1300,0,,
9997,Item,480014,0,3,3,1300,0,,
9997,Item,910308,0,4,7,2000,0,,
9997,Item,1001100,0,16,20,1000,0,,
9997,Item,1001101,0,16,20,1000,0,,
9997,Item,1001102,0,16,20,1000,0,,
9997,Item,1001103,0,16,20,1000,0,,
9997,Item,900009,0,3,5,500,0,,
9997,Item,911003,0,10,15,400,0,,
9997,Item,914001,0,10,20,400,0,,
9997,Item,900008,0,3,5,1000,0,,
9997,Item,430053,0,1,1,300,0,,
9997,Item,430043,0,1,1,300,0,,
9997,Item,480015,0,3,3,300,0,,
9997,Item,481104,0,2,2,300,0,,
9997,Item,410001,0,3,3,1500,0,,
9997,Item,410002,0,3,3,1500,0,,
9997,Item,410003,0,3,3,1500,0,,
9997,Item,910222,0,1,1,300,0,,
9997,Item,510012,0,1,1,1300,0,,
9997,Item,510013,0,1,1,1300,0,,
9997,Item,910302,0,3,3,1300,0,,
9997,Item,110013,0,1,1,36,0,,
9997,Item,110023,0,1,1,36,0,,
9997,Item,110033,0,1,1,36,0,,
9997,Item,120013,0,1,1,36,0,,
9997,Item,120023,0,1,1,36,0,,
9997,Item,120033,0,1,1,36,0,,
9997,Item,130013,0,1,1,36,0,,
9997,Item,130023,0,1,1,36,0,,
9997,Item,130033,0,1,1,36,0,,
9997,Item,140013,0,1,1,36,0,,
9997,Item,140023,0,1,1,36,0,,
9997,Item,140033,0,1,1,36,0,,
9997,Item,150013,0,1,1,36,0,,
9997,Item,150023,0,1,1,36,0,,
9997,Item,150033,0,1,1,36,0,,
9997,Item,160013,0,1,1,36,0,,
9997,Item,160023,0,1,1,36,0,,
9997,Item,160033,0,1,1,36,0,,
9997,Item,210013,0,1,1,67.5,0,,
9997,Item,220013,0,1,1,67.5,0,,
9997,Item,230013,0,1,1,67.5,0,,
9997,Item,240013,0,1,1,67.5,0,,
9997,Item,210023,0,1,1,67.5,0,,
9997,Item,220023,0,1,1,67.5,0,,
9997,Item,230023,0,1,1,67.5,0,,
9997,Item,240023,0,1,1,67.5,0,,
9997,Item,210033,0,1,1,67.5,0,,
9997,Item,220033,0,1,1,67.5,0,,
9997,Item,230033,0,1,1,67.5,0,,
9997,Item,240033,0,1,1,67.5,0,,
9998,Item,910308,0,4,7,3000,0,,
9998,Item,900009,0,3,5,2000,0,,
9998,Item,910007,0,11,15,3000,0,,
9998,Item,911003,0,10,15,1500,0,,
9998,Item,914001,0,10,20,1500,0,,
9998,Item,900008,0,3,3,3000,0,,
9998,Item,480013,0,3,3,1300,0,,
9998,Item,480014,0,3,3,1300,0,,
9998,Item,480015,0,3,3,3000,0,,
9998,Item,481104,0,3,3,3000,0,,
9998,Item,510104,0,300,500,1500,0,,
9998,Item,510105,0,300,500,1500,0,,
9998,Item,1001201,0,10,20,500,0,,
9998,Item,1001202,0,10,20,500,0,,
9998,Item,1001203,0,10,20,300,0,,
9998,Item,910222,0,1,1,800,0,,
9998,Item,510103,0,1,2,500,0,,
9998,Item,510001,0,1,1,1000,0,,
9998,Item,510002,0,1,1,1000,0,,
9998,Item,510003,0,1,1,1000,0,,
9998,Item,510012,0,1,1,1000,0,,
9998,Item,510013,0,1,1,1000,0,,
9998,Item,510009,0,1,1,1000,0,,
9998,Item,510004,0,1,1,1000,0,,
9998,Item,510005,0,1,1,1000,0,,
9998,Item,510006,0,1,1,300,0,,
9998,Item,410001,0,3,3,1500,0,,
9998,Item,410002,0,3,3,1500,0,,
9998,Item,410003,0,3,3,1500,0,,
9998,Item,110013,0,1,1,36,0,,
9998,Item,110023,0,1,1,36,0,,
9998,Item,110033,0,1,1,36,0,,
9998,Item,120013,0,1,1,36,0,,
9998,Item,120023,0,1,1,36,0,,
9998,Item,120033,0,1,1,36,0,,
9998,Item,130013,0,1,1,36,0,,
9998,Item,130023,0,1,1,36,0,,
9998,Item,130033,0,1,1,36,0,,
9998,Item,140013,0,1,1,36,0,,
9998,Item,140023,0,1,1,36,0,,
9998,Item,140033,0,1,1,36,0,,
9998,Item,150013,0,1,1,36,0,,
9998,Item,150023,0,1,1,36,0,,
9998,Item,150033,0,1,1,36,0,,
9998,Item,160013,0,1,1,36,0,,
9998,Item,160023,0,1,1,36,0,,
9998,Item,160033,0,1,1,36,0,,
9998,Item,210013,0,1,1,67.5,0,,
9998,Item,220013,0,1,1,67.5,0,,
9998,Item,230013,0,1,1,67.5,0,,
9998,Item,240013,0,1,1,67.5,0,,
9998,Item,210023,0,1,1,67.5,0,,
9998,Item,220023,0,1,1,67.5,0,,
9998,Item,230023,0,1,1,67.5,0,,
9998,Item,240023,0,1,1,67.5,0,,
9998,Item,210033,0,1,1,67.5,0,,
9998,Item,220033,0,1,1,67.5,0,,
9998,Item,230033,0,1,1,67.5,0,,
9998,Item,240033,0,1,1,67.5,0,,
9999,Item,440002,0,50,100,3000,0,,
9999,Item,440012,0,50,100,3000,0,,
9999,Item,400001,0,2000,3000,3000,0,,
9999,Item,910007,0,15,20,1500,0,,
9999,Item,911234,0,16,20,2000,0,,
9999,Item,900012,0,10,20,2000,0,,
9999,Item,480016,0,2,3,800,0,,
9999,Item,480017,0,2,3,800,0,,
9999,Item,910308,0,8,10,1500,0,,
9999,Item,1001100,0,21,30,1000,0,,
9999,Item,1001101,0,21,30,1000,0,,
9999,Item,1001102,0,21,30,1000,0,,
9999,Item,1001103,0,21,30,1000,0,,
9999,Item,900009,0,5,10,1200,0,,
9999,Item,911004,0,10,15,800,0,,
9999,Item,914001,0,20,30,800,0,,
9999,Item,900008,0,4,5,800,0,,
9999,Item,430054,0,1,1,800,0,,
9999,Item,430044,0,1,1,800,0,,
9999,Item,480018,0,2,3,800,0,,
9999,Item,481105,0,1,2,800,0,,
9999,Item,410001,0,5,10,1500,0,,
9999,Item,410002,0,5,10,1500,0,,
9999,Item,410003,0,5,10,1500,0,,
9999,Item,910222,0,2,2,800,0,,
9999,Item,510012,0,2,2,1500,0,,
9999,Item,510013,0,2,2,1500,0,,
9999,Item,490027,0,1,1,500,0,,
9999,Item,910302,0,5,10,3000,0,,
9999,Item,900005,0,2,2,2000,0,,
9999,Item,510103,0,2,3,500,0,,
9999,Item,110014,0,1,1,40,0,,
9999,Item,110024,0,1,1,40,0,,
9999,Item,110034,0,1,1,40,0,,
9999,Item,120014,0,1,1,40,0,,
9999,Item,120024,0,1,1,40,0,,
9999,Item,120034,0,1,1,40,0,,
9999,Item,130014,0,1,1,40,0,,
9999,Item,130024,0,1,1,40,0,,
9999,Item,130034,0,1,1,40,0,,
9999,Item,140014,0,1,1,40,0,,
9999,Item,140024,0,1,1,40,0,,
9999,Item,140034,0,1,1,40,0,,
9999,Item,150014,0,1,1,40,0,,
9999,Item,150024,0,1,1,40,0,,
9999,Item,150034,0,1,1,40,0,,
9999,Item,160014,0,1,1,40,0,,
9999,Item,160024,0,1,1,40,0,,
9999,Item,160034,0,1,1,40,0,,
9999,Item,210014,0,1,1,75,0,,
9999,Item,220014,0,1,1,75,0,,
9999,Item,230014,0,1,1,75,0,,
9999,Item,240014,0,1,1,75,0,,
9999,Item,210024,0,1,1,75,0,,
9999,Item,220024,0,1,1,75,0,,
9999,Item,230024,0,1,1,75,0,,
9999,Item,240024,0,1,1,75,0,,
9999,Item,210034,0,1,1,75,0,,
9999,Item,220034,0,1,1,75,0,,
9999,Item,230034,0,1,1,75,0,,
9999,Item,240034,0,1,1,75,0,,
10001,Item,480016,0,3,3,3000,0,,
10001,Item,480017,0,3,3,3000,0,,
10001,Item,1001100,0,20,50,2500,0,,
10001,Item,1001101,0,20,50,2000,0,,
10001,Item,1001102,0,20,50,2000,0,,
10001,Item,1001103,0,20,50,1500,0,,
10001,Item,900009,0,5,10,2500,0,,
10001,Item,911004,0,10,15,1300,0,,
10001,Item,914001,0,20,30,3000,0,,
10001,Item,900008,0,5,5,3000,0,,
10001,Item,430054,0,1,1,3000,0,,
10001,Item,430044,0,1,1,3000,0,,
10001,Item,480018,0,3,3,2000,0,,
10001,Item,481105,0,3,3,2000,0,,
10001,Item,510104,0,300,400,2000,0,,
10001,Item,510105,0,300,400,2000,0,,
10001,Item,1001201,0,25,25,1200,0,,
10001,Item,1001202,0,25,25,800,0,,
10001,Item,1001203,0,25,25,800,0,,
10001,Item,910222,0,2,2,800,0,,
10001,Item,510103,0,2,5,800,0,,
10001,Item,911013,0,1,1,150,0,,
10001,Item,510001,0,2,2,1000,0,,
10001,Item,510002,0,2,2,1000,0,,
10001,Item,510003,0,2,2,1000,0,,
10001,Item,510012,0,2,3,2000,0,,
10001,Item,510013,0,2,3,2000,0,,
10001,Item,510009,0,2,2,2000,0,,
10001,Item,490037,0,1,1,80,0,,
10001,Item,410011,0,1,1,800,0,,
10001,Item,410012,0,1,1,800,0,,
10001,Item,410013,0,1,1,800,0,,
10001,Item,510008,0,1,1,500,0,,
10001,Item,510101,0,50,50,800,0,,
10001,Item,510102,0,20,20,300,0,,
10001,Item,911011,0,1,1,20,0,,
10001,Item,110014,0,1,1,32,0,,
10001,Item,110024,0,1,1,32,0,,
10001,Item,110034,0,1,1,32,0,,
10001,Item,120014,0,1,1,32,0,,
10001,Item,120024,0,1,1,32,0,,
10001,Item,120034,0,1,1,32,0,,
10001,Item,130014,0,1,1,32,0,,
10001,Item,130024,0,1,1,32,0,,
10001,Item,130034,0,1,1,32,0,,
10001,Item,140014,0,1,1,32,0,,
10001,Item,140024,0,1,1,32,0,,
10001,Item,140034,0,1,1,32,0,,
10001,Item,150014,0,1,1,32,0,,
10001,Item,150024,0,1,1,32,0,,
10001,Item,150034,0,1,1,32,0,,
10001,Item,160014,0,1,1,32,0,,
10001,Item,160024,0,1,1,32,0,,
10001,Item,160034,0,1,1,32,0,,
10001,Item,210014,0,1,1,60,0,,
10001,Item,220014,0,1,1,60,0,,
10001,Item,230014,0,1,1,60,0,,
10001,Item,240014,0,1,1,60,0,,
10001,Item,210024,0,1,1,60,0,,
10001,Item,220024,0,1,1,60,0,,
10001,Item,230024,0,1,1,60,0,,
10001,Item,240024,0,1,1,60,0,,
10001,Item,210034,0,1,1,60,0,,
10001,Item,220034,0,1,1,60,0,,
10001,Item,230034,0,1,1,60,0,,
10001,Item,240034,0,1,1,60,0,,
10001,Item,210044,0,1,1,60,0,,
10001,Item,220044,0,1,1,60,0,,
10001,Item,230044,0,1,1,60,0,,
10001,Item,240044,0,1,1,60,0,,
10001,Item,210054,0,1,1,60,0,,
10001,Item,220054,0,1,1,60,0,,
10001,Item,230054,0,1,1,60,0,,
10001,Item,240054,0,1,1,60,0,,
10001,Item,210064,0,1,1,60,0,,
10001,Item,220064,0,1,1,60,0,,
10001,Item,230064,0,1,1,60,0,,
10001,Item,240064,0,1,1,60,0,,
10001,Item,210104,0,1,1,20,0,,
10001,Item,220104,0,1,1,20,0,,
10001,Item,230104,0,1,1,20,0,,
10001,Item,240104,0,1,1,20,0,,
10001,Item,210114,0,1,1,20,0,,
10001,Item,220114,0,1,1,20,0,,
10001,Item,230114,0,1,1,20,0,,
10001,Item,240114,0,1,1,20,0,,
10001,Item,210124,0,1,1,20,0,,
10001,Item,220124,0,1,1,20,0,,
10001,Item,230124,0,1,1,20,0,,
10001,Item,240124,0,1,1,20,0,,
10001,Item,110043,0,1,1,20,0,,
10001,Item,120043,0,1,1,20,0,,
10001,Item,130043,0,1,1,20,0,,
10001,Item,140043,0,1,1,20,0,,
10001,Item,150043,0,1,1,20,0,,
10001,Item,160043,0,1,1,20,0,,
11100,Item,910221,0,1,1,100,0,,
11101,Item,910221,0,2,2,100,0,,
11102,Item,910221,0,3,3,100,0,,
11103,Item,910221,0,4,4,100,0,,
11104,Item,911021,0,1,1,100,,,
11200,Item,410001,0,1,1,100,0,,
11201,Item,410001,0,2,2,100,0,,
11202,Item,410001,0,3,3,100,0,,
11203,Item,410001,0,4,4,100,0,,
11204,Item,410001,0,5,5,100,,,
11204,Item,410004,0,1,1,100,,,
11300,Item,420001,0,1,1,100,0,,
11301,Item,420001,0,2,2,100,0,,
11302,Item,420001,0,3,3,100,0,,
11303,Item,420001,0,4,4,100,0,,
11304,Item,420011,0,1,1,100,,,
11400,Item,410002,0,1,1,100,0,,
11401,Item,410002,0,2,2,100,0,,
11402,Item,410002,0,3,3,100,0,,
11403,Item,410002,0,4,4,100,0,,
11404,Item,410002,0,5,5,100,,,
11404,Item,410004,0,1,1,100,,,
11500,Item,420002,0,1,1,100,0,,
11501,Item,420002,0,2,2,100,0,,
11502,Item,420002,0,3,3,100,0,,
11503,Item,420002,0,4,4,100,0,,
11504,Item,420012,0,1,1,100,,,
11600,Item,410003,0,1,1,100,0,,
11601,Item,410003,0,2,2,100,0,,
11602,Item,410003,0,3,3,100,0,,
11603,Item,410003,0,4,4,100,0,,
11604,Item,410003,0,5,5,100,0,,
11604,Item,410004,0,1,1,100,0,,
11700,Item,420003,0,1,1,100,0,,
11701,Item,420003,0,2,2,100,0,,
11702,Item,420003,0,3,3,100,0,,
11703,Item,420003,0,4,4,100,0,,
11704,Item,420013,0,1,1,100,0,,
13100,Item,481101,0,1,1,100,0,,
13100,Item,400002,0,20,20,100,0,,
13200,Item,481101,0,1,1,100,0,,
13200,Item,400002,0,20,20,100,0,,
13300,Item,481101,0,1,1,100,0,,
13300,Item,400002,0,20,20,100,0,,
13400,Item,481101,0,1,1,100,0,,
13400,Item,400002,0,20,20,100,0,,
13500,Item,481102,0,1,1,100,0,,
13500,Item,400002,0,20,20,100,0,,
13600,Item,481102,0,1,1,100,0,NormalItem,
13600,Item,400002,0,20,20,100,0,,
13700,Item,481103,0,1,1,100,0,NormalItem,
13700,Item,400002,0,20,20,100,0,,
13800,Item,481103,0,1,1,100,0,NormalItem,
13800,Item,400002,0,20,20,100,0,,
13900,Item,481103,0,1,1,100,0,UniqueItem,
13900,Item,400002,0,20,20,100,0,,
13950,Item,481103,0,1,1,100,0,UniqueItem,
13950,Item,1000103,0,1,1,100,0,,
14000,Item,481104,0,1,1,100,0,UniqueItem,
14000,Item,400002,0,20,20,100,0,,
14100,Item,481104,0,1,1,100,0,UniqueItem,
14100,Item,400002,0,20,20,100,0,,
14150,Item,481104,0,1,1,100,0,UniqueItem,
14150,Item,1000104,0,1,1,100,0,,
100000,Item,510104,0,1,3,2500,1000,,
100000,Item,510105,0,1,3,5500,1000,,
100001,Item,500119,0,1,1,10,2000,,
100001,Item,500120,0,1,1,1,2000,RareItem,
100002,Item,410001,0,1,1,100,500,FieldBossContribution,
100002,Item,410002,0,1,1,300,500,FieldBossContribution,
100002,Item,410003,0,1,1,100,500,FieldBossContribution,
100003,Item,410001,0,1,1,100,1000,NormalItem,
100003,Item,410002,0,1,1,300,1000,NormalItem,
100003,Item,410003,0,1,1,100,1000,NormalItem,
100003,Item,410004,0,1,1,500,1000,NormalItem,
100004,Item,510104,0,2,4,2500,1000,,
