Id,TitleKey,NameKey,NameEN,Grade,Type,InteractionType,ScaleFactor,VisibleLevel,Level,BaseMaxHp,BaseAttackPowerPhy,BaseAttackPowerMag,BaseDefensePowerPhy,BaseDefensePowerMag,BaseCriticalRate,BaseCriticalDamageMul,BaseAntiCriticalValue,BaseHit,BaseDodge,BaseHpRecovery,BaseDefenseIgnoreDamage,BaseFinalDamageDecrease,ImmuneToAbnormalState,Exp,AdenaDropRate,AdenaMin,AdenaMax,FestivalTicketDropRate,FestivalTicketMin,FestivalTicketMax,NoReward,ItemDropRate,ItemDropGroupId,FixItemDropRate,FixItemDropGroupId,ItemDropMethod,AddRewardItemDropId,FinishRewardItemDropId,WorldItemDropRate,WorldItemDropGroupId,RewardPost,WalkSpeed,RunSpeed,SightRange,IgnoreLevelGapSightRange,BasicAttackSkillInfoIdList,AiInfoGroupId,CreateSkillInfoId,BodyRadius,IgnoreHitAnim,Aggressive,Movable,Rotatable,Countattackable,MaxChaseDistance,IsMonster,SpawnInvincibleTime,SpawnAnim,SpawnVFX,BP_Name,IconTexture,IconTexture_discovered,QuestOnly,AppearanceScenePlay,IsBoss,MonsterCoreItemInfoId,MonsterCoreDropRate,MonsterCoreDropMethod,MonsterCoreUnbindRate,RaceType,RaceIconPath,JobType,JobIconPath,CutSceneType,UseMatineeActor,MonsterType,MonsterGrade,SpawnNotifyType,CollisionUnitType,CollisionUnitParam,InteractionVoiceID,QuestFinishVoiceID,HitFX,HitSocket,HitSound,MonsterSpecificType,IconTexture2,IconTitleKey,DisableSpawnVFX,MinimapMark
3117,0,10301001,DeathKnight,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50189,,,90,0,1,1,1,1,1200,1,0,,,BP_DeathKnight,Icon_MonsterCore_DeathKnight,Icon_MonsterCore_Sample_Undiscover,0,0,1,,,,,Undead,Icon_Ability_Undead,Boss,Icon_Ability_Boss,L,1,Normal,,,,,0,0,,,,,,0,0,0
3118,0,10091101,WoundedDragon,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50187,,,395,0,1,1,1,1,1200,1,0,,,BP_WoundedDragon,Icon_MonsterCore_WoundedDragon,Icon_MonsterCore_Sample_Undiscover,0,0,1,,,,,Dragon,Icon_Ability_Dragon,Patrol,Icon_Ability_Patrol,L,1,Normal,,,,,0,0,,,,,,0,0,0
3119,0,10221437,Ratel,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,,,,30,0,1,1,1,1,1200,1,0,,,BP_Ratel, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,1,,,,,Animal,Icon_Ability_Animal,Patrol,Icon_Ability_Patrol,S,1,Normal,,,,,0,0,,,,,,0,0,0
3120,0,10000305,SecretEnt,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,,,,50,0,1,1,1,1,1200,1,0,,,BP_SecretEnt,Icon_MonsterCore_SecretEnt,Icon_MonsterCore_Sample_Undiscover,0,0,1,,,,,MagicalCreature,Icon_Ability_MagicalCreature,Patrol,Icon_Ability_Patrol,S,1,Normal,,,,,0,0,,,,,,0,0,0
3121,0,10003121,RottenFungus,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50122,,,120,0,1,1,1,1,1200,1,0,,,BP_RottenFungus,Icon_MonsterCore_RottenFungus,Icon_MonsterCore_Sample_Undiscover,0,0,1,,,,,MagicalCreature,Icon_Ability_MagicalCreature,Fighter,Icon_Ability_Fighter,L,1,Normal,,,,,0,0,,,,,,0,0,0
3122,0,10003122,PurgatoryZombie,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50123,,,120,0,1,1,1,1,1200,1,0,,,BP_PurgatoryZombie,Icon_MonsterCore_PurgatoryZombie,Icon_MonsterCore_Sample_Undiscover,0,0,1,,,,,Undead,Icon_Ability_Undead,Guard,Icon_Ability_Guard,L,1,Normal,,,,,0,0,,,,,,0,0,0
3123,0,10003123,AmdenOrcShaman,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50124,,,160,0,1,1,1,1,1200,1,0,,,BP_AmdenOrcShaman,Icon_MonsterCore_AmdenOrcShaman,Icon_MonsterCore_Sample_Undiscover,0,0,1,,,,,Human,Icon_Ability_Human,Shaman,Icon_Ability_Shaman,L,1,Normal,,,,,0,0,,,,,,0,0,0
3124,0,10003124,Shelob,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50126,,,200,0,1,1,1,1,1200,1,0,,,BP_Shelob,Icon_MonsterCore_Shelob,Icon_MonsterCore_Sample_Undiscover,0,0,1,,,,,Monster,Icon_Ability_Monster,Patrol,Icon_Ability_Patrol,L,1,Normal,,,,,0,0,,,,,,0,0,0
3125,0,10003125,DragonhatchlingJam,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50188,,,40,0,1,1,1,1,1200,1,0,,,BP_DragonhatchlingJam, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Dragon,Icon_Ability_Dragon,Walker,Icon_Ability_Walker,,1,Normal,,,,,0,0,,,,,,0,0,0
3126,0,112000003126,NymphRose,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,140,450,1000,0,50192,21123,,20,0,1,1,1,1,1200,1,0,,,BP_NymphRose,Icon_MonsterCore_NymphRose,Icon_MonsterCore_Sample_Undiscover,0,0,1,,,,,Human,Icon_Ability_Human,Walker,Icon_Ability_Walker,S,1,Normal,,,,,0,0,,,,,,0,0,0
3127,0,112000003127,NymphQueen,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,240,336,1000,0,50193,21124,,20,0,1,1,1,1,1200,1,0,,,BP_NymphQueen,Icon_MonsterCore_NymphQueen,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Boss,Icon_Ability_Boss,S,1,Normal,,,,,0,0,,,,,,0,0,0
3128,0,112000003128,BarkaSilenosChieftain,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,104,450,1000,0,50202,21131,,30,0,1,1,1,1,1200,1,0,,,BP_BarkaSilenosChieftain,Icon_MonsterCore_BarkaSilenosChieftain,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,M,1,Normal,,,,,0,0,,,,,,0,0,0
3129,0,112000003129,Bereth,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,,,,40,0,1,1,1,1,1200,1,0,,,BP_Bereth, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Boss,Icon_Ability_Boss,,1,Normal,,,,,0,0,,,,,,0,0,0
3130,0,112000003130,EmbryonKnights,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,164,450,1000,0,50211,21139,,30,0,1,1,1,1,1200,1,0,,,BP_EmbryonKnights,Icon_MonsterCore_EmbryonKnights,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Guard,Icon_Ability_Guard,M,1,Normal,,,,,0,0,,,,,,0,0,0
3131,0,112000003131,Fairy,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50196,21125,,40,0,1,1,1,1,1200,1,0,,,BP_Fairy, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Demon,Icon_Ability_Demon,Shaman,Icon_Ability_Shaman,,1,Normal,,,,,0,0,,,,,,0,0,0
3132,0,112000003132,Imp,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50194,,,40,0,1,1,1,1,1200,1,0,,,BP_Imp, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Demon,Icon_Ability_Demon,Patrol,Icon_Ability_Patrol,,1,Normal,,,,,0,0,,,,,,0,0,0
3133,0,112000003133,KetraOrc,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,176,450,1000,0,50200,21129,,20,0,1,1,1,1,1200,1,0,,,BP_KetraOrc,Icon_MonsterCore_KetraOrc,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Walker,Icon_Ability_Walker,S,1,Normal,,,,,0,0,,,,,,0,0,0
3134,0,112000003134,KetraOrcChieftain,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,96,450,1000,0,50201,21130,,20,0,1,1,1,1,1200,1,0,,,BP_KetraOrcChieftain,Icon_MonsterCore_KetraOrcChieftain,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,S,1,Normal,,,,,0,0,,,,,,0,0,0
3135,0,112000003135,MimicGold,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50195,,,40,0,1,1,1,1,1200,1,0,,,BP_MimicGold, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Demon,Icon_Ability_Demon,Patrol,Icon_Ability_Patrol,,1,Normal,,,,,0,0,,,,,,0,0,0
3136,0,10010158,Pan,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,188,450,1000,0,50197,21126,,70,0,1,1,1,1,1200,1,0,,,BP_Pan,Icon_MonsterCore_Pan,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,MagicalCreature,Icon_Ability_MagicalCreature,Fighter,Icon_Ability_Fighter,M,1,Normal,,,,,0,0,,,,,,0,0,0
3137,0,112000003137,TantaarLizardmanSorcerer,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,288,450,1000,0,50199,21128,,60,0,1,1,1,1,1200,1,0,,,BP_TantaarLizardmanSorcerer,Icon_MonsterCore_TanTaarLizardmanSorcerer,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Dragon,Icon_Ability_Dragon,Shaman,Icon_Ability_Shaman,M,1,Normal,,,,,0,0,,,,,,0,0,0
3138,0,112000003138,TantaarLizardmanWarrior,Small,,,1,1,30,8947,571,571,6527,6527,0,15000,765,1941,1666,0,0,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,196,450,1000,0,50198,21127,,60,0,1,1,1,1,1200,1,0,,,BP_TantaarLizardmanWarrior,Icon_MonsterCore_TanTaarLizardmanWarrior,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Dragon,Icon_Ability_Dragon,Guard,Icon_Ability_Guard,M,1,Normal,,,,,0,0,,,,,,0,0,0
3139,0,999,DragonPython,Small,,,1,1,30,8947,571,571,6527,6527,,15000,765,1941,1666,,,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50204,21133,,40,0,1,1,1,1,1200,1,,,,BP_DragonPython, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Dragon,Icon_Ability_Dragon,Fighter,Icon_Ability_Fighter,,1,Normal,,,,,,,,,,,,0,0,0
3140,0,999,DragonBerserker,Small,,,1,1,30,8947,571,571,6527,6527,,15000,765,1941,1666,,,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50205,21134,,40,0,1,1,1,1,1200,1,,,,BP_DragonBerserker, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Dragon,Icon_Ability_Dragon,Fighter,Icon_Ability_Fighter,,1,Normal,,,,,,,,,,,,0,0,0
3141,0,999,Karinness,Small,,,1,1,30,8947,571,571,6527,6527,,15000,765,1941,1666,,,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50206,21135,,40,0,1,1,1,1,1200,1,,,,BP_Karinness, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Demon,Icon_Ability_Demon,Fighter,Icon_Ability_Fighter,,1,Normal,,,,,,,,,,,,0,0,0
3142,0,999,DarkAssociation_M_High,Small,,,1,1,30,8947,571,571,6527,6527,,15000,765,1941,1666,,,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,96,260,1000,0,50207,21136,,35,0,1,1,1,1,1200,1,,,,BP_DarkAssociation_M_High,Icon_MonsterCore_DarkAssociation_M_High,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Shaman,Icon_Ability_Shaman,M,1,Normal,,,,,,,,,,,,0,0,0
3143,0,999,Grendel,Small,,,1,1,30,8947,571,571,6527,6527,,15000,765,1941,1666,,,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,120,450,1000,0,50212,21140,,60,0,1,1,1,1,1200,1,,,,BP_Grendel,Icon_MonsterCore_Grendel,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Monster,Icon_Ability_Monster,Patrol,Icon_Ability_Patrol,M,1,Normal,,,,,,,,,,,,0,0,0
3144,0,999,ArmoredGrandis,Small,,,1,1,30,8947,571,571,6527,6527,,15000,765,1941,1666,,,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,200,450,1000,0,50210,21138,,65,0,1,1,1,1,1200,1,,,,BP_ArmoredGrandis,Icon_MonsterCore_ArmoredGrandis,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Monster,Icon_Ability_Monster,Fighter,Icon_Ability_Fighter,M,1,Normal,,,,,,,,,,,,0,0,0
3145,0,999,EmbryonKnights,Small,,,1,1,30,8947,571,571,6527,6527,,15000,765,1941,1666,,,,500,54,3000,19,24,339,1,1,0,"312, 0, 244, 208","103001, 100000, 303001, 703001",,,,,,,,0,164,450,1000,0,50211,21139,,30,0,1,1,1,1,1200,1,,,,BP_EmbryonKnights,Icon_MonsterCore_EmbryonKnights,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Guard,Icon_Ability_Guard,M,1,Normal,,,,,,,,,,,,0,0,0
10000,111000010000,10010000,Hardin,Middle,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,500,0,,,,30,0,0,1,1,0,1200,0,0,,,BP_Hardin,Hardin,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Shaman,Icon_Ability_Shaman,M,1,Normal,,,,,81,82,,,,,,0,0,0
10001,111000010001,10010001,HardinsFollower,Middle,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,500,0,,,,30,0,0,1,1,0,1200,0,0,,,BP_HardinsFollower,HardinsFollower,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Shaman,Icon_Ability_Shaman,M,1,Normal,,,,,79,80,,,,,,0,0,0
10002,111000010002,10010002,CatTheCat,Middle,,ShopItem,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,192,450,250,0,152101,,,30,0,0,1,1,1,1200,0,0,,,BP_CatTheCat,CatTheCat_01,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,S,1,Normal,,,,,111,111,,,,,,0,0,0
10003,111000010003,10010003,Windsus,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,90,450,250,0,50020,10020,,50,0,0,1,1,1,1200,0,0,,,BP_Windsus,Icon_MonsterCore_Windsus,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Animal,Icon_Ability_Animal,Patrol,Icon_Ability_Patrol,S,1,Normal,,,,,0,0,,,,,,0,0,0
10004,0,10010004,CatTheCat,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,192,450,250,0,152101,,,30,0,0,1,1,0,1200,0,0,,,BP_CatTheCat,CatTheCat_01,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,S,1,Normal,,,,,5,6,,,,,,0,0,0
10005,0,10221319,CityGuard_Drug,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,,,,10,0,0,1,1,0,1200,0,0,,,BP_CityGuard_Drug, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,,1,Normal,,,,,0,0,,,,,,0,0,0
10006,0,10221319,CityGuard_Wounded,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,,,,10,0,0,1,1,0,1200,0,0,,,BP_CityGuard_Wounded, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,,1,Normal,,,,,0,0,,,,,,0,0,0
10007,0,10011533,Officer,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,,,,30,0,0,1,1,0,1200,0,0,,,BP_Officer,Officer,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,M,1,Normal,,,,,39,40,,,,,,0,0,0
10008,0,10011533,Officer_Attack_Sword,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,151001,,,10,0,0,1,1,0,1200,0,0,,,BP_Officer_Attack_Sword, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,1,Normal,,,,,39,40,,,,,,0,0,0
10009,0,10011533,Officer_Wounded,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,,,,10,0,0,1,1,0,1200,0,0,,,BP_Officer_Wounded, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,,1,Normal,,,,,0,0,,,,,,0,0,0
10010,0,10010010,Officer_02,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,,,,10,0,0,1,1,0,1200,0,0,,,BP_Officer_02, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,1,Normal,,,,,91,92,,,,,,0,0,0
10011,0,10010010,Officer_02_Attack_Spear,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,151101,,,10,0,0,1,1,0,1200,0,0,,,BP_Officer_02_Attack_Spear, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,1,Normal,,,,,91,92,,,,,,0,0,0
10012,0,10010012,ItemMerchant,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,141,450,250,0,,,,30,0,0,1,1,0,1200,0,0,,,BP_ItemMerchant,ItemMerchant_01,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,M,1,Normal,,,,,17,18,,,,,,0,0,0
10013,0,10010013,ItemMerchant,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,141,450,250,0,,,,30,0,0,1,1,0,1200,0,0,,,BP_ItemMerchant,ItemMerchant_01,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,M,1,Normal,,,,,17,18,,,,,,0,0,0
10014,0,10010012,ItemMerchant_Wounded,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,,,,10,0,0,1,1,0,1200,0,0,,,BP_ItemMerchant_Wounded, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,,1,Normal,,,,,0,0,,,,,,0,0,0
10015,0,10010012,ItemMerchant_Wounded_02,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,500,0,,,,10,0,0,1,1,0,1200,0,0,,,BP_ItemMerchant_Wounded_02, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,,1,Normal,,,,,0,0,,,,,,0,0,0
10016,0,10010012,Terrify_ItemMerchant,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,,,,10,0,0,1,1,0,1200,0,0,,,BP_Terrify_ItemMerchant, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,Icon_Ability_Fighter,,1,Normal,,,,,0,0,,,,,,0,0,0
10017,0,10010012,LittleGirl,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,94,450,250,0,,,,20,0,0,1,1,0,1200,0,0,,,BP_LittleGirl,LittleGirl_01,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Patrol,Icon_Ability_Patrol,S,1,Normal,,,,,23,24,,,,,,0,0,0
10018,0,10010012,LittleGirl_Down,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,,,,10,0,0,1,1,0,1200,0,0,,,BP_LittleGirl_Down, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Patrol,Icon_Ability_Patrol,,1,Normal,,,,,0,0,,,,,,0,0,0
10019,0,10010012,LittleGirl_Terrify,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,,,,10,0,0,1,1,0,1200,0,0,,,BP_LittleGirl_Terrify, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Patrol,Icon_Ability_Patrol,,1,Normal,,,,,0,0,,,,,,0,0,0
10020,0,10010004,Magician_Attack_Staff,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,150701,,,10,0,0,1,1,0,1200,0,0,,,BP_Magician_Attack_Staff, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,1,Normal,,,,,27,28,,,,,,0,0,0
10021,0,10010004,Magician_Wounded,Small,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,,,,10,0,0,1,1,0,1200,0,0,,,BP_Magician_Wounded, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,1,Normal,,,,,0,0,,,,,,0,0,0
