Id,ReplaceString1,EquipEffectDescriptionKey,ConditionRoomTypeList,ConditionType,ConditionLevelGap,ConditionFireRate,EffectType,EffectParam1,EffectParam2,EquipEffectBuffIcon,EquipEffectBuffNameKey,EquipEffectBuffDescriptionKey
7100623,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1670,SkillInfoId,1,990223,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100624,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1710,SkillInfoId,1,990224,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100625,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1750,SkillInfoId,1,990225,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100626,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1790,SkillInfoId,1,990226,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100627,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1830,SkillInfoId,1,990227,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100628,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1870,SkillInfoId,1,990228,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100629,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1910,SkillInfoId,1,990229,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100630,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1950,SkillInfoId,1,990230,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100701,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,300,SkillInfoId,1,990301,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100702,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,330,SkillInfoId,1,990302,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100703,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,360,SkillInfoId,1,990303,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100704,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,390,SkillInfoId,1,990304,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100705,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,420,SkillInfoId,1,990305,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100706,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,450,SkillInfoId,1,990306,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100707,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,480,SkillInfoId,1,990307,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100708,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,510,SkillInfoId,1,990308,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100709,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,540,SkillInfoId,1,990309,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100710,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,570,SkillInfoId,1,990310,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100711,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,600,SkillInfoId,1,990311,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100712,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,630,SkillInfoId,1,990312,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100713,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,660,SkillInfoId,1,990313,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100714,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,690,SkillInfoId,1,990314,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100715,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,720,SkillInfoId,1,990315,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100716,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,750,SkillInfoId,1,990316,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100717,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,780,SkillInfoId,1,990317,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100718,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,810,SkillInfoId,1,990318,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100719,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,840,SkillInfoId,1,990319,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100720,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,870,SkillInfoId,1,990320,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100721,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,890,SkillInfoId,1,990321,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100722,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,910,SkillInfoId,1,990322,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100723,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,930,SkillInfoId,1,990323,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100724,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,950,SkillInfoId,1,990324,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100725,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,970,SkillInfoId,1,990325,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100726,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,990,SkillInfoId,1,990326,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100727,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,1010,SkillInfoId,1,990327,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100728,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,1030,SkillInfoId,1,990328,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100729,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,1050,SkillInfoId,1,990329,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100730,,1121007100701,"PvpWorld,SiegeWorld,BattlefieldOfHonorWorld,MeleeWorld,GuildAgitWorld,GatheringDungeonWorld",PlayerAttacked,,1070,SkillInfoId,1,990330,Icon_Buff_CapeEquipEffect_01,1122000000184,1123007100701
7100801,20.4,1121007100801,,NormalAttackSuccess,,620,SkillInfoId,1,990101,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100802,20.8,1121007100801,,NormalAttackSuccess,,640,SkillInfoId,1,990102,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100803,21.2,1121007100801,,NormalAttackSuccess,,660,SkillInfoId,1,990103,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100804,21.6,1121007100801,,NormalAttackSuccess,,680,SkillInfoId,1,990104,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100805,22,1121007100801,,NormalAttackSuccess,,700,SkillInfoId,1,990105,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100806,22.4,1121007100801,,NormalAttackSuccess,,720,SkillInfoId,1,990106,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100807,22.8,1121007100801,,NormalAttackSuccess,,740,SkillInfoId,1,990107,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100808,23.2,1121007100801,,NormalAttackSuccess,,760,SkillInfoId,1,990108,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100809,23.6,1121007100801,,NormalAttackSuccess,,780,SkillInfoId,1,990109,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100810,24,1121007100801,,NormalAttackSuccess,,800,SkillInfoId,1,990110,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100811,24.4,1121007100801,,NormalAttackSuccess,,820,SkillInfoId,1,990111,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100812,24.8,1121007100801,,NormalAttackSuccess,,840,SkillInfoId,1,990112,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100813,25.2,1121007100801,,NormalAttackSuccess,,860,SkillInfoId,1,990113,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100814,25.6,1121007100801,,NormalAttackSuccess,,880,SkillInfoId,1,990114,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100815,26,1121007100801,,NormalAttackSuccess,,900,SkillInfoId,1,990115,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100816,26.4,1121007100801,,NormalAttackSuccess,,920,SkillInfoId,1,990116,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100817,26.8,1121007100801,,NormalAttackSuccess,,940,SkillInfoId,1,990117,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100818,27.2,1121007100801,,NormalAttackSuccess,,960,SkillInfoId,1,990118,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100819,27.6,1121007100801,,NormalAttackSuccess,,980,SkillInfoId,1,990119,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100820,28,1121007100801,,NormalAttackSuccess,,1000,SkillInfoId,1,990120,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100821,28.4,1121007100801,,NormalAttackSuccess,,1020,SkillInfoId,1,990121,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100822,28.8,1121007100801,,NormalAttackSuccess,,1040,SkillInfoId,1,990122,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100823,29.2,1121007100801,,NormalAttackSuccess,,1060,SkillInfoId,1,990123,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100824,29.6,1121007100801,,NormalAttackSuccess,,1080,SkillInfoId,1,990124,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100825,30,1121007100801,,NormalAttackSuccess,,1100,SkillInfoId,1,990125,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100826,30.4,1121007100801,,NormalAttackSuccess,,1120,SkillInfoId,1,990126,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100827,30.8,1121007100801,,NormalAttackSuccess,,1140,SkillInfoId,1,990127,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100828,31.2,1121007100801,,NormalAttackSuccess,,1160,SkillInfoId,1,990128,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100829,31.6,1121007100801,,NormalAttackSuccess,,1180,SkillInfoId,1,990129,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100801
7100830,32,1121007100830,,NormalAttackSuccess,,1200,SkillInfoId,1,990130,Icon_Buff_CapeEquipEffect_01,1122000000214,1123007100830
