Id,Type,GroupId,SwapPrint,SideType,ItemInfoId,LimitPeriod,LimitCount,ItemBind,ResultNameKey,Param1Key,Param1Count,Param2Key,Param3Key,ItemCount,ResultRate,CostType,CostValue,EventId,EventDropId,MainType,UseConditionType,UseConditionParam,EventItemPeriodId
335,Composition,500604,0,Material,500604,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
336,Composition,500604,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
340,Composition,500703,0,Result,500702,None,,0,531000000304,0,60,0,0,1,1,,,,,Combination_QuestScroll,,,
341,Composition,500703,0,Material,500703,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
342,Composition,500703,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
343,Composition,500704,0,Result,500703,None,,0,531000000304,0,60,0,0,1,1,,,,,Combination_QuestScroll,,,
344,Composition,500704,0,Material,500704,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
345,Composition,500704,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
349,Composition,500803,0,Result,500802,None,,0,531000000304,0,75,0,0,1,1,,,,,Combination_QuestScroll,,,
350,Composition,500803,0,Material,500803,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
351,Composition,500803,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
352,Composition,500804,0,Result,500803,None,,0,531000000304,0,75,0,0,1,1,,,,,Combination_QuestScroll,,,
353,Composition,500804,0,Material,500804,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
354,Composition,500804,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
358,Composition,500903,0,Result,500902,None,,0,531000000304,0,90,0,0,1,1,,,,,Combination_QuestScroll,,,
359,Composition,500903,0,Material,500903,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
360,Composition,500903,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
361,Composition,500904,0,Result,500903,None,,0,531000000304,0,90,0,0,1,1,,,,,Combination_QuestScroll,,,
362,Composition,500904,0,Material,500904,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
363,Composition,500904,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
367,Composition,501003,0,Result,501002,None,,0,531000000304,0,105,0,0,1,1,,,,,Combination_QuestScroll,,,
368,Composition,501003,0,Material,501003,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
369,Composition,501003,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
370,Composition,501004,0,Result,501003,None,,0,531000000304,0,105,0,0,1,1,,,,,Combination_QuestScroll,,,
371,Composition,501004,0,Material,501004,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
372,Composition,501004,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
373,TextCombine,600000,0,Result,910222,None,,0,0,0,0,0,0,1,1,,,0,201,,,,
374,TextCombine,600000,0,Material,600028,None,,0,0,0,0,0,0,1,,,,0,201,,,,
375,TextCombine,600000,0,Material,600015,None,,0,0,0,0,0,0,1,,,,0,201,,,,
376,TextCombine,600000,0,Material,600032,None,,0,0,0,0,0,0,1,,,,0,201,,,,
377,TextCombine,600000,0,Material,600025,None,,0,0,0,0,0,0,1,,,,0,201,,,,
378,TextCombine,600000,0,Material,600022,None,,0,0,0,0,0,0,1,,,,0,201,,,,
379,TextCombine,600000,0,Material,600031,None,,0,0,0,0,0,0,1,,,,0,201,,,,
380,TextCombine,600000,0,Material,600030,None,,0,0,0,0,0,0,1,,,,0,201,,,,
381,TextCombine,600000,0,Material,600019,None,,0,0,0,0,0,0,1,,,,0,201,,,,
382,TextCombine,600000,0,Material,600025,None,,0,0,0,0,0,0,1,,,,0,201,,,,
383,TextCombine,600000,0,Material,600024,None,,0,0,0,0,0,0,1,,,,0,201,,,,
385,TextCombine,600000,0,Cost,,None,,0,0,0,0,0,0,,,Free,,0,201,,,,
386,TextCombine,600001,0,Result,910228,None,,0,0,0,0,0,0,1,1,,,1,1,,,,
387,TextCombine,600001,0,Material,600022,None,,0,0,0,0,0,0,1,,,,1,1,,,,
388,TextCombine,600001,0,Material,600019,None,,0,0,0,0,0,0,1,,,,1,1,,,,
389,TextCombine,600001,0,Material,600024,None,,0,0,0,0,0,0,1,,,,1,1,,,,
390,TextCombine,600001,0,Material,600003,None,,0,0,0,0,0,0,1,,,,1,1,,,,
391,TextCombine,600001,0,Cost,,None,,0,0,0,0,0,0,,,Free,,1,1,,,,
392,TextCombine,600002,0,Result,900010,None,,0,0,0,0,0,0,3,1,,,1,1,,,,
393,TextCombine,600002,0,Material,600022,None,,0,0,0,0,0,0,1,,,,1,1,,,,
394,TextCombine,600002,0,Material,600025,None,,0,0,0,0,0,0,1,,,,1,1,,,,
395,TextCombine,600002,0,Material,600032,None,,0,0,0,0,0,0,1,,,,1,1,,,,
396,TextCombine,600002,0,Material,600015,None,,0,0,0,0,0,0,1,,,,1,1,,,,
397,TextCombine,600002,0,Material,600003,None,,0,0,0,0,0,0,1,,,,1,1,,,,
398,TextCombine,600002,0,Cost,,None,,0,0,0,0,0,0,,,Free,,1,1,,,,
399,TextCombine,600003,0,Result,910008,None,,0,0,0,0,0,0,1,1,,,1,1,,,,
400,TextCombine,600003,0,Material,600015,None,,0,0,0,0,0,0,1,,,,1,1,,,,
401,TextCombine,600003,0,Material,600022,None,,0,0,0,0,0,0,1,,,,1,1,,,,
402,TextCombine,600003,0,Material,600016,None,,0,0,0,0,0,0,1,,,,1,1,,,,
403,TextCombine,600003,0,Cost,,None,,0,0,0,0,0,0,,,Free,,1,1,,,,
404,TextCombine,600004,0,Result,490019,None,,0,0,0,0,0,0,2,1,,,1,1,,,,
405,TextCombine,600004,0,Material,600016,None,,0,0,0,0,0,0,1,,,,1,1,,,,
406,TextCombine,600004,0,Material,600025,None,,0,0,0,0,0,0,1,,,,1,1,,,,
407,TextCombine,600004,0,Material,600028,None,,0,0,0,0,0,0,1,,,,1,1,,,,
408,TextCombine,600004,0,Material,600015,None,,0,0,0,0,0,0,1,,Free,,1,1,,,,
409,TextCombine,600004,0,Material,600032,None,,0,0,0,0,0,0,1,,,,1,1,,,,
410,TextCombine,600004,0,Material,600015,None,,0,0,0,0,0,0,1,,,,1,1,,,,
411,TextCombine,600004,0,Material,600028,None,,0,0,0,0,0,0,1,,,,1,1,,,,
412,TextCombine,600004,0,Cost,,None,,0,0,0,0,0,0,,,Free,,1,1,,,,
413,TextCombine,600005,0,Result,400001,None,,0,0,0,0,0,0,300,1,,,1,1,,,,
414,TextCombine,600005,0,Material,600015,None,,0,0,0,0,0,0,1,,,,1,1,,,,
415,TextCombine,600005,0,Material,600032,None,,0,0,0,0,0,0,1,,,,1,1,,,,
416,TextCombine,600005,0,Material,600015,None,,0,0,0,0,0,0,1,,,,1,1,,,,
417,TextCombine,600005,0,Material,600028,None,,0,0,0,0,0,0,1,,,,1,1,,,,
418,TextCombine,600005,0,Cost,,None,,0,0,0,0,0,0,,,Free,,1,1,,,,
419,TextCombine,600006,0,Result,910233,None,,0,0,0,0,0,0,1,1,,,1,1,,,,
420,TextCombine,600006,0,Material,600034,None,,0,0,0,0,0,0,1,,,,1,1,,,,
421,TextCombine,600006,0,Material,600023,None,,0,0,0,0,0,0,1,,,,1,1,,,,
422,TextCombine,600006,0,Material,600011,None,,0,0,0,0,0,0,1,,,,1,1,,,,
423,TextCombine,600006,0,Material,600029,None,,0,0,0,0,0,0,1,,,,1,1,,,,
424,TextCombine,600006,0,Cost,,None,,0,0,0,0,0,0,,,Free,,1,1,,,,
425,TextCombine,600007,0,Result,910236,None,,0,0,0,0,0,0,1,1,,,0,301,,,,
426,TextCombine,600007,0,Material,600024,None,,0,0,0,0,0,0,1,,,,0,301,,,,
427,TextCombine,600007,0,Material,600015,None,,0,0,0,0,0,0,1,,,,0,301,,,,
428,TextCombine,600007,0,Material,600033,None,,0,0,0,0,0,0,1,,,,0,301,,,,
429,TextCombine,600007,0,Material,600035,None,,0,0,0,0,0,0,1,,,,0,301,,,,
430,TextCombine,600007,0,Material,600015,None,,0,0,0,0,0,0,1,,,,0,301,,,,
431,TextCombine,600007,0,Material,600011,None,,0,0,0,0,0,0,1,,,,0,301,,,,
432,TextCombine,600007,0,Material,600028,None,,0,0,0,0,0,0,1,,,,0,301,,,,
433,TextCombine,600007,0,Cost,,None,,0,0,0,0,0,0,,,Free,,0,301,,,,
501,Composition,1001100,0,Result,1000100,None,,0,531000000501,231000000005,0,0,0,1,1,,,,,Combination_SummonGem,,,
502,Composition,1001100,0,Material,1001100,None,,0,0,0,0,0,0,20,,,,,,Combination_SummonGem,,,
503,Composition,1001100,0,Cost,,None,,0,0,0,0,0,0,,,Adena,10000,,,Combination_SummonGem,,,
504,Composition,1001101,0,Result,1000101,None,,0,531000000501,731000002906,0,0,0,1,1,,,,,Combination_SummonGem,,,
505,Composition,1001101,0,Material,1001101,None,,0,0,0,0,0,0,20,,,,,,Combination_SummonGem,,,
506,Composition,1001101,0,Cost,,None,,0,0,0,0,0,0,,,Adena,10000,,,Combination_SummonGem,,,
507,Composition,1001102,0,Result,1000102,None,,0,531000000501,731000002907,0,0,0,1,1,,,,,Combination_SummonGem,,,
508,Composition,1001102,0,Material,1001102,None,,0,0,0,0,0,0,20,,,,,,Combination_SummonGem,,,
509,Composition,1001102,0,Cost,,None,,0,0,0,0,0,0,,,Adena,10000,,,Combination_SummonGem,,,
510,Composition,1001103,0,Result,1000103,None,,0,531000000501,731000002908,0,0,0,1,1,,,,,Combination_SummonGem,,,
511,Composition,1001103,0,Material,1001103,None,,0,0,0,0,0,0,20,,,,,,Combination_SummonGem,,,
512,Composition,1001103,0,Cost,,None,,0,0,0,0,0,0,,,Adena,10000,,,Combination_SummonGem,,,
513,Composition,1001104,0,Result,1000104,None,,0,531000000501,731000002909,0,0,0,1,1,,,,,Combination_SummonGem,,,
514,Composition,1001104,0,Material,1001104,None,,0,0,0,0,0,0,20,,,,,,Combination_SummonGem,,,
515,Composition,1001104,0,Cost,,None,,0,0,0,0,0,0,,,Adena,10000,,,Combination_SummonGem,,,
516,Composition,1001201,0,Result,1000201,None,,0,531000000516,731000002906,0,0,0,1,1,,,,,Combination_SummonGem,,,
517,Composition,1001201,0,Material,1001201,None,,0,0,0,0,0,0,50,,,,,,Combination_SummonGem,,,
518,Composition,1001201,0,Cost,,None,,0,0,0,0,0,0,,,Adena,50000,,,Combination_SummonGem,,,
519,Composition,1001202,0,Result,1000202,None,,0,531000000516,731000002907,0,0,0,1,1,,,,,Combination_SummonGem,,,
520,Composition,1001202,0,Material,1001202,None,,0,0,0,0,0,0,50,,,,,,Combination_SummonGem,,,
521,Composition,1001202,0,Cost,,None,,0,0,0,0,0,0,,,Adena,50000,,,Combination_SummonGem,,,
522,Composition,1001203,0,Result,1000203,None,,0,531000000516,731000002908,0,0,0,1,1,,,,,Combination_SummonGem,,,
523,Composition,1001203,0,Material,1001203,None,,0,0,0,0,0,0,50,,,,,,Combination_SummonGem,,,
524,Composition,1001203,0,Cost,,None,,0,0,0,0,0,0,,,Adena,50000,,,Combination_SummonGem,,,
1001,Banquet,1000,0,Material,500001,None,,0,0,0,0,0,0,10,,,,,,,,,
1002,Banquet,1000,0,Material,500002,None,,0,0,0,0,0,0,10,,,,,,,,,
1003,Banquet,1000,0,Material,500003,None,,0,0,0,0,0,0,5,,,,,,,,,
1004,Banquet,1004,0,Material,500001,None,,0,0,0,0,0,0,20,,,,,,,,,
1005,Banquet,1004,0,Material,500002,None,,0,0,0,0,0,0,20,,,,,,,,,
1006,Banquet,1004,0,Material,500003,None,,0,0,0,0,0,0,10,,,,,,,,,
1007,Banquet,1007,0,Material,500001,None,,0,0,0,0,0,0,30,,,,,,,,,
1008,Banquet,1007,0,Material,500002,None,,0,0,0,0,0,0,30,,,,,,,,,
1009,Banquet,1007,0,Material,500003,None,,0,0,0,0,0,0,15,,,,,,,,,
1010,Banquet,1010,0,Material,500001,None,,0,0,0,0,0,0,20,,,,,,,,,
1011,Banquet,1010,0,Material,500002,None,,0,0,0,0,0,0,20,,,,,,,,,
1012,Banquet,1010,0,Material,500003,None,,0,0,0,0,0,0,10,,,,,,,,,
1013,Banquet,1013,0,Material,500001,None,,0,0,0,0,0,0,40,,,,,,,,,
1014,Banquet,1013,0,Material,500002,None,,0,0,0,0,0,0,40,,,,,,,,,
1015,Banquet,1013,0,Material,500003,None,,0,0,0,0,0,0,20,,,,,,,,,
1016,Banquet,1016,0,Material,500001,None,,0,0,0,0,0,0,60,,,,,,,,,
1017,Banquet,1016,0,Material,500002,None,,0,0,0,0,0,0,60,,,,,,,,,
1018,Banquet,1016,0,Material,500003,None,,0,0,0,0,0,0,30,,,,,,,,,
1019,Banquet,1019,0,Material,500001,None,,0,0,0,0,0,0,30,,,,,,,,,
1020,Banquet,1019,0,Material,500002,None,,0,0,0,0,0,0,30,,,,,,,,,
1021,Banquet,1019,0,Material,500003,None,,0,0,0,0,0,0,20,,,,,,,,,
1022,Banquet,1022,0,Material,500001,None,,0,0,0,0,0,0,60,,,,,,,,,
1023,Banquet,1022,0,Material,500002,None,,0,0,0,0,0,0,60,,,,,,,,,
1024,Banquet,1022,0,Material,500003,None,,0,0,0,0,0,0,30,,,,,,,,,
1025,Banquet,1025,0,Material,500001,None,,0,0,0,0,0,0,90,,,,,,,,,
1026,Banquet,1025,0,Material,500002,None,,0,0,0,0,0,0,90,,,,,,,,,
1027,Banquet,1025,0,Material,500003,None,,0,0,0,0,0,0,45,,,,,,,,,
604,TextCombine,600019,0,Result,910249,None,,0,0,0,0,0,0,1,1,,,4,4,,,,
605,TextCombine,600019,0,Material,910246,None,,0,0,0,0,0,0,7,,,,4,4,,,,
606,TextCombine,600019,0,Material,910247,None,,0,0,0,0,0,0,5,,,,4,4,,,,
607,TextCombine,600019,0,Material,910248,None,,0,0,0,0,0,0,5,,,,4,4,,,,
608,TextCombine,600019,0,Cost,,None,,0,0,0,0,0,0,,,Free,,4,4,,,,
609,TextCombine,600020,0,Result,910250,None,,0,0,0,0,0,0,1,1,,,4,5,,,,
610,TextCombine,600020,0,Material,910246,None,,0,0,0,0,0,0,7,,,,4,5,,,,
611,TextCombine,600020,0,Material,910247,None,,0,0,0,0,0,0,9,,,,4,5,,,,
612,TextCombine,600020,0,Material,910248,None,,0,0,0,0,0,0,9,,,,4,5,,,,
613,TextCombine,600020,0,Material,910245,None,,0,0,0,0,0,0,1,,,,4,5,,,,
614,TextCombine,600020,0,Cost,,None,,0,0,0,0,0,0,,,Free,,4,5,,,,
528,Composition,501103,0,Result,501102,None,,0,531000000304,0,120,0,0,1,1,,,,,Combination_QuestScroll,,,
529,Composition,501103,0,Material,501103,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
530,Composition,501103,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
531,Composition,501104,0,Result,501103,None,,0,531000000304,0,120,0,0,1,1,,,,,Combination_QuestScroll,,,
532,Composition,501104,0,Material,501104,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
533,Composition,501104,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
534,Composition,501203,0,Result,501202,None,,0,531000000304,0,135,0,0,1,1,,,,,Combination_QuestScroll,,,
535,Composition,501203,0,Material,501203,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
536,Composition,501203,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
537,Composition,501204,0,Result,501203,None,,0,531000000304,0,135,0,0,1,1,,,,,Combination_QuestScroll,,,
538,Composition,501204,0,Material,501204,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
539,Composition,501204,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
540,Composition,501303,0,Result,501302,None,,0,531000000304,0,150,0,0,1,1,,,,,Combination_QuestScroll,,,
541,Composition,501303,0,Material,501303,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
542,Composition,501303,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
543,Composition,501304,0,Result,501303,None,,0,531000000304,0,150,0,0,1,1,,,,,Combination_QuestScroll,,,
544,Composition,501304,0,Material,501304,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
545,Composition,501304,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
546,Composition,501403,0,Result,501402,None,,0,531000000304,0,165,0,0,1,1,,,,,Combination_QuestScroll,,,
547,Composition,501403,0,Material,501403,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
548,Composition,501403,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
549,Composition,501404,0,Result,501403,None,,0,531000000304,0,165,0,0,1,1,,,,,Combination_QuestScroll,,,
550,Composition,501404,0,Material,501404,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
551,Composition,501404,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
485,Composition,450001,0,Result,440001,None,,0,731000000209,0,0,0,0,100,1,,,,,Combination_Potion,,,
486,Composition,450001,0,Material,450001,None,,0,0,0,0,0,0,50,,,,,,Combination_Potion,,,
487,Composition,450001,0,Cost,,None,,0,0,0,0,0,0,,,Adena,5000,,,Combination_Potion,,,
488,Composition,450002,0,Result,440011,None,,0,731000000210,0,0,0,0,100,1,,,,,Combination_Potion,,,
489,Composition,450002,0,Material,450002,None,,0,0,0,0,0,0,50,,,,,,Combination_Potion,,,
490,Composition,450002,0,Cost,,None,,0,0,0,0,0,0,,,Adena,5000,,,Combination_Potion,,,
491,Composition,450003,0,Result,400001,None,,0,1019,0,0,0,0,1000,1,,,,,Combination_Potion,,,
492,Composition,450003,0,Material,450003,None,,0,0,0,0,0,0,50,,,,,,Combination_Potion,,,
493,Composition,450003,0,Cost,,None,,0,0,0,0,0,0,,,Adena,5000,,,Combination_Potion,,,
494,Composition,450004,0,Result,910315,None,,0,561000910315,0,0,0,0,1,1,,,,,Combination_Potion,,,
495,Composition,450004,0,Material,450004,None,,0,0,0,0,0,0,50,,,,,,Combination_Potion,,,
496,Composition,450004,0,Cost,,None,,0,0,0,0,0,0,,,Adena,5000,,,Combination_Potion,,,
601,Composition,490070,0,Result,490071,None,,0,531000000601,0,0,0,0,1,1,,,,,Combination_BossTicket,,,
602,Composition,490070,0,Material,490070,None,,0,0,0,0,0,0,100,,,,,,Combination_BossTicket,,,
603,Composition,490070,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_BossTicket,,,
701,Composition,480105,0,Result,470005,None,,0,531000000701,112000010671,0,0,0,1,1,,,,,Combination_VehiclePet,,,
702,Composition,480105,0,Material,480105,None,,0,0,0,0,0,0,100,,,,,,Combination_VehiclePet,,,
703,Composition,480105,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_VehiclePet,,,
704,Composition,480104,0,Result,470004,None,,0,531000000701,911000000002,0,0,0,1,1,,,,,Combination_VehiclePet,,,
705,Composition,480104,0,Material,480104,None,,0,0,0,0,0,0,100,,,,,,Combination_VehiclePet,,,
706,Composition,480104,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_VehiclePet,,,
707,Composition,480103,0,Result,470003,None,,0,531000000701,911000000003,0,0,0,1,1,,,,,Combination_VehiclePet,,,
708,Composition,480103,0,Material,480103,None,,0,0,0,0,0,0,100,,,,,,Combination_VehiclePet,,,
709,Composition,480103,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_VehiclePet,,,
710,Composition,480106,0,Result,470007,None,갈기사자 소환석,0,531000000702,911000000004,0,0,0,1,1,,,,,Combination_VehiclePet,,,
711,Composition,480106,0,Material,480106,None,갈기사자 소환석 조각,0,0,0,0,0,0,100,,,,,,Combination_VehiclePet,,,
712,Composition,480106,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_VehiclePet,,,
1047000101,Composition,10470001,0,Result,10470001,None,코끼리 소환석,0,561010470001,911000100001,0,0,0,1,1,,,,,Combination_VehiclePet,,,
1047000102,Composition,10470001,0,Material,10480101,None,코끼리 소환석 조각,0,0,0,0,0,0,100,,,,,,Combination_VehiclePet,,,
1047000103,Composition,10470001,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_VehiclePet,,,
713,Composition,480110,0,Result,470007,None,갈기사자 소환석,0,531000000703,911000000004,0,0,0,1,1,,,,,Combination_VehiclePet,,,
714,Composition,480110,0,Material,470005,None,,0,0,0,0,0,0,10,,,,,,Combination_VehiclePet,,,
715,Composition,480110,0,Material,470004,None,,0,0,0,0,0,0,4,,,,,,Combination_VehiclePet,,,
716,Composition,480110,0,Material,10510051,None,,0,0,0,0,0,0,1,,,,,,Combination_VehiclePet,,,
717,Composition,480110,0,Cost,,,,0,0,0,0,0,0,,,Free,,,,Combination_VehiclePet,,,
724,Composition,480109,0,Result,470009,None,스팀비틀 소환석,0,531000000701,564000000009,0,0,0,1,1,,,,,Combination_VehiclePet,,,
725,Composition,480109,0,Material,480109,None,스팀비틀 소환석 조각,0,0,0,0,0,0,100,,,,,,Combination_VehiclePet,,,
726,Composition,480109,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_VehiclePet,,,
552,Composition,501503,0,Result,501502,None,,0,531000000304,0,180,0,0,1,1,,,,,Combination_QuestScroll,,,
553,Composition,501503,0,Material,501503,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
554,Composition,501503,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
555,Composition,501504,0,Result,501503,None,,0,531000000304,0,180,0,0,1,1,,,,,Combination_QuestScroll,,,
556,Composition,501504,0,Material,501504,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
557,Composition,501504,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
558,Composition,501603,0,Result,501602,None,,0,531000000304,0,200,0,0,1,1,,,,,Combination_QuestScroll,,,
559,Composition,501603,0,Material,501603,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
560,Composition,501603,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
561,Composition,501604,0,Result,501603,None,,0,531000000304,0,200,0,0,1,1,,,,,Combination_QuestScroll,,,
562,Composition,501604,0,Material,501604,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
563,Composition,501604,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
564,Composition,501703,0,Result,501702,None,,0,531000000304,0,230,0,0,1,1,,,,,Combination_QuestScroll,,,
565,Composition,501703,0,Material,501703,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
566,Composition,501703,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
567,Composition,501704,0,Result,501703,None,,0,531000000304,0,230,0,0,1,1,,,,,Combination_QuestScroll,,,
568,Composition,501704,0,Material,501704,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
569,Composition,501704,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
615,TextCombine,600021,0,Cost,,None,,0,0,0,0,0,0,,,Free,,2,2,,,,
616,TextCombine,600021,0,Result,490044,None,,0,0,0,0,0,0,1,1,,,2,2,,,,
617,TextCombine,600021,0,Material,10001,None,,0,0,0,0,0,0,100,,,,2,2,,,,
618,TextCombine,600022,0,Cost,,None,,0,0,0,0,0,0,,,Free,,2,2,,,,
619,TextCombine,600022,0,Result,490046,None,,0,0,0,0,0,0,1,1,,,2,2,,,,
620,TextCombine,600022,0,Material,10001,None,,0,0,0,0,0,0,100,,,,2,2,,,,
621,TextCombine,600023,0,Cost,,None,,0,0,0,0,0,0,,,Free,,2,2,,,,
622,TextCombine,600023,0,Result,10491011,None,,0,0,0,0,0,0,1,1,,,2,2,,,,
623,TextCombine,600023,0,Material,10001,None,,0,0,0,0,0,0,50,,,,2,2,,,,
624,TextCombine,600024,0,Cost,,None,,0,0,0,0,0,0,,,Free,,2,2,,,,
625,TextCombine,600024,0,Result,10491001,None,,0,0,0,0,0,0,1,1,,,2,2,,,,
626,TextCombine,600024,0,Material,10001,None,,0,0,0,0,0,0,100,,,,2,2,,,,
627,TextCombine,600025,0,Cost,,None,,0,0,0,0,0,0,,,Free,,2,2,,,,
628,TextCombine,600025,0,Result,911005,None,,0,0,0,0,0,0,1,1,,,2,2,,,,
629,TextCombine,600025,0,Material,10001,None,,0,0,0,0,0,0,100,,,,2,2,,,,
2001,Potion,2001,0,Result,505001,None,,0,0,0,0,0,0,1,1,,,,,,,,
2002,Potion,2001,0,Material,500051,None,,0,0,0,0,0,0,3,,,,,,,,,
2003,Potion,2001,0,Material,500071,None,,0,0,0,0,0,0,5,,,,,,,,,
2004,Potion,2001,0,Cost,,None,,0,0,0,0,0,0,,,GuildCoin,5,,,,,,
2005,Potion,2005,0,Result,505002,None,,0,0,0,0,0,0,1,1,,,,,,,,
2006,Potion,2005,0,Material,500051,None,,0,0,0,0,0,0,3,,,,,,,,,
2007,Potion,2005,0,Material,500071,None,,0,0,0,0,0,0,5,,,,,,,,,
2008,Potion,2005,0,Cost,,None,,0,0,0,0,0,0,,,GuildCoin,5,,,,,,
2009,Potion,2009,0,Result,505003,None,,0,0,0,0,0,0,1,1,,,,,,,,
2010,Potion,2009,0,Material,500052,None,,0,0,0,0,0,0,3,,,,,,,,,
2011,Potion,2009,0,Material,500071,None,,0,0,0,0,0,0,5,,,,,,,,,
2012,Potion,2009,0,Cost,,None,,0,0,0,0,0,0,,,GuildCoin,2,,,,,,
2013,Potion,2013,0,Result,505004,None,,0,0,0,0,0,0,1,1,,,,,,,,
2014,Potion,2013,0,Material,500052,None,,0,0,0,0,0,0,3,,,,,,,,,
2015,Potion,2013,0,Material,500071,None,,0,0,0,0,0,0,5,,,,,,,,,
2016,Potion,2013,0,Cost,,None,,0,0,0,0,0,0,,,GuildCoin,2,,,,,,
2017,Potion,2017,0,Result,505005,None,,0,0,0,0,0,0,1,1,,,,,,,,
2018,Potion,2017,0,Material,500053,None,,0,0,0,0,0,0,1,,,,,,,,,
2019,Potion,2017,0,Material,500071,None,,0,0,0,0,0,0,2,,,,,,,,,
2020,Potion,2017,0,Cost,,None,,0,0,0,0,0,0,,,GuildCoin,2,,,,,,
2021,Potion,2021,0,Result,505006,None,,0,0,0,0,0,0,1,1,,,,,,,,
2022,Potion,2021,0,Material,500053,None,,0,0,0,0,0,0,2,,,,,,,,,
2023,Potion,2021,0,Material,500071,None,,0,0,0,0,0,0,3,,,,,,,,,
2024,Potion,2021,0,Cost,,None,,0,0,0,0,0,0,,,GuildCoin,2,,,,,,
2025,Potion,2025,0,Result,505007,None,,0,0,0,0,0,0,1,1,,,,,,,,
2026,Potion,2025,0,Material,500051,None,,0,0,0,0,0,0,10,,,,,,,,,
2027,Potion,2025,0,Material,500071,None,,0,0,0,0,0,0,20,,,,,,,,,
2028,Potion,2025,0,Cost,,None,,0,0,0,0,0,0,,,GuildCoin,8,,,,,,
2029,Potion,2029,0,Result,505008,None,,0,0,0,0,0,0,1,1,,,,,,,,
2030,Potion,2029,0,Material,500052,None,,0,0,0,0,0,0,7,,,,,,,,,
